ticker,TAUG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-12-12,0.0
2002-12-16,0.0
2002-12-19,-16.6667
2003-01-14,-20.0
2003-01-17,25.0
2003-01-31,25.0
2003-02-25,-2.0
2003-04-02,-22.449
2003-04-03,0.0
2003-04-07,0.0
2003-04-10,2.6316
2003-05-21,-17.9487
2003-05-22,0.0
2003-07-18,-9.375
2003-07-21,0.0
2003-08-05,624.1379
2003-08-13,-78.5714
2003-09-18,-35.5556
2003-12-04,-79.3103
2003-12-08,0.0
2003-12-31,0.0
2004-02-19,-33.3333
2004-02-23,-25.0
2004-02-27,-60.0
2004-05-28,-87.5
2004-06-01,100.0
2004-06-14,70.0
2004-06-16,-41.1765
2004-06-17,-50.0
2004-06-18,-23.3333
2004-06-21,8.6957
2004-06-22,-2.4
2004-06-28,0.0
2004-07-06,4.918
2004-07-07,0.0
2004-07-12,-3.9062
2004-07-20,-6.5041
2004-07-29,8.6957
2004-08-02,20.0
2004-08-10,-16.6667
2004-08-30,2.4
2004-09-03,9.375
2004-09-14,42.8571
2004-10-11,6.0
2004-10-12,-5.6604
2004-10-15,0.0
2004-10-28,7.5
2004-12-07,-6.9767
2005-01-07,0.0
2005-01-11,5.0
2005-01-13,0.0
2005-02-10,-2.3810000000000002
2005-02-14,4.878
2005-02-16,-6.9767
2005-03-01,0.0
2005-03-02,-10.0
2005-03-03,11.1111
2005-03-07,-2.5
2005-03-09,-2.5641
2005-03-14,-5.2632
2005-03-18,0.0
2005-03-23,1.6667
2005-04-04,0.0
2005-04-05,-9.8361
2005-04-06,12.1212
2005-04-08,8.1081
2005-04-11,0.0
2005-06-01,-10.5
2005-06-07,-2.2346
2005-07-08,2.8571
2005-07-26,0.0
2005-07-29,1.6667
2005-08-02,-1.6393
2005-08-10,0.0
2005-08-18,5.5556
2005-08-29,-21.0526
2005-09-21,0.0
2005-10-05,-33.3333
2005-10-06,10.0
2005-10-12,-6.3636
2005-10-19,-46.6019
2005-10-20,18.1818
2005-11-25,-15.3846
2005-11-28,-7.2727
2005-11-29,0.0
2005-11-30,-11.7647
2005-12-02,-22.2222
2005-12-13,28.5714
2005-12-21,0.0
2005-12-23,-11.1111
2006-01-03,0.0
2006-01-09,0.0
2006-01-12,12.5
2006-01-13,-6.6667
2006-01-18,-4.7619
2006-01-19,-12.5
2006-01-23,-11.4286
2006-01-25,-3.2258
2006-01-26,0.0
2006-02-06,0.0
2006-02-13,0.0
2006-02-21,3.3333
2006-02-27,-3.2258
