ticker,ETST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-24,0.0
2014-01-31,0.0
2014-02-03,0.0
2014-02-10,-25.0
2014-02-18,16.2917
2014-02-27,3.1888
2014-03-07,11.1111
2014-03-12,-25.0
2014-03-13,0.0
2014-03-19,0.0
2014-03-20,166.6667
2014-03-27,-75.0
2014-03-28,-40.0
2014-03-31,20.3333
2014-04-01,287.8116
2014-04-02,28.5714
2014-04-03,2.7778
2014-04-04,-2.7027
2014-04-07,11.1111
2014-04-09,-3.0
2014-04-11,-12.3711
2014-04-15,-0.5882
2014-04-16,-2.3669000000000002
2014-04-17,-3.0303
2014-04-25,-23.75
2014-04-29,46.7213
2014-04-30,-16.2011
2014-05-01,50.0
2014-05-05,0.0
2014-05-06,-11.1111
2014-05-07,0.0
2014-05-13,0.0
2014-05-15,0.0
2014-05-16,-0.5
2014-05-22,-0.5025
2014-05-23,-19.1919
2014-05-27,0.0
2014-05-29,9.375
2014-06-09,14.2857
2014-06-16,0.0
2014-06-17,-8.0
2014-06-18,8.1522
2014-06-19,-5.0251
2014-06-25,-26.455
2014-07-01,4.3165
2014-07-07,10.3448
2014-07-09,0.0
2014-07-11,3.125
2014-07-14,21.2121
2014-07-17,0.0
2014-07-22,-1.0
2014-07-25,13.6364
2014-07-28,0.0
2014-07-31,-6.6667
2014-08-04,0.4762
2014-08-05,-10.4265
2014-08-06,-0.5291
2014-08-07,0.0
2014-08-08,4.2553
2014-08-14,-5.6122
2014-08-18,-2.7027
2014-08-25,-2.7778
2014-09-05,-20.5714
2014-09-08,0.7194
2014-09-09,0.0
2014-09-24,3.5714
2014-09-25,95.9569
2014-09-26,3.823
2014-09-29,-2.1483
2014-09-30,0.4633
2014-10-01,-20.3448
2014-10-02,-2.1645
2014-10-03,-0.4425
2014-10-06,-11.1111
2014-10-07,-17.8
2014-10-08,0.9732
2014-10-09,23.494
2014-10-10,8.2927
2014-10-13,-5.4054
2014-10-14,19.0476
2014-10-15,12.0
2014-10-16,-2.5
2014-10-17,13.5531
2014-10-20,0.0
2014-10-21,6.129
2014-10-22,5.1672
2014-10-23,-16.474
2014-10-24,1.0381
2014-10-27,1.0274
2014-10-28,0.5763
2014-10-29,-5.2915
2014-10-30,2.847
2014-10-31,-3.1142
2014-11-03,-0.5357
2014-11-04,0.5386
2014-11-05,0.7143
2014-11-06,-0.7092
2014-11-07,-5.3527000000000005
2014-11-10,-5.2875
2014-11-11,0.0
2014-11-12,6.7729
2014-11-13,-10.4478
