ticker,GRPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-04-26,3233.3333
2014-03-31,80.0
2014-04-01,-2.7778
2014-04-02,128.5714
2014-04-11,-50.0
2014-04-21,175.0
2014-04-23,-34.0
2014-04-24,-24.2424
2014-05-02,-12.0
2014-05-07,9.0909
2014-05-20,-8.3333
2014-05-27,-13.6364
2014-05-29,-31.5789
2014-06-09,0.0
2014-07-07,7.6923
2014-07-14,0.0
2014-07-18,-14.2857
2014-07-28,16.6667
2014-08-07,-14.2857
2014-09-17,-8.3333
2014-11-03,-18.1818
2014-11-06,-44.4444
2014-12-05,-20.0
2014-12-15,0.0
2015-01-07,25.0
2015-01-09,-20.0
2015-03-18,10.0
2015-05-29,-31.8182
2015-06-01,-13.3333
2015-06-02,-15.3846
2015-06-04,-9.0909
2015-06-05,-20.0
2015-06-09,-25.0
2015-06-17,150.0
2015-06-25,33.3333
2015-06-30,-44.75
2016-01-22,80.9955
2016-01-25,0.0
2016-02-11,-44.75
2016-03-21,44.7964
2016-08-08,0.0
2016-09-01,-30.9375
2016-09-16,0.0
2016-09-21,-9.5023
2016-10-04,-5.0
2016-10-26,-47.3684
2016-11-29,160.0
2016-12-02,15.3846
2017-02-13,0.0
2017-02-28,-15.3333
2017-03-28,-54.7244
2017-06-23,-13.0435
2018-03-29,-20.0
2018-09-13,2.5
2018-10-17,21.9512
2018-11-30,0.0
2018-12-04,-18.0
2019-03-07,0.0
2019-05-22,119.5122
2019-08-01,22.2222
2019-11-05,418.1818
2019-11-06,-16.6667
2019-11-07,-36.8211
2019-11-08,129.9234
2019-11-11,-56.8116
2019-11-12,17.4497
2019-11-13,-36.8571
2019-11-14,-18.552
2019-11-18,0.0
2019-11-20,8.3333
2019-11-25,-7.6923
2019-11-27,-16.6667
2019-12-09,0.0
2019-12-13,-13.3333
2019-12-19,0.0
2020-01-10,0.0
2020-01-13,-23.0769
2020-02-28,-29.9
2020-03-12,-0.1427
2020-03-18,0.0
2020-04-21,0.0
2020-05-11,0.0
2020-06-08,-6.5714
