ticker,NESW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-24,16.7883
2000-02-25,3.75
2000-02-29,1.2048
2000-03-21,-3.5714
2000-03-27,0.0
2000-07-11,-1.2346
2001-04-18,1.25
2001-05-30,-1.8519
2001-06-15,0.6289
2001-07-17,1.25
2001-08-07,-1.2346
2001-12-07,2.5
2001-12-11,-26.8293
2001-12-13,40.0
2002-02-13,0.0
2002-02-21,-2.3810000000000002
2002-06-05,2.9268
2002-07-15,-0.4739
2002-07-22,2.3810000000000002
2002-07-29,0.0
2002-10-15,4.6512
2002-12-17,3.8889
2002-12-24,1.6042999999999998
2003-03-25,1.0947
2003-04-01,10.3707
2003-04-15,0.0
2003-04-16,0.0
2003-04-23,-1.8868
2003-04-25,3.8462
2003-06-30,0.0
2003-08-19,8.5782
2003-08-20,0.6272
2003-08-26,0.0
2003-09-17,-1.6949
2003-11-10,4.3103
2003-11-11,3.3058
2003-11-21,-0.8
2004-01-06,4.8387
2004-04-06,0.7692
2004-07-01,0.3053
2004-07-16,1.9787
2004-12-10,0.0
2005-01-26,4.4776
2005-01-27,-5.7143
2005-04-26,6.0606
2005-05-03,5.7143
2005-05-13,-5.4054
2005-08-15,3.5714
2005-08-17,1.3793
2005-08-29,-2.0408
2005-10-21,0.0
2006-01-30,0.0
2006-03-14,6.9444
2006-03-21,-0.5974
2006-03-22,1.9075
2006-03-23,1.2821
2006-04-07,0.0
2006-04-24,0.0
2006-05-15,0.0
2006-06-15,-1.2658
2006-06-30,1.2821
2006-07-05,0.6329
2006-07-28,-0.6289
2006-08-15,0.0
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,0.0
2006-08-28,0.0
2006-08-29,0.0
2006-08-31,0.0
2006-09-06,-1.2658
2006-10-24,0.641
2006-10-25,1.9108
2006-11-06,-1.25
2006-12-01,3.7975
2006-12-27,1.2195
2007-02-28,-0.6024
2007-04-30,-4.8485
2007-05-01,7.0064
2007-05-25,1.1905000000000001
2007-05-29,0.0
2007-05-30,0.0
2007-07-17,4.7059
2007-07-24,-1.1236
2007-08-17,0.0
2007-08-20,1.1364
2007-08-22,1.1236
2007-08-23,0.0
2007-08-28,0.0
2007-08-29,-1.1111
2007-09-04,-1.1236
2007-09-05,0.0
2008-03-20,6.8182
2008-04-18,0.0
2008-05-22,-1.0638
2008-05-23,0.0
2008-05-27,2.1505
2008-05-30,1.0526
2008-06-03,-1.0417
2008-06-04,0.0
2008-09-12,1.5789
2008-10-09,0.5181
