ticker,NESW US Equity
2008-11-03,-11.3402
2008-12-10,2.3256
2009-02-18,6.8182
2009-02-25,2.3404
2009-03-04,0.0
2009-03-05,0.0
2009-03-09,0.0
2009-04-24,1.8711
2009-04-28,-2.0408
2009-05-01,0.0
2009-05-04,0.0
2009-05-06,0.4167
2009-06-09,0.6224
2009-07-06,0.0
2009-07-07,0.6186
2009-07-14,33.1967
2009-08-06,-24.6154
2009-08-07,0.3061
2009-10-01,0.7121
2009-10-02,0.0
2009-10-22,0.0
2009-11-25,-1.8115
2009-11-27,3.9024
2010-01-04,0.495
2010-03-08,0.0
2010-03-15,0.0
2010-03-24,37.931
2010-04-21,-25.7143
2010-06-23,-1.1538
2010-06-24,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-07-06,-1.751
2010-07-12,-1.9802
2010-08-26,-2.0202
2010-09-08,-3.0928
2010-09-09,1.0638
2010-09-10,0.0
2010-09-21,0.0
2010-09-29,0.0
2010-10-07,0.0
2010-10-18,0.0
2010-10-20,0.0
2010-10-22,-2.1561
2010-11-09,2.2036
2010-11-17,0.0
2010-12-10,0.0
2011-01-07,0.0
2011-01-20,5.2632
2011-02-14,0.0
2011-03-11,1.0
2011-03-30,0.0
2011-04-19,-1.2344
2011-05-13,1.2498
2011-08-15,0.0
2011-08-17,0.0
2011-08-29,0.9901
2011-10-06,-0.9804
2011-11-17,0.9901
2012-01-24,0.0
2012-03-27,0.0
2012-12-13,1.4925
2012-12-21,1.9607999999999999
2013-01-24,-5.7692
2013-01-25,4.0816
2013-02-27,0.5124
2013-03-13,0.1961
2013-03-20,-0.1957
2013-04-02,0.4902
2013-04-11,-0.4878
2013-04-12,0.0
2013-04-19,0.0
2013-05-22,0.0
2013-11-26,3.0876
2014-05-06,0.0583
2014-05-16,-0.9709
2014-07-02,2.918
2014-11-25,1.1236
2015-01-22,0.0958
2015-03-23,5.871
2015-05-21,0.0
2015-05-28,0.0
2015-06-09,0.5851
2015-06-16,0.0727
2015-07-01,0.0908
2015-09-02,0.5842
2015-11-24,0.5112
2015-12-03,1.7257
2016-01-13,3.8393
2016-01-27,3.1814
2016-03-14,0.5783
2016-03-17,0.8333
2016-03-21,0.0
2016-04-08,0.9091
2016-04-29,10.5651
2016-05-04,-24.4444
2016-05-05,29.4118
2016-05-12,0.0
2016-06-03,2.8336
2016-07-14,7.1111
2016-08-03,0.1043
2016-08-30,0.125
2016-09-06,-2.6217
2016-09-14,0.0
2016-09-21,0.0
2016-09-30,0.4274
2016-10-04,-6.383
2016-10-05,2.7273
2016-10-11,-6.4159
2016-10-24,0.0
2016-11-01,0.2364
2016-11-07,9.6698
2016-11-11,1.0753
2016-11-15,-1.0638
2016-11-29,3.7838000000000003
2016-12-19,-11.0417
2017-02-01,3.0445
2017-02-06,0.0
2017-02-08,-7.9545
2017-02-09,3.2099
2017-02-14,1.9139
2017-02-21,0.0
2017-03-07,3.9206
2017-03-10,4.5455
2017-03-22,3.2609
2017-03-23,2.3158
2017-04-06,-0.2058
2017-04-12,-3.0928
2017-04-20,-1.7021
2017-04-27,-9.7403
2017-05-03,0.1918
2017-05-04,0.5744
2017-05-30,1.0778
2017-06-05,1.8957000000000002
2017-06-06,-1.3953
2017-06-13,1.4151
2017-06-16,2.3256
2017-06-26,1.1364
2017-07-03,4.4944
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,-1.0753
2017-07-24,0.0
2017-07-27,0.0
2017-07-31,0.0
2017-08-03,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-16,0.0
2017-08-24,0.0
2017-09-11,1.706
2017-09-12,3.2258
2017-09-13,-2.0833
2017-09-14,2.1277
2017-09-21,0.0
2017-09-22,-2.6042
2017-10-03,-0.5348
2017-10-06,1.0753
2017-10-09,0.0
2017-10-10,-0.4255
2017-10-11,-3.8462
2017-10-12,0.0
2017-10-16,-0.4444
2017-10-19,0.0
2017-10-23,0.4464
2017-10-24,0.0
2017-10-31,0.0
2017-11-13,-2.0
2017-11-14,0.0
2017-11-22,-0.2268
2017-11-30,1.121
2018-01-02,4.0724
2018-01-16,-2.1739
2018-01-17,0.0
2018-01-18,4.4444
2018-03-16,7.0664
2018-03-19,0.0
2018-03-21,-4.0
2018-03-22,-1.0417
2018-03-23,4.2105
2018-03-27,-4.0404
2018-03-28,-3.1579
2018-04-04,-0.4348
2018-04-06,-0.655
2018-04-25,1.0989
2018-04-27,3.2609
2018-05-01,2.1053
2018-05-04,-1.0309
2018-05-08,-2.0833
2018-05-11,-2.1277
2018-05-15,0.0
2018-05-21,0.0
2018-05-29,0.2391
2018-05-30,0.0
2018-06-01,4.8035
2018-06-07,-4.1667
2018-06-12,0.0
2018-06-14,4.3478
2018-06-19,-4.1667
2018-06-27,0.0
2018-07-02,2.6087
2018-08-01,-2.5423999999999998
2018-08-03,0.0
2018-08-10,0.0
2018-08-23,0.0
2018-08-28,0.0
2018-09-06,0.0
2018-09-17,-2.1739
2018-09-18,-0.4
2018-09-19,1.1236
2018-09-24,2.2222
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-05,1.087
2018-10-19,3.2258
2018-10-23,-4.1667
2018-10-30,4.7826
2018-11-01,0.3112
2018-11-06,-1.758
2018-11-07,0.0
2018-11-09,0.0
2018-11-20,0.0
2018-11-28,-1.0526
2018-12-03,0.0
2018-12-10,0.4255
2018-12-14,-0.7894
2018-12-17,-16.7742
2018-12-18,8.5271
2018-12-19,10.7143
2018-12-20,-1.0753
2018-12-21,0.0
2018-12-26,1.087
2018-12-31,-1.0753
2019-01-02,-10.3043
2019-01-07,9.0645
2019-01-08,0.0
2019-01-17,0.0
2019-01-25,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-12,0.0
2019-02-15,-2.2222
2019-02-19,-6.8182
2019-02-25,7.2683
2019-03-15,-0.3208
2019-03-18,1.6552
2019-03-19,0.8593
2019-03-25,0.0
2019-03-26,0.8969
2019-04-03,-2.2222
2019-04-05,-3.8636
2019-04-08,0.0
2019-04-09,1.6548
2019-04-10,0.0
2019-04-22,-4.3721
2019-04-26,-17.3152
2019-04-30,26.9412
2019-05-07,-0.3707
2019-05-15,0.0
2019-05-21,0.0
2019-06-13,3.1653000000000002
2019-06-17,1.7727
2019-06-18,-1.7418
2019-06-19,0.0
2019-07-09,2.2727
2019-07-17,0.0
2019-07-18,0.0
2019-07-22,3.3333
2019-07-31,3.2258
2019-08-02,0.0
2019-08-14,0.0
2019-08-20,-11.75
2019-08-21,2.6912000000000003
2019-09-16,1.9699
2019-09-27,1.1364
2019-10-03,0.0
2019-10-07,3.3708
2019-10-15,0.0
2019-11-04,0.0
2019-11-12,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-12-20,2.9798
2019-12-23,2.1277
2020-01-09,0.0
2020-02-05,0.2083
2020-02-07,-0.2079
2020-02-24,0.0
2020-03-11,0.8188
2020-03-12,-0.0416
2020-03-13,-2.875
2020-05-26,-0.9009
2020-05-27,0.0
2020-06-03,2.8139
2020-06-30,-2.3976
2020-07-08,0.0
2020-07-15,-5.1739
