ticker,DTEMF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-19,-19.6429
2000-08-16,-2.2222
2000-12-27,-59.0909
2000-12-28,22.2222
2000-12-29,-4.5455
2001-01-01,0.0
2002-08-06,327.3214
2002-08-12,14.7792
2002-09-10,-37.8641
2003-03-03,-34.375
2004-07-22,-52.381
2004-10-27,0.0
2004-12-20,-28.0
2005-12-12,-37.934
2006-04-19,1000.6993
2006-04-20,1.6518000000000002
2006-04-21,5.0
2006-04-24,3.2381
2006-04-25,1.476
2006-04-26,5.4545
2006-04-27,-5.1724
2006-04-28,-3.6364
2006-05-01,0.0
2006-05-02,-6.6038
2006-05-05,-6.0606
2006-05-08,-2.3656
2006-05-10,-2.6432
2006-05-11,15.3846
2006-05-17,-21.3113
2006-05-18,-10.2943
2006-05-24,25.0
2006-05-26,12.6944
2006-06-02,4.5107
2006-06-07,-21.2264
2006-06-08,-2.9939999999999998
2006-06-12,-5.463
2006-06-15,-7.2804
2006-06-21,-7.0423
2006-06-23,-3.0303
2006-06-28,-17.1875
2006-06-30,-12.4528
2006-07-05,20.6897
2006-07-07,-10.7143
2006-07-11,20.0
2006-07-12,-5.6667
2006-07-17,-18.727899999999998
2006-07-18,0.0
2006-07-25,-7.3913
2006-08-03,-2.3474
2006-08-15,-7.6923
2006-09-11,-9.7331
2006-09-14,6.7436
2006-09-18,0.0
2006-09-29,1.8243
2006-10-05,-17.7173
2006-10-10,-23.2258
2006-10-31,38.9706
2006-11-03,4.7241
2006-11-06,-2.7788
2006-11-15,33.6303
2006-11-16,42.2222
2006-11-17,-9.375
2006-11-20,12.4784
2006-11-21,-8.0284
2006-11-27,18.3333
2006-11-30,19.8944
2006-12-04,24.5228
2006-12-05,9.2453
2006-12-06,3.8644
2006-12-07,-5.2172
2006-12-08,0.8991
2006-12-11,-0.6303
2006-12-14,21.0192
2006-12-15,-8.1421
2006-12-18,5.5386
2006-12-19,3.5608
2006-12-20,-9.991
2006-12-21,-3.86
2006-12-22,4.2126
2006-12-27,-3.6431
2006-12-28,-1.3052000000000001
2006-12-29,-1.5323
2007-01-03,11.5327
2007-01-04,-10.5505
2007-01-05,-1.3889
2007-01-08,4.7237
2007-01-09,-2.3381
2007-01-11,-10.1695
2007-01-12,13.2075
2007-01-16,1.3854
2007-01-17,-2.4556
2007-01-18,1.4325
2007-01-19,4.3925
2007-01-22,0.4277
2007-01-23,14.2433
2007-01-25,-5.4361
2007-01-26,-5.9136
2007-01-29,8.3609
