ticker,NGBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-03,0.0
2000-02-04,12.5
2000-02-07,-2.7778
2000-02-08,2.8571
2000-02-09,-5.5556
2000-02-10,8.8235
2000-02-11,0.0
2000-02-14,-0.5405
2000-02-16,0.5435
2000-02-17,0.0
2000-02-18,-5.4054
2000-02-22,-8.5714
2000-02-23,6.25
2000-02-24,-4.4118
2000-02-25,-3.0769
2000-02-28,0.0
2000-02-29,-23.8095
2000-03-01,0.0
2000-03-07,25.0
2000-03-08,10.0
2000-03-09,15.1515
2000-03-10,-5.2632
2000-03-13,-6.4444
2000-03-14,36.5796
2000-03-15,4.3478
2000-03-16,-12.5
2000-03-17,1.1905000000000001
2000-03-20,8.2353
2000-03-21,2.1739
2000-03-22,-6.383
2000-03-23,0.5682
2000-03-24,8.4746
2000-03-27,-4.1667
2000-03-28,-4.3478
2000-03-29,4.5455
2000-03-30,0.0
2000-03-31,6.5217
2000-04-03,-6.1224
2000-04-04,0.0
2000-04-05,-3.8043
2000-04-06,-5.0847
2000-04-07,-4.7619
2000-04-10,2.5
2000-04-11,-2.439
2000-04-12,-4.0
2000-04-13,-6.25
2000-04-14,11.1111
2000-04-17,-3.75
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,-6.4935
2000-04-24,0.4444
2000-04-25,0.9403
2000-04-26,-11.6712
2000-04-27,-6.9479
2000-04-28,7.5
2000-05-02,-0.7752
2000-05-03,-17.9688
2000-05-04,37.1429
2000-05-05,0.0
2000-05-08,-11.1111
2000-05-09,1.5625
2000-05-10,-0.7692
2000-05-11,-11.6279
2000-05-12,-1.7544
2000-05-17,0.8929
2000-05-18,-4.4248
2000-05-19,7.4074
2000-05-23,3.4483
2000-05-24,-11.6667
2000-05-25,-3.7736
2000-05-30,-1.9607999999999999
2000-05-31,-19.0
2000-06-01,8.642
2000-06-02,0.0
2000-06-06,7.9545
2000-06-07,-15.7895
2000-06-08,20.0
2000-06-16,-18.75
2000-06-20,23.0769
2000-06-21,-8.3333
2000-06-23,13.6364
2000-06-26,28.0
2000-06-27,0.0
2000-06-28,0.0
2000-07-06,12.5
2000-07-07,5.5556
2000-07-10,-3.9474
2000-07-11,-6.8493
2000-07-12,0.0
2000-07-13,11.7647
2000-07-14,-1.3158
2000-07-17,2.0
2000-07-18,-4.5752
2000-07-19,-1.3699
2000-07-20,-6.9444
2000-07-21,-4.4776
2000-07-24,0.0
2000-07-25,0.0
2000-07-26,-3.125
2000-07-27,-9.6774
