ticker,NICH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,7.1429
2000-01-04,0.0
2000-01-05,0.0
2000-01-07,0.0
2000-01-11,20.0
2000-01-12,22.2222
2000-01-13,8.5227
2000-01-14,0.0
2000-01-18,4.712
2000-01-19,1.0
2000-01-20,-6.9307
2000-01-21,1.0638
2000-01-24,-3.1579
2000-01-25,-4.3478
2000-01-26,4.5455
2000-01-27,-0.5435
2000-02-01,4.918
2000-02-02,-7.9545
2000-02-03,-1.2346
2000-02-04,10.0
2000-02-07,-1.1364
2000-02-08,-16.6667
2000-02-16,21.3793
2000-02-17,0.0
2000-02-18,4.5455
2000-02-22,-19.5652
2000-02-23,0.0
2000-03-03,0.0
2000-03-06,-2.7027
2000-03-09,2.7778
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,-8.1081
2000-03-16,-2.9412000000000003
2000-03-17,9.0909
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,5.5556
2000-03-29,-2.6316
2000-03-30,-2.7027
2000-03-31,0.0
2000-04-03,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,-5.5556
2000-04-10,32.3529
2000-04-11,2.2222
2000-04-12,0.0
2000-04-13,-2.1739
2000-04-14,-6.6667
2000-04-17,14.2857
2000-04-18,4.1667
2000-04-19,-2.0
2000-04-20,-8.1633
2000-04-24,6.6667
2000-04-25,-14.5833
2000-04-26,4.878
2000-04-27,0.0
2000-04-28,3.2558
2000-05-01,-4.7619
2000-05-03,5.0
2000-05-09,-11.9048
2000-05-10,2.7027
2000-05-11,0.0
2000-05-12,2.6316
2000-05-15,5.1282
2000-05-16,-4.878
2000-05-17,12.8205
2000-05-18,0.0
2000-05-19,-2.2727
2000-05-22,6.9767
2000-05-24,0.0
2000-05-25,-2.1739
2000-05-26,-3.8889
2000-05-30,8.6705
2000-06-02,-14.3617
2000-06-05,15.528
2000-06-07,-9.6774
2000-06-09,-1.1905000000000001
2000-06-12,-6.0241
2000-06-13,5.1282
2000-06-14,2.439
2000-06-15,1.1905000000000001
2000-06-30,0.0
2000-07-10,-5.8824
2000-07-12,45.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,-3.4483
2000-07-18,-0.8929
2000-07-19,-1.8018
2000-07-20,-0.9174
2000-07-21,0.9259
2000-07-24,1.8349
2000-07-25,0.0
2000-07-26,0.4505
2000-07-27,-3.4978
2000-07-28,1.5306
2000-07-31,-1.5074999999999998
2000-08-01,0.0
2000-08-02,4.0816
