ticker,CABE US Equity
2006-06-08,-12.5
2006-06-09,13.3333
2006-06-12,0.8403
2006-06-13,0.0
2006-06-14,-14.5833
2006-06-15,4.878
2006-06-16,-2.3256
2006-06-19,7.1429
2006-06-20,-8.8889
2006-06-21,2.439
2006-06-22,0.0
2006-06-27,-4.7619
2006-07-06,-1.5
2006-07-07,42.132
2006-07-21,0.0
2006-07-24,-15.357099999999999
2006-07-25,-11.3924
2006-07-26,0.0
2006-07-27,0.0
2006-07-28,16.6667
2006-07-31,-6.1224
2006-08-01,-6.5217
2006-08-02,6.9767
2006-08-03,-4.3478
2006-08-08,-4.5455
2006-08-10,9.5238
2006-08-11,0.0
2006-08-16,-1.9565000000000001
2006-08-17,-2.439
2006-08-18,-4.5455
2006-08-21,4.7619
2006-08-22,4.5455
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,10.4348
2006-08-28,-3.5433
2006-08-29,-3.6734999999999998
2006-08-30,-4.661
2006-08-31,11.1111
2006-09-01,0.0
2006-09-05,-0.8
2006-09-06,-3.2258
2006-09-07,4.5833
2006-09-08,-0.3984
2006-09-11,0.0
2006-09-12,8.0
2006-09-13,-1.8519
2006-09-14,-6.4151
2006-09-15,1.6129
2006-09-19,3.1746
2006-09-20,-3.8462
2006-09-21,3.2
2006-09-22,-1.1628
2006-09-25,-1.9607999999999999
2006-09-26,2.0
2006-09-27,-0.3922
2006-09-28,0.3937
2006-09-29,-0.7843
2006-10-02,0.3953
2006-10-03,-1.5748
2006-10-04,0.0
2006-10-05,-4.0
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,-2.0833
2006-10-17,-6.383
2006-10-18,6.8182
2006-10-19,4.2553
2006-10-20,-4.0816
2006-10-23,0.0
2006-10-24,-14.0426
2006-10-25,10.396
2006-10-26,0.4484
2006-10-27,0.4464
2006-10-30,2.2222
2006-10-31,8.6957
2006-11-01,-6.0
2006-11-02,2.1277
2006-11-03,5.8333
2006-11-06,1.9685000000000001
2006-11-07,1.9304999999999999
2006-11-08,-1.5152
2006-11-09,-3.8462
2006-11-10,0.0
2006-11-13,2.0
2006-11-14,-4.3137
2006-11-15,4.5082
2006-11-16,-3.9215999999999998
2006-11-17,2.0408
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,-4.0
2006-11-24,4.1667
2006-11-27,0.0
2006-11-28,0.0
2006-11-29,-1.2
2006-11-30,-2.834
2006-12-01,0.0
2006-12-04,0.0
2006-12-05,0.0
2006-12-06,0.8333
2006-12-07,-0.8264
2006-12-08,10.0
2006-12-11,-1.5152
2006-12-12,-3.8462
2006-12-13,-0.4
2006-12-14,-1.6064
2006-12-15,6.1224
2006-12-18,0.0
2006-12-19,-3.8462
2006-12-20,0.8
2006-12-21,-0.7937
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,-0.8
2006-12-28,6.8548
2006-12-29,5.283
2007-01-03,-0.3584
2007-01-04,-6.4748
2007-01-05,-1.9231
2007-01-08,-6.2745
2007-01-09,3.3473
2007-01-10,-6.8826
2007-01-11,-2.1739
2007-01-12,0.0
2007-01-16,-8.8889
2007-01-17,4.3902
2007-01-18,-4.2056000000000004
2007-01-19,-8.7805
2007-01-22,-3.7433
2007-01-23,-5.5556
2007-01-24,-17.647100000000002
2007-01-25,-15.7143
2007-01-26,9.322
2007-01-29,-22.4806
2007-01-30,-23.0
2007-01-31,5.1948
2007-02-01,3.0864
2007-02-02,7.7994
2007-02-05,1.0971
2007-02-06,-3.2967
2007-02-07,2.2727
2007-02-08,7.7778
2007-02-09,0.0
2007-02-12,-13.4021
2007-02-13,-9.5238
2007-02-14,-7.8947
2007-02-15,10.0
2007-02-16,5.1948
2007-02-20,-2.4691
2007-02-21,-2.5316
2007-02-22,-6.4935
2007-02-23,2.7778
2007-02-26,0.0
2007-02-27,-1.3514
2007-02-28,-4.1096
2007-03-01,-5.7143
2007-03-02,4.5455
2007-03-05,-7.2464
2007-03-06,-14.0625
2007-03-07,14.5455
2007-03-08,15.873
2007-03-09,-4.1096
2007-03-12,-1.4285999999999999
2007-03-13,-7.2464
2007-03-14,-1.5625
2007-03-15,1.5873
2007-03-16,7.8125
2007-03-19,0.7246
2007-03-20,-0.7194
2007-03-21,0.0
2007-03-22,-13.0435
2007-03-23,0.0
2007-03-26,-5.6667
2007-03-27,-8.1272
2007-03-28,-3.8462
2007-03-29,-20.0
2007-03-30,-10.0
2007-04-02,0.0
2007-04-03,-2.7778
2007-04-04,-2.8571
2007-04-05,0.0
2007-04-09,38.2353
2007-04-10,0.0
2007-04-11,-23.4043
2007-04-12,22.2222
2007-04-13,-9.0909
2007-04-16,3.75
2007-04-17,-13.253
2007-04-18,-11.1111
2007-04-19,0.0
2007-04-20,-9.375
2007-04-23,3.4483
2007-04-24,-25.0
2007-04-25,-46.6667
2007-04-26,-16.6667
2007-04-27,20.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,-8.3333
2007-05-03,0.0
2007-05-04,13.6364
2007-05-07,4.0
2007-05-08,0.0
2007-05-09,15.3846
2007-05-10,0.0
2007-05-11,-26.6667
2007-05-14,-9.0909
2007-05-15,0.0
2007-05-16,0.0
2007-05-17,-10.0
2007-05-18,-11.1111
2007-05-21,12.5
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,0.0
2007-05-25,-11.1111
2007-05-29,0.0
2007-05-30,0.0
2007-06-01,6.25
2007-06-04,11.7647
2007-06-05,-10.526299999999999
2007-06-06,0.0
2007-06-07,-5.8824
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,6.25
2007-06-13,0.0
2007-06-14,11.7647
2007-06-15,-15.7895
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,-15.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,25.0
2007-07-03,17.647100000000002
2007-07-05,-15.0
2007-07-06,-5.8824
2007-07-09,0.0
2007-07-10,0.0
2007-07-12,-12.5
2007-07-13,0.0
2007-07-16,-14.2857
2007-07-17,0.0
2007-07-18,8.3333
2007-07-19,-4.6154
2007-07-20,-4.8387
2007-07-23,-15.2542
2007-07-24,0.0
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,-4.0
2007-07-30,-6.25
2007-07-31,11.1111
2007-08-01,20.0
2007-08-02,16.6667
2007-08-03,14.2857
2007-08-06,0.0
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,-12.5
2007-08-10,0.0
2007-08-13,-7.1429
2007-08-14,0.0
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,0.0
2007-08-20,0.0
2007-08-21,-66.1538
2007-08-22,45.4545
2007-08-23,56.25
2007-08-24,20.0
2007-08-27,0.0
2007-08-28,0.0
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,-16.6667
2007-09-05,4.0
2007-09-06,0.0
2007-09-10,-42.3077
2007-09-11,50.0
2007-09-12,11.1111
2007-09-13,0.0
2007-09-14,-40.0
2007-09-17,6.6667
2007-09-18,9.375
2007-09-20,0.0
2007-09-21,0.0
2007-09-24,8.5714
2007-09-25,-7.8947
2007-09-26,0.0
2007-09-27,8.5714
2007-09-28,-7.8947
2007-10-01,0.0
2007-10-02,11.4286
2007-10-03,7.6923
2007-10-04,54.7619
2007-10-05,23.0769
2007-10-08,0.0
2007-10-09,-12.5
2007-10-10,-21.4286
2007-10-11,0.0
2007-10-12,27.2727
2007-10-15,-14.2857
2007-10-16,16.6667
2007-10-18,0.0
2007-10-19,0.0
2007-10-22,0.0
2007-10-23,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-10-31,0.0
2007-11-01,0.0
2007-11-05,-14.2857
2007-11-06,8.3333
2007-11-07,0.0
2007-11-09,0.0
2007-11-12,-7.6923
2007-11-13,16.6667
2007-11-16,-14.2857
2007-11-19,16.6667
2007-11-20,-7.1429
2007-11-21,0.0
2007-11-23,7.6923
2007-11-26,-14.2857
2007-11-27,-41.6667
2007-11-28,14.2857
2007-11-29,25.0
2007-11-30,-20.0
2007-12-03,25.0
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,-2.0
2007-12-14,-2.0408
2007-12-18,-16.6667
2007-12-19,-25.0
2007-12-20,0.0
2007-12-21,33.3333
2007-12-24,-6.25
2007-12-26,33.3333
2007-12-27,0.0
2007-12-28,-20.0
2007-12-31,15.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-07,8.6957
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-18,0.0
2008-01-22,-20.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-28,25.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,-10.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,11.1111
2008-02-20,20.0
2008-02-22,-16.6667
2008-02-25,0.0
2008-02-26,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-14,-46.0
2008-03-17,85.1852
2008-03-18,0.0
2008-03-24,20.0
2008-03-25,-25.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,-15.5556
2008-03-31,26.3158
2008-04-01,-6.25
2008-04-02,6.6667
2008-04-03,0.0
2008-04-04,0.0
2008-04-09,0.0
2008-04-10,0.0
2008-04-14,0.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-29,-6.25
2008-05-05,0.0
2008-05-06,-11.1111
2008-05-12,-25.0
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,33.3333
2008-05-22,0.0
2008-05-23,0.0
2008-05-27,-25.0
2008-05-28,33.3333
2008-05-29,25.0
2008-05-30,0.0
2008-06-02,0.0
2008-06-03,0.0
2008-06-05,0.0
2008-06-12,0.0
2008-06-13,0.0
2008-06-17,0.0
2008-06-19,0.0
2008-06-23,0.0
2008-06-26,0.0
2008-06-30,0.0
2008-07-02,0.0
2008-07-07,0.0
2008-07-08,-60.0
2008-07-09,150.0
2008-07-10,0.0
2008-07-14,0.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-23,0.0
2008-07-24,-20.0
2008-07-28,-25.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,66.6667
2008-08-01,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-14,0.0
2008-08-18,0.0
2008-08-19,10.0
2008-08-20,0.0
2008-08-21,-9.0909
2008-08-26,-30.0
2008-08-27,0.0
2008-08-28,0.0
2008-09-04,-17.1429
2008-09-05,-31.0345
2008-09-08,25.0
2008-09-09,0.0
2008-09-10,-20.0
2008-09-11,50.0
2008-09-12,66.6667
2008-09-23,-20.0
2008-09-24,0.0
2008-09-29,-25.0
2008-10-01,0.0
2008-10-02,0.0
2008-10-03,0.0
2008-10-06,0.0
2008-10-08,-50.0
2008-10-09,33.3333
2008-10-10,50.0
2008-10-17,0.0
2008-10-20,0.0
2008-10-22,0.0
2008-10-23,-33.3333
2008-10-27,-25.0
2008-10-28,100.0
2008-10-30,0.0
2008-11-06,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-11-21,-16.6667
2008-11-24,-20.0
2008-12-01,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,50.0
2008-12-11,-33.3333
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-23,0.0
2008-12-26,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-06,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-14,-50.0
2009-01-15,100.0
2009-01-29,0.0
2009-02-26,-25.0
2009-02-27,-46.6667
2009-03-03,0.0
2009-03-26,25.0
2009-03-27,0.0
2009-04-02,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-17,80.0
2009-04-22,0.0
2009-04-27,0.0
2009-05-29,-19.4444
2009-06-03,-65.5172
2009-06-04,190.0
2009-06-05,-0.8621
2009-06-08,-1.7391
2009-06-10,2.6549
2009-06-11,-3.4483
2009-06-12,-0.8929
2009-06-15,0.0
2009-06-19,-7.2072
2009-06-22,0.9709
2009-06-25,0.0
2009-06-29,0.0
2009-07-02,-23.0769
2009-07-06,0.0
2009-07-07,0.0
2009-07-13,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,38.75
2009-09-04,-35.1351
2009-09-09,0.0
2009-09-11,0.0
2009-09-18,-7.6389
2009-09-23,0.0
2009-09-29,8.2707
2009-10-07,0.0
2009-10-08,-44.4444
2009-10-09,56.25
2009-10-19,0.0
2009-10-26,0.0
2009-10-30,0.0
2009-11-03,-65.6
2009-11-04,190.6977
2009-11-09,0.0
2009-11-11,-8.0
2009-11-16,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,-23.4783
2009-11-24,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-07,-45.4545
2009-12-08,0.0
2009-12-11,0.0
2009-12-14,-6.25
2009-12-18,0.0
2009-12-23,-28.8889
2009-12-28,0.0
2010-01-21,75.0
2010-01-22,67.8571
2010-01-25,-48.9362
2010-01-26,160.4167
2010-01-27,-23.2
2010-02-02,0.0
2010-02-03,58.3333
2010-02-09,0.0
2010-03-01,5.2632
2010-03-10,0.0
2010-03-12,0.0
2010-03-17,-5.0
2010-03-22,-5.2632
2010-03-29,0.0
2010-04-08,0.0
2010-04-16,0.0
2010-04-19,-11.1111
2010-04-23,0.0
2010-04-28,0.0
2010-05-07,-37.5
2010-05-25,0.0
2010-06-24,0.0
2010-08-12,20.0
2010-08-13,100.0
2010-08-16,-25.0
2010-08-17,122.2222
2010-08-18,-5.0
2010-08-19,-5.2632
2010-08-24,-22.9167
2010-08-25,29.7297
2010-09-08,-44.4444
2010-09-13,0.0
2010-09-29,-50.0
2010-10-14,-60.0
2010-10-15,400.0
2010-10-19,0.0
2010-11-08,-80.0
2010-11-09,350.0
2010-11-10,-55.5556
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-19,0.0
2010-11-30,-34.375
2010-12-07,90.4762
2010-12-17,-40.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,66.6667
2010-12-31,0.0
2011-01-04,0.0
2011-01-06,0.0
2011-01-26,100.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,-58.75
2011-02-02,142.4242
2011-02-03,-58.75
2011-02-04,0.0
2011-02-15,57.5758
2011-03-09,-7.6923
2011-03-22,-25.0
2011-03-24,11.1111
2011-04-01,80.0
2011-04-04,5.5556
2011-04-06,-26.3158
2011-04-08,0.0
2011-04-11,0.0
2011-04-13,0.0
2011-04-18,28.5714
2011-04-21,-22.2222
2011-04-25,-14.2857
2011-04-26,-3.125
2011-04-27,3.2258
2011-05-05,-6.25
2011-05-09,68.8889
2011-06-01,-46.0526
2011-06-02,0.0
2011-06-06,0.0
2011-06-08,0.0
2011-06-14,-2.439
2011-07-07,-20.0
2011-07-14,0.0
2011-07-20,0.0
2011-07-22,75.0
2011-08-01,42.8571
2011-08-17,-60.0
2011-08-30,0.0
2011-09-01,0.0
2011-09-06,0.0
2011-09-16,125.0
2011-09-19,11.1111
2011-09-20,-20.0
2011-09-26,75.0
2011-09-30,0.0
2011-10-04,-64.2857
2011-10-10,0.0
2011-10-28,0.0
2011-11-01,-16.25
2011-11-18,0.0
2011-11-29,0.0
2011-12-05,0.0
2011-12-07,-28.3582
2011-12-08,0.0
2011-12-09,-33.3333
2011-12-12,0.0
2011-12-19,0.0
2012-01-11,0.0
2012-01-30,-43.75
2012-02-13,-55.5556
2012-03-13,137.5
2012-03-19,0.0
2012-05-07,-57.8947
2012-05-21,0.0
2012-06-14,0.0
2012-06-21,0.0
2012-06-26,700.0
2012-06-27,-3.125
2012-06-28,-22.5806
2012-07-06,-62.5
2012-07-10,77.7778
2012-07-16,0.0
2012-07-20,-25.0
2012-07-31,0.0
2012-08-07,166.6667
2012-08-16,-25.0
2012-08-17,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-27,-33.3333
2012-08-31,-18.75
2012-09-07,-7.6923
2012-09-10,-33.3333
2012-09-25,0.0
2012-09-26,0.0
2012-10-01,0.0
2012-10-03,0.0
2012-10-18,0.0
2012-10-22,12.5
2012-10-26,-27.7778
2012-10-31,0.0
2012-11-19,-23.0769
2012-11-28,0.0
2012-12-17,-20.0
2012-12-19,0.0
2013-01-18,0.0
2013-01-22,0.0
2013-02-07,0.0
2013-02-25,0.0
2013-04-16,0.0
2013-05-02,0.0
2013-05-15,0.0
2013-05-21,0.0
2013-05-28,0.0
2013-05-29,0.0
2013-05-31,0.0
2013-06-26,0.0
2013-06-27,0.0
2013-07-10,362.5
2013-07-24,-29.7297
2013-09-24,0.0
2013-09-30,0.0
2013-10-01,-7.6923
2013-10-08,0.0
2013-10-23,0.0
2013-10-28,0.0
2013-11-25,0.0
2013-12-06,0.0
2013-12-10,0.0
2013-12-17,0.0
2013-12-19,0.0
2013-12-23,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-08-20,-91.6667
2015-12-01,0.0
2016-06-06,700.0
2017-03-30,-87.5
2017-11-08,-20.0
2017-12-05,-90.0
2017-12-14,900.0
2017-12-18,0.0
2017-12-20,0.0
2018-01-26,-99.0
2018-05-16,9900.0
2018-08-07,0.0
2018-09-14,-90.0
2018-09-17,0.0
2018-12-31,0.0
2019-02-05,-90.0
2019-05-14,0.0
2019-07-01,9900.0
2019-08-19,0.0
2019-11-01,-99.0
2020-05-20,9900.0
2020-06-03,0.0
2020-06-18,0.0
