ticker,ATI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1142
2000-01-04,3.0986
2000-01-05,3.2787
2000-01-06,-0.5291
2000-01-07,0.0
2000-01-10,-0.7979
2000-01-11,-2.1448
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,2.7397
2000-01-18,-0.2667
2000-01-19,-2.6738
2000-01-20,-1.0989
2000-01-21,-1.9444
2000-01-24,-2.5496
2000-01-25,0.5814
2000-01-26,0.0
2000-01-27,-0.8671
2000-01-28,-1.4577
2000-01-31,-1.1834
2000-02-01,-0.5988
2000-02-02,-6.0241
2000-02-03,-3.2051
2000-02-04,-1.3245
2000-02-07,-0.3356
2000-02-08,-2.0202
2000-02-09,0.6873
2000-02-10,-2.3891
2000-02-11,-3.1469
2000-02-14,0.0
2000-02-15,1.8051
2000-02-16,-0.7092
2000-02-17,0.3571
2000-02-18,-1.0676
2000-02-22,1.7986
2000-02-23,0.7067
2000-02-24,-4.4912
2000-02-25,-0.7435
2000-02-28,2.6217
2000-02-29,-1.0949
2000-03-01,0.738
2000-03-02,3.2967
2000-03-03,3.5461
2000-03-06,-1.3699
2000-03-07,-1.7361
2000-03-08,-4.2403
2000-03-09,-1.845
2000-03-10,6.391
2000-03-13,-3.5336
2000-03-14,1.8315000000000001
2000-03-15,3.2374
2000-03-16,4.1812
2000-03-17,-3.01
2000-03-20,2.7586
2000-03-21,-1.3423
2000-03-22,-2.0408
2000-03-23,3.4722
2000-03-24,-0.6711
2000-03-27,-2.3649
2000-03-28,0.346
2000-03-29,1.0345
2000-03-30,6.4846
2000-03-31,2.8846
2000-04-03,0.9346
2000-04-04,-1.5432000000000001
2000-04-05,1.8809
2000-04-06,-0.9231
2000-04-07,-0.9317
2000-04-10,0.3135
2000-04-11,0.0
2000-04-12,4.6875
2000-04-13,1.791
2000-04-14,-7.3314
2000-04-17,2.8481
2000-04-18,1.2308
2000-04-19,1.5198
2000-04-20,-0.2994
2000-04-24,-3.9039
2000-04-25,3.75
2000-04-26,11.1446
2000-04-27,1.626
2000-04-28,3.2
2000-05-01,2.8424
2000-05-02,0.2513
2000-05-03,1.2530999999999999
2000-05-04,0.7426
2000-05-05,-0.4914
2000-05-08,-0.4938
2000-05-09,-1.9851
2000-05-10,0.0
2000-05-11,3.7975
2000-05-12,-0.7317
2000-05-15,0.2457
2000-05-16,-0.7353
2000-05-17,-3.2099
2000-05-18,1.7856999999999998
2000-05-19,5.2632
2000-05-22,0.4762
2000-05-23,-7.109
