ticker,NMOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-11,266.6667
2008-08-12,-36.3636
2008-08-15,0.0
2008-10-01,-8.5714
2008-10-29,-9.375
2008-11-05,-12.069
2009-05-21,-37.2549
2009-06-12,4150.0
2009-06-15,82.3529
2009-06-16,-41.9355
2009-06-17,63.3333
2009-06-18,-4.7619
2009-06-19,25.0
2009-06-22,5.7143
2009-06-23,0.0
2009-06-24,2.7027
2009-06-25,-7.8947
2009-06-26,8.5714
2009-06-29,15.7895
2009-06-30,-4.5455
2009-07-01,-7.1429
2009-07-06,2.5641
2009-07-08,0.0
2009-07-13,-12.5
2009-07-28,0.0
2009-08-18,0.0
2009-09-03,0.0
2009-09-15,-17.1429
2009-11-09,65.5172
2009-11-12,-58.3333
2009-11-23,-50.0
2009-11-27,110.0
2009-12-04,4.7619
2009-12-07,9.0909
2009-12-08,4.1667
2009-12-09,-80.0
2009-12-11,400.0
2009-12-15,-4.0
2009-12-16,0.0
2009-12-17,4.1667
2009-12-18,20.0
2009-12-21,10.0
2009-12-22,6.0606
2009-12-23,0.0
2009-12-24,0.0
2009-12-29,-0.2857
2010-01-04,28.939799999999998
2010-01-05,-4.4444
2010-01-06,0.0
2010-01-11,-30.2326
2010-01-12,0.0
2010-01-13,1.6667
2010-01-14,39.3443
2010-01-15,1.1764999999999999
2010-01-29,-30.2326
2010-02-02,-33.3333
2010-02-03,0.0
2010-02-04,-45.0
2010-02-09,309.0909
2010-02-10,-86.6667
2010-02-16,483.3333
2010-02-18,28.5714
2010-02-22,-88.8889
2010-02-23,100.0
2010-02-24,0.0
2010-02-26,0.0
2010-03-01,-30.0
2010-03-02,28.5714
2010-03-03,-11.1111
2010-03-08,212.5
2010-03-09,-68.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-15,12.5
2010-03-16,277.7778
2010-03-17,-41.1765
2010-03-18,5.0
2010-03-19,-4.7619
2010-03-24,0.0
2010-03-26,-37.5
2010-03-29,-4.0
2010-03-30,-16.6667
2010-03-31,0.0
2010-04-05,10.0
2010-04-06,0.0
2010-04-14,36.3636
2010-04-15,0.0
2010-04-16,-26.6667
2010-04-21,0.0
2010-04-28,-9.0909
2010-04-29,10.0
2010-04-30,-9.0909
2010-06-04,-60.0
2010-06-09,-50.0
2010-06-30,-98.4375
2010-08-16,-40.0
2010-10-12,433.3333
2010-11-23,0.0
2010-12-15,100.0
2011-01-11,-90.625
2011-02-03,66.6667
2011-05-13,160.0
2011-05-19,0.0
2011-09-12,515.3846
2011-09-23,0.0
2011-10-03,-36.25
2012-01-30,-1.9607999999999999
2012-02-21,-20.0
2012-03-06,-20.0
2012-03-09,-9.375
2012-05-24,10.3448
2012-05-29,400.0
2012-05-31,0.0
2012-06-26,-81.875
2012-07-19,0.0
2012-08-10,0.0
2012-09-05,0.0
2012-09-26,0.0
2012-10-11,0.0
2012-11-27,-37.931
2013-08-26,0.0
2013-08-30,0.0
2013-10-18,-11.1111
2013-11-07,-87.5
2014-04-29,0.0
2014-05-16,0.0
2014-05-28,2700.0
2014-05-30,-85.7143
2014-06-02,100.0
2014-06-03,168.75
2014-06-04,-39.5349
2014-06-05,34.6154
2014-06-06,-8.5714
2014-06-11,-25.0
2014-06-12,20.8333
2014-06-13,0.0
2014-06-19,3.4483
2014-06-27,-10.0
2014-06-30,-3.7037
2014-07-01,146.1538
2014-07-02,-65.625
2014-07-03,0.0
2014-08-05,-13.6364
2014-08-18,0.0
2014-08-29,0.0
2014-10-16,-26.3158
2014-10-21,-42.8571
2014-10-29,-25.0
2014-11-25,0.0
2014-12-02,66.6667
2014-12-09,270.0
2014-12-10,2.7027
2014-12-11,-2.6316
2014-12-12,2.7027
2014-12-15,26.3158
2014-12-16,16.6667
2014-12-17,14.2857
2014-12-18,0.0
2014-12-19,37.5
2014-12-23,-9.0909
2014-12-30,0.0
2015-03-03,-70.0
2015-03-10,-41.6667
2015-03-16,-7.1429
2015-03-24,0.0
2015-03-31,0.0
2015-04-23,0.0
2015-09-04,0.0
2015-10-15,0.0
2015-11-24,-15.3846
2016-03-28,-9.0909
2017-02-17,0.0
2017-08-16,60.0
2017-11-16,0.0
2017-12-08,900.0
2018-01-16,-11.0
2018-05-09,12.3596
2018-05-10,0.0
2018-05-24,-21.0
2018-06-08,-68.3544
2018-07-10,4.0
2018-10-22,-3.8462
2018-12-21,-20.0
2019-01-02,40.0
2019-03-26,257.1429
2019-04-08,-90.0
2019-05-06,900.0
2019-06-20,-50.0
2019-07-16,0.0
2019-09-17,-78.0
2019-10-18,-72.7273
2019-10-23,66.6667
2019-10-25,80.0
2019-10-28,-44.4444
2019-10-31,320.0
2019-11-01,23.8095
2019-11-04,15.3846
2019-11-05,-46.6667
2019-11-07,17.5
2019-11-08,6.383
2019-11-11,-30.0
2019-11-14,-14.2857
2019-11-26,-8.3333
2019-11-29,36.3636
2019-12-17,-40.0
2019-12-18,111.1111
2019-12-27,268.4211
2020-05-11,-80.0
2020-07-16,0.0
