ticker,ABDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-24,-10.4
2000-02-23,0.0
2000-03-28,33.9286
2000-03-31,57.3333
2000-04-20,-47.0339
2000-05-19,0.0
2000-05-31,-13.6
2000-06-20,11.1111
2000-07-26,0.0
2000-08-29,16.6667
2000-10-02,2.8571
2000-10-11,0.0
2000-10-23,0.0
2000-11-03,0.0
2000-11-29,38.8889
2000-11-30,-26.0
2000-12-15,0.0
2000-12-20,0.0
2001-01-04,21.6216
2001-01-19,-31.1111
2001-02-23,-3.2258
2001-03-07,23.3333
2001-03-29,-27.027
2001-04-30,48.1481
2001-08-28,27.5
2001-08-30,-47.0588
2001-09-10,0.0
2001-10-23,-7.4074
2001-10-24,8.0
2001-10-26,0.0
2001-12-13,7.4074
2001-12-28,-6.8966
2002-01-11,0.0
2002-03-11,0.0
2002-03-19,0.0
2002-04-10,0.0
2002-05-13,0.0
2002-07-19,0.0
2002-07-31,-7.4074
2002-09-10,8.0
2002-10-10,0.0
2002-10-25,0.0
2002-11-12,0.0
2002-11-26,0.0
2002-12-27,0.0
2003-01-09,0.0
2003-01-10,11.1111
2003-01-31,0.0
2003-03-10,16.6667
2003-03-20,-22.8571
2003-05-21,0.0
2003-06-18,0.0
2003-09-04,0.0
2003-09-09,0.0
2003-09-24,0.0
2003-10-08,0.0
2004-03-05,3.7037
2004-04-26,3.5714
2004-05-14,0.0
2004-05-24,0.0
2004-06-08,0.0
2004-06-16,0.0
2004-08-30,0.0
2004-09-22,0.0
2004-10-27,0.0
2004-11-02,0.0
2004-11-19,-24.1379
2004-12-27,0.0
2005-02-03,0.0
2005-02-24,0.0
2005-03-28,0.0
2005-09-01,0.0
2005-09-15,0.0
2005-10-19,-54.5454
2006-02-28,50.0
2006-03-20,0.0
2006-04-11,0.0
2006-05-30,0.0
2006-08-31,20.0
2007-01-26,11.1111
2007-06-04,0.0
2007-06-19,0.0
2007-08-16,0.0
2007-11-14,175.0
2007-11-15,27.2727
2007-12-04,-21.4286
2008-05-20,-45.4545
2008-10-17,0.0
2008-12-29,-6.6667
2008-12-30,0.0
2009-03-24,-60.7143
2009-03-27,-36.3636
2009-04-13,0.0
2009-05-05,-14.2857
2009-06-15,0.0
2009-09-23,133.3333
2010-03-15,-71.4286
2010-05-17,0.0
2010-05-28,0.0
2010-06-03,0.0
2010-07-28,0.0
2010-08-24,-25.0
2010-09-28,0.0
2011-02-17,0.0
2011-03-30,0.0
2011-04-14,0.0
2011-04-26,3.3333
2011-06-24,3.2258
2012-04-09,-36.9141
2012-05-14,23.839
2012-06-29,0.0
2012-08-29,0.0
2012-09-11,0.0
2012-10-02,0.0
2013-05-16,-60.0
2013-05-30,0.0
2013-06-28,55.0
2013-11-15,222.5806
2014-01-23,0.0
2014-02-25,30.0
2014-10-23,30.7692
2014-12-10,-41.1765
2015-01-13,-82.0
2015-09-16,122.2222
2015-10-06,0.0
2016-01-29,75.0
2016-03-28,-71.0714
2016-03-29,506.1728
2016-05-17,-67.4134
2017-01-09,50.0
2017-05-03,133.3333
2017-08-03,-50.0
2017-09-12,9.0
2018-05-31,-8.2569
2018-09-05,0.0
2018-09-13,14.2857
2018-09-19,-12.5
2019-02-21,0.2857
2019-04-04,70.9402
2019-04-05,12.5
2019-05-20,-11.1111
2019-05-21,66.6667
2019-06-17,380.0
2019-06-18,0.0
2019-06-21,62.5
2019-07-16,-79.4872
2019-07-25,125.0
2019-07-29,-5.5556
2019-08-02,0.0294
2019-08-06,76.4187
2019-08-22,-43.3333
2019-09-19,0.0
2019-09-27,0.0
2019-12-03,-23.5294
2020-01-10,-26.9231
2020-02-19,0.0
2020-03-26,31.5789
2020-04-02,36.0
2020-04-06,0.0
2020-04-27,14.7059
2020-05-04,0.0
2020-05-05,-33.3333
2020-06-24,23.0769
2020-06-30,6.25
2020-07-16,17.647100000000002
2020-07-17,50.0
2020-07-20,-41.6667
2020-07-23,71.4286
2020-07-29,6.6667
