ticker,CNCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-11,0.0
2005-01-14,100.0
2005-01-21,16.6667
2005-01-24,0.0
2005-01-25,-28.5714
2005-02-11,-20.0
2005-02-14,-50.0
2005-02-15,200.0
2005-02-16,-16.6667
2005-02-25,0.0
2005-03-01,20.0
2005-03-04,16.6667
2005-03-07,0.0
2005-03-09,-14.2857
2005-03-18,-16.6667
2005-03-24,10.0
2005-03-28,-9.0909
2005-03-29,0.0
2005-05-02,-40.0
2005-05-03,3.3333
2005-05-05,29.0323
2005-05-12,25.0
2005-05-16,30.0
2005-05-17,-23.0769
2005-05-19,-30.0
2005-05-26,71.4286
2005-05-27,-16.6667
2005-06-02,10.0
2005-06-03,-9.0909
2005-06-06,0.0
2005-07-06,10.0
2005-12-07,-45.4545
2005-12-08,-33.3333
2005-12-30,0.0
2006-01-10,0.0
2006-02-08,400.0
2006-02-15,-60.0
2006-02-16,0.0
2006-02-22,25.0
2006-02-28,-60.0
2006-03-17,300.0
2006-03-20,0.0
2006-03-27,0.0
2006-05-08,0.0
2006-05-11,6.25
2006-05-16,-5.8824
2006-05-17,0.0
2006-05-26,-75.0
2006-05-30,0.0
2006-06-01,-50.0
2006-06-02,0.0
2006-06-05,10.0
2006-06-06,-9.0909
2006-06-07,-20.0
2006-06-08,-8.5938
2006-06-09,-29.9145
2006-06-12,26.8293
2006-06-13,-9.6154
2006-06-14,-14.8936
2006-06-15,-20.0
2006-06-16,0.0
2006-06-19,-71.875
2006-06-20,183.3333
2006-06-21,-5.8824
2006-06-22,29.1667
2006-06-23,-35.4839
2006-06-26,-7.5
2006-06-27,8.1081
2006-06-28,60.0
2006-06-29,0.0
2006-07-05,0.0
2006-07-10,12.5
2006-07-11,0.0
2006-07-12,-22.2222
2006-07-13,-33.9286
2006-07-14,116.2162
2006-07-17,17.5
2006-07-18,-23.4043
2006-07-20,11.1111
2006-07-21,-20.0
2006-07-26,-34.375
2006-07-28,47.619
2006-07-31,16.129
2006-08-07,11.1111
2006-08-08,-20.0
2006-08-11,175.0
2006-08-14,27.2727
2006-08-15,-35.7143
2006-08-16,11.1111
2006-08-18,0.0
2006-08-21,-10.0
2006-08-24,-22.2222
2006-08-25,-14.2857
2006-08-28,22.9167
2006-08-29,-18.6441
2006-08-30,16.6667
2006-08-31,0.0
2006-09-01,-28.5714
2006-09-05,0.0
2006-09-06,20.0
2006-09-15,-16.6667
2006-09-25,0.0
2006-09-26,17.5
2006-10-03,2.1277
