ticker,NAUH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-02,-0.4225
2008-01-08,-0.5658
2008-01-15,0.2845
2008-01-22,0.7092
2008-01-25,0.7042
2008-01-30,0.6993
2008-01-31,-0.1389
2008-02-01,0.1391
2008-02-05,-0.5556
2008-02-13,0.419
2008-03-14,0.6954
2008-03-25,0.0
2008-04-04,0.1381
2008-04-24,0.6897
2008-05-07,-0.6849
2008-05-22,0.8276
2008-05-30,0.1368
2008-06-05,1.6393
2008-06-06,0.1344
2008-06-12,0.0
2008-06-17,-0.1342
2008-07-02,0.8065
2008-07-03,-0.9333
2008-07-08,0.9421
2008-07-11,-0.6667
2008-07-14,-0.4027
2008-07-16,-1.2129
2008-07-23,0.2729
2008-07-29,0.1361
2008-07-31,-0.1359
2008-08-01,1.0884
2008-08-11,-0.2692
2008-08-14,1.2146
2008-08-15,0.0
2008-08-29,1.4667
2008-09-15,-0.5256
2008-09-22,-2.2457
2008-09-24,0.0
2008-09-25,-0.6757
2008-09-29,-2.0408
2008-09-30,3.4722
2008-10-03,-6.0403
2008-10-08,-0.7143
2008-10-10,1.4388
2008-10-14,-2.1277
2008-10-15,0.0
2008-10-20,1.4493
2008-10-22,0.4286
2008-10-23,-0.4267
2008-10-24,0.4286
2008-10-27,-1.138
2008-10-28,1.0072
2008-10-29,0.0
2008-10-30,0.0
2008-10-31,1.1396
2008-11-03,-1.4085
2008-11-04,1.4285999999999999
2008-11-06,-0.7042
2008-11-07,0.4255
2008-11-10,2.4011
2008-11-11,-1.1034
2008-11-18,2.5105
2008-11-19,-3.1293
2008-11-20,1.1236
2008-11-28,2.7778
2008-12-01,-3.3784
2008-12-03,0.0
2008-12-04,2.0979
2008-12-05,-1.3699
2008-12-10,0.2778
2008-12-22,0.0
2008-12-24,0.4155
2008-12-29,0.6897
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,1.7808000000000002
2009-01-08,0.1346
2009-01-09,-0.1344
2009-01-13,0.2692
2009-01-15,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.2685
2009-01-28,0.4016
2009-02-04,0.6667
2009-02-06,0.6623
2009-02-11,0.6579
2009-02-13,-0.7843
2009-02-17,-0.527
2009-02-25,1.1921
2009-02-26,0.1309
2009-03-11,0.0
2009-03-12,0.0
2009-03-13,0.0
2009-03-19,0.0
2009-03-31,-0.6536
2009-04-07,0.6579
2009-04-09,0.0
2009-04-17,0.0
2009-04-28,0.0
2009-04-29,0.6536
