ticker,AQST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-25,7.0
2018-07-26,-1.2461
2018-07-27,-4.2271
2018-07-30,-0.7905
2018-07-31,-0.1328
2018-08-01,0.3989
2018-08-02,-0.5298
2018-08-03,-0.0666
2018-08-06,-0.0666
2018-08-07,0.0667
2018-08-08,0.3331
2018-08-09,0.0
2018-08-10,4.1169
2018-08-13,3.125
2018-08-14,2.2263
2018-08-15,-0.4235
2018-08-16,-2.1871
2018-08-17,-0.6211
2018-08-20,-0.25
2018-08-21,-0.7519
2018-08-22,0.8207
2018-08-23,-0.2505
2018-08-24,-1.2555
2018-08-27,-1.3986
2018-08-28,3.2882
2018-08-29,5.4931
2018-08-30,1.6568
2018-08-31,4.8312
2018-09-04,-0.6663
2018-09-05,0.3913
2018-09-06,5.1225
2018-09-07,0.4237
2018-09-10,-1.5295
2018-09-11,-2.0889
2018-09-12,1.0394
2018-09-13,-0.8663
2018-09-14,-9.7761
2018-09-17,0.0605
2018-09-18,-2.7828
2018-09-19,1.9291
2018-09-20,-0.4274
2018-09-21,0.1226
2018-09-24,5.0827
2018-09-25,1.9814
2018-09-26,-1.7713999999999999
2018-09-27,0.6981
2018-09-28,1.1554
2018-10-01,-1.1421999999999999
2018-10-02,3.4084
2018-10-03,-0.2793
2018-10-04,-6.8908000000000005
2018-10-05,-2.8881
2018-10-08,-2.2305
2018-10-09,-6.2104
2018-10-10,-2.5676
2018-10-11,-2.6352
2018-10-12,6.1254
2018-10-15,1.2752
2018-10-16,2.452
2018-10-17,2.9754
2018-10-18,-2.5126
2018-10-19,-7.4742
2018-10-22,-1.7409
2018-10-23,4.4649
2018-10-24,0.2714
2018-10-25,0.1353
2018-10-26,2.9054
2018-10-29,-4.0709
2018-10-30,1.7795999999999998
2018-10-31,1.7485
2018-11-01,0.727
2018-11-02,13.7139
2018-11-05,2.4234999999999998
2018-11-06,-1.1268
2018-11-07,2.0513
2018-11-08,0.5025
2018-11-09,-5.5556
2018-11-12,-2.1765
2018-11-13,3.5478
2018-11-14,-1.9744000000000002
2018-11-15,-0.4147
2018-11-16,0.2974
2018-11-19,-3.0249
2018-11-20,-19.3272
2018-11-21,-22.5171
2018-11-23,-0.1957
2018-11-26,6.3725
2018-11-27,-14.1935
2018-11-28,-3.8668
2018-11-29,-1.2291
2018-11-30,-2.8281
2018-12-03,-5.0058
2018-12-04,-7.4755
2018-12-06,15.894
2018-12-07,-5.7143
2018-12-10,0.6061
2018-12-11,3.3735
