ticker,VICT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-16,0.0
2007-07-23,2.0
2007-07-24,-21.5686
2007-08-01,152.5
2008-01-14,-49.505
2008-01-29,94.1176
2008-02-12,-74.7475
2008-06-09,0.0
2008-06-10,0.0
2008-06-11,0.0
2008-07-14,-60.0
2008-07-22,-70.0
2008-09-10,33.3333
2008-09-18,0.0
2008-10-01,-50.0
2008-11-12,-50.0
2008-11-25,-20.0
2009-01-14,0.0
2009-01-21,-37.5
2009-03-12,200.0
2009-04-07,-60.0
2009-07-02,-16.6667
2009-08-26,-20.0
2009-12-29,50.0
2010-02-24,0.0
2010-03-23,-16.6667
2010-03-30,-20.0
2010-08-24,-75.0
2010-08-25,0.0
2010-08-26,-81.25
2010-12-30,433.3333
2011-04-28,900.0
2011-05-20,-40.0
2011-05-23,-75.0
2011-06-03,433.3333
2011-06-07,-72.6563
2011-06-24,0.0
2011-09-29,20014.2857
2011-09-30,-9.0909
2011-10-06,0.0
2011-11-04,-99.4688
2012-04-02,370.5882
2012-05-01,-50.0
2012-08-13,-86.25
2012-11-19,63.6364
2012-11-29,33.3333
2012-12-18,100.0
2012-12-28,-66.6667
2013-05-15,1300.0
2013-05-16,0.0
2013-06-18,-64.2857
2013-07-01,2.5
2013-07-09,173.1707
2013-08-22,-63.3929
2013-08-27,0.0
2013-09-12,0.0
2013-10-01,290.2439
2013-10-02,-25.0
2013-10-29,-46.6667
2013-12-02,0.0
2013-12-18,87.5
2014-02-14,-46.6667
2014-03-03,-81.25
2014-07-17,166.6667
2014-07-18,-37.5
2014-10-17,150.0
2014-10-22,60.0
2014-10-23,62.5
2015-02-13,-60.0
2015-02-17,26.9231
2015-02-19,-9.0909
2015-02-27,13.3333
2015-03-26,-8.8235
2015-03-30,-6.4516
2015-04-07,-3.4483
2015-04-08,-10.7143
2015-04-09,2.4
2015-04-13,-21.875
2015-04-14,-60.0
2015-04-15,150.0
2015-04-17,-1.0
2015-04-23,0.0
2015-05-04,-74.7475
2015-05-05,292.0
2015-05-14,-1.0204
2015-05-19,-27.8351
2015-05-21,-64.2857
2015-05-29,0.0
2015-06-09,220.0
2015-06-17,-36.25
2015-06-23,54.902
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,-35.443
2015-07-01,7.8431
2015-07-02,-7.2727
2015-07-06,0.0
2015-07-08,-21.5686
2015-07-09,2.5
2015-07-16,0.0
2015-07-20,0.0
2015-07-21,-26.8293
2015-07-22,-10.0
