ticker,VICT US Equity
2015-07-24,0.0
2015-07-28,7.4074
2015-07-31,-51.7241
2015-08-07,0.0
2015-08-10,50.0
2015-08-12,-42.8571
2015-08-14,66.6667
2015-08-17,-10.0
2015-08-18,5.5556
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,-15.7895
2015-08-24,0.0
2015-08-26,15.625
2015-08-27,-13.5135
2015-08-28,-37.5
2015-08-31,-50.0
2015-09-02,268.0
2015-09-04,0.0
2015-09-08,0.0
2015-09-11,0.0
2015-09-15,0.5435
2015-09-16,-67.5676
2015-09-21,0.0
2015-09-29,-16.6667
2015-10-01,0.0
2015-10-19,200.0
2015-10-22,-33.3333
2015-10-27,0.0
2015-11-02,0.0
2015-12-15,-40.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-28,-16.6667
2015-12-30,0.0
2016-01-13,0.0
2016-01-15,0.0
2016-01-20,0.0
2016-02-03,0.0
2016-02-24,0.0
2016-03-01,0.0
2016-03-17,-20.0
2016-03-22,0.0
2016-05-11,0.0
2016-05-12,-12.5
2016-05-13,-14.2857
2016-05-16,-3.3333
2016-05-17,-44.3966
2016-05-18,5.4264
2016-05-19,-17.647100000000002
2016-05-20,7.1429
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,12.5
2016-05-26,2.5926
2016-05-27,-13.3574
2016-05-31,-3.3333
2016-06-01,-6.8966
2016-06-02,-12.037
2016-06-03,-7.3684
2016-06-06,4.5455
2016-06-07,-4.3478
2016-06-08,9.0909
2016-06-09,-8.3333
2016-06-10,0.0
2016-06-13,0.0
2016-06-15,0.0
2016-06-17,-18.1818
2016-06-20,0.0
2016-06-21,11.1111
2016-06-22,-10.0
2016-06-30,-22.2222
2016-07-01,0.0
2016-07-05,26.7857
2016-07-06,-43.662
2016-07-07,0.0
2016-07-08,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-18,-30.0
2016-07-20,42.8571
2016-07-21,-30.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-27,0.0
2016-07-29,-71.4286
2016-08-04,18.75
2016-08-08,0.0
2016-08-16,194.7368
2016-08-17,-23.2143
2016-08-23,-58.1395
2016-08-24,5.5556
2016-08-30,15.7895
2016-09-02,-13.6364
2016-09-13,15.7895
2016-09-14,-13.6364
2016-09-15,0.0
2016-09-22,0.0
2016-09-23,68.4211
2016-09-26,-34.375
2016-09-29,95.2381
2016-10-03,-41.4634
2016-10-07,0.0
2016-10-10,300.0
2016-10-11,-69.7917
2016-10-14,286.2069
2016-10-17,0.0
2016-10-18,-14.2857
2016-10-19,0.0
2016-10-20,-8.3333
2016-10-21,75.0
2016-10-31,-37.6623
2016-11-01,33.3333
2016-11-02,-25.0
2016-11-07,16.6667
2016-11-09,0.0
2016-11-14,28.5714
2016-11-15,-44.4444
2016-11-18,40.0
2016-11-21,0.0
2016-11-25,0.0
2016-11-30,37.5
2016-12-16,-37.6623
2016-12-23,0.0
2017-01-06,0.0
2017-01-23,0.0
2017-01-26,0.0
2017-01-30,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-15,0.0
2017-02-21,66.6667
2017-02-27,0.0
2017-03-03,1.25
2017-03-06,87.6543
2017-03-07,-26.3158
2017-03-08,0.0
2017-03-09,0.0
2017-03-13,0.0
2017-03-16,-27.6786
2017-03-24,0.0
2017-03-28,0.0
2017-03-30,65.4321
2017-03-31,4.4776
2017-04-03,-8.5714
2017-04-06,7.0313
2017-04-07,-4.7445
2017-04-10,7.2797
2017-04-19,-13.5714
2017-04-26,0.0
2017-04-28,0.0
2017-05-01,-40.4959
2017-05-03,11.1111
2017-05-04,72.5
2017-05-05,1.4493
2017-06-05,-47.8571
2017-06-06,47.9452
2017-06-14,25.9259
2017-06-21,-41.1765
2017-06-23,0.0
2017-07-05,-9.0
2017-07-12,0.0
2017-07-13,0.6484
2017-07-14,-0.6442
2017-07-17,22.6923
2017-07-21,-19.391
2017-08-01,-11.1111
2017-08-14,-37.5
2017-08-15,-40.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,21.0
2017-08-28,65.2893
2017-08-29,350.0
2017-08-30,20.3704
2017-08-31,69.2308
2017-09-01,-27.2727
2017-09-05,-25.0
2017-09-06,0.0
2017-09-07,-30.0
2017-09-08,18.5714
2017-09-11,8.4337
2017-09-12,-25.9259
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-19,-40.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-28,-8.3333
2017-10-04,-27.2727
2017-10-06,0.0
2017-10-11,12.5
2017-10-13,-11.1111
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,-25.0
2017-10-20,50.0
2017-10-24,0.0
2017-10-26,-33.3333
2017-10-27,0.0
2017-10-30,0.0
2017-11-02,46.6667
2017-11-03,0.0
2017-11-06,13.6364
2017-11-07,0.0
2017-11-08,80.0
2017-11-09,-8.3333
2017-11-10,-45.4545
2017-11-13,11.1111
2017-11-14,-10.0
2017-11-16,0.0
2017-11-17,8.8889
2017-11-20,37.7551
2017-11-21,-3.7037
2017-11-22,19.2308
2017-11-24,-3.871
2017-11-27,0.0
2017-11-28,-59.7315
2017-11-29,20.0
2017-11-30,0.0
2017-12-01,-40.2778
2017-12-04,11.6279
2017-12-05,-14.5833
2017-12-06,-46.3415
2017-12-07,72.7273
2017-12-08,-10.526299999999999
2017-12-11,-11.7647
2017-12-12,6.6667
2017-12-13,-28.125
2017-12-14,4.3478
2017-12-15,4.1667
2017-12-18,-4.0
2017-12-19,16.6667
2017-12-20,-7.1429
2017-12-21,-7.6923
2017-12-22,4.1667
2017-12-26,-20.0
2017-12-27,-5.0
2017-12-28,0.0
2017-12-29,26.3158
2018-01-02,-20.8333
2018-01-03,-5.2632
2018-01-04,83.3333
2018-01-05,-39.3939
2018-01-08,-10.0
2018-01-09,94.4444
2018-01-10,2.8571
2018-01-11,-16.6667
2018-01-12,123.3333
2018-01-16,-31.3433
2018-01-17,-32.6087
2018-01-18,-6.4516
2018-01-19,-6.8966
2018-01-22,-3.7037
2018-01-23,-7.6923
2018-01-24,-4.1667
2018-01-25,-17.3913
2018-01-26,26.3158
2018-01-29,0.0
2018-01-30,-4.1667
2018-01-31,-4.3478
2018-02-01,-4.5455
2018-02-02,0.0
2018-02-05,-4.7619
2018-02-06,35.0
2018-02-07,-14.8148
2018-02-08,-4.3478
2018-02-09,31.8182
2018-02-12,-6.8966
2018-02-13,-7.4074
2018-02-14,-12.0
2018-02-15,4.5455
2018-03-05,-86.9565
2018-03-06,0.0
2018-03-07,-66.6667
2018-03-08,0.0
2018-03-09,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-21,0.0
2018-03-22,100.0
2018-03-23,0.0
2018-04-02,0.0
2018-04-05,0.0
2018-04-09,-50.0
2018-04-20,0.0
2018-04-24,0.0
2018-05-02,0.0
2018-05-15,0.0
2018-07-23,0.0
2018-08-24,0.0
2018-08-28,0.0
2018-08-31,0.0
2018-10-11,0.0
2018-11-02,0.0
2018-11-08,0.0
2018-11-14,0.0
2018-11-19,0.0
2018-12-03,-99.0
2018-12-12,9900.0
2018-12-18,-99.0
2018-12-20,0.0
2018-12-31,0.0
2019-02-28,0.0
2019-05-02,900.0
2019-05-17,900.0
2019-06-06,-99.0
2019-10-29,59900.0002
2019-10-30,-16.6667
2019-10-31,0.0
2019-11-01,200.0
2019-11-04,-33.3333
2019-11-05,0.0
2019-11-06,-50.0
2019-11-07,0.0
2019-11-08,20.0
2019-11-11,0.0
2019-11-12,-33.3333
2019-11-13,25.0
2019-11-15,0.0
2019-11-18,-40.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,-33.3333
2019-11-22,0.0
2019-12-04,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-18,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,50.0
2019-12-26,0.0
2019-12-30,-33.3333
2019-12-31,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-22,50.0
2020-01-28,-66.6667
2020-01-29,200.0
2020-02-18,-33.3333
2020-02-21,0.0
2020-02-25,0.0
2020-02-26,-50.0
2020-03-02,0.0
2020-03-09,0.0
2020-03-12,0.0
2020-03-17,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-27,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,100.0
2020-04-03,0.0
2020-04-06,-50.0
2020-04-09,0.0
2020-04-20,0.0
2020-04-27,0.0
2020-04-29,0.0
2020-05-04,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-29,100.0
2020-06-01,-50.0
2020-06-03,100.0
2020-06-05,50.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-23,0.0
2020-06-25,0.0
2020-07-14,-33.3333
2020-07-15,50.0
2020-07-16,0.0
2020-07-22,0.0
2020-07-29,0.0
