ticker,RDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-17.8571
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-6.5217
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-2.3256
2000-01-18,0.0
2000-01-19,-11.9048
2000-01-20,8.1081
2000-01-21,-5.0
2000-01-24,7.8947
2000-01-25,0.0
2000-01-26,-2.439
2000-01-27,0.0
2000-01-28,5.0
2000-01-31,4.7619
2000-02-01,-4.5455
2000-02-02,-4.7619
2000-02-03,0.0
2000-02-07,0.0
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-5.0
2000-02-15,-2.6316
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,8.1081
2000-02-22,5.0
2000-02-23,-9.5238
2000-02-24,5.2632
2000-02-25,0.0
2000-02-28,2.5
2000-02-29,9.7561
2000-03-01,0.0
2000-03-02,2.2222
2000-03-03,4.3478
2000-03-06,0.0
2000-03-07,2.0833
2000-03-08,0.0
2000-03-09,2.0408
2000-03-10,-4.0
2000-03-13,-2.0833
2000-03-14,-2.1277
2000-03-15,0.0
2000-03-16,-2.1739
2000-03-17,-4.4444
2000-03-20,0.0
2000-03-21,2.3256
2000-03-22,0.0
2000-03-23,-2.2727
2000-03-24,0.0
2000-03-28,0.0
2000-03-29,-2.3256
2000-03-30,0.0
2000-03-31,9.5238
2000-04-03,-4.3478
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,-2.2727
2000-04-07,0.0
2000-04-10,11.6279
2000-04-12,-4.1667
2000-04-13,-8.6957
2000-04-14,0.0
2000-04-17,9.5238
2000-04-18,-6.5217
2000-04-19,9.3023
2000-04-20,4.2553
2000-04-24,-2.0408
2000-04-25,0.0
2000-04-26,2.0833
2000-04-27,2.0408
2000-04-28,4.0
2000-05-04,-1.9231
2000-05-05,-1.9607999999999999
2000-05-09,4.0
2000-05-10,0.0
2000-05-12,-3.8462
2000-05-15,-4.0
2000-05-16,0.0
2000-05-18,4.1667
2000-05-19,0.0
2000-05-22,-4.0
2000-05-23,0.0
2000-05-24,4.1667
2000-05-25,0.0
2000-05-26,2.0
2000-05-30,0.0
2000-05-31,-1.9607999999999999
2000-06-02,4.0
2000-06-05,-1.9231
2000-06-06,-1.9607999999999999
2000-06-08,2.0
2000-06-09,0.0
2000-06-12,-1.9607999999999999
2000-06-13,-2.0
2000-06-14,2.0408
2000-06-15,-4.0
2000-06-16,0.0
2000-06-19,0.0
2000-06-20,0.0
