ticker,HYPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-26,34.1463
2006-09-27,36.3636
2006-09-28,-61.6667
2006-09-29,52.1739
2006-10-02,-0.7143
2006-10-03,-3.5971
2006-10-04,-1.4925
2006-10-05,13.6364
2006-10-06,1.3333
2006-10-09,-1.3158
2006-10-10,-41.3333
2006-10-11,12.5
2006-10-12,-24.2424
2006-10-13,-4.0
2006-10-16,-8.3333
2006-10-17,-18.1818
2006-10-18,-1.1111
2006-10-19,23.5955
2006-10-20,22.7273
2006-10-23,7.4074
2006-10-24,-10.3448
2006-10-25,3.8462
2006-10-26,-3.7037
2006-10-27,-3.8462
2006-10-30,4.0
2006-10-31,-6.9231
2006-11-01,-17.3554
2006-11-02,10.0
2006-11-03,0.0
2006-11-06,-9.0909
2006-11-07,15.0
2006-11-08,0.0
2006-11-09,-4.3478
2006-11-10,0.0
2006-11-13,-4.5455
2006-11-14,0.0
2006-11-15,-4.7619
2006-11-16,-10.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,-2.2222
2006-11-22,-3.4091
2006-11-24,5.8824
2006-11-27,11.1111
2006-11-28,-6.0
2006-11-29,-6.383
2006-11-30,4.5455
2006-12-01,0.0
2006-12-04,-2.1739
2006-12-05,-1.1111
2006-12-06,0.0
2006-12-07,1.1236
2006-12-08,2.2222
2006-12-11,2.1739
2006-12-12,150.0
2006-12-13,-2.1277
2006-12-14,36.9565
2006-12-15,61.9048
2006-12-18,-49.0196
2006-12-19,7.6923
2006-12-20,-14.2857
2006-12-21,-8.3333
2006-12-22,-4.5455
2006-12-26,-16.6667
2006-12-27,40.0
2006-12-28,12.2449
2006-12-29,-12.7273
2007-01-03,16.6667
2007-01-04,-10.7143
2007-01-05,-6.0
2007-01-08,-6.383
2007-01-09,-6.8182
2007-01-10,24.3902
2007-01-11,-5.8824
2007-01-12,-4.1667
2007-01-16,2.1739
2007-01-17,-6.383
2007-01-18,-2.2727
2007-01-19,6.9767
2007-01-22,4.3478
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-26,0.0
2007-01-29,-4.1667
2007-01-30,2.1739
2007-01-31,-4.2553
2007-02-01,4.4444
2007-02-02,0.0
2007-02-05,-2.1277
2007-02-06,-2.1739
2007-02-07,0.0
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,-6.6667
2007-02-13,2.3810000000000002
2007-02-14,4.6512
2007-02-15,-2.2222
2007-02-16,0.0
2007-02-20,9.0909
2007-02-21,14.5833
