ticker,AEDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-13,0.0
2012-01-12,29.4118
2012-01-24,0.0
2012-01-25,42.7273
2012-02-16,-29.9363
2012-02-21,-8.1818
2012-02-22,-4.9505
2012-02-24,-5.2083
2012-02-28,0.0
2012-02-29,6.5934
2012-03-01,3.0928
2012-03-02,0.0
2012-03-05,0.0
2012-03-06,0.0
2012-03-07,0.0
2012-03-08,-2.9875
2012-03-09,3.0795
2012-03-12,0.0
2012-03-13,-9.0
2012-03-14,2.1978
2012-03-16,0.0
2012-03-19,-1.0753
2012-03-20,1.087
2012-03-21,0.0
2012-03-22,-2.1505
2012-03-23,2.1978
2012-03-26,-2.1505
2012-03-27,2.1978
2012-03-28,-1.0753
2012-03-29,1.087
2012-03-30,0.0
2012-04-02,-1.6129
2012-04-03,2.7321999999999997
2012-04-04,-2.1277
2012-04-05,2.1739
2012-04-09,7.4468
2012-04-10,0.0
2012-04-11,1.1881
2012-04-12,-2.1526
2012-04-13,2.0
2012-04-16,3.9215999999999998
2012-04-17,0.0
2012-04-18,7.5472
2012-04-19,4.386
2012-04-20,0.8403
2012-04-23,-4.1667
2012-04-24,0.8696
2012-04-25,0.0
2012-04-26,-3.4483
2012-04-27,0.0
2012-04-30,0.8929
2012-05-01,3.5398
2012-05-02,0.8547
2012-05-03,0.8475
2012-05-04,0.0
2012-05-07,-28.5714
2012-05-08,-10.5882
2012-05-09,-1.3158
2012-05-10,-6.6667
2012-05-11,5.7143
2012-05-14,-2.7027
2012-05-15,-15.2778
2012-05-16,-22.9508
2012-05-17,-8.5106
2012-05-18,-6.9767
2012-05-21,40.0
2012-05-22,-12.5
2012-05-23,-2.0408
2012-05-24,4.1667
2012-05-25,-9.8
2012-05-29,10.1996
2012-05-30,-17.505
2012-05-31,14.6341
2012-06-01,-2.5532
2012-06-04,-10.4803
2012-06-05,2.439
2012-06-06,4.7619
2012-06-07,0.0
2012-06-08,4.5455
2012-06-11,-6.5217
2012-06-12,-6.9767
2012-06-13,2.0
2012-06-14,0.0
2012-06-15,-14.2157
2012-06-18,-5.7143
2012-06-19,0.0
2012-06-20,2.4242
2012-06-21,-20.1183
2012-06-22,25.9259
2012-06-25,-14.7059
2012-06-26,3.4483
2012-06-27,3.3333
2012-06-28,-12.9032
2012-06-29,7.4074
2012-07-02,3.4483
2012-07-03,-13.3333
2012-07-05,15.3846
2012-07-06,-10.0
2012-07-09,0.0
2012-07-10,11.1111
2012-07-11,-10.0
2012-07-12,7.4074
