ticker,PCTI US Equity
2000-05-23,2.8436
2000-05-24,3.2258
2000-05-25,-10.4911
2000-05-26,3.7406
2000-05-30,0.9615
2000-05-31,1.9048
2000-06-01,-0.4673
2000-06-02,1.4085
2000-06-05,2.3148
2000-06-06,4.0724
2000-06-07,10.4348
2000-06-08,24.0157
2000-06-09,-4.127
2000-06-12,-8.6093
2000-06-13,4.3478
2000-06-14,-2.6042
2000-06-15,-4.0998
2000-06-16,-4.461
2000-06-19,1.9455
2000-06-20,4.9618
2000-06-21,4.7273
2000-06-22,3.125
2000-06-23,5.0505
2000-06-26,0.0
2000-06-27,-2.5641
2000-06-28,5.2632
2000-06-29,-3.75
2000-06-30,-1.2987
2000-07-03,-3.9474
2000-07-05,-0.6849
2000-07-06,-5.5172
2000-07-07,4.0146
2000-07-10,-4.5614
2000-07-11,-2.3897
2000-07-12,2.8249
2000-07-13,-5.1282
2000-07-14,-0.3861
2000-07-17,4.0698
2000-07-18,-0.1862
2000-07-19,-4.6642
2000-07-20,-1.9569
2000-07-21,-2.9939999999999998
2000-07-24,2.8807
2000-07-25,-12.4
2000-07-26,-3.653
2000-07-27,13.5071
2000-07-28,0.2088
2000-07-31,1.875
2000-08-01,-1.8405
2000-08-02,1.6667
2000-08-03,-1.6393
2000-08-04,-0.8333
2000-08-07,0.8403
2000-08-08,4.7917
2000-08-09,0.5964
2000-08-10,-3.3597
2000-08-11,-0.2045
2000-08-14,-4.918
2000-08-15,-4.9569
2000-08-16,-1.8141
2000-08-17,2.0785
2000-08-18,0.905
2000-08-21,6.5022
2000-08-22,-1.8947
2000-08-23,-4.2918
2000-08-24,6.2780000000000005
2000-08-25,2.5316
2000-08-28,-0.4115
2000-08-29,-0.6198
2000-08-30,-3.3264
2000-08-31,-3.6559
2000-09-01,-5.3571
2000-09-05,0.0
2000-09-06,2.8302
2000-09-07,3.211
2000-09-08,4.0
2000-09-11,-3.6325
2000-09-12,4.2129
2000-09-13,-0.6383
2000-09-14,-0.2141
2000-09-15,-3.8627000000000002
2000-09-18,0.2232
2000-09-19,-1.1136
2000-09-20,-0.9009
2000-09-21,1.3636
2000-09-22,-0.2242
2000-09-25,-2.4718999999999998
2000-09-26,-13.1336
2000-09-27,-2.6525
2000-09-28,4.0872
2000-09-29,-2.6178
2000-10-02,-2.6882
2000-10-03,-4.6961
2000-10-04,-14.7826
2000-10-05,-0.6803
2000-10-06,8.2192
2000-10-09,2.2152
2000-10-10,4.3344
2000-10-11,4.1543
2000-10-12,-11.1111
2000-10-13,9.6154
2000-10-16,-8.7719
2000-10-17,0.0
2000-10-18,-7.6923
2000-10-19,7.9861
2000-10-20,-2.2508
2000-10-23,2.6316
2000-10-24,0.641
2000-10-25,-3.1847
2000-10-26,-3.9474
2000-10-27,-1.0274
2000-10-30,-4.8443000000000005
2000-10-31,0.3636
2000-11-01,-1.4493
2000-11-02,11.7647
2000-11-03,0.3289
2000-11-06,0.0
2000-11-07,-1.4754
2000-11-08,-7.1547
2000-11-09,-8.9606
2000-11-10,-8.2677
2000-11-13,1.7167
2000-11-14,0.8439
2000-11-15,1.2551999999999999
2000-11-16,-2.8926
2000-11-17,-0.8511
2000-11-20,-3.8627000000000002
2000-11-21,5.3571
2000-11-22,-5.9322
2000-11-24,3.1532
2000-11-27,-5.4585
2000-11-28,-9.4688
2000-11-29,-6.6327
2000-11-30,-12.0219
2000-12-01,2.4845
2000-12-04,3.0303
2000-12-05,7.6471
2000-12-06,11.7486
2000-12-07,-2.6895
2000-12-08,-1.5074999999999998
2000-12-11,0.0
2000-12-12,-5.102
2000-12-13,-4.3011
2000-12-14,-5.618
2000-12-15,0.5952
2000-12-18,-14.7929
2000-12-19,2.7778
2000-12-20,11.4865
2000-12-21,-11.5152
2000-12-22,3.4247
2000-12-26,-5.9603
2000-12-27,4.2254
2000-12-28,10.1351
2000-12-29,5.5215
2001-01-02,-4.6512
2001-01-03,6.0976
2001-01-04,-20.1149
2001-01-05,-6.4748
2001-01-08,-1.5385
2001-01-09,-1.5625
2001-01-10,2.3810000000000002
2001-01-11,2.3256
2001-01-12,7.197
2001-01-16,12.3675
2001-01-17,9.434
2001-01-18,3.4483
2001-01-19,8.3333
2001-01-22,-4.6154
2001-01-23,1.0753
2001-01-24,1.5957
2001-01-25,0.5236
2001-01-26,-4.6875
2001-01-29,-3.8251
2001-01-30,7.9545
2001-01-31,-1.0526
2001-02-01,-2.6596
2001-02-02,2.7321999999999997
2001-02-05,-2.1277
2001-02-06,-5.4348
2001-02-07,3.4483
2001-02-08,-2.2222
2001-02-09,0.0
2001-02-12,-2.2727
2001-02-13,-1.1628
2001-02-14,-5.8824
2001-02-15,0.0
2001-02-16,-1.875
2001-02-20,-1.2739
2001-02-21,2.5806
2001-02-22,-2.8302
2001-02-23,0.6472
2001-02-26,0.0
2001-02-27,-5.4662
2001-02-28,-1.3605
2001-03-01,0.5172
2001-03-02,-4.6312
2001-03-05,0.3597
2001-03-06,-2.1505
2001-03-07,-1.0989
2001-03-08,6.2963000000000005
2001-03-09,-2.439
2001-03-12,-12.1429
2001-03-13,-2.439
2001-03-14,-1.25
2001-03-15,0.8439
2001-03-16,-6.2762
2001-03-19,8.0357
2001-03-20,-0.4132
2001-03-21,1.2448
2001-03-22,4.5082
2001-03-23,-1.5686
2001-03-26,-7.5697
2001-03-27,-3.4483
2001-03-28,0.8929
2001-03-29,1.7699
2001-03-30,4.3478
2001-04-02,-5.0
2001-04-03,-8.7719
2001-04-04,1.9231
2001-04-05,11.3208
2001-04-06,-4.661
2001-04-09,2.4
2001-04-10,4.1667
2001-04-11,-0.4
2001-04-12,1.2048
2001-04-16,0.0
2001-04-17,-0.1323
2001-04-18,13.5099
2001-04-19,10.5018
2001-04-20,4.0127
2001-04-23,-5.1777
2001-04-24,11.1349
2001-04-25,-6.5511
2001-04-26,-4.6392
2001-04-27,0.5405
2001-04-30,2.3656
2001-05-01,5.042
2001-05-02,1.0
2001-05-03,0.7921
2001-05-04,5.1081
2001-05-07,-1.028
2001-05-08,-1.7941
2001-05-09,0.0
2001-05-10,0.3846
2001-05-11,-0.6705
2001-05-14,-3.0858
2001-05-15,0.0
2001-05-16,-0.199
2001-05-17,-0.2991
2001-05-18,-3.3
2001-05-21,4.9638
2001-05-22,-1.6749
2001-05-23,0.2004
2001-05-24,0.0
2001-05-25,-1.4
2001-05-29,0.7099
2001-05-30,0.2014
2001-05-31,0.402
2001-06-01,-0.9009
2001-06-04,0.8081
2001-06-05,0.9018
2001-06-06,-0.6951
2001-06-07,2.8
2001-06-08,-0.7782
2001-06-11,-1.9607999999999999
2001-06-12,1.0
2001-06-13,-2.6733000000000002
2001-06-14,-8.647
2001-06-15,0.1114
2001-06-18,-11.7909
2001-06-19,1.3871
2001-06-20,-0.1244
2001-06-21,2.7397
2001-06-22,2.4242
2001-06-25,-2.6036
2001-06-26,3.2807
2001-06-27,5.7647
2001-06-28,0.2225
2001-06-29,2.2198
2001-07-02,-4.9946
2001-07-03,1.2570999999999999
2001-07-05,-2.7088
2001-07-06,-4.0603
2001-07-09,-3.8693999999999997
2001-07-10,-3.3962
2001-07-11,-1.5625
2001-07-12,6.4815
2001-07-13,0.2484
2001-07-16,2.2305
2001-07-17,-0.6061
2001-07-18,-1.7073
2001-07-19,-0.2481
2001-07-20,-0.4975
2001-07-23,1.25
2001-07-24,0.0
2001-07-25,-0.9877
2001-07-26,0.1247
2001-07-27,-0.3736
2001-07-30,-3.5
2001-07-31,1.0363
2001-08-01,-0.5128
2001-08-02,-0.1289
2001-08-03,0.0
2001-08-06,3.3548
2001-08-07,-1.1236
2001-08-08,-0.8838
2001-08-09,1.9108
2001-08-10,0.0
2001-08-13,0.0
2001-08-14,-1.75
2001-08-15,-2.4173
2001-08-16,1.8253
2001-08-17,-0.7682
2001-08-20,-1.9355
2001-08-21,2.2368
2001-08-22,0.6435
2001-08-23,0.3836
2001-08-24,1.9108
2001-08-27,-0.375
2001-08-28,-0.6274
2001-08-29,0.3788
2001-08-30,-1.5093999999999999
2001-08-31,-0.5109
2001-09-04,-0.2567
2001-09-05,0.3861
2001-09-06,-1.2821
2001-09-07,0.6494
2001-09-10,0.129
2001-09-17,-3.9948
2001-09-18,0.5369
2001-09-19,-6.5421
2001-09-20,3.0
2001-09-21,-2.9126
2001-09-24,3.5714
2001-09-25,0.8276
2001-09-26,-3.6936
2001-09-27,-4.2614
2001-09-28,11.276
2001-10-01,-5.3333
2001-10-02,-1.5493000000000001
2001-10-03,1.5737
2001-10-04,-1.4085
2001-10-05,0.7143
2001-10-08,-2.4112999999999998
2001-10-09,1.7442
2001-10-10,-0.4286
2001-10-11,2.726
2001-10-12,0.5587
2001-10-15,-0.4167
2001-10-16,1.1158
2001-10-17,0.0
2001-10-18,-2.7586
2001-10-19,0.0
2001-10-22,0.5674
2001-10-23,-6.0649
2001-10-24,7.0571
2001-10-25,3.0856
2001-10-26,-1.3605
2001-10-29,0.6897
2001-10-30,-0.6849
2001-10-31,5.1034
2001-11-01,-0.9186
2001-11-02,-2.1192
2001-11-05,1.4885
2001-11-06,-1.2
2001-11-07,1.8893
2001-11-08,0.0
2001-11-09,-1.9868000000000001
2001-11-12,3.3784
2001-11-13,1.3072
2001-11-14,1.6774
2001-11-15,1.5228000000000002
2001-11-16,3.125
2001-11-19,-2.5455
2001-11-20,0.0
2001-11-21,-0.7463
2001-11-23,0.2506
2001-11-26,0.625
2001-11-27,4.8447
2001-11-28,-1.6588
2001-11-29,0.9639
2001-11-30,4.2959
2001-12-03,2.4027
2001-12-04,-1.7877
2001-12-05,1.2514
2001-12-06,0.0
2001-12-07,8.9888
2001-12-10,-1.2371
2001-12-11,-2.4008
2001-12-12,1.6042999999999998
2001-12-13,1.5789
2001-12-14,0.0
2001-12-17,5.1813
2001-12-18,0.0
2001-12-19,1.0836999999999999
2001-12-20,-3.5088
2001-12-21,3.9394
2001-12-24,1.6521
2001-12-26,-0.5736
2001-12-27,-2.0192
2001-12-28,-4.4161
2001-12-31,-0.308
2002-01-02,3.9135
2002-01-03,0.1982
2002-01-04,1.9782
2002-01-07,-1.5518999999999998
2002-01-08,2.4631
2002-01-09,2.8846
2002-01-10,-0.9346
2002-01-11,-1.8868
2002-01-14,-3.5577
2002-01-15,-0.2991
2002-01-16,-5.2
2002-01-17,0.6329
2002-01-18,0.1048
2002-01-22,-5.7592
2002-01-23,2.7778
2002-01-24,-0.2162
2002-01-25,-1.8418
2002-01-28,-0.3311
2002-01-29,-2.5471
2002-01-30,2.7273
2002-01-31,-0.4425
2002-02-01,0.0
2002-02-04,-8.6667
2002-02-05,-2.0681
2002-02-06,4.3478
2002-02-07,0.4762
2002-02-08,-1.0664
2002-02-11,-2.1557
2002-02-12,-1.3464
2002-02-13,1.1166
2002-02-14,-0.6135
2002-02-15,-1.2346
2002-02-19,0.625
2002-02-20,0.0
2002-02-21,-0.6211
2002-02-22,-3.0
2002-02-25,-1.0309
2002-02-26,0.9115
2002-02-27,0.5161
2002-02-28,3.2092
2002-03-01,0.7463
2002-03-04,1.6049
2002-03-05,-1.5188000000000001
2002-03-06,1.1721
2002-03-07,-1.2195
2002-03-08,0.6173
2002-03-11,-0.6135
2002-03-12,-1.1111
2002-03-13,-0.3745
2002-03-14,0.2506
2002-03-15,-0.625
2002-03-18,1.2579
2002-03-19,0.0
2002-03-20,1.8634
2002-03-21,6.3415
2002-03-22,-7.6835
2002-03-25,3.1056
2002-03-26,3.012
2002-03-27,-0.3509
2002-03-28,1.5258
2002-04-01,-1.5029
2002-04-02,-0.2347
2002-04-03,-0.9412
2002-04-04,1.5439
2002-04-05,0.0
2002-04-08,1.0526
2002-04-09,2.4306
2002-04-10,1.0169
2002-04-11,-4.4743
2002-04-12,0.7143
2002-04-15,-0.0116
2002-04-16,0.5814
2002-04-17,-0.3468
2002-04-18,-0.464
2002-04-19,-0.5711
2002-04-22,2.3327
2002-04-23,-7.9038
2002-04-24,1.3682
2002-04-25,-1.8528
2002-04-26,-1.4752
2002-04-29,1.51
2002-04-30,2.5
2002-05-01,2.439
2002-05-02,-2.2619
2002-05-03,0.4872
2002-05-06,-1.8182
2002-05-07,-3.5802
2002-05-08,2.0487
2002-05-09,1.6311
2002-05-10,-1.2346
2002-05-13,0.0
2002-05-14,3.125
2002-05-15,-0.6061
2002-05-16,-3.5366
2002-05-17,0.7585
2002-05-20,-3.0113
2002-05-21,-1.0349
2002-05-22,-1.3072
2002-05-23,1.9868000000000001
2002-05-24,-3.7662
2002-05-28,-6.4777000000000005
2002-05-29,4.9206
2002-05-30,-0.9765
2002-05-31,1.8056
2002-06-03,-2.3192
2002-06-04,-3.6313
2002-06-05,1.5941999999999998
2002-06-06,-0.9986
2002-06-07,-2.0173
2002-06-10,-3.5294
2002-06-11,-8.5366
2002-06-12,3.8333
2002-06-13,-0.4815
2002-06-14,0.4839
2002-06-17,6.26
2002-06-18,3.0211
2002-06-19,-2.6393
2002-06-20,5.4217
2002-06-21,-1.2857
2002-06-24,-0.7236
2002-06-25,-1.1808
2002-06-26,-1.6227
2002-06-27,1.2146
2002-06-28,0.2815
2002-07-01,-0.4284
2002-07-02,-5.7864
2002-07-03,2.2047
2002-07-05,4.0062
2002-07-08,-3.5704000000000002
2002-07-09,-1.2137
2002-07-10,1.0886
2002-07-11,-0.1538
2002-07-12,0.0
2002-07-15,2.9276
2002-07-16,-1.1976
2002-07-17,-1.2121
2002-07-18,-2.3006
2002-07-19,-8.1633
2002-07-22,3.4188
2002-07-23,-5.7851
2002-07-24,5.2632
2002-07-25,-9.1667
2002-07-26,3.6696999999999997
2002-07-29,13.2743
2002-07-30,-6.25
2002-07-31,0.0
2002-08-01,-8.1667
2002-08-02,-1.9964
2002-08-05,-2.5926
2002-08-06,11.9772
2002-08-07,-3.4126
2002-08-08,-0.5098
2002-08-09,-1.4134
2002-08-12,2.1505
2002-08-13,-1.5789
2002-08-14,3.2264
2002-08-15,2.9183
2002-08-16,-1.6779
2002-08-19,4.7782
2002-08-20,-5.8632
2002-08-21,4.5156
2002-08-22,-1.8374000000000001
2002-08-23,-1.5177
2002-08-26,1.3699
2002-08-27,-0.5068
2002-08-28,-3.5654
2002-08-29,0.3521
2002-08-30,4.5614
2002-09-03,-5.3690999999999995
2002-09-04,3.7234
2002-09-05,-4.2735
2002-09-06,3.5714
2002-09-09,0.6897
2002-09-10,-0.6849
2002-09-11,-1.7241
2002-09-12,-0.8772
2002-09-13,-3.5398
2002-09-16,-1.1009
2002-09-17,-1.2987
2002-09-18,-0.7519
2002-09-19,-0.5682
2002-09-20,-2.8571
2002-09-23,-3.7451
2002-09-24,-5.6834
2002-09-25,-0.6479
2002-09-26,12.3478
2002-09-27,-2.2833
2002-09-30,3.1683
2002-10-01,-0.1919
2002-10-02,-3.2692
2002-10-03,-0.5964
2002-10-04,-6.0
2002-10-07,3.1915
2002-10-08,-3.5052
2002-10-09,-2.1368
2002-10-10,0.4367
2002-10-11,6.3043
2002-10-14,-2.863
2002-10-15,6.3158
2002-10-16,0.9901
2002-10-17,11.3725
2002-10-18,5.4577
2002-10-21,5.1753
2002-10-22,-7.619
2002-10-23,6.3402
2002-10-24,-0.4847
2002-10-25,1.6399
2002-10-28,-0.3195
2002-10-29,0.3205
2002-10-30,5.4313
2002-10-31,3.0303
2002-11-01,2.9265
2002-11-04,-3.129
2002-11-05,5.3097
2002-11-06,0.8403
2002-11-07,0.8333
2002-11-08,-0.1377
2002-11-11,-2.8966
2002-11-12,-0.7102
2002-11-13,-0.5722
2002-11-14,-0.7194
2002-11-15,2.3913
2002-11-18,0.6369
2002-11-19,-1.5471
2002-11-20,0.8429
2002-11-21,-0.2692
2002-11-22,1.8466
2002-11-25,2.9289
2002-11-26,1.897
2002-11-27,1.9947
2002-11-29,-0.2608
2002-12-02,2.8627000000000002
2002-12-03,-1.131
2002-12-04,1.1568
2002-12-05,-3.4307
2002-12-06,-0.9211
2002-12-09,-2.1248
2002-12-10,-1.6282
2002-12-11,1.931
2002-12-12,-1.8944999999999999
2002-12-13,-2.8966
2002-12-16,2.1307
2002-12-17,0.0
2002-12-18,-2.5035
2002-12-19,1.2839
2002-12-20,-4.9296
2002-12-23,4.4444
2002-12-24,-1.2766
2002-12-26,1.5805
2002-12-27,-4.0877
2002-12-30,-2.2268
2002-12-31,2.2624
2003-01-02,2.6549
2003-01-03,-1.9971
2003-01-06,3.3573
2003-01-07,1.4184
2003-01-08,1.5385
2003-01-09,3.9945
2003-01-10,0.0132
2003-01-13,5.8138
2003-01-14,-0.2503
2003-01-15,-0.8783
2003-01-16,-0.1266
2003-01-17,-1.7744
2003-01-21,-2.4516
2003-01-22,-0.7937
2003-01-23,3.7333
2003-01-24,-3.4704
2003-01-27,-7.3236
2003-01-28,5.3161
2003-01-29,0.5457
2003-01-30,-1.7639
2003-01-31,-1.7955999999999999
2003-02-03,-1.4064999999999999
2003-02-04,-1.5692
2003-02-05,-3.3333
2003-02-06,-1.0495
2003-02-07,-2.4394
2003-02-10,0.1708
2003-02-11,-0.9302
2003-02-12,-1.8779
2003-02-13,0.319
2003-02-14,4.2925
2003-02-18,3.6585
2003-02-19,1.7647
2003-02-20,-0.289
2003-02-21,3.0435
2003-02-24,1.5471
2003-02-25,-0.554
2003-02-26,1.2535
2003-02-27,-0.6878
2003-02-28,-0.9695
2003-03-03,1.6783000000000001
2003-03-04,3.3012
2003-03-05,2.6498
2003-03-06,0.908
2003-03-07,-3.458
2003-03-10,0.6658
2003-03-11,0.5291
2003-03-12,-0.9211
2003-03-13,4.9137
2003-03-14,-1.2658
2003-03-17,1.9231
2003-03-18,0.0
2003-03-19,7.7987
2003-03-20,2.8005
2003-03-21,0.1135
2003-03-24,-1.4853
2003-03-25,7.0319
2003-03-26,-3.2258
2003-03-27,3.1111
2003-03-28,-2.4784
2003-03-31,-0.442
2003-04-01,9.8779
2003-04-02,2.5152
2003-04-03,-0.9755
2003-04-04,-2.0896
2003-04-07,-0.813
2003-04-08,-3.6885
2003-04-09,4.8936
2003-04-10,-0.8114
2003-04-11,0.409
2003-04-14,0.5092
2003-04-15,0.9119
2003-04-16,-3.3133
2003-04-17,1.4538
2003-04-21,2.2927
2003-04-22,-1.1407
2003-04-23,3.5425
2003-04-24,-3.4213
2003-04-25,-1.417
2003-04-28,3.9013999999999998
2003-04-29,-6.1265
2003-04-30,-2.6316
2003-05-01,2.1622
2003-05-02,0.5291
2003-05-05,-0.8421
2003-05-06,-4.6709
2003-05-07,3.0067
2003-05-08,0.0
2003-05-09,-1.5135
2003-05-12,3.1833
2003-05-13,-3.4043
2003-05-14,2.9736000000000002
2003-05-15,4.9198
2003-05-16,16.208
2003-05-19,-1.5789
2003-05-20,-2.2282
2003-05-21,-0.5469
2003-05-22,4.4913
2003-05-23,0.3322
2003-05-27,3.5244999999999997
2003-05-28,-3.0487
2003-05-29,7.9268
2003-05-30,7.3446
2003-06-02,-0.2256
2003-06-03,-4.22
2003-06-04,2.3603
2003-06-05,2.5365
2003-06-06,-2.4063
2003-06-09,-3.8405
2003-06-10,-0.1518
2003-06-11,-3.2
2003-06-12,-3.2231
2003-06-13,-4.6968
2003-06-16,-0.7168
2003-06-17,5.0542
2003-06-18,5.4983
2003-06-19,-2.3616
2003-06-20,-3.6696999999999997
2003-06-23,-4.7619
2003-06-24,0.0
2003-06-25,-0.9091
2003-06-26,0.8257
2003-06-27,3.0027
2003-06-30,4.7703
2003-07-01,-6.1551
2003-07-02,2.4259
2003-07-03,-0.7895
2003-07-07,7.3386
2003-07-08,7.9077
2003-07-09,2.5191
2003-07-10,-2.9039
2003-07-11,-0.3834
2003-07-14,2.7714
2003-07-15,1.8727
2003-07-16,-0.5882
2003-07-17,-3.8462
2003-07-18,-1.6154
2003-07-21,0.2346
2003-07-22,1.4041000000000001
2003-07-23,2.6923
2003-07-24,-0.8989
2003-07-25,-0.2268
2003-07-28,-0.4545
2003-07-29,-3.1963
2003-07-30,-9.1981
2003-07-31,-1.3853
2003-08-01,-1.4925
2003-08-04,-1.1586
2003-08-05,-6.7628
2003-08-06,-0.8704
2003-08-07,0.0
2003-08-08,2.5366
2003-08-11,0.2854
2003-08-12,-0.2846
2003-08-13,4.5671
2003-08-14,-2.2748
2003-08-15,-0.5587
2003-08-18,1.9663
2003-08-19,0.1837
2003-08-20,1.3749
2003-08-21,2.3327
2003-08-22,-6.1672
2003-08-25,0.2825
2003-08-26,-2.6291
2003-08-27,9.0646
2003-08-28,-0.0884
2003-08-29,0.0
2003-09-02,2.6549
2003-09-03,4.3966
2003-09-04,0.4955
2003-09-05,-1.9721
2003-09-08,-0.8382
2003-09-09,-4.8183
2003-09-10,-3.8188
2003-09-11,7.0175
2003-09-12,1.2079
2003-09-15,-7.1611
2003-09-16,-2.2039
2003-09-17,1.2207
2003-09-18,10.3896
2003-09-19,2.8571
2003-09-22,-3.5948
2003-09-23,4.661
2003-09-24,-3.0769
2003-09-25,-6.6834
2003-09-26,-5.103
2003-09-29,2.5472
2003-09-30,-1.6559
2003-10-01,-0.1871
2003-10-02,-2.343
2003-10-03,3.8388
2003-10-06,-4.0665
2003-10-07,4.0462
2003-10-08,-0.8333
2003-10-09,-0.747
2003-10-10,-0.0941
2003-10-13,2.5423999999999998
2003-10-14,-0.3673
2003-10-15,-3.6866
2003-10-16,-0.3828
2003-10-17,-3.4582
2003-10-20,-2.0896
2003-10-21,-3.4553
2003-10-22,0.0
2003-10-23,-3.1579
2003-10-24,1.087
2003-10-27,1.7204000000000002
2003-10-28,5.2854
2003-10-29,1.1044
2003-10-30,1.291
2003-10-31,-0.8824
2003-11-03,0.6924
2003-11-04,0.0982
2003-11-05,-3.4347
2003-11-06,4.3699
2003-11-07,-0.6816
2003-11-10,-4.902
2003-11-11,-0.5155
2003-11-12,3.5233
2003-11-13,-1.8018
2003-11-14,-5.7085
2003-11-17,-2.7027
2003-11-18,0.2222
2003-11-19,-2.7716
2003-11-20,2.1665
2003-11-21,0.7812
2003-11-24,1.8826
2003-11-25,-2.0652
2003-11-26,1.5537999999999998
2003-11-28,-2.1858
2003-12-01,0.3352
2003-12-02,-0.1114
2003-12-03,0.0
2003-12-04,-0.223
2003-12-05,-2.0112
2003-12-08,-2.5086
2003-12-09,-2.6901
2003-12-10,1.6827
2003-12-11,1.0638
2003-12-12,5.2632
2003-12-15,-4.8889
2003-12-16,-1.4019
2003-12-17,-2.2512
2003-12-18,0.0
2003-12-19,1.4545
2003-12-22,0.5974
2003-12-23,11.8765
2003-12-24,2.2293
2003-12-26,2.4922
2003-12-29,7.7001
2003-12-30,-2.1637
2003-12-31,3.3654
2004-01-02,-0.4651
2004-01-05,4.2991
2004-01-06,-0.9857
2004-01-07,2.9864
2004-01-08,-1.5817
2004-01-09,1.0714
2004-01-12,1.0601
2004-01-13,-5.6818
2004-01-14,5.19
2004-01-15,-0.3524
2004-01-16,-0.7958
2004-01-20,1.5152
2004-01-21,-0.5268
2004-01-22,0.8826
2004-01-23,2.1872
2004-01-26,1.3699
2004-01-27,-2.027
2004-01-28,-3.0172
2004-01-29,3.1111
2004-01-30,0.3448
2004-02-02,-3.9519
2004-02-03,0.805
2004-02-04,-4.7028
2004-02-05,-0.0931
2004-02-06,9.3197
2004-02-09,0.682
2004-02-10,0.254
2004-02-11,4.5608
2004-02-12,-0.4847
2004-02-13,-2.0292
2004-02-17,2.4855
2004-02-18,1.6977
2004-02-19,-3.8156
2004-02-20,-3.5537
2004-02-23,-2.9135
2004-02-24,-1.5887
2004-02-25,3.2287
2004-02-26,0.4344
2004-02-27,-0.6055
2004-03-01,3.7424
2004-03-02,-1.3423
2004-03-03,-1.5306
2004-03-04,4.0587
2004-03-05,-0.8299
2004-03-08,-1.4226
2004-03-09,-2.292
2004-03-10,-1.8245
2004-03-11,-4.0708
2004-03-12,6.3653
2004-03-15,-1.9081000000000001
2004-03-16,-5.4818999999999996
2004-03-17,2.8999
2004-03-18,-3.3636
2004-03-19,0.0
2004-03-22,-5.6444
2004-03-23,-2.6919
2004-03-24,0.9221
2004-03-25,0.0
2004-03-26,0.6091
2004-03-29,3.4309
2004-03-30,2.439
2004-03-31,-1.619
2004-04-01,1.6457000000000002
2004-04-02,0.8571
2004-04-05,3.966
2004-04-06,2.8156
2004-04-07,4.417
2004-04-08,-1.8613
2004-04-12,-2.1552
2004-04-13,-0.793
2004-04-14,5.6838
2004-04-15,1.1764999999999999
2004-04-16,0.9967
2004-04-19,4.3586
2004-04-20,-5.5161999999999995
2004-04-21,7.8399
2004-04-22,0.5414
2004-04-23,0.3077
2004-04-26,-2.3006
2004-04-27,1.1774
2004-04-28,-10.7836
2004-04-29,-2.9565
2004-04-30,-0.5376
2004-05-03,-0.991
2004-05-04,-0.455
2004-05-05,-2.011
2004-05-06,-2.7984999999999998
2004-05-07,-2.6871
2004-05-10,-1.3807
2004-05-11,2.0
2004-05-12,0.7843
2004-05-13,0.9728
2004-05-14,-1.7341
2004-05-17,0.0
2004-05-18,0.4902
2004-05-19,-0.3902
2004-05-20,0.3918
2004-05-21,-0.5854
2004-05-24,2.9441
2004-05-25,5.5291
2004-05-26,2.6197
2004-05-27,-1.0563
2004-05-28,-2.669
2004-06-01,4.2048
2004-06-02,0.0
