ticker,UEEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-16,25.0
2007-02-20,60.0
2007-02-26,87.5
2007-02-27,-40.6667
2007-03-01,-10.1124
2007-03-22,-25.0
2007-04-10,0.0
2007-04-18,0.0
2007-06-07,0.0
2007-08-08,66.6667
2007-08-09,0.0
2007-09-06,-40.0
2007-09-13,0.0
2008-02-27,0.0
2008-04-03,0.0
2008-04-04,-13.3333
2008-06-03,92.3077
2008-07-29,-24.0
2008-08-27,-27.6316
2008-09-05,-5.4545
2008-09-11,-1.9231
2008-09-18,-19.6078
2008-09-23,-2.439
2008-10-15,-37.5
2008-10-16,0.0
2008-10-20,0.0
2008-10-21,20.0
2008-10-23,30.0
2008-10-28,-25.641
2008-11-12,-13.7931
2008-11-19,-60.0
2008-12-12,150.0
2009-01-27,-20.0
2009-02-04,-25.0
2009-02-26,0.0
2009-03-02,0.0
2009-03-18,60.0
2009-03-19,16.6667
2009-03-23,42.8571
2009-03-25,-12.5
2009-04-01,14.2857
2009-04-02,15.0
2009-04-03,-13.0435
2009-04-07,-10.0
2009-04-14,25.0
2009-04-16,11.1111
2009-04-27,-6.0
2009-04-28,17.0213
2009-05-06,-9.0909
2009-05-12,0.0
2009-05-14,0.0
2009-05-18,10.0
2009-05-26,-9.0909
2009-05-28,50.0
2009-06-04,0.0
2009-06-05,-33.3333
2009-06-08,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-16,-10.0
2009-06-17,0.0
2009-06-23,11.1111
2009-06-24,-10.0
2009-06-25,11.1111
2009-07-01,-10.0
2009-07-14,0.0
2009-08-26,0.0
2009-08-31,0.0
2009-09-09,0.0
2009-10-08,-11.1111
2009-11-20,-12.5
2009-12-03,8.5714
2009-12-11,-7.8947
2009-12-14,-14.2857
2009-12-17,-16.6667
2010-01-07,40.0
2010-01-15,0.0
2010-01-25,-14.2857
2010-02-02,0.0
2010-02-08,-16.6667
2010-02-10,-4.0
2010-02-12,4.1667
2010-02-16,20.0
2010-02-17,-6.6667
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,-10.7143
2010-02-23,-4.0
2010-02-24,-4.1667
2010-02-25,4.3478
2010-02-26,-8.3333
2010-03-01,9.0909
2010-03-02,-4.1667
2010-03-03,-34.7826
2010-03-04,26.6667
2010-03-05,-15.7895
2010-03-08,-5.625
2010-03-10,5.9603
2010-03-11,50.0
2010-03-12,0.0
2010-03-18,-31.25
2010-03-19,15.1515
2010-03-23,-15.7895
2010-03-24,0.0
