ticker,ACAD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-27,-4.2857
2004-05-28,-1.3433
2004-06-01,-1.6641
2004-06-02,-3.0769
2004-06-03,-0.7937
2004-06-04,-3.68
2004-06-07,1.3289
2004-06-08,0.0
2004-06-09,-2.2951
2004-06-10,2.349
2004-06-14,1.6393
2004-06-15,3.2258
2004-06-16,0.0
2004-06-17,7.0312
2004-06-18,-3.3577
2004-06-21,-0.3021
2004-06-22,-3.7879
2004-06-23,0.7874
2004-06-24,-3.125
2004-06-25,-3.2258
2004-06-28,2.5
2004-06-29,1.9512
2004-06-30,-1.1164
2004-07-01,1.6129
2004-07-02,0.0
2004-07-06,-2.3810000000000002
2004-07-07,-1.1381999999999999
2004-07-08,-0.1645
2004-07-09,-1.1532
2004-07-12,6.3333
2004-07-13,-1.2382
2004-07-14,-2.3964
2004-07-15,0.813
2004-07-16,1.6129
2004-07-19,-4.2857
2004-07-20,2.8192
2004-07-21,-3.0645
2004-07-22,4.8253
2004-07-23,-2.0635
2004-07-26,-0.9724
2004-07-27,3.1097
2004-07-28,-0.1587
2004-07-29,0.0
2004-07-30,-1.1129
2004-08-02,0.4823
2004-08-03,-4.64
2004-08-04,-1.8456000000000001
2004-08-05,-10.5983
2004-08-06,3.0593
2004-08-09,-4.4527
2004-08-10,6.0194
2004-08-11,-6.2271
2004-08-12,6.8359
2004-08-13,-0.457
2004-08-16,-3.0303
2004-08-17,7.9545
2004-08-18,0.0
2004-08-19,-1.7544
2004-08-20,1.7856999999999998
2004-08-23,0.0
2004-08-24,-1.7544
2004-08-25,1.9643000000000002
2004-08-26,4.028
2004-08-27,-0.5051
2004-08-30,4.9069
2004-08-31,4.0323
2004-09-01,6.8217
2004-09-02,0.8708
2004-09-03,7.1942
2004-09-07,-0.6711
2004-09-08,-0.1351
2004-09-09,0.0
2004-09-10,0.2706
2004-09-13,4.7233
2004-09-14,0.0
2004-09-15,2.4485
2004-09-16,-3.0189
2004-09-17,0.5188
2004-09-20,-3.3548
2004-09-21,-3.2043
2004-09-22,-2.2069
2004-09-23,2.2567
2004-09-24,-3.4483
2004-09-27,2.8429
2004-09-28,0.4306
2004-09-29,7.8838
2004-09-30,0.0
2004-10-01,0.0
2004-10-04,0.641
2004-10-05,-0.6369
2004-10-06,0.0
2004-10-08,-1.9231
2004-10-11,-0.2614
2004-10-12,0.3932
2004-10-13,0.1305
2004-10-14,1.043
2004-10-15,-0.2581
2004-10-18,-3.3635
2004-10-19,-0.5355
