ticker,ISR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-19,0.0
2005-08-22,0.0
2005-08-23,5.0
2005-08-24,0.0
2005-08-25,-4.7619
2005-08-26,0.0
2005-08-29,2.5
2005-08-30,7.3171
2005-08-31,0.0
2005-09-01,-6.3636
2005-09-06,6.7961
2005-09-07,4.5455
2005-09-08,2.6087
2005-09-09,-3.3898
2005-09-12,0.8772
2005-09-13,-9.5652
2005-09-15,5.7692
2005-09-16,-6.3636
2005-09-20,2.9126
2005-09-21,0.0
2005-09-22,3.7736
2005-09-26,0.0
2005-09-27,0.0
2005-09-28,-5.4545
2005-09-29,-1.9231
2005-10-03,7.8431
2005-10-04,0.0
2005-10-05,-9.0909
2005-10-06,-2.0
2005-10-07,12.2449
2005-10-11,-9.0909
2005-10-13,-4.0
2005-10-14,0.0
2005-10-17,0.0
2005-10-19,4.375
2005-10-21,5.7884
2005-10-24,1.8868
2005-10-25,1.8519
2005-10-26,0.0
2005-10-28,-9.0909
2005-11-01,2.0
2005-11-02,5.8824
2005-11-03,-2.7778
2005-11-04,0.0
2005-11-07,0.0
2005-11-09,0.9524
2005-11-10,-3.7736
2005-11-11,2.9412000000000003
2005-11-15,0.0
2005-11-17,-2.8571
2005-11-21,-1.5686
2005-11-22,2.5896
2005-11-29,-0.9709
2005-11-30,0.0
2005-12-01,6.8627
2005-12-02,-3.6696999999999997
2005-12-05,1.9048
2005-12-06,-0.9346
2005-12-07,-0.9434
2005-12-08,-9.5238
2005-12-09,-5.2632
2005-12-12,13.3333
2005-12-13,22.549
2005-12-14,12.0
2005-12-15,17.8571
2005-12-16,-6.6667
2005-12-19,-12.3377
2005-12-20,0.0
2005-12-21,0.0
2005-12-23,11.1111
2005-12-27,0.0
2005-12-28,-5.3333
2005-12-29,-4.9296
2005-12-30,7.4074
2006-01-03,-11.7241
2006-01-04,1.5625
2006-01-06,3.8462
2006-01-09,3.7037
2006-01-10,-7.1429
2006-01-11,7.6923
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,-1.4285999999999999
2006-01-18,1.4493
2006-01-19,1.4285999999999999
2006-01-20,-1.4085
2006-01-23,-7.1429
2006-01-24,-3.0769
2006-01-25,3.9683
2006-01-26,-0.7634
2006-01-27,4.6154
2006-01-30,-8.0882
2006-01-31,16.0
2006-02-01,-6.8966
2006-02-02,2.2222
2006-02-03,1.4493
2006-02-06,0.0
2006-02-07,0.0
2006-02-08,0.0
2006-02-09,-0.7143
2006-02-13,0.7194
