ticker,NNYR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-24,0.0
2004-07-22,700.0
2005-01-20,-87.5
2005-02-11,0.0
2005-08-10,99900.0
2005-08-11,0.0
2005-08-12,0.0
2005-08-15,-16.0
2005-08-16,-38.0952
2005-08-17,53.8462
2005-08-18,0.0
2005-08-22,-15.0
2005-08-23,-17.647100000000002
2005-08-24,-7.1429
2005-08-26,-7.6923
2005-08-30,-22.9167
2005-08-31,-2.7027
2005-09-01,0.0
2005-09-02,0.0
2005-09-06,0.0
2005-09-07,0.0
2005-09-08,5.5556
2005-09-09,-5.2632
2005-09-12,5.5556
2005-09-14,-5.2632
2005-09-15,5.5556
2005-09-16,-21.0526
2005-09-19,6.6667
2005-09-20,0.0
2005-09-21,77.5
2005-09-22,9.8592
2005-09-23,-10.8974
2005-09-26,-11.5108
2005-09-27,-10.5691
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,4.5455
2005-10-03,-34.7826
2005-10-04,-20.0
2005-10-05,33.3333
2005-10-07,0.0
2005-10-10,0.0
2005-10-13,-25.0
2005-10-14,8.3333
2005-10-17,-23.0769
2005-10-21,-98.0
2005-10-24,5400.0
2005-10-25,-18.1818
2005-10-26,-11.1111
2005-10-27,-25.0
2005-10-28,66.6667
2005-10-31,-40.0
2005-11-01,0.0
2005-11-02,0.0
2005-11-03,-30.0
2005-11-04,-4.7619
2005-11-07,50.0
2005-11-08,0.0
2005-11-09,0.0
2005-11-10,-10.0
2005-11-11,0.0
2005-11-14,-25.9259
2005-11-15,50.0
2005-11-16,-33.3333
2005-11-17,0.0
2005-11-18,50.0
2005-11-21,-16.6667
2005-11-22,-12.0
2005-11-23,-9.0909
2005-11-25,-25.0
2005-11-28,0.0
2005-11-30,33.3333
2005-12-01,50.0
2005-12-02,0.0
2005-12-05,0.0
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,-33.3333
2005-12-09,25.0
2005-12-12,20.0
2005-12-14,16.6667
2005-12-15,-28.5714
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,0.0
2005-12-22,20.0
2005-12-23,-16.6667
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,-12.0
2005-12-30,13.6364
2006-01-03,0.0
2006-01-04,-12.0
2006-01-05,81.8182
2006-01-06,21.25
2006-01-09,-18.5567
2006-01-10,13.9241
2006-01-11,0.0
2006-01-12,-4.4444
2006-01-13,-6.9767
2006-01-17,-22.5
2006-01-18,3.2258
2006-01-19,-12.5
