ticker,FREQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-03,-2.1429
2019-10-04,-1.5328
2019-10-07,3.7805999999999997
2019-10-08,-1.8571
2019-10-09,-3.2023
2019-10-10,-4.7368
2019-10-11,2.5257
2019-10-14,2.7714
2019-10-15,-2.7715
2019-10-16,1.0786
2019-10-17,-0.9146
2019-10-18,0.7692
2019-10-21,1.2977
2019-10-22,3.4665
2019-10-23,1.6023
2019-10-24,0.7168
2019-10-25,0.0
2019-10-28,1.5657999999999999
2019-10-29,0.4905
2019-10-30,-3.7657
2019-10-31,4.3478
2019-11-01,8.1597
2019-11-04,2.1509
2019-11-05,-1.1314
2019-11-06,0.1907
2019-11-07,0.0
2019-11-08,-3.5533
2019-11-11,-0.7895
2019-11-12,-1.3263
2019-11-13,2.0833
2019-11-14,1.185
2019-11-15,2.4073
2019-11-18,4.8285
2019-11-19,1.9394
2019-11-20,-3.9239
2019-11-21,1.1139000000000001
2019-11-22,-0.2448
2019-11-25,-0.3067
2019-11-26,1.3538000000000001
2019-11-27,-1.8822
2019-11-29,3.3416
2019-12-02,1.3772
2019-12-03,-7.0289
2019-12-04,-1.1436
2019-12-05,-2.0566
2019-12-06,1.3123
2019-12-09,1.6839
2019-12-10,1.1465
2019-12-11,5.7305
2019-12-12,11.5545
2019-12-13,-1.3348
2019-12-16,-3.0303
2019-12-17,-3.7388
2019-12-18,1.6812
2019-12-19,3.5918
2019-12-20,-4.7331
2019-12-23,4.1594
2019-12-24,0.7765
2019-12-26,2.4766
2019-12-27,-1.5038
2019-12-30,-2.1265
2019-12-31,-2.3398
2020-01-02,-1.7684
2020-01-03,-3.194
2020-01-06,3.2993
2020-01-07,0.1161
2020-01-08,5.6845
2020-01-09,-0.4391
2020-01-10,1.5436
2020-01-13,9.6091
2020-01-14,8.0733
2020-01-15,5.6370000000000005
2020-01-16,9.154
2020-01-17,-1.5897999999999999
2020-01-21,5.0081
2020-01-22,-4.0577
2020-01-23,-7.276
2020-01-24,-3.5452
2020-01-27,-0.8516
2020-01-28,3.3906
2020-01-29,-1.7053
2020-01-30,5.2491
2020-01-31,1.0566
2020-02-03,11.4178
2020-02-04,0.4129
2020-02-05,2.9907
2020-02-06,-9.51
2020-02-07,5.0542
2020-02-10,-3.3982
2020-02-11,0.83
2020-02-12,-1.8032
2020-02-13,-1.8363
2020-02-14,-1.7893
2020-02-18,-0.4555
2020-02-19,-1.4975
2020-02-20,-1.5203
2020-02-21,5.446
2020-02-24,-4.7987
2020-02-25,-2.4776
2020-02-26,3.1537
2020-02-27,-7.8556
2020-02-28,-0.1843
2020-03-02,-2.1237
2020-03-03,-4.1038
2020-03-04,7.2799
2020-03-05,-7.8404
2020-03-06,2.8856
2020-03-09,-8.0754
2020-03-10,-0.4208
2020-03-11,-2.2187
2020-03-12,-9.6164
2020-03-13,4.6623
2020-03-16,-6.5677
2020-03-17,23.7164
2020-03-18,-11.7095
2020-03-19,7.2748
2020-03-20,3.5472
2020-03-23,-10.6297
2020-03-24,-3.2131
2020-03-25,14.1526
2020-03-26,11.8878
2020-03-27,-9.8039
2020-03-30,6.8251
2020-03-31,-15.7123
2020-04-01,-16.0584
2020-04-02,2.4749
2020-04-03,-0.6527
2020-04-06,3.3509
2020-04-07,-2.7972
2020-04-08,-1.2426
2020-04-09,-0.5298
2020-04-13,0.6658
2020-04-14,4.5635
2020-04-15,-3.8583
2020-04-16,-0.6579
2020-04-17,5.9603
2020-04-20,-4.6875
2020-04-21,-3.9344
2020-04-22,3.0717
2020-04-23,5.0993
2020-04-24,3.2136
2020-04-27,-5.4945
2020-04-28,7.7519
2020-04-29,2.2182
2020-04-30,-6.6862
2020-05-01,-2.7656
2020-05-04,-0.7757
2020-05-05,4.2345
2020-05-06,1.125
2020-05-07,8.2818
2020-05-08,2.968
2020-05-11,1.2195
2020-05-12,-9.0361
2020-05-13,3.4317
2020-05-14,-1.1059
2020-05-15,14.5968
2020-05-18,-2.414
2020-05-19,-4.9474
2020-05-20,7.4197
2020-05-21,-0.7732
2020-05-22,2.4416
2020-05-26,-11.9168
2020-05-27,4.3754
2020-05-28,-0.1655
2020-05-29,2.5414
2020-06-01,-5.4957
2020-06-02,6.2714
2020-06-03,-0.9657
2020-06-04,1.9502000000000002
2020-06-05,-0.1063
2020-06-08,2.4468
2020-06-09,3.2191
2020-06-10,-0.3521
2020-06-11,-5.9566
2020-06-12,6.978
2020-06-15,0.6021
2020-06-16,2.4938000000000002
2020-06-17,1.2165
2020-06-18,7.2115
2020-06-19,2.7803
2020-06-22,1.178
2020-06-23,-1.6385999999999998
2020-06-24,-1.096
2020-06-25,10.3723
2020-06-26,-7.8313
2020-06-29,-7.2331
2020-06-30,9.2062
2020-07-01,-2.9677
2020-07-02,0.3989
2020-07-06,-2.7815
2020-07-07,1.8618999999999999
2020-07-08,2.3183
2020-07-09,0.0436
2020-07-10,0.0871
2020-07-13,-10.6179
2020-07-14,5.9396
2020-07-15,4.0901
2020-07-16,-5.2097
2020-07-17,0.2795
2020-07-20,0.6503
2020-07-21,-0.7845
2020-07-22,0.2326
2020-07-23,5.7077
2020-07-24,-1.3169
2020-07-27,-2.4911
2020-07-28,0.365
2020-07-29,-1.6818
2020-07-30,1.8031000000000001
2020-07-31,-3.9964
