ticker,PRGNF US Equity
2008-01-02,-1.1532
2008-01-03,0.5556
2008-01-04,-6.4641
2008-01-07,-3.9575
2008-01-08,3.8745000000000003
2008-01-09,1.1249
2008-01-10,0.1756
2008-01-11,-4.9679
2008-01-14,-0.615
2008-01-15,-5.0743
2008-01-16,-10.8214
2008-01-17,1.6813
2008-01-18,2.0848
2008-01-22,5.6338
2008-01-23,-4.5333
2008-01-24,2.7933
2008-01-25,5.231
2008-01-28,-2.1304
2008-01-29,15.0396
2008-01-30,3.4977
2008-01-31,3.1025
2008-02-01,0.9135
2008-02-04,-3.5144
2008-02-05,-5.2428
2008-02-06,-1.5143
2008-02-07,1.7741
2008-02-08,-1.5107
2008-02-11,6.1947
2008-02-12,-4.5556
2008-02-13,9.4296
2008-02-14,-2.9388
2008-02-15,-3.6496
2008-02-19,5.0699
2008-02-20,-2.5513
2008-02-21,-1.5367
2008-02-22,-4.6243
2008-02-25,0.7879
2008-02-26,-1.0222
2008-02-27,-1.2758
2008-02-28,2.4
2008-02-29,-3.6058
2008-03-03,-2.2444
2008-03-04,-2.2959
2008-03-05,4.6997
2008-03-06,-2.4314
2008-03-07,-2.6837
2008-03-10,-3.5448
2008-03-11,2.0413
2008-03-12,-2.9353
2008-03-13,-2.9553000000000003
2008-03-14,-0.1416
2008-03-17,-1.4184
2008-03-18,6.5468
2008-03-19,0.3376
2008-03-20,-0.6057
2008-03-24,5.6195
2008-03-25,-0.9615
2008-03-26,0.0
2008-03-27,2.589
2008-03-28,-0.5678
2008-03-31,-3.8071
2008-04-01,3.496
2008-04-02,-1.5934
2008-04-03,0.9067
2008-04-04,-0.1926
2008-04-07,3.6656
2008-04-08,1.9851
2008-04-09,-3.3455
2008-04-10,-1.1957
2008-04-11,-3.3121
2008-04-14,-0.527
2008-04-15,5.2318
2008-04-16,3.0208
2008-04-17,-0.4887
2008-04-18,4.8496
2008-04-21,0.2342
2008-04-22,-0.4089
2008-04-23,3.5777
2008-04-24,-2.4915
2008-04-25,-3.194
2008-04-28,1.6197
2008-04-29,1.83
2008-04-30,-0.3478
2008-05-01,1.4543
2008-05-02,4.7018
2008-05-05,3.2859
2008-05-06,0.3712
2008-05-07,1.6904
2008-05-08,-0.1039
2008-05-09,-1.8727
2008-05-12,3.6573
2008-05-13,2.2495
2008-05-14,3.5
2008-05-15,0.3382
2008-05-16,1.7814
2008-05-19,-2.6963
2008-05-20,4.3753
2008-05-21,-0.0582
2008-05-22,-1.8554
2008-05-23,-0.7756
2008-05-27,0.5374
2008-05-28,3.0126
2008-05-29,-0.3774
2008-05-30,0.8523
2008-06-02,0.8451
2008-06-03,1.4898
2008-06-04,-1.055
2008-06-05,-0.7881
2008-06-06,-5.1402
2008-06-09,-3.6452999999999998
2008-06-10,-0.5624
2008-06-11,-7.0437
2008-06-12,-5.8628
2008-06-13,4.6416
2008-06-16,-0.8984
2008-06-17,3.4561
2008-06-18,0.3286
2008-06-19,1.583
2008-06-20,-1.827
2008-06-23,-3.1199
2008-06-24,-2.7683999999999997
2008-06-25,3.0215
2008-06-26,-2.4817
2008-06-27,-0.5205
2008-06-30,-2.3837
2008-07-01,-1.3699
2008-07-02,-3.2609
2008-07-03,-6.6792
2008-07-07,6.087
2008-07-08,5.8638
2008-07-09,-4.3478
2008-07-10,0.6849
2008-07-11,-0.7421
2008-07-14,-3.3645
2008-07-15,2.2566
2008-07-16,3.657
2008-07-17,1.399
2008-07-18,-2.9394
2008-07-21,1.6069
2008-07-22,0.7299
2008-07-23,2.3551
2008-07-24,-8.4956
2008-07-25,2.1277
2008-07-28,-3.2197
2008-07-29,1.0437
2008-07-30,1.5493999999999999
2008-07-31,-2.4793
2008-08-01,-0.7823
2008-08-04,-6.3075
2008-08-05,0.7013
2008-08-06,6.546
2008-08-07,-6.0131
2008-08-08,5.4242
2008-08-11,4.6834
2008-08-12,1.1342
2008-08-13,1.6822
2008-08-14,1.6543999999999999
2008-08-15,-3.4183
2008-08-18,-2.8314
2008-08-19,-1.7219
2008-08-20,-0.8086
2008-08-21,2.4457
2008-08-22,-1.5915
2008-08-25,1.0782
2008-08-26,-0.6
2008-08-27,1.7438
2008-08-28,-0.5933
2008-08-29,0.5305
2008-09-02,-2.7704
2008-09-03,-4.3419
2008-09-04,-5.3191
2008-09-05,-5.6929
2008-09-08,0.0
2008-09-09,-9.2931
2008-09-10,6.3923
2008-09-11,4.5267
2008-09-12,1.4961
2008-09-15,-5.6633
2008-09-16,-1.3980000000000001
2008-09-17,-7.1726
2008-09-18,1.8868
2008-09-19,6.3492
2008-09-22,-2.9022
2008-09-23,-12.9804
2008-09-24,-0.4907
2008-09-25,-0.2959
2008-09-26,-6.0336
2008-09-29,-14.526299999999999
2008-09-30,4.9261
2008-10-01,2.4648
2008-10-02,-9.1638
2008-10-03,0.2522
2008-10-06,-11.6981
2008-10-07,-8.6895
2008-10-08,-8.5803
2008-10-09,-6.1433
2008-10-10,-0.5455
2008-10-13,19.7441
2008-10-14,3.8167999999999997
2008-10-15,-15.8824
2008-10-16,-5.5944
2008-10-17,-1.8519
2008-10-20,12.4528
2008-10-21,0.1678
2008-10-22,-7.0352
2008-10-23,-8.6486
2008-10-24,-6.3116
2008-10-27,-7.5789
2008-10-28,11.6173
2008-10-29,3.4694
2008-10-30,12.426
2008-10-31,-1.7544
2008-11-03,19.6429
2008-11-04,4.7761
2008-11-05,-8.8319
2008-11-06,-15.3125
2008-11-07,4.2435
2008-11-10,2.6549
2008-11-11,-8.2759
2008-11-12,-8.6466
2008-11-13,9.2593
2008-11-14,1.4553
2008-11-17,-6.7623
2008-11-18,-6.5934
2008-11-19,-26.8235
2008-11-20,-8.6817
2008-11-21,-16.5493
2008-11-24,34.5992
2008-11-25,2.8213
2008-11-26,29.5732
2008-11-28,4.9412
2008-12-01,-11.2108
2008-12-02,3.2828
2008-12-03,-2.6895
2008-12-04,-11.3065
2008-12-05,9.0652
2008-12-08,6.75
2008-12-09,13.6288
2008-12-10,4.9251000000000005
2008-12-11,-13.8776
2008-12-12,7.109
2008-12-15,-2.4336
2008-12-16,5.8957
2008-12-17,14.3469
2008-12-18,-7.1161
2008-12-19,-6.6532
2008-12-22,-8.8553
2008-12-23,2.3697
2008-12-24,-1.5972
2008-12-26,2.5641
2008-12-29,-5.7339
2008-12-30,0.9732
2008-12-31,14.4578
2009-01-02,5.4737
2009-01-05,7.5847999999999995
2009-01-06,11.3173
2009-01-07,-10.3333
2009-01-08,7.2491
2009-01-09,6.0659
2009-01-12,-10.4575
2009-01-13,7.1168
2009-01-14,-6.1329
2009-01-15,2.9038
2009-01-16,1.2346
2009-01-20,-10.6272
2009-01-21,12.6706
2009-01-22,-9.1696
2009-01-23,0.0
2009-01-26,2.6667
2009-01-27,4.6382
2009-01-28,3.5461
2009-01-29,-4.1096
2009-01-30,-6.25
2009-02-02,-5.1429
2009-02-03,3.4137
2009-02-04,8.3495
2009-02-05,4.3011
2009-02-06,4.811
2009-02-09,0.1639
2009-02-10,-1.8003
2009-02-11,0.3333
2009-02-12,-0.4983
2009-02-13,-6.8781
2009-02-17,-13.9477
2009-02-18,-10.4167
2009-02-19,-6.7442
2009-02-20,-3.4913
2009-02-23,-6.9767
2009-02-24,12.2222
2009-02-25,-7.4288
2009-02-26,-5.8792
2009-02-27,5.6818
2009-03-02,-16.3978
2009-03-03,-7.717
2009-03-04,19.8606
2009-03-05,-11.3372
2009-03-06,6.5574
2009-03-09,4.6154
2009-03-10,13.8235
2009-03-11,-3.1008
2009-03-12,3.4667
2009-03-13,1.5464
2009-03-16,-5.8376
2009-03-17,5.1213
2009-03-18,7.5897
2009-03-19,-13.489
2009-03-20,-9.6453
2009-03-23,8.2358
2009-03-24,2.8169
2009-03-25,-1.9178
2009-03-26,2.7933
2009-03-27,2.4759
2009-03-30,-9.943200000000001
2009-03-31,4.1791
2009-04-01,-4.298
2009-04-02,1.1976
2009-04-03,3.5503
2009-04-06,-1.8857
2009-04-07,-5.3582
2009-04-08,2.1538
2009-04-09,0.9036
2009-04-13,0.597
2009-04-14,10.9792
2009-04-15,-1.6042999999999998
2009-04-16,-1.6303999999999998
2009-04-17,10.221
2009-04-20,-8.2707
2009-04-21,4.918
2009-04-22,-3.9062
2009-04-23,-3.794
2009-04-24,-2.8169
2009-04-27,-8.1159
2009-04-28,-0.6309
2009-04-29,3.8095
2009-04-30,-0.9174
2009-05-01,5.8642
2009-05-04,6.9971
2009-05-05,16.6213
2009-05-06,6.3084
2009-05-07,-8.1319
2009-05-08,-0.2392
2009-05-11,-7.6739
2009-05-12,-3.8961
2009-05-13,-7.8378
2009-05-14,1.173
2009-05-15,5.2174
2009-05-18,8.2645
2009-05-19,20.6107
2009-05-20,24.6835
2009-05-21,-2.7073
2009-05-22,-6.6087
2009-05-26,0.3724
2009-05-27,-0.5566
2009-05-28,-1.5066000000000002
2009-05-29,0.956
2009-06-01,2.2727
2009-06-02,7.037
2009-06-03,-5.8824
2009-06-04,1.1029
2009-06-05,-0.7273
2009-06-08,-7.5092
2009-06-09,0.198
2009-06-10,-2.7668
2009-06-11,-4.065
2009-06-12,-3.3898
2009-06-15,-5.2632
2009-06-16,-1.1574
2009-06-17,-3.5831
2009-06-18,-2.3561
2009-06-19,-3.9801
2009-06-22,-6.7358
2009-06-23,-1.1667
2009-06-24,6.8016
2009-06-25,1.3158
2009-06-26,0.2597
2009-06-29,-1.8135
2009-06-30,-3.9577999999999998
2009-07-01,0.8242
2009-07-02,-0.8174
2009-07-06,-1.9231
2009-07-07,-3.9215999999999998
2009-07-08,-1.1662
2009-07-09,1.4748999999999999
2009-07-10,-1.1663999999999999
2009-07-13,-2.0552
2009-07-14,10.8108
2009-07-15,10.2981
2009-07-16,-1.7199
2009-07-17,1.25
2009-07-20,7.6543
2009-07-21,4.3578
2009-07-22,-3.5164999999999997
2009-07-23,-0.2278
2009-07-24,-1.8265
2009-07-27,4.6512
2009-07-28,-5.7778
2009-07-29,-4.4811
2009-07-30,2.2222
2009-07-31,0.9662
2009-08-03,3.3493
2009-08-04,9.4907
2009-08-05,-2.1142
2009-08-06,-2.8078
2009-08-07,-0.0444
2009-08-10,8.4927
2009-08-11,-5.5328
2009-08-12,-5.6399
2009-08-13,1.8391
2009-08-14,-3.1603
2009-08-17,-6.5268
2009-08-18,-0.9975
2009-08-19,-1.2594
2009-08-20,2.8061
2009-08-21,2.2829
2009-08-24,-1.2770000000000001
2009-08-25,-3.4826
2009-08-26,1.0309
2009-08-27,4.0816
2009-08-28,-1.9607999999999999
2009-08-31,-2.75
2009-09-01,-2.8278
2009-09-02,2.1164
2009-09-03,0.7772
2009-09-04,0.0
2009-09-08,2.0566
2009-09-09,4.0271
2009-09-10,1.2137
2009-09-11,1.1962
2009-09-14,0.2364
2009-09-15,1.8868
2009-09-16,2.0833
2009-09-17,2.9478
2009-09-18,0.8811
2009-09-21,2.1834
2009-09-22,1.9231
2009-09-23,-3.7736
2009-09-24,-7.8431
2009-09-25,-2.6005000000000003
2009-09-28,-0.4854
2009-09-29,1.7073
2009-09-30,1.6787
2009-10-01,-4.2453
2009-10-02,0.0
2009-10-05,0.7389
2009-10-06,1.956
2009-10-07,0.7194
2009-10-08,4.7619
2009-10-09,1.8182
2009-10-12,-2.6786
2009-10-13,1.3761
2009-10-14,1.3575
2009-10-15,0.6696
2009-10-16,-0.6652
2009-10-19,1.3393
2009-10-20,2.8634
2009-10-21,-3.6403
2009-10-22,4.4444
2009-10-23,-0.8511
2009-10-26,-1.7167
2009-10-27,-5.8952
2009-10-28,-6.2645
2009-10-29,6.4356
2009-10-30,-5.1163
2009-11-02,-1.9607999999999999
2009-11-03,0.25
2009-11-04,2.7431
2009-11-05,0.4854
2009-11-06,0.4831
2009-11-09,5.5288
2009-11-10,1.5945
2009-11-11,4.9327
2009-11-12,-2.7778
2009-11-13,3.0769
2009-11-16,5.5437
2009-11-17,4.6465
2009-11-18,4.4402
2009-11-19,-5.1756
2009-11-20,0.3899
2009-11-23,-2.1359
2009-11-24,0.1984
2009-11-25,0.396
2009-11-27,-3.7673
2009-11-30,0.0207
2009-12-01,4.3478
2009-12-02,-0.5952
2009-12-03,1.3972
2009-12-04,-0.5906
2009-12-07,0.396
2009-12-08,-2.7613
2009-12-09,0.0
2009-12-10,-0.4057
2009-12-11,0.8147
2009-12-14,2.0202
2009-12-15,-1.5842
2009-12-16,-0.8048
2009-12-17,-2.6369
2009-12-18,-1.4583
2009-12-21,-1.9026999999999998
2009-12-22,-0.2155
2009-12-23,2.4838
2009-12-24,1.1591
2009-12-28,-2.7083
2009-12-29,-0.4283
2009-12-30,-0.2151
2009-12-31,-1.9397
2010-01-04,4.3956
2010-01-05,3.7895
2010-01-06,-1.6227
2010-01-07,0.4124
2010-01-08,2.2587
2010-01-11,-0.8032
2010-01-12,-0.8097
2010-01-13,3.6734999999999998
2010-01-14,1.5748
2010-01-15,-0.3876
2010-01-19,-2.9183
2010-01-20,-2.2044
2010-01-21,-4.5082
2010-01-22,-0.2146
2010-01-25,3.2258
2010-01-26,-3.125
2010-01-27,-0.8602
2010-01-28,-3.4707
2010-01-29,-1.573
2010-02-01,1.3699
2010-02-02,6.7568
2010-02-03,-1.4768
2010-02-04,-5.1392
2010-02-05,-2.7088
2010-02-08,-0.464
2010-02-09,1.3986
2010-02-10,-1.3793
2010-02-11,1.6317
2010-02-12,0.9174
2010-02-16,3.8636
2010-02-17,-0.6565
2010-02-18,-0.6608
2010-02-19,4.2129
2010-02-22,1.7021
2010-02-23,-5.8577
2010-02-24,1.1111
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,0.8889
2010-03-02,0.6608
2010-03-03,2.8446
2010-03-04,0.4255
2010-03-05,0.2119
2010-03-08,4.1226
2010-03-09,-2.5381
2010-03-10,1.875
2010-03-11,1.0225
2010-03-12,-0.4049
2010-03-15,-2.8455
2010-03-16,-1.046
2010-03-17,0.2114
2010-03-18,-0.8439
2010-03-19,-1.7021
2010-03-22,-0.6494
2010-03-23,0.6536
2010-03-24,-1.0823
2010-03-25,-0.6565
2010-03-26,-1.3216
2010-03-29,3.125
2010-03-30,0.6494
2010-03-31,0.2151
2010-04-01,2.3605
2010-04-05,0.4193
2010-04-06,0.4175
2010-04-07,-2.4948
2010-04-08,-1.7058
2010-04-09,2.6029999999999998
2010-04-12,-2.1142
2010-04-13,1.9438
2010-04-14,-0.4237
2010-04-15,0.4255
2010-04-16,-2.1186
2010-04-19,0.2165
2010-04-20,3.6717
2010-04-21,1.6667
2010-04-22,1.2295
2010-04-23,0.0
2010-04-26,1.417
2010-04-27,-2.1955999999999998
2010-04-28,-1.4285999999999999
2010-04-29,-1.0352
2010-04-30,-0.2092
2010-05-03,1.6771
2010-05-04,-2.6804
2010-05-05,-1.9068
2010-05-06,-3.6717
2010-05-07,-5.3812
2010-05-10,5.6872
2010-05-11,0.8969
2010-05-12,1.3333
2010-05-13,1.9737
2010-05-14,-3.9130000000000003
2010-05-17,-4.2986
2010-05-18,-0.9456
2010-05-19,0.4773
2010-05-20,-4.7506
2010-05-21,-0.7481
2010-05-24,0.0
2010-05-25,-0.7538
2010-05-26,0.2532
2010-05-27,5.0505
2010-05-28,-1.2019
2010-06-01,-3.8929
2010-06-02,2.5316
2010-06-03,-0.2469
2010-06-04,-3.4653
2010-06-07,-6.1538
2010-06-08,-3.0055
2010-06-09,1.4085
2010-06-10,6.9444
2010-06-11,1.039
2010-06-14,-0.5141
2010-06-15,2.3256
2010-06-16,-1.2626
2010-06-17,-0.2558
2010-06-18,-0.2564
2010-06-21,-0.5141
2010-06-22,-1.8088
2010-06-23,-0.7895
2010-06-24,-0.2653
2010-06-25,3.4574
2010-06-28,0.2571
2010-06-29,-5.8974
2010-06-30,-2.4523
2010-07-01,-0.838
2010-07-02,-2.8169
2010-07-06,-0.2899
2010-07-07,3.4884
2010-07-08,0.5618
2010-07-09,3.352
2010-07-12,1.0811
2010-07-13,2.9412000000000003
2010-07-14,1.2987
2010-07-15,0.0
2010-07-16,-3.3333
2010-07-19,1.3263
2010-07-20,3.1414
2010-07-21,-1.2690000000000001
2010-07-22,2.0566
2010-07-23,0.5038
2010-07-26,4.01
2010-07-27,1.2048
2010-07-28,-0.7143
2010-07-29,-1.6787
2010-07-30,1.2195
2010-08-02,3.1325
2010-08-03,-2.8037
2010-08-04,0.4808
2010-08-05,0.2392
2010-08-06,0.0
2010-08-09,1.9093
2010-08-10,-2.3419
2010-08-11,-3.5971
2010-08-12,0.7463
2010-08-13,-0.5
2010-08-16,-1.2563
2010-08-17,1.7812000000000001
2010-08-18,-1.25
2010-08-19,-2.0253
2010-08-20,-1.8088
2010-08-23,0.0
2010-08-24,-2.3684
2010-08-25,-3.2345
2010-08-26,0.8357
2010-08-27,0.8287
2010-08-30,-0.5479
2010-08-31,0.2755
2010-09-01,4.6703
2010-09-02,-1.5748
2010-09-03,4.2667
2010-09-07,-2.3018
2010-09-08,0.7853
2010-09-09,1.5584
2010-09-10,0.0
2010-09-13,2.8133
2010-09-14,-1.7412999999999998
2010-09-15,0.0
2010-09-16,-1.2658
2010-09-17,0.5128
2010-09-20,0.5102
2010-09-21,-0.2538
2010-09-22,-0.7634
2010-09-23,-0.7692
2010-09-24,1.8088
2010-09-27,0.5076
2010-09-28,0.7576
2010-09-29,-1.2530999999999999
2010-09-30,0.0
2010-10-01,0.5076
2010-10-04,0.2525
2010-10-05,-0.2519
2010-10-06,0.0
2010-10-07,-0.2525
2010-10-08,0.2532
2010-10-11,0.5051
2010-10-12,-0.5025
2010-10-13,0.0
2010-10-14,-0.7576
2010-10-15,-0.5089
2010-10-18,-0.2558
2010-10-19,-1.0256
2010-10-20,-0.2591
2010-10-21,-1.2987
2010-10-22,-1.0526
2010-10-25,-0.266
2010-10-26,0.0
2010-10-27,0.2667
2010-10-28,-0.5319
2010-10-29,-0.2674
2010-11-01,-0.5362
2010-11-02,1.0782
2010-11-03,0.2667
2010-11-04,1.0638
2010-11-05,2.6316
2010-11-08,1.0256
2010-11-09,-1.0152
2010-11-10,0.0
2010-11-11,1.5385
2010-11-12,-3.0303
2010-11-15,0.2604
2010-11-16,-3.3766
2010-11-17,-0.8065
2010-11-18,-0.271
2010-11-19,-0.8152
2010-11-22,-0.8219
2010-11-23,-0.5525
2010-11-24,-0.5634
2010-11-26,-0.2833
2010-11-29,-0.2841
2010-11-30,-2.2792
2010-12-01,0.5831
2010-12-02,0.5797
2010-12-03,1.7290999999999999
2010-12-06,1.4163999999999999
2010-12-07,-0.2793
2010-12-08,-1.9607999999999999
2010-12-09,-1.7143000000000002
2010-12-10,-0.2907
2010-12-13,0.5831
2010-12-14,-0.5797
2010-12-15,0.5831
2010-12-16,0.0
2010-12-17,-1.4493
2010-12-20,1.4706000000000001
2010-12-21,-1.1594
2010-12-22,0.8798
2010-12-23,0.436
2010-12-27,-1.013
2010-12-28,-0.5848
2010-12-29,0.5882
2010-12-30,-0.8772
2010-12-31,1.1799
2011-01-03,0.2915
2011-01-04,-0.5814
2011-01-05,-0.2924
2011-01-06,-1.173
2011-01-07,0.8902
2011-01-10,-0.5882
2011-01-11,-0.5917
2011-01-12,-0.2976
2011-01-13,-0.2985
2011-01-14,-0.8982
2011-01-18,-0.3021
2011-01-19,-1.5152
2011-01-20,-1.8462
2011-01-21,-0.627
2011-01-24,-0.6309
2011-01-25,-3.1746
2011-01-26,0.3279
2011-01-27,0.0
2011-01-28,0.3268
2011-01-31,0.6515
2011-02-01,4.2071
2011-02-02,0.6211
2011-02-03,0.3086
2011-02-04,-0.9231
2011-02-07,-1.8634
2011-02-08,-0.3165
2011-02-09,-0.9524
2011-02-10,-0.9615
2011-02-11,0.6472
2011-02-14,1.2862
2011-02-15,-0.3175
2011-02-16,-0.3185
2011-02-17,0.0
2011-02-18,1.9169
2011-02-22,-4.0752
2011-02-23,0.3268
2011-02-24,2.2801
2011-02-25,0.6369
2011-02-28,-0.3165
2011-03-01,-0.6349
2011-03-02,-1.9169
2011-03-03,1.3029
2011-03-04,0.0
2011-03-07,-1.2862
2011-03-08,0.3257
2011-03-09,2.5974
2011-03-10,-0.9494
2011-03-11,1.2987
2011-03-14,-0.9615
2011-03-15,-0.6472
2011-03-16,-3.9088000000000003
2011-03-17,-0.339
2011-03-18,1.7006999999999999
2011-03-21,0.0
2011-03-22,-0.3344
2011-03-23,-0.6711
2011-03-24,0.3378
2011-03-25,0.3367
2011-03-28,0.3356
2011-03-29,-1.6722000000000001
2011-03-30,-0.6803
2011-03-31,-2.3973
2011-04-01,-0.3509
2011-04-04,-3.169
2011-04-05,-4.3636
2011-04-06,2.2814
2011-04-07,0.7435
2011-04-08,3.69
2011-04-11,1.0676
2011-04-12,0.3521
2011-04-13,1.7544
2011-04-14,0.0
2011-04-15,0.6897
2011-04-18,-2.3973
2011-04-19,-1.4035
2011-04-20,0.3559
2011-04-21,-0.7092
2011-04-25,0.7143
2011-04-26,2.8369
2011-04-27,0.3448
2011-04-28,2.0619
2011-04-29,-0.3367
2011-05-02,3.0405
2011-05-03,0.9836
2011-05-04,-0.6494
2011-05-05,0.6536
2011-05-06,-0.974
2011-05-09,-0.6557
2011-05-10,-0.9901
2011-05-11,0.6667
2011-05-12,0.3311
2011-05-13,0.9901
2011-05-16,-1.634
2011-05-17,-3.9867
2011-05-18,0.0
2011-05-19,1.0381
2011-05-20,-1.0274
2011-05-23,-1.9031
2011-05-24,-2.2928
2011-05-25,-1.083
2011-05-26,1.8248
2011-05-27,-6.4516
2011-05-31,1.5326
2011-06-01,-2.6414999999999997
2011-06-02,-3.876
2011-06-03,-4.0323
2011-06-06,-3.3613
2011-06-07,-4.3478
2011-06-08,-8.1818
2011-06-09,0.9901
2011-06-10,-0.4902
2011-06-13,-3.9409
2011-06-14,0.5128
2011-06-15,0.0
2011-06-16,-3.0612
2011-06-17,0.5263
2011-06-20,-1.0471
2011-06-21,5.291
2011-06-22,3.0151
2011-06-23,-1.9512
2011-06-24,-2.4876
2011-06-27,2.0408
2011-06-28,-1.0
2011-06-29,0.5051
2011-06-30,2.0101
2011-07-01,-1.4778
2011-07-05,-3.0
2011-07-06,2.5773
2011-07-07,1.5074999999999998
2011-07-08,-2.4752
2011-07-11,-1.5228000000000002
2011-07-12,-0.5155
2011-07-13,-1.5544
2011-07-14,-1.5789
2011-07-15,0.0
2011-07-18,-3.2086
2011-07-19,0.0
2011-07-20,0.5525
2011-07-21,1.6484
2011-07-22,-1.0811
2011-07-25,-3.2787
2011-07-26,-1.6949
2011-07-27,-2.8736
2011-07-28,0.0
2011-07-29,1.1834
2011-08-01,0.5848
2011-08-02,-4.0698
2011-08-03,-3.0303
2011-08-04,-11.25
2011-08-05,-0.7042
2011-08-08,-9.9291
2011-08-09,0.0
2011-08-10,1.5748
2011-08-11,12.4031
2011-08-12,2.069
2011-08-15,1.3514
2011-08-16,-1.3333
2011-08-17,-4.0541
2011-08-18,-2.1127
2011-08-19,-2.8777
2011-08-22,-6.6667
2011-08-23,2.3810000000000002
2011-08-24,3.876
2011-08-25,-2.9851
2011-08-26,-1.5385
2011-08-29,-1.5625
2011-08-30,6.3492
2011-08-31,-0.7463
2011-09-01,3.0075
2011-09-02,-7.2993
2011-09-06,-3.9370000000000003
2011-09-07,3.2787
2011-09-08,-4.7619
2011-09-09,4.1667
2011-09-12,-4.0
2011-09-13,5.0
2011-09-14,1.5873
2011-09-15,1.5625
2011-09-16,-3.0769
2011-09-19,-3.9683
2011-09-20,-4.9587
2011-09-21,-9.5652
2011-09-22,-8.6418
2011-09-23,1.0393
2011-09-26,-8.1055
2011-09-27,3.1527
2011-09-28,-4.3956
2011-09-29,1.1494
2011-09-30,-10.2273
2011-10-03,-3.8212
2011-10-04,14.5019
2011-10-05,-2.2989
2011-10-06,2.3529
2011-10-07,-2.2989
2011-10-10,5.8824
2011-10-11,10.0
2011-10-12,12.1212
2011-10-13,4.5045
2011-10-14,3.4483
2011-10-17,-4.1667
2011-10-18,4.3478
2011-10-19,-2.5
2011-10-20,-1.7094
2011-10-21,0.8696
2011-10-24,-1.7241
2011-10-25,-7.0175
2011-10-26,1.8868
2011-10-27,1.8519
2011-10-28,0.9091
2011-10-31,-1.8018
2011-11-01,-10.9977
2011-11-02,1.0179
2011-11-03,-5.102
2011-11-04,-1.0887
2011-11-07,0.0136
2011-11-08,2.1739
2011-11-09,-2.2872
2011-11-10,2.3407999999999998
2011-11-11,-4.2553
2011-11-14,0.0
2011-11-15,-3.3333
2011-11-16,-6.8822
2011-11-17,2.4533
2011-11-18,-2.1687
2011-11-21,-5.1724
2011-11-22,-1.3149
2011-11-23,-5.2476
2011-11-25,4.0278
2011-11-28,4.9566
2011-11-29,-4.2614
2011-11-30,2.3086
2011-12-01,-4.8052
2011-12-02,2.6603
2011-12-05,-1.2625
2011-12-06,-3.0956
2011-12-07,-1.9965000000000002
2011-12-08,-0.7972
2011-12-09,0.0
2011-12-12,-0.0179
2011-12-13,-2.8129999999999997
2011-12-14,-2.9679
2011-12-15,0.303
2011-12-16,-0.3021
2011-12-19,-3.0303
2011-12-20,0.0
2011-12-21,-2.1875
2011-12-22,4.6326
2011-12-23,-5.3435
2011-12-27,-1.6129
2011-12-28,-3.2787
