ticker,ADAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-02,80.0
2009-05-29,-44.4444
2009-06-01,4.0
2009-06-04,0.0
2009-06-09,0.0
2009-06-12,0.0
2009-06-19,3.8462
2009-06-30,-55.5556
2009-07-01,150.0
2009-07-02,-50.0
2009-07-07,93.3333
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,-34.4828
2009-07-14,-21.0526
2009-07-15,20.0
2009-07-16,-22.2222
2009-07-17,17.8571
2009-07-20,-33.3333
2009-07-21,0.0
2009-07-22,54.5455
2009-07-27,-11.7647
2009-08-04,-38.6667
2009-08-05,0.0
2009-08-14,30.4348
2009-08-17,0.0
2009-08-19,-16.6667
2009-08-24,0.0
2009-09-01,-20.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,87.5
2009-09-18,-6.6667
2009-09-23,-28.5714
2009-09-25,0.0
2009-09-29,-10.0
2009-10-05,11.1111
2009-10-06,30.0
2009-10-07,-23.0769
2009-10-08,0.0
2009-10-09,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,-5.0
2009-10-15,-4.2105
2009-10-16,-1.0989
2009-10-19,0.0
2009-10-20,-22.2222
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,14.2857
2009-10-26,-25.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,8.0208
2009-11-02,-15.332699999999999
2009-11-03,-0.3417
2009-11-04,-1.2570999999999999
2009-11-05,-9.4907
2009-11-10,-18.1586
2009-11-11,-37.5
2009-11-13,96.0
2009-11-16,-28.8265
2009-11-17,0.0
2009-11-19,37.0968
2009-11-20,-47.7124
2009-11-23,40.0
2009-11-24,0.0
2009-11-30,35.3571
2009-12-01,-50.7916
2009-12-02,-14.2091
2009-12-03,70.0
2009-12-04,-26.4706
2009-12-07,0.0
2009-12-08,-20.0
2009-12-09,45.0
2009-12-10,-31.0345
2009-12-14,-10.0
2009-12-15,60.0694
2009-12-16,-30.5857
2009-12-17,45.0
2009-12-21,-13.7931
2009-12-24,-16.0
2009-12-30,-4.7619
2009-12-31,-26.875
2010-01-04,-8.9744
2010-01-05,-24.8826
2010-01-06,46.25
2010-01-07,16.2393
2010-01-08,-28.6765
2010-01-11,37.1134
2010-01-12,-21.8045
2010-01-14,23.0769
2010-01-19,6.25
2010-01-20,17.647100000000002
2010-01-21,-40.0
2010-01-25,1.5625
2010-01-27,14.8718
2010-01-28,14.2857
2010-01-29,-0.7813
2010-02-01,19.685
