ticker,GRBX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-21,0.0
2010-01-22,-13.461500000000001
2010-01-25,-11.1111
2010-01-26,-5.0
2010-01-27,2.6316
2010-02-08,33.3333
2010-02-09,-32.6923
2010-02-10,48.5714
2010-02-11,-1.9231
2010-02-12,-15.6863
2010-02-17,-2.3256
2010-03-01,0.0
2010-03-02,-7.1429
2010-03-08,0.0
2010-03-16,0.0
2010-03-17,-23.0769
2010-03-19,-53.3333
2010-03-22,-14.2857
2010-03-26,225.0
2010-03-30,-25.641
2010-03-31,-58.6207
2010-04-01,66.6667
2010-04-05,-40.0
2010-04-06,108.3333
2010-04-08,-52.0
2010-04-13,0.0
2010-04-20,25.0
2010-05-03,-46.6667
2010-05-12,0.0
2010-06-03,0.0
2010-06-08,-25.0
2010-06-09,66.6667
2010-06-10,80.0
2010-06-11,-72.2222
2010-06-29,60.0
2010-07-01,0.0
2010-07-16,0.0
2010-07-22,12.5
2010-08-03,66.6667
2010-08-11,-33.3333
2010-09-08,-70.0
2010-09-16,66.6667
2010-09-21,0.0
2010-09-27,20.0
2010-09-29,0.0
2010-11-04,0.0
2010-11-08,-33.3333
2010-11-24,0.0
2010-12-03,0.0
2011-02-23,0.0
2011-02-24,-50.0
2011-03-08,0.0
2011-03-16,100.0
2011-03-17,0.0
2011-03-21,-47.5
2011-04-05,0.0
2011-04-06,138.0952
2011-04-07,20.0
2011-04-11,16.6667
2011-04-12,0.0
2011-04-15,0.0
2011-04-20,0.0
2011-04-21,-14.2857
2011-05-02,-50.0
2011-05-04,33.3333
2011-05-17,0.0
2011-05-25,-25.0
2011-05-26,0.0
2011-06-06,0.0
2011-06-07,-50.0
2011-06-17,33.3333
2011-06-21,-25.0
2011-06-23,100.0
2011-07-29,0.0
2011-08-11,-66.25
2011-08-19,0.0
2011-09-15,0.0
2011-09-21,0.0
2011-09-27,0.0
2011-10-12,-1.2346
2011-10-17,0.0
2011-11-08,20.0
2011-12-15,0.0
2011-12-23,0.0
2011-12-29,0.0
2011-12-30,66.6667
2012-02-03,-15.0
2012-03-02,0.0
2012-03-19,0.0
2012-03-23,47.0588
2012-03-29,-40.0
2012-03-30,33.3333
2012-04-27,-50.0
2012-05-14,0.0
2012-05-22,10.0
2012-06-05,-9.0909
2012-06-28,0.0
2012-07-25,-20.0
2012-08-10,0.0
2012-08-13,150.0
2012-09-05,0.0
2012-10-16,0.0
2012-12-28,-25.0
2013-02-26,0.0
2013-03-14,0.0
2013-03-15,233.3333
