ticker,LYL US Equity
2018-03-14,-1.7115
2018-03-15,0.0
2018-03-16,-5.4726
2018-03-19,5.0
2018-03-20,-8.2707
2018-03-21,-0.2732
2018-03-22,-4.1096
2018-03-23,-3.7143
2018-03-26,0.2967
2018-03-27,-3.8462
2018-03-28,-0.6154
2018-03-29,6.5015
2018-04-02,4.9419
2018-04-03,5.5402000000000005
2018-04-04,-4.4619
2018-04-05,4.6264
2018-04-06,-1.3129
2018-04-09,0.8408
2018-04-10,-3.4301
2018-04-11,3.5519
2018-04-12,-4.4855
2018-04-13,4.9724
2018-04-16,-5.2632
2018-04-18,2.2222
2018-04-19,-1.9022000000000001
2018-04-20,-6.3712
2018-04-23,6.5089
2018-04-24,10.0
2018-04-25,-1.7677
2018-04-26,-0.2571
2018-04-27,3.3505
2018-04-30,1.2469000000000001
2018-05-01,-2.0936
2018-05-02,-1.3836
2018-05-03,-2.2959
2018-05-04,8.094
2018-05-07,-7.7295
2018-05-08,-12.8272
2018-05-09,12.3123
2018-05-10,4.2781
2018-05-11,0.5128
2018-05-14,3.8265000000000002
2018-05-15,0.9828
2018-05-16,3.6496
2018-05-17,1.4085
2018-05-18,3.125
2018-05-21,4.9315
2018-05-22,-0.5284
2018-05-23,2.1505
2018-05-24,-1.8925999999999998
2018-05-25,-2.148
2018-05-29,-18.6404
2018-05-30,5.9299
2018-05-31,-7.1247
2018-06-01,4.1096
2018-06-04,-2.6316
2018-06-05,0.8108
2018-06-06,0.6515
2018-06-07,-4.8931000000000004
2018-06-08,11.3258
2018-06-11,-7.673
2018-06-12,-0.8174
2018-06-13,-0.3489
2018-06-14,3.2559
2018-06-15,13.2055
2018-06-18,-10.613199999999999
2018-06-19,-5.0237
2018-06-20,0.5945
2018-06-21,0.8616
2018-06-22,-0.334
2018-06-25,-1.0989
2018-06-26,0.2778
2018-06-27,-7.7562
2018-06-28,-5.5195
2018-06-29,-1.4684
2018-07-02,-2.5806
2018-07-03,-0.096
2018-07-05,1.4219
2018-07-06,-1.634
2018-07-09,-1.3289
2018-07-10,-5.7576
2018-07-11,1.4898
2018-07-13,4.8087
2018-07-16,5.9551
2018-07-17,-7.4368
2018-07-18,4.1096
2018-07-19,-2.3026
2018-07-20,6.0606
2018-07-23,-4.5809999999999995
2018-07-24,1.1412
2018-07-25,-7.2368
2018-07-26,7.8014
2018-07-27,-0.3289
2018-07-30,-1.3201
2018-07-31,-4.6823
2018-08-01,-2.4561
2018-08-02,-2.8777
2018-08-03,-9.037
2018-08-06,-2.2801
2018-08-07,-12.5
2018-08-08,9.5238
2018-08-09,-0.8696
2018-08-10,0.0
2018-08-13,-7.0175
2018-08-14,17.9245
2018-08-15,-6.0
2018-08-16,2.1277
2018-08-17,0.0
2018-08-20,3.75
2018-08-21,2.008
2018-08-22,-1.5748
2018-08-23,-2.0
2018-08-24,0.8245
2018-08-27,-4.2912
2018-08-28,-6.1712
2018-08-29,-0.7032
2018-08-30,2.8919
2018-08-31,-9.5482
2018-09-04,9.2683
2018-09-06,-0.4464
2018-09-07,-12.9148
2018-09-10,3.0381
2018-09-11,0.7446
2018-09-12,-0.7887
2018-09-13,-29.0
2018-09-14,6.338
2018-09-17,10.4437
2018-09-18,1.3372
2018-09-19,-2.3669000000000002
2018-09-20,-9.697
2018-09-21,-2.6846
2018-09-24,-3.4483
2018-09-25,3.5714
2018-09-26,13.0966
2018-09-27,-8.531
2018-09-28,-12.0
2018-10-01,8.3333
2018-10-02,6.2937
2018-10-03,71.0526
2018-10-04,-19.4923
2018-10-05,22.2148
2018-10-08,-2.6659
2018-10-09,-21.2851
2018-10-10,11.2245
2018-10-11,-16.7798
2018-10-12,12.4463
2018-10-15,-6.402
2018-10-16,-1.5345
2018-10-17,-4.6274
2018-10-18,16.6416
2018-10-19,19.5314
2018-10-22,-17.6
2018-10-23,3.3981
2018-10-24,-5.1643
2018-10-25,-2.0297
2018-10-26,9.651299999999999
2018-10-29,-11.9816
2018-10-30,2.0942
2018-10-31,0.5179
2018-11-01,7.6476
2018-11-02,-12.3223
2018-11-05,-10.8108
2018-11-06,1.8182
2018-11-07,0.0
2018-11-08,1.7856999999999998
2018-11-12,-3.5088
2018-11-13,2.6
2018-11-14,-2.9003
2018-11-15,12.6658
2018-11-16,-3.7743
2018-11-19,2.1548
2018-11-21,-0.4944
2018-11-23,0.4692
2018-11-26,-9.3407
2018-11-27,-4.2424
2018-11-28,-3.7975
2018-11-29,0.6579
2018-11-30,4.5752
2018-12-03,1.25
2018-12-04,-2.4691
2018-12-06,2.5316
2018-12-07,0.0
2018-12-10,-7.4074
2018-12-11,0.6667
2018-12-12,4.6358
2018-12-13,-5.057
2018-12-17,-1.3399
2018-12-18,-10.1351
2018-12-19,-1.7669000000000001
2018-12-20,3.3295
2018-12-21,0.0074
2018-12-24,-5.9329
2018-12-26,13.3858
2018-12-27,-10.6667
2018-12-28,15.0498
2018-12-31,-12.1554
2019-01-02,15.1142
2019-01-03,-3.1137
2019-01-04,-9.5241
2019-01-07,10.5267
2019-01-08,2.069
2019-01-09,10.1351
2019-01-11,0.0
2019-01-15,-20.2454
2019-01-18,3.0769
2019-01-22,3.7313
2019-01-24,4.3165
2019-01-28,0.0
2019-01-29,-3.8345000000000002
2019-01-31,-3.9013
2019-02-01,11.194
2019-02-04,11.4094
2019-02-05,-12.5904
2019-02-06,2.6878
2019-02-07,-3.2282
2019-02-08,-2.6909
2019-02-11,-1.0406
2019-02-12,-2.0526
2019-02-13,7.7647
2019-02-14,4.3941
2019-02-15,6.5294
2019-02-19,-7.9698
2019-02-20,0.6667
2019-02-21,3.0728
2019-02-22,-4.3048
2019-02-25,12.1257
2019-02-26,-4.9162
2019-02-27,7.0596
2019-02-28,-7.6471
2019-03-01,0.0
2019-03-04,8.9108
2019-03-05,15.7962
2019-03-06,1.0101
2019-03-07,-3.0
2019-03-08,-8.2474
2019-03-11,5.618
2019-03-12,-3.7766
2019-03-13,2.2664
2019-03-14,-2.5622
2019-03-18,-5.6918
2019-03-19,-0.0294
2019-03-20,12.0918
2019-03-21,1.3123
2019-03-22,-23.4145
2019-03-25,1.4816
2019-03-26,-4.46
2019-03-27,-1.6118999999999999
2019-03-28,3.5461
2019-03-29,-2.2534
2019-04-01,-1.899
2019-04-02,0.4214
2019-04-03,0.2916
2019-04-04,-4.9645
2019-04-05,6.7164
2019-04-08,-2.5524
2019-04-09,0.4665
2019-04-10,-0.8429
2019-04-11,3.0183
2019-04-12,2.0908
2019-04-15,0.6849
2019-04-16,0.0
2019-04-17,-1.3605
2019-04-18,-2.8414
2019-04-22,3.6343
2019-04-23,-2.3288
2019-04-24,0.014
2019-04-25,13.5886
2019-04-26,-9.2469
2019-04-29,-1.5304
2019-04-30,-1.9134
2019-05-01,-2.1127
2019-05-02,1.4388
2019-05-03,-2.1277
2019-05-06,0.2536
2019-05-07,-0.9758
2019-05-08,2.1898
2019-05-09,-5.0
2019-05-10,2.2556
2019-05-13,-3.6765
2019-05-14,-3.0534
2019-05-15,2.3622
2019-05-16,2.3077
2019-05-17,0.0
2019-05-20,-8.7218
2019-05-21,-2.8007
2019-05-22,4.8814
2019-05-23,-15.9664
2019-05-24,2.875
2019-05-28,6.552
2019-05-29,0.4123
2019-05-30,-5.6521
2019-05-31,-10.1852
2019-06-03,0.0
2019-06-04,9.2784
2019-06-05,-6.6792
2019-06-06,0.5358
2019-06-07,0.0
2019-06-11,-2.4233000000000002
2019-06-12,-0.1237
2019-06-13,-6.1081
2019-06-14,-2.1978
2019-06-17,5.1011
2019-06-18,-2.7154
2019-06-19,12.0879
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-1.9607999999999999
2019-06-25,-0.48
2019-06-27,-2.0096
2019-06-28,1.5175999999999998
2019-07-01,2.0202
2019-07-02,-2.9802
2019-07-03,2.0512
2019-07-09,1.0
2019-07-10,-2.4257
2019-07-11,-1.5728
2019-07-12,-0.1031
2019-07-18,-1.9607999999999999
2019-07-19,-1.0526
2019-07-22,4.2553
2019-07-23,3.0612
2019-07-24,2.3762
2019-07-26,-5.2128
2019-07-29,2.0304
2019-07-30,5.0
2019-07-31,2.8571
2019-08-01,-7.8704
2019-08-02,-10.0503
2019-08-05,0.5587
2019-08-06,18.3778
2019-08-07,-2.8534
2019-08-08,-10.1449
2019-08-13,1.0753
2019-08-14,-4.2553
2019-08-15,-2.8667
2019-08-16,-1.9675
2019-08-19,-8.728
2019-08-21,12.5031
2019-08-22,0.0
2019-08-23,-0.4545
2019-08-26,-2.968
2019-08-27,5.8824
2019-08-28,17.7778
2019-08-29,-14.9245
2019-09-03,0.9093
2019-09-04,-1.7143000000000002
2019-09-05,14.0429
2019-09-06,2.9412000000000003
2019-09-09,3.819
2019-09-10,2.8621
2019-09-11,-4.7534
2019-09-12,2.9962999999999997
2019-09-13,8.5364
2019-09-16,1.9935
2019-09-17,2.6525
2019-09-18,5.6
2019-09-19,13.6364
2019-09-20,4.0267
2019-09-23,13.4325
2019-09-24,-7.3446
2019-09-25,-7.3171
2019-09-26,0.0
2019-09-27,5.7105
2019-09-30,-3.535
2019-10-01,-1.2903
2019-10-02,3.9215999999999998
2019-10-04,-5.0314
2019-10-07,0.6623
2019-10-08,0.0
2019-10-09,-4.6053
2019-10-10,-0.9793
2019-10-11,4.144
2019-10-14,-6.3733
2019-10-15,-2.1429
2019-10-16,0.708
2019-10-21,3.6457
2019-10-22,0.6993
2019-10-23,0.6944
2019-10-25,-1.3793
2019-10-28,0.6993
2019-10-29,-0.6944
2019-10-30,0.6993
2019-10-31,-2.0833
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,-0.7305
2019-11-08,2.8792
2019-11-13,-4.1667
2019-11-14,-4.3551
2019-11-18,3.0381
2019-11-19,-2.9412000000000003
2019-11-22,-0.7576
2019-11-25,0.0
2019-11-29,0.0
2019-12-05,3.0534
2019-12-09,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.4963
2019-12-16,0.2432
2019-12-17,0.0
2019-12-18,-23.5294
2019-12-19,10.5769
2019-12-23,6.087
2019-12-30,6.5574
2020-01-02,2.3077
2020-01-03,-16.2632
2020-01-10,3.2594
2020-01-13,0.0
2020-01-14,16.5217
2020-01-15,11.9403
2020-01-16,-13.3333
2020-01-17,-1.4385
2020-01-21,-5.5647
2020-01-23,-0.8264
2020-01-27,-1.6667
2020-01-29,-10.1695
2020-01-31,0.0
2020-02-04,3.7736
2020-02-06,1.8182
2020-02-07,2.6786
2020-02-10,-2.6087
2020-02-11,5.3571
2020-02-13,7.4746
2020-02-14,-1.4351
2020-02-18,-10.4
2020-02-19,14.2857
2020-02-20,-3.9063
2020-02-24,-12.1951
2020-02-26,14.8148
2020-02-27,-6.4516
2020-03-02,-0.8621
2020-03-04,0.8696
2020-03-05,15.2586
2020-03-06,-8.003
2020-03-09,-9.7561
2020-03-12,6.3063
2020-03-16,-2.5423999999999998
2020-03-17,-11.7478
2020-03-18,-1.4681
2020-03-20,10.0
2020-03-23,-9.0909
2020-03-24,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,3.0
2020-04-06,-0.9709
2020-04-07,-1.9607999999999999
2020-04-08,4.0
2020-04-13,-8.6538
2020-04-14,5.5263
2020-04-15,-0.2494
2020-04-16,0.85
2020-04-17,-0.119
2020-04-20,-2.5017
2020-04-21,-0.7229
2020-04-22,7.6923
2020-04-23,-1.9048
2020-04-24,-0.9709
2020-04-27,0.0
2020-04-28,-9.8039
2020-04-29,3.2609
2020-04-30,3.0421
2020-05-01,-7.0385
2020-05-04,2.6044
2020-05-05,-1.4673
2020-05-06,9.7826
2020-05-07,-0.9901
2020-05-08,-0.49
2020-05-11,-6.532
2020-05-12,-6.5692
2020-05-13,0.5063
2020-05-14,4.1905
2020-05-15,2.5385
2020-05-19,7.0625
2020-05-20,0.1001
2020-05-22,-1.6400000000000001
2020-05-26,-3.416
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,1.0526
2020-06-02,4.1667
2020-06-03,-12.0
2020-06-04,10.0227
2020-06-05,-0.8469
2020-06-09,6.25
2020-06-10,24.5196
2020-06-11,-11.0306
2020-06-12,37.1681
2020-06-15,-19.3548
2020-06-16,0.0
2020-06-17,57.6
2020-06-18,-18.7817
2020-06-19,5.0
2020-06-22,-11.8988
2020-06-23,-4.0605
2020-06-24,-8.4507
2020-06-25,-7.6846
2020-06-26,4.158
2020-06-29,-1.2
2020-06-30,-6.8826
2020-07-01,4.3391
2020-07-02,-2.4919000000000002
2020-07-06,8.9744
2020-07-07,4.3137
2020-07-08,-2.2556
2020-07-09,13.8462
2020-07-10,-4.0541
2020-07-13,-10.8239
2020-07-14,0.2922
2020-07-15,-2.3622
2020-07-16,4.8387
2020-07-17,-6.1538
2020-07-20,0.0082
2020-07-21,-0.8278
2020-07-22,-3.9421
2020-07-23,-0.9722
2020-07-24,3.3884
2020-07-27,-5.042
2020-07-28,1.7699
2020-07-29,-2.6087
2020-07-30,22.3214
2020-07-31,-10.219
