ticker,JRSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-17,21.4286
2017-01-11,14.1176
2017-02-01,-12.3711
2017-02-02,0.0
2017-02-27,0.0
2017-03-15,23.5294
2017-03-27,-2.8571
2017-03-29,-3.9215999999999998
2017-04-06,5.102
2017-04-12,1.9417
2017-04-17,4.7619
2017-04-27,13.6364
2017-05-01,0.0
2017-05-04,4.0
2017-05-15,15.3846
2017-05-16,-13.3333
2017-05-17,15.3846
2017-06-07,16.6667
2017-06-12,0.0
2017-06-13,-14.2857
2017-06-15,0.0
2017-06-20,0.0
2017-07-11,26.6667
2017-07-13,-2.6316
2017-07-18,-43.2432
2017-07-19,64.7619
2017-09-20,0.0
2017-09-22,2.8902
2017-09-25,2.809
2017-09-26,1.0929
2017-11-16,-5.4054
2017-11-17,5.7143
2017-11-21,5.4054
2017-12-19,0.0
2017-12-22,7.6923
2018-01-25,9.5238
2018-01-26,8.6957
2018-02-01,0.0
2018-04-04,20.0
2018-04-09,6.6667
2018-05-22,-6.25
2018-08-15,0.0
2018-11-05,-0.6667
2019-01-02,17.4497
2019-01-04,0.0
2019-01-23,28.5714
2019-04-04,83.3333
2019-05-09,-9.0909
2019-05-10,20.0
2019-06-13,0.0
2019-07-17,2.6667
2019-08-09,1.2987
2019-09-19,6.4103
2019-12-16,0.0
2019-12-17,-21.6867
2020-01-24,-15.3846
2020-03-02,-63.6364
2020-03-17,-45.0
2020-03-18,-10.0
2020-04-08,102.0202
