ticker,TTEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-09,0.0
2016-09-19,-2.3438
2016-09-20,-2.4
2016-09-22,-4.918
2016-09-23,0.8621
2016-09-27,-0.8547
2016-09-28,-3.4483
2016-09-29,0.8929
2016-09-30,4.4248
2016-10-04,-1.6949
2016-10-05,-3.4483
2016-10-07,3.5714
2016-10-10,0.0
2016-10-11,0.8621
2016-10-12,0.0
2016-10-18,5.9829
2016-10-21,-3.2258
2016-10-24,-2.5
2016-10-27,5.9829
2016-10-28,-6.4516
2016-10-31,0.8621
2016-11-02,-14.5299
2016-11-03,-8.0
2016-11-04,19.5652
2016-11-09,-1.8182
2016-11-11,-7.4444
2016-11-14,0.04
2016-11-17,-4.6
2016-11-18,0.1677
2016-11-21,0.0419
2016-11-22,-1.6736
2016-11-23,1.2766
2016-11-28,-3.3613
2016-11-30,0.0
2016-12-01,-6.5217
2016-12-02,-2.3256
2016-12-05,2.3810000000000002
2016-12-06,0.0
2016-12-07,4.6512
2016-12-08,2.2222
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,3.4783
2016-12-14,0.8403
2016-12-15,-1.0417
2016-12-16,1.0526
2016-12-19,0.8333
2016-12-20,0.0
2016-12-21,0.2066
2016-12-22,-0.4124
2016-12-23,-1.6562999999999999
2016-12-27,-1.0526
2016-12-28,0.0
2016-12-29,3.1064
2016-12-30,-0.9492
2017-01-03,-1.0417
2017-01-05,-1.8105
2017-01-06,0.0
2017-01-10,0.7719
2017-01-11,0.4255
2017-01-12,-0.4237
2017-01-13,2.1277
2017-01-17,0.0
2017-01-18,-3.3333
2017-01-19,0.0
2017-01-20,1.2931
2017-01-25,2.1277
2017-01-26,-2.2917
2017-01-27,-1.919
2017-01-30,0.4348
2017-01-31,-0.4329
2017-02-03,2.1739
2017-02-07,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,-4.2553
2017-02-15,1.7778
2017-02-21,-5.0218
2017-02-22,-1.1494
2017-02-23,0.0
2017-02-28,-1.1628
2017-03-02,-1.1764999999999999
2017-03-03,-1.4285999999999999
2017-03-06,-3.3816
2017-03-07,-2.0
2017-03-08,2.0408
2017-03-13,-4.5
2017-03-16,-3.9267
2017-03-17,-5.9946
2017-03-20,1.4493
2017-03-21,1.1429
2017-03-22,1.6949
2017-03-23,-3.6111
2017-03-27,0.0
2017-03-28,2.0173
2017-03-29,1.6949
2017-03-30,1.2778
2017-03-31,-0.1646
2017-04-06,-3.2967
2017-04-07,-1.4205
