ticker,KTCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,13.3333
2000-01-04,-4.4118
2000-01-05,9.2308
2000-01-06,-1.4085
2000-01-07,2.8571
2000-01-10,-1.3889
2000-01-11,5.6338
2000-01-12,-1.3333
2000-01-13,-5.4054
2000-01-14,-20.0
2000-01-18,5.3571
2000-01-19,-1.6949
2000-01-20,0.0
2000-01-21,-3.4483
2000-01-24,-3.5714
2000-01-25,-3.7037
2000-01-26,3.8462
2000-01-27,1.8519
2000-01-28,-1.8182
2000-01-31,-3.7037
2000-02-01,-1.9231
2000-02-02,-1.9607999999999999
2000-02-03,4.0
2000-02-04,0.0
2000-02-07,1.9231
2000-02-08,3.7736
2000-02-09,-9.0909
2000-02-10,6.0
2000-02-11,1.8868
2000-02-14,3.7037
2000-02-15,3.5714
2000-02-16,6.8966
2000-02-17,3.2258
2000-02-18,0.0
2000-02-22,-4.6875
2000-02-23,-6.5574
2000-02-24,5.2632
2000-02-25,-8.3333
2000-02-28,5.4545
2000-02-29,1.7241
2000-03-01,-8.4746
2000-03-02,3.7037
2000-03-03,7.1429
2000-03-06,-0.4167
2000-03-07,-2.9289
2000-03-08,-5.1724
2000-03-09,4.5455
2000-03-10,-0.8696
2000-03-13,-3.5088
2000-03-14,1.8182
2000-03-15,0.0
2000-03-16,-3.5714
2000-03-17,-3.7037
2000-03-20,-3.8462
2000-03-21,14.0
2000-03-22,-9.6491
2000-03-23,2.9126
2000-03-24,2.3585
2000-03-27,5.0691
2000-03-28,-7.0175
2000-03-29,-1.8868
2000-03-30,-1.9231
2000-03-31,1.9607999999999999
2000-04-03,0.4808
2000-04-04,11.0048
2000-04-05,-8.6207
2000-04-06,1.8868
2000-04-07,5.5556
2000-04-10,-10.526299999999999
2000-04-11,-1.9607999999999999
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-12.0
2000-04-17,-4.5455
2000-04-18,-1.1905000000000001
2000-04-19,8.4337
2000-04-20,11.1111
2000-04-24,-14.0
2000-04-25,2.3256
2000-04-26,0.0
2000-04-27,-4.5455
2000-04-28,0.0
2000-05-01,5.9524
2000-05-02,1.1236
2000-05-03,-3.3333
2000-05-04,1.1494
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-4.5455
2000-05-10,0.0
2000-05-11,-2.3810000000000002
2000-05-12,-2.439
2000-05-15,10.0
2000-05-16,9.0909
2000-05-17,1.0417
2000-05-18,-1.0309
2000-05-19,-6.25
2000-05-22,0.0
2000-05-23,0.0
