ticker,PSYC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-29,1.4815
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,0.365
2008-05-05,-3.6364
2008-05-06,3.7736
2008-05-07,0.3636
2008-05-08,-0.3623
2008-05-09,0.0
2008-05-12,0.0
2008-05-13,-3.6364
2008-05-14,3.3962
2008-05-15,-1.4599
2008-05-16,-1.8519
2008-05-21,50.9434
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,0.0
2008-06-02,-34.0
2008-06-04,-20.4545
2008-06-05,90.4762
2008-06-10,-40.0
2008-06-11,6.25
2008-06-12,-1.5686
2008-06-13,9.5618
2008-06-17,0.7273
2008-06-18,-4.3321
2008-06-19,-1.8868
2008-06-20,-1.9231
2008-06-23,5.8824
2008-06-24,-1.8519
2008-06-25,0.0
2008-06-26,1.1320999999999999
2008-06-30,-10.4478
2008-07-01,-12.5
2008-07-02,23.8095
2008-07-03,0.0
2008-07-07,-7.6923
2008-07-08,0.0
2008-07-09,8.3333
2008-07-10,-5.7692
2008-07-11,11.0204
2008-07-14,-0.7353
2008-07-15,0.0
2008-07-16,-3.7037
2008-07-17,-7.6923
2008-07-18,4.1667
2008-07-21,0.0
2008-07-22,-4.0
2008-07-23,12.5
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,3.7037
2008-08-01,-5.0
2008-08-04,7.1429
2008-08-05,1.7544
2008-08-06,1.7241
2008-08-07,1.3559
2008-08-08,-1.3378
2008-08-11,-1.6949
2008-08-12,0.0
2008-08-13,0.0
2008-08-15,-0.3448
2008-08-18,0.346
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,-8.2759
2008-08-22,3.3835
2008-08-25,1.8182
2008-08-26,1.7856999999999998
2008-08-27,3.5088
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,1.6949
2008-09-03,0.0
2008-09-04,3.3333
2008-09-05,4.8387
2008-09-08,-1.5385
2008-09-09,-6.25
2008-09-10,0.0
2008-09-11,3.3333
2008-09-12,-1.6129
2008-09-15,-1.6393
2008-09-16,-8.3333
2008-09-17,0.0
2008-09-19,0.0
2008-09-22,-5.4545
2008-09-23,-7.6923
2008-09-24,8.3333
2008-09-25,-1.9231
2008-09-26,-5.8824
2008-09-29,-6.25
2008-09-30,0.0
2008-10-01,0.0
2008-10-02,11.1111
2008-10-03,0.0
2008-10-06,0.0
2008-10-07,-4.0
2008-10-08,-6.25
2008-10-09,-4.4444
