ticker,ETEK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-07-14,-0.9901
2011-08-12,0.0
2012-01-25,400.0
2012-02-06,-38.4
2012-02-14,0.0
2012-03-02,9.0909
2012-03-08,108.3333
2012-04-19,-40.0
2012-04-20,0.0
2012-04-23,33.3333
2012-04-24,0.0
2012-04-25,17.5
2012-04-26,0.0
2012-04-27,2.1277
2012-04-30,4.1667
2012-05-02,-8.0
2012-05-10,30.4348
2012-05-16,6.6667
2012-05-17,9.375
2012-05-18,-14.2857
2012-05-24,6.6667
2012-05-25,9.375
2012-05-30,0.0
2012-06-11,0.0
2012-06-15,14.2857
2012-06-25,0.0
2012-08-13,27.5
2012-08-14,19.6324
2012-08-24,55.705799999999996
2012-09-07,-26.3158
2012-09-10,0.0
2012-11-23,-7.1429
2013-01-28,0.0
2013-02-01,0.0
2013-02-04,-7.6923
2013-02-05,-8.3333
2013-02-07,-18.1818
2013-02-08,11.1111
2013-02-11,0.0
2013-02-12,-4.0
2013-02-13,43.75
2013-02-14,5.779
2013-02-15,-5.4633
2013-02-19,4.3478
2013-02-20,-8.3333
2013-02-21,4.5455
2013-02-22,-1.5941999999999998
2013-02-25,-5.7437000000000005
2013-02-26,8.418
2013-02-27,-0.7026
2013-02-28,0.1451
2013-03-01,-7.2464
2013-03-04,-9.375
2013-03-05,-8.6422
2013-03-06,-5.6381
2013-03-07,0.6
2013-03-08,21.2724
2013-03-11,6.5574
2013-03-12,1.5385
2013-03-13,-7.5758
2013-03-14,-2.459
2013-03-15,-2.521
2013-03-18,0.0
2013-03-19,-1.7241
2013-03-20,-11.4035
2013-03-21,3.9604
2013-03-22,6.6667
2013-03-25,1.7856999999999998
2013-03-26,-21.0526
2013-03-27,-26.6667
2013-03-28,-3.6364
2013-04-01,-18.239
2013-04-02,-7.6923
2013-04-03,-8.3333
2013-04-04,28.6364
2013-04-05,-11.6608
2013-04-08,-8.0
2013-04-09,-13.0435
2013-04-10,66.5
2013-04-11,-3.9039
2013-04-12,-28.125
2013-04-15,8.6957
2013-04-16,100.0
2013-04-17,-48.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-26,0.0
2013-04-30,0.0
2013-05-01,-7.6923
2013-05-02,0.0
2013-05-03,4.1667
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,8.0
2013-05-09,-7.4074
2013-05-10,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,-2.0
