ticker,LIVX US Equity
2018-05-18,-28.9209
2018-05-21,-14.979800000000001
2018-05-22,-3.0952
2018-05-23,0.4914
2018-05-24,-3.423
2018-05-25,-2.6582
2018-05-29,8.7126
2018-05-30,-4.067
2018-05-31,4.9875
2018-06-01,5.7007
2018-06-04,24.9438
2018-06-05,-13.4892
2018-06-06,11.0187
2018-06-07,2.0599
2018-06-08,-4.2202
2018-06-11,41.7625
2018-06-12,-4.7297
2018-06-13,1.2766
2018-06-14,7.8431
2018-06-15,8.0519
2018-06-18,4.3269
2018-06-19,9.6774
2018-06-20,9.5588
2018-06-21,-11.8888
2018-06-22,-14.037
2018-06-25,-21.6456
2018-06-26,2.4233000000000002
2018-06-27,-5.205
2018-06-28,-4.1597
2018-06-29,0.1736
2018-07-02,0.0
2018-07-03,4.5061
2018-07-05,-2.4876
2018-07-06,1.1905000000000001
2018-07-09,0.6723
2018-07-10,-1.0017
2018-07-11,-1.1804000000000001
2018-07-12,-7.6792
2018-07-13,2.403
2018-07-16,-4.5126
2018-07-17,-4.3478
2018-07-18,1.3834
2018-07-19,-0.1949
2018-07-20,-2.9297
2018-07-23,1.4085
2018-07-24,6.746
2018-07-25,1.8587
2018-07-26,-2.1898
2018-07-27,-7.4627
2018-07-30,-5.0403
2018-07-31,1.4862
2018-08-01,-2.7197
2018-08-02,3.871
2018-08-03,-2.4845
2018-08-06,-4.4586
2018-08-07,10.6667
2018-08-08,0.4016
2018-08-09,-1.0
2018-08-10,-6.0606
2018-08-13,-0.4301
2018-08-14,-0.216
2018-08-15,-3.2468
2018-08-16,-2.2371
2018-08-17,2.0595
2018-08-20,-1.5695000000000001
2018-08-21,-4.1002
2018-08-22,5.9382
2018-08-23,-1.7936999999999999
2018-08-24,1.8265
2018-08-27,-2.2422
2018-08-28,2.2936
2018-08-29,-1.3453
2018-08-30,2.0455
2018-08-31,12.9176
2018-09-04,7.2978
2018-09-05,-0.3676
2018-09-06,-4.6125
2018-09-07,-5.4159
2018-09-10,0.818
2018-09-11,1.217
2018-09-12,0.2004
2018-09-13,-4.0
2018-09-14,1.0417
2018-09-17,-3.9175
2018-09-18,-3.0043
2018-09-19,5.0885
2018-09-20,0.6316
2018-09-21,-26.569
2018-09-24,15.3846
2018-09-25,-2.2222
2018-09-26,4.798
2018-09-27,-1.9277
2018-09-28,-3.6855
2018-10-01,-3.5714
2018-10-02,-2.3810000000000002
2018-10-03,2.71
2018-10-04,-4.2216
2018-10-05,-4.9587
2018-10-08,-5.7971
2018-10-09,-12.6154
2018-10-10,-2.4648
2018-10-11,1.083
2018-10-12,1.0714
2018-10-15,1.0601
2018-10-16,7.3427
2018-10-17,0.3257
2018-10-18,-3.2468
2018-10-19,-7.047
2018-10-22,-3.9711
2018-10-23,0.0
2018-10-24,6.015
2018-10-25,1.0638
2018-10-26,3.1579
2018-10-29,-1.0204
2018-10-30,0.6873
2018-10-31,1.0239
2018-11-01,3.0405
2018-11-02,1.9672
2018-11-05,-1.9293
2018-11-06,4.918
2018-11-07,1.5625
2018-11-08,12.6154
2018-11-09,10.6557
2018-11-12,4.1975
2018-11-13,-0.4739
2018-11-14,-10.7143
2018-11-15,3.7333
2018-11-16,4.1131
2018-11-19,-4.1975
2018-11-20,-0.2577
2018-11-21,9.0439
2018-11-23,3.0806
2018-11-26,14.9425
2018-11-27,-8.0
2018-11-28,5.2174
2018-11-29,2.686
2018-11-30,2.4145
2018-12-03,7.4656
2018-12-04,-4.7532
2018-12-06,-11.1324
2018-12-07,4.7516
2018-12-10,1.0309
2018-12-11,1.6327
2018-12-12,6.6265
2018-12-13,-10.7345
2018-12-14,15.1899
2018-12-17,-15.0183
2018-12-18,-7.1121
2018-12-19,-4.8724
2018-12-20,0.9756
2018-12-21,11.8357
2018-12-24,-5.3996
2018-12-26,-5.2511
2018-12-27,18.3133
2018-12-28,-0.2037
2018-12-31,1.0204
2019-01-02,15.7576
2019-01-03,-3.3159
2019-01-04,8.3032
2019-01-07,-2.3333
2019-01-08,1.3652
2019-01-09,5.0505
2019-01-10,-3.2051
2019-01-11,2.8146
2019-01-14,3.5427
2019-01-15,8.0871
2019-01-16,-5.1799
2019-01-17,5.0076
2019-01-18,-4.7688
2019-01-22,-4.2489
2019-01-23,-0.9509
2019-01-24,-2.88
2019-01-25,5.9308
2019-01-28,-2.4883
2019-01-29,-4.3062000000000005
2019-01-30,-2.1667
2019-01-31,3.7479
2019-02-01,-4.4335
2019-02-04,-10.4811
2019-02-05,12.0921
2019-02-06,-4.4521
2019-02-07,-4.4803
2019-02-08,3.94
2019-02-11,-1.444
2019-02-12,3.2967
2019-02-13,0.8865
2019-02-14,-0.1757
2019-02-15,1.7606000000000002
2019-02-19,0.173
2019-02-20,-1.5544
2019-02-21,4.7368
2019-02-22,3.5176
2019-02-25,2.9126
2019-02-26,5.6604
2019-02-27,-10.267900000000001
2019-02-28,-1.3267
2019-03-01,0.6723
2019-03-04,-3.5058
2019-03-05,6.4014
2019-03-06,-14.4715
2019-03-07,1.1407
2019-03-08,-0.5639
2019-03-11,8.5066
2019-03-12,0.0
2019-03-13,6.2718
2019-03-14,-5.7377
2019-03-15,8.1739
2019-03-18,1.4469
2019-03-19,-0.4754
2019-03-20,-1.5924
2019-03-21,-0.1618
2019-03-22,-7.1313
2019-03-25,0.5236
2019-03-26,-7.4653
2019-03-27,-1.6886
2019-03-28,2.8626
2019-03-29,-0.1855
2019-04-01,1.6729
2019-04-02,-0.3656
2019-04-03,-1.8349
2019-04-04,-2.8037
2019-04-05,-0.3846
2019-04-08,-0.3861
2019-04-09,-3.1008
2019-04-10,0.6
2019-04-11,-5.7654
2019-04-12,-0.4219
2019-04-15,3.178
2019-04-16,4.9281
2019-04-17,-2.1526
2019-04-18,0.0
2019-04-22,-7.6
2019-04-23,-0.8658
2019-04-24,0.655
2019-04-25,-1.9523000000000001
2019-04-26,5.7522
2019-04-29,2.7197
2019-04-30,1.222
2019-05-01,-6.2374
2019-05-02,1.073
2019-05-03,3.6093
2019-05-06,1.0246
2019-05-07,-2.6369
2019-05-08,4.375
2019-05-09,-3.992
2019-05-10,3.3264
2019-05-13,-5.4326
2019-05-14,1.0638
2019-05-15,-3.5789
2019-05-16,-4.8035
2019-05-17,-2.5229
2019-05-20,-0.4706
2019-05-21,0.2364
2019-05-22,0.4717
2019-05-23,-6.1033
2019-05-24,2.75
2019-05-28,-0.2433
2019-05-29,-6.8293
2019-05-30,-1.5707
2019-05-31,0.5319
2019-06-03,-1.8519
2019-06-04,-4.5822
2019-06-05,-5.0847
2019-06-06,8.3333
2019-06-07,-3.5714
2019-06-10,1.4245
2019-06-11,-0.8427
2019-06-12,5.3824
2019-06-13,-1.8817
2019-06-14,-1.0959
2019-06-17,3.3241
2019-06-18,-0.2681
2019-06-19,3.4946
2019-06-20,0.5195
2019-06-21,3.6176
2019-06-24,3.99
2019-06-25,4.3165
2019-06-26,3.2184
2019-06-27,-7.5724
2019-06-28,0.0
2019-07-01,-8.6747
2019-07-02,-3.9577999999999998
2019-07-03,-0.2747
2019-07-05,-6.8871
2019-07-08,-5.9172
2019-07-09,-7.8616
2019-07-10,3.0717
2019-07-11,-4.3046
2019-07-12,-4.8443000000000005
2019-07-15,6.1818
2019-07-16,-0.6849
2019-07-17,-5.8621
2019-07-18,-10.2564
2019-07-19,3.2653
2019-07-22,2.7668
2019-07-23,-8.461500000000001
2019-07-24,-1.2605
2019-07-25,-7.6596
2019-07-26,27.1889
2019-07-29,-2.5362
2019-07-30,-0.3717
2019-07-31,10.0746
2019-08-01,-9.4915
2019-08-02,-2.9962999999999997
2019-08-05,10.4247
2019-08-06,-2.4476
2019-08-07,-3.9427
2019-08-08,10.0746
2019-08-09,-0.339
2019-08-12,-6.4626
2019-08-13,-1.0909
2019-08-14,-13.2353
2019-08-15,13.5593
2019-08-16,-11.194
2019-08-19,5.042
2019-08-20,8.8
2019-08-21,-2.2059
2019-08-22,-1.1278
2019-08-23,-10.2662
2019-08-26,5.9322
2019-08-27,-7.2
2019-08-28,0.431
2019-08-29,-6.0086
2019-08-30,1.3699
2019-09-03,-9.4595
2019-09-04,-1.4925
2019-09-05,2.5253
2019-09-06,-4.9261
2019-09-09,3.6269
2019-09-10,12.0
2019-09-11,17.8571
2019-09-12,3.0303
2019-09-13,-13.9706
2019-09-16,-3.4188
2019-09-17,-2.6549
2019-09-18,-4.0909
2019-09-19,1.4218
2019-09-20,0.9346
2019-09-23,1.6204
2019-09-24,-6.6059
2019-09-25,8.7805
2019-09-26,-6.7265
2019-09-27,0.0
2019-09-30,-3.6058
2019-10-01,-5.2369
2019-10-02,0.0
2019-10-03,-4.7368
2019-10-04,1.105
2019-10-07,-17.4863
2019-10-08,-6.6225000000000005
2019-10-09,5.6738
2019-10-10,6.7114
2019-10-11,3.7736
2019-10-14,-7.2727
2019-10-15,1.9607999999999999
2019-10-16,0.641
2019-10-17,1.2739
2019-10-18,0.0
2019-10-21,1.2579
2019-10-22,0.0
2019-10-23,9.3168
2019-10-24,-1.1364
2019-10-25,-4.5977
2019-10-28,17.4699
2019-10-29,-9.7436
2019-10-30,-8.5227
2019-10-31,5.5901
2019-11-01,-1.1764999999999999
2019-11-04,-4.7619
2019-11-05,0.0
2019-11-06,-6.875
2019-11-07,-13.0872
2019-11-08,9.6525
2019-11-11,-3.5211
2019-11-12,8.0292
2019-11-13,-8.1081
2019-11-14,-9.1912
2019-11-15,3.2389
2019-11-18,-1.9607999999999999
2019-11-19,8.8
2019-11-20,2.9412000000000003
2019-11-21,6.4286
2019-11-22,4.0268
2019-11-25,12.2581
2019-11-26,2.8736
2019-11-27,4.4693
2019-11-29,2.6738
2019-12-02,1.0417
2019-12-03,1.5464
2019-12-04,2.0305
2019-12-05,1.4925
2019-12-06,12.7451
2019-12-09,12.6087
2019-12-10,-6.1776
2019-12-11,-3.7037
2019-12-12,-5.1282
2019-12-13,1.3514
2019-12-16,-8.4444
2019-12-17,-1.2136
2019-12-18,-7.1253
2019-12-19,4.7619
2019-12-20,-4.0404
2019-12-23,-4.2105
2019-12-24,-6.5934
2019-12-26,-5.2941
2019-12-27,1.2422
2019-12-30,-10.4294
2019-12-31,5.8219
2020-01-02,8.7379
2020-01-03,-2.3810000000000002
2020-01-06,9.1463
2020-01-07,5.0279
2020-01-08,-6.9149
2020-01-09,-5.1429
2020-01-10,-2.7108
2020-01-13,-7.7399000000000004
2020-01-14,0.0
2020-01-15,0.6711
2020-01-16,15.3333
2020-01-17,-4.6243
2020-01-21,-0.6061
2020-01-22,-4.878
2020-01-23,0.0
2020-01-24,-2.5641
2020-01-27,-1.3158
2020-01-28,-1.3333
2020-01-29,-10.1351
2020-01-30,-7.5188
2020-01-31,13.8211
2020-02-03,-6.4286
2020-02-04,10.687
2020-02-05,8.2759
2020-02-06,19.1083
2020-02-07,-31.016
2020-02-10,6.2016
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,6.5693
2020-02-14,-1.3699
2020-02-18,4.1667
2020-02-19,-2.0
2020-02-20,0.0
2020-02-21,-1.3605
2020-02-24,-8.2759
2020-02-25,-11.2782
2020-02-26,3.3898
2020-02-27,-1.6393
2020-02-28,5.0
2020-03-02,6.3492
2020-03-03,-7.4627
2020-03-04,11.2903
2020-03-05,-2.1739
2020-03-06,-2.963
2020-03-09,-11.4504
2020-03-10,0.8621
2020-03-11,-1.7094
2020-03-12,-6.087
2020-03-13,21.2963
2020-03-16,-3.8167999999999997
2020-03-17,7.1429
2020-03-18,-2.2222
2020-03-19,0.0
2020-03-20,0.7576
2020-03-23,9.0226
2020-03-24,11.0345
2020-03-25,-1.8634
2020-03-26,0.6329
2020-03-27,-5.0314
2020-03-30,-5.298
2020-03-31,10.4895
2020-04-01,-9.4937
2020-04-02,4.1958
2020-04-03,2.6846
2020-04-06,4.5752
2020-04-07,-0.625
2020-04-08,6.9182
2020-04-09,-3.5294
2020-04-13,13.4146
2020-04-14,-0.5376
2020-04-15,-4.8649000000000004
2020-04-16,7.9545
2020-04-17,20.0
2020-04-20,0.0
2020-04-21,-5.4825
2020-04-22,2.0882
2020-04-23,-3.1818
2020-04-24,-3.2864
2020-04-27,-4.6117
2020-04-28,-11.4504
2020-04-29,28.7356
2020-04-30,13.8393
2020-05-01,18.8235
2020-05-04,-6.2706
2020-05-05,-6.6901
2020-05-06,13.5849
2020-05-07,10.299
2020-05-08,1.8072
2020-05-11,-0.4438
2020-05-12,-1.6345
2020-05-13,-3.3233
2020-05-14,5.625
2020-05-15,0.5917
2020-05-18,-1.4706000000000001
2020-05-19,-1.194
2020-05-20,1.8127
2020-05-21,-1.1869
2020-05-22,-1.5015
2020-05-26,-3.0488
2020-05-27,-5.3459
2020-05-28,-2.3256
2020-05-29,-2.7211
2020-06-01,1.3986
2020-06-02,0.6897
2020-06-03,5.1370000000000005
2020-06-04,13.0293
2020-06-05,-4.8991
2020-06-08,-2.4242
2020-06-09,-1.8634
2020-06-10,-5.3797
2020-06-11,-7.0234
2020-06-12,11.1511
2020-06-15,-0.9709
2020-06-16,0.9804
2020-06-17,15.2104
2020-06-18,5.3371
2020-06-19,1.6
2020-06-22,-4.7244
2020-06-23,-1.1019
2020-06-24,-4.1783
2020-06-25,-1.4535
2020-06-26,-1.7699
2020-06-29,-1.5015
2020-06-30,10.3659
2020-07-01,-1.3812
2020-07-02,5.6022
2020-07-06,21.7507
2020-07-07,-1.7429000000000001
2020-07-08,-5.765
2020-07-09,-2.8235
2020-07-10,4.6005
2020-07-13,-14.1204
2020-07-14,-1.3477000000000001
2020-07-15,2.8689
2020-07-16,6.1089
2020-07-17,5.8824
2020-07-20,-2.3641
2020-07-21,2.1792
2020-07-22,-5.2133
2020-07-23,-2.25
2020-07-24,-8.6957
2020-07-27,-8.1232
2020-07-28,-2.1341
2020-07-29,-5.9190000000000005
2020-07-30,3.9735
2020-07-31,-3.5032
