ticker,AVSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-17,-21.875
2000-08-18,-8.0
2000-08-21,-0.7246
2000-08-22,12.4088
2000-08-23,10.3896
2000-08-24,-6.4706
2000-08-25,4.4025
2000-08-28,13.253
2000-08-29,-7.9787
2000-08-30,2.8902
2000-08-31,5.0562
2000-09-01,2.1390000000000002
2000-09-05,0.5236
2000-09-06,-3.6458
2000-09-07,0.0
2000-09-08,-3.7838000000000003
2000-09-11,-1.1236
2000-09-12,-1.1364
2000-09-13,-2.2989
2000-09-14,-5.8824
2000-09-15,-6.25
2000-09-18,-9.3333
2000-09-19,-6.6176
2000-09-20,7.0866
2000-09-21,-0.7353
2000-09-22,-4.4444
2000-09-25,-7.7519
2000-09-26,-12.605
2000-09-27,-9.6154
2000-09-28,2.1277
2000-09-29,12.5
2000-10-02,-0.9259
2000-10-03,-4.6729
2000-10-04,1.9607999999999999
2000-10-05,8.6538
2000-10-06,-15.0442
2000-10-09,0.0
2000-10-10,-4.1667
2000-10-11,-4.3478
2000-10-12,17.0455
2000-10-13,-8.7379
2000-10-16,18.0851
2000-10-17,-4.5045
2000-10-18,-8.4906
2000-10-19,-1.0309
2000-10-20,-8.3333
2000-10-23,-2.2727
2000-10-24,-6.9767
2000-10-25,-15.0
2000-10-26,-1.4706000000000001
2000-10-27,-4.4776
2000-10-30,-4.6875
2000-10-31,1.6393
2000-11-01,-4.8387
2000-11-02,1.6949
2000-11-03,18.3333
2000-11-06,9.8592
2000-11-07,-5.1282
2000-11-08,-4.7297
2000-11-09,13.4752
2000-11-10,-2.5
2000-11-13,-5.1282
2000-11-14,-2.7027
2000-11-15,13.8889
2000-11-16,-4.878
2000-11-17,2.5641
2000-11-20,17.5
2000-11-21,-4.2553
2000-11-22,2.2222
2000-11-24,-4.3478
2000-11-27,1.1364
2000-11-28,1.1236
2000-11-29,0.0
2000-11-30,-6.6667
2000-12-01,-9.5238
2000-12-04,-6.5789
2000-12-05,29.5775
2000-12-06,4.3478
2000-12-07,0.0
2000-12-08,16.6667
2000-12-11,7.1429
2000-12-12,0.0
2000-12-13,-25.0
2000-12-14,6.6667
2000-12-15,-8.3333
2000-12-18,-9.0909
2000-12-19,2.5
2000-12-20,-14.6341
2000-12-21,1.4285999999999999
2000-12-22,1.4085
2000-12-26,0.0
2000-12-27,6.9444
2000-12-28,3.8961
2000-12-29,-10.0
2001-01-02,6.9444
2001-01-03,0.0
2001-01-04,-1.2987
2001-01-05,0.0
