ticker,STNE US Equity
2019-03-15,7.1523
2019-03-18,6.4288
2019-03-19,18.4104
2019-03-20,-7.7374
2019-03-21,13.6243
2019-03-22,-2.6310000000000002
2019-03-25,-3.2999
2019-03-26,7.7151
2019-03-27,-4.8898
2019-03-28,-0.9172
2019-03-29,0.1462
2019-04-01,4.4271
2019-04-02,-1.8169
2019-04-03,-8.6595
2019-04-04,-2.7792
2019-04-05,-4.0876
2019-04-08,5.2089
2019-04-09,-0.7678
2019-04-10,-1.6009
2019-04-11,-3.308
2019-04-12,-1.1497
2019-04-15,1.9858
2019-04-16,0.7789
2019-04-17,-4.1126
2019-04-18,-23.6903
2019-04-22,-2.2256
2019-04-23,-3.0093
2019-04-24,6.6826
2019-04-25,0.4101
2019-04-26,-0.5941
2019-04-29,4.4826
2019-04-30,2.9317
2019-05-01,-6.2174
2019-05-02,-1.2963
2019-05-03,3.3396
2019-05-06,0.1089
2019-05-07,-1.741
2019-05-08,0.9228
2019-05-09,1.2802
2019-05-10,0.7945
2019-05-13,-4.9086
2019-05-14,-0.0377
2019-05-15,-1.2062
2019-05-16,2.5181
2019-05-17,-3.7216
2019-05-20,3.5949
2019-05-21,6.8657
2019-05-22,-3.1075
2019-05-23,-5.6937
2019-05-24,-0.4203
2019-05-28,1.2663
2019-05-29,-3.0693
2019-05-30,-0.3127
2019-05-31,-1.1764999999999999
2019-06-03,-2.0238
2019-06-04,6.2373
2019-06-05,0.2287
2019-06-06,2.8148
2019-06-07,-1.4798
2019-06-10,5.1446
2019-06-11,-0.4286
2019-06-12,1.0402
2019-06-13,1.3135
2019-06-14,-0.7358
2019-06-17,3.3886
2019-06-18,2.2533
2019-06-19,-1.9365999999999999
2019-06-20,0.2383
2019-06-21,-1.019
2019-06-24,-1.51
2019-06-25,-1.7422
2019-06-26,0.8865
2019-06-27,1.2302
2019-06-28,2.7083
2019-07-01,-2.3665
2019-07-02,-1.2465
2019-07-03,-0.2454
2019-07-05,3.1634
2019-07-08,-0.5792
2019-07-09,5.5517
2019-07-10,3.9286
2019-07-11,8.9347
2019-07-12,-3.0112
2019-07-15,0.1478
2019-07-16,0.4133
2019-07-17,4.9103
2019-07-18,-1.3733
2019-07-19,-1.1367
2019-07-22,4.1104
2019-07-23,-4.7764
2019-07-24,-3.4213
2019-07-25,-2.7619
2019-07-26,5.4646
2019-07-29,1.1124
2019-07-30,3.6189999999999998
2019-07-31,-2.1794000000000002
2019-08-01,1.5139
2019-08-02,2.6449
2019-08-05,-5.5099
2019-08-06,3.2782
2019-08-07,-0.5337
2019-08-08,7.5967
2019-08-09,-5.3281
2019-08-12,-5.018
2019-08-13,1.8681
2019-08-14,-3.7822
2019-08-15,-9.1126
2019-08-16,3.8663
2019-08-19,1.7035
2019-08-20,-2.2643
2019-08-21,1.8407
2019-08-22,1.153
2019-08-23,-5.4529
2019-08-26,-0.5865
2019-08-27,-0.59
2019-08-28,1.154
2019-08-29,-0.2934
2019-08-30,-1.6672
2019-09-03,0.0332
2019-09-04,7.2782
2019-09-05,4.8327
2019-09-06,-0.7092
2019-09-09,-5.2083
2019-09-10,-2.3862
2019-09-11,2.3802
2019-09-12,3.016
2019-09-13,0.305
2019-09-16,1.8243
2019-09-17,9.9433
2019-09-18,-0.6518
2019-09-19,1.9136
2019-09-20,-3.3529999999999998
2019-09-23,-1.1379
2019-09-24,-2.3302
2019-09-25,0.7473
2019-09-26,1.6833
2019-09-27,-3.7598000000000003
2019-09-30,1.3994
2019-10-01,-1.8114
2019-10-02,-5.183
2019-10-03,3.428
2019-10-04,1.3735
2019-10-07,-0.1767
2019-10-08,-4.8097
2019-10-09,4.0608
2019-10-10,1.0128
2019-10-11,1.9758
2019-10-14,1.1857
2019-10-15,-3.6439
2019-10-16,0.7267
2019-10-17,2.768
2019-10-18,-2.5358
2019-10-21,0.4851
2019-10-22,-7.7092
2019-10-23,4.6759
2019-10-24,2.3016
2019-10-25,7.9633
2019-10-28,-2.9613
2019-10-29,-0.2261
2019-10-30,3.4551
2019-10-31,0.7117
2019-11-01,2.3376
2019-11-04,1.1687
2019-11-05,-8.0599
2019-11-06,-2.2843999999999998
2019-11-07,-0.6721
2019-11-08,3.5599
2019-11-11,0.142
2019-11-12,2.0993
2019-11-13,0.0
2019-11-14,2.6673999999999998
2019-11-15,2.5709999999999997
2019-11-18,-3.0607
2019-11-19,-1.6602999999999999
2019-11-20,-2.7124
2019-11-21,-2.276
2019-11-22,20.4949
2019-11-25,-0.7248
2019-11-26,-4.2346
2019-11-27,3.2274
2019-11-29,0.8863
2019-12-02,-7.9795
2019-12-03,0.3713
2019-12-04,1.1889
2019-12-05,0.0522
2019-12-06,2.0355
2019-12-09,-0.9463
2019-12-10,-2.1172
2019-12-11,2.0839
2019-12-12,-0.0258
2019-12-13,2.1582
2019-12-16,-0.3416
2019-12-17,-0.9139
2019-12-18,0.1537
2019-12-19,0.0
2019-12-20,-2.7629
2019-12-23,0.3157
2019-12-24,1.1539
2019-12-26,0.6482
2019-12-27,0.644
2019-12-30,-1.8173
2019-12-31,3.9885
2020-01-02,7.27
2020-01-03,-1.3555
2020-01-06,-2.8192
2020-01-07,-0.7801
2020-01-08,2.8747
2020-01-09,0.0239
2020-01-10,2.1012
2020-01-13,-2.5257
2020-01-14,-0.8877
2020-01-15,-0.6536
2020-01-16,0.0975
2020-01-17,2.3369
2020-01-21,0.4995
2020-01-22,5.6568000000000005
2020-01-23,0.8737
2020-01-24,-4.175
2020-01-27,-4.6118
2020-01-28,5.7094000000000005
2020-01-29,-0.1609
2020-01-30,1.9797
2020-01-31,-1.9413
2020-02-03,4.2818
2020-02-04,-4.7682
2020-02-05,-1.9935
2020-02-06,-1.6320000000000001
2020-02-07,-1.9476
2020-02-10,-1.7901
2020-02-11,0.3496
2020-02-12,1.4929000000000001
2020-02-13,2.9909
2020-02-14,-0.4523
2020-02-18,0.0
2020-02-19,5.9541
2020-02-20,-1.309
2020-02-21,-0.5717
2020-02-24,-3.9098
2020-02-25,-1.8669
2020-02-26,1.3902
2020-02-27,0.6736
2020-02-28,-4.6834
2020-03-02,9.9524
2020-03-03,0.9804
2020-03-04,0.1355
2020-03-05,-5.9526
2020-03-06,-4.0997
2020-03-09,-9.925
2020-03-10,11.879
2020-03-11,-9.848700000000001
2020-03-12,-16.8409
2020-03-13,7.5447
2020-03-16,-19.0154
2020-03-17,-4.4073
2020-03-18,-13.593
2020-03-19,8.6477
2020-03-20,-6.7316
2020-03-23,-9.714
2020-03-24,19.3565
2020-03-25,7.54
2020-03-26,9.5574
2020-03-27,-12.6207
2020-03-30,-3.8462
2020-03-31,-7.3617
2020-04-01,-10.2894
2020-04-02,1.7921
2020-04-03,-10.3622
2020-04-06,24.8036
2020-04-07,6.295
2020-04-08,7.7834
2020-04-09,-1.3344
2020-04-13,-8.4726
2020-04-14,7.0404
2020-04-15,-2.8015
2020-04-16,-4.1771
2020-04-17,5.0567
2020-04-20,-6.9295
2020-04-21,-5.4391
2020-04-22,8.4394
2020-04-23,0.7826
2020-04-24,-4.7455
2020-04-27,7.5634
2020-04-28,6.4
2020-04-29,10.9616
2020-04-30,-5.9201
2020-05-01,-3.7149
2020-05-04,3.9370000000000003
2020-05-05,1.2879
2020-05-06,1.1967
2020-05-07,-0.2587
2020-05-08,4.1126
2020-05-11,-3.452
2020-05-12,-12.2742
2020-05-13,-11.1345
2020-05-14,4.4917
2020-05-15,-0.9955
2020-05-18,11.5174
2020-05-19,-0.5738
2020-05-20,0.6183
2020-05-21,1.188
2020-05-22,-0.9717
2020-05-26,9.1578
2020-05-27,27.3783
2020-05-28,-7.733
2020-05-29,0.956
2020-06-01,0.6629
2020-06-02,2.2891
2020-06-03,8.675699999999999
2020-06-04,2.426
2020-06-05,8.0419
2020-06-08,0.2039
2020-06-09,-1.8062
2020-06-10,-0.4663
2020-06-11,-9.9948
2020-06-12,6.9693000000000005
2020-06-15,-0.1081
2020-06-16,1.2991
2020-06-17,-0.4809
2020-06-18,3.5436
2020-06-19,-1.1149
2020-06-22,4.064
2020-06-23,4.6863
2020-06-24,-7.509
2020-06-25,3.9813
2020-06-26,-5.0551
2020-06-29,0.6853
2020-06-30,1.466
2020-07-01,1.935
2020-07-02,1.5186
2020-07-06,1.1468
2020-07-07,-1.0845
2020-07-08,3.4887
2020-07-09,-0.1204
2020-07-10,-3.9537
2020-07-13,-3.238
2020-07-14,-0.415
2020-07-15,6.0432
2020-07-16,-0.8597
2020-07-17,0.446
2020-07-20,3.3794
2020-07-21,1.0737
2020-07-22,1.0151
2020-07-23,0.5141
2020-07-24,-0.7673
2020-07-27,5.5061
2020-07-28,-1.7544
2020-07-29,6.0127
2020-07-30,0.2772
2020-07-31,1.4459
