ticker,STNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-25,30.625
2018-10-26,-0.8293
2018-10-29,-6.5294
2018-10-30,-1.3075999999999999
2018-10-31,0.0349
2018-11-01,2.5444
2018-11-02,2.4133
2018-11-05,2.0577
2018-11-06,-0.9106
2018-11-07,-3.5117000000000003
2018-11-08,-5.7823
2018-11-09,-1.1913
2018-11-12,-8.6226
2018-11-13,-0.8397
2018-11-14,-5.4839
2018-11-15,5.1195
2018-11-16,2.7192
2018-11-19,-13.0778
2018-11-20,-3.5455
2018-11-21,5.2780000000000005
2018-11-23,-2.2381
2018-11-26,-0.641
2018-11-27,4.977
2018-11-28,5.4873
2018-11-29,-0.7491
2018-11-30,-1.174
2018-12-03,-4.4124
2018-12-04,-1.9529999999999998
2018-12-06,-1.9013
2018-12-07,-4.1994
2018-12-10,-4.2871
2018-12-11,3.6236
2018-12-12,-3.5454
2018-12-13,-6.6465
2018-12-14,-4.4768
2018-12-17,-0.4517
2018-12-18,4.6512
2018-12-19,-1.7886
2018-12-20,-1.8763999999999998
2018-12-21,-4.4432
2018-12-24,-1.6480000000000001
2018-12-26,4.4883
2018-12-27,-1.4318
2018-12-28,2.2661
2018-12-31,4.7727
2019-01-02,3.4165
2019-01-03,-2.6744
2019-01-04,7.7047
2019-01-07,3.5018000000000002
2019-01-08,2.0783
2019-01-09,-0.4261
2019-01-10,1.9020000000000001
2019-01-11,-1.5399
2019-01-14,-1.4692
2019-01-15,-0.3848
2019-01-16,-0.0966
2019-01-17,-0.145
2019-01-18,7.4056
2019-01-22,3.0194
2019-01-23,-3.2371
2019-01-24,3.5262000000000002
2019-01-25,0.8297
2019-01-28,-3.8978
2019-01-29,-1.3519999999999999
2019-01-30,-1.9644
2019-01-31,3.0755
2019-02-01,3.1193
2019-02-04,2.8496
2019-02-05,-2.9838
2019-02-06,-6.0633
2019-02-07,-0.5145
2019-02-08,-0.7522
2019-02-11,0.1895
2019-02-12,1.2766
2019-02-13,-0.2334
2019-02-14,-0.4679
2019-02-15,3.7612
2019-02-19,6.2981
2019-02-20,7.0759
2019-02-21,-2.7468
2019-02-22,7.4908
2019-02-25,11.7669
2019-02-26,0.7836
2019-02-27,8.8573
2019-02-28,-5.559
2019-03-01,2.3676
2019-03-04,2.7946999999999997
2019-03-05,0.5937
2019-03-06,-3.6968
2019-03-07,-6.3548
2019-03-08,3.0658
2019-03-11,6.8516
2019-03-12,-0.8133
2019-03-13,-2.9959
2019-03-14,-1.3654
