ticker,ASCN US Equity
2012-06-19,-3.3557
2012-06-22,0.0
2012-06-28,8.5
2012-06-29,-8.4741
2012-07-02,0.0
2012-07-16,3.4965
2012-10-17,-3.6486
2012-11-01,-0.1543
2012-11-13,-0.0562
2012-11-27,-0.0422
2012-11-30,1.2373
2012-12-13,-2.6389
2013-01-04,-4.4223
2013-01-15,-1.4925
2013-01-31,-1.5152
2013-02-04,-2.3077
2013-02-06,0.0
2013-02-13,-0.3937
2013-03-12,0.0
2013-03-20,0.0
2013-04-10,-0.3953
2013-06-06,0.0
2013-06-07,3.9683
2013-06-11,-0.7634
2013-06-13,0.0
2013-07-26,15.3846
2013-08-08,-6.6667
2013-09-03,7.1429
2013-09-04,0.0
2013-09-06,0.0
2013-09-09,0.0
2013-10-11,-3.0667
2013-10-16,3.1637
2013-10-18,0.0
2013-11-15,2.6667
2013-11-18,3.8961
2013-11-19,6.2625
2013-11-27,-2.6585
2013-11-29,2.719
2013-12-17,-2.8824
2013-12-19,9.0248
2013-12-27,-8.3889
2014-02-03,-1.698
2014-02-07,-0.6786
2014-02-10,0.0
2014-03-06,0.0
2014-03-07,-0.6211
2014-04-07,0.0
2014-04-21,-1.9375
2014-04-24,-6.3098
2014-04-25,0.0
2014-04-30,-0.1361
2014-05-06,-8.7193
2014-05-07,1.4925
2014-05-08,2.2059
2014-05-12,0.7194
2014-05-15,0.0
2014-05-29,-2.1429
2014-05-30,-2.9196999999999997
2014-06-03,0.7519
2014-06-12,-0.3731
2014-06-13,3.3558
2014-07-02,-1.7974
2014-07-30,0.3542
2014-08-06,-1.8091
2014-08-08,0.0
2014-08-29,-0.015
2014-09-04,0.3745
2014-09-05,-0.3731
2014-09-26,-0.9438
2014-10-03,-0.1815
2014-12-18,-0.6818
2014-12-29,-0.8391
2014-12-30,1.5385
2015-02-13,0.0
2015-02-20,-1.2121
2015-03-30,0.0
2015-04-14,0.0
2015-04-20,0.0
2015-04-21,4.2945
2015-04-29,-3.3088
2015-05-04,3.4221
2015-05-21,-2.4853
2015-05-28,0.2865
2015-06-03,0.5263
2015-06-04,-0.5684
2015-06-08,0.4212
2015-06-11,-0.1199
2015-07-17,0.195
2015-07-21,1.7964
2015-07-22,-1.8382
2015-08-19,3.3708
2015-08-26,0.0
2015-09-18,-3.1884
2015-10-07,4.7904
2015-10-15,0.0
2015-11-06,-4.2857
2015-11-09,0.0
2015-11-24,2.6119
2015-12-01,-2.5455
2015-12-03,0.0
2015-12-18,-0.0746
2015-12-23,0.0
2015-12-30,2.3152
2016-01-04,-2.1898
2016-02-17,0.0
2016-02-23,0.1493
2016-02-29,1.3264
2016-03-24,0.0
2016-04-04,0.0
2016-04-05,-1.8826
2016-04-19,1.9188
2016-04-20,0.0
2016-04-21,0.0147
2016-04-25,-2.0588
2016-05-12,2.0871
2016-06-29,0.0147
2016-06-30,-2.0441
2016-07-08,-0.015
2016-08-12,0.6006
2016-09-08,-0.6716
2016-09-12,0.6011
2016-09-13,-0.3734
2016-09-16,2.099
2016-09-20,2.79
2016-09-22,0.3714
2016-09-30,2.4765
2016-10-07,5.5417
2016-10-10,-4.7901
2016-10-11,-0.1382
2016-10-20,0.0
2016-10-25,0.0
2016-10-28,0.1384
2016-10-31,0.2073
2016-11-01,0.0
2016-11-07,2.069
2016-11-08,-1.3378
2016-11-10,0.6711
2016-11-11,2.0408
2016-11-18,0.6667
2016-11-21,1.9868000000000001
2016-11-22,-1.2987
2016-11-29,1.3158
2016-11-30,2.5974
2016-12-01,0.0
2016-12-02,-2.5316
2016-12-05,0.0
2016-12-06,0.0
2016-12-14,1.2987
2016-12-16,-1.2821
2017-01-10,4.6358
2017-01-18,2.5316
2017-01-19,0.0
2017-01-23,2.7778
2017-01-27,0.9009
2017-02-07,0.0001
2017-02-08,-3.5716
2017-03-07,4.037
2017-03-15,-2.9904
2017-03-20,0.3058
2017-03-23,3.3537
2017-03-27,-3.233
2017-05-09,0.6097
2017-05-10,-1.2241
2017-05-11,1.227
2017-05-24,0.0
2017-06-21,0.0
2017-06-22,0.0121
2017-07-03,1.8058
2017-07-05,0.0
2017-07-17,1.1905000000000001
2017-07-25,-1.1529
2017-07-26,-0.0238
2017-08-21,2.3810000000000002
2017-09-15,0.0
2017-09-25,-2.2674
2017-09-28,-0.0476
2017-09-29,4.1543
2017-10-03,-3.9886
2017-11-16,7.1301
2017-12-15,-3.3333
2017-12-28,0.0
2018-01-16,1.7684
2018-01-30,-0.0023
2018-02-02,1.1378
2018-02-13,0.2955
2018-02-15,4.634
2018-03-07,-0.7363
2018-03-08,-2.9126
2018-03-12,0.0
2018-03-13,0.2809
2018-04-16,0.0
2018-04-20,0.0
2018-04-27,0.0
2018-05-08,0.0
2018-05-18,0.0
2018-05-22,0.0
2018-06-12,1.9607999999999999
2018-06-13,-1.0989
2018-06-25,2.2222
2018-07-02,-2.1717
2018-07-05,0.0533
2018-07-18,0.5108
2018-07-25,0.8176
2018-07-26,1.6438000000000001
2018-08-13,-1.5310000000000001
2018-08-16,0.1861
2018-08-20,0.0546
2018-08-21,0.0655
2018-08-23,1.5173
2018-08-28,-0.5914
2018-09-13,-0.4867
2018-09-14,0.0
2018-09-17,0.0
2018-09-25,-0.3152
2018-09-27,-0.7742
2018-09-28,-0.3187
2018-10-02,0.3197
2018-10-09,0.0
2018-10-10,0.0549
2018-10-11,-0.3295
2018-10-16,-0.2534
2018-10-17,0.5303
2018-10-18,-0.5495
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-29,-0.5525
2018-11-02,-2.2
2018-11-06,-2.2949
2018-11-07,-1.1628
2018-11-12,0.0118
2018-11-26,-1.1881
2018-12-06,-2.3810000000000002
2018-12-07,-0.2927
2018-12-11,-1.5411000000000001
2018-12-13,-0.6211
2018-12-14,0.0
2018-12-19,-1.25
2018-12-21,-2.5316
2018-12-31,5.9603
2019-01-02,-1.25
2019-01-17,1.0127
2019-01-22,-5.5764
2019-01-24,-0.0664
2019-01-31,5.9761
2019-02-04,-5.3759
2019-02-08,5.6814
2019-02-15,-1.0025
2019-03-22,0.0
2019-03-25,-0.6329
2019-03-26,0.0
2019-03-27,0.6369
2019-03-29,5.0633
2019-04-02,9.6386
2019-04-08,-8.6813
2019-04-10,-5.1745
2019-04-26,28.1726
2019-04-29,-21.9703
2019-04-30,28.1563
2019-05-07,-21.7822
2019-05-13,0.0633
2019-05-22,3.7318
2019-05-28,1.2073
2019-05-31,0.012
2019-06-03,0.0
2019-06-04,-0.6024
2019-06-17,-0.0121
2019-06-28,0.0121
2019-07-01,0.0
2019-07-08,0.0
2019-07-18,-3.3333
2019-07-29,0.3135
2019-07-31,2.5
2019-08-05,-2.378
2019-08-07,0.0001
2019-08-08,0.0
2019-08-15,-0.9245
2019-08-20,0.2396
2019-08-29,-1.8239
2019-08-30,1.2172
2019-09-09,0.0
2019-09-10,1.2658
2019-09-12,-1.2625
2019-09-13,0.0127
2019-09-16,-0.6329
2019-09-17,-0.1274
2019-10-16,-1.7856999999999998
2019-10-17,7.1299
2019-10-31,-3.0185
2019-11-01,3.125
2019-11-05,-6.5455
2019-11-12,0.0
2019-11-15,0.1946
2019-12-02,0.9709
2019-12-04,2.5641
2019-12-06,-1.25
2019-12-09,1.2658
2019-12-12,1.25
2019-12-16,0.0
2019-12-26,1.2346
2019-12-30,3.0488
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-09,-3.0303
2020-01-14,0.125
2020-01-15,9.8627
2020-01-22,0.0
2020-01-24,-8.9205
2020-01-27,0.0125
2020-01-31,9.7804
2020-02-19,-8.8636
2020-02-24,-0.0623
2020-02-26,-0.1123
2020-02-27,-5.0712
2020-02-28,9.4211
2020-03-03,-9.4395
2020-03-09,-7.051
2020-03-11,0.0
2020-03-12,-7.1429
2020-03-13,-7.6923
2020-03-16,-1.6667
2020-03-17,10.1695
2020-03-19,1.3846
2020-03-20,0.0
2020-03-31,6.6009
2020-04-07,0.0
2020-04-16,2.4911
2020-04-21,-2.7778
2020-05-01,4.2857
2020-05-07,-3.411
2020-05-08,1.7161
2020-05-11,-0.2649
2020-05-12,-0.0419
2020-05-13,-0.7133
2020-05-28,2.8314
2020-05-29,1.0
2020-06-01,-0.9901
2020-06-08,6.8493
2020-06-16,-6.4103
2020-06-22,8.2192
2020-06-23,-7.5949
2020-06-29,0.5616
2020-06-30,-0.3542
2020-07-01,0.1367
2020-07-09,0.3413
2020-07-20,6.1224
2020-07-21,0.0
