ticker,FLOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-15,3.8667
2015-09-16,4.8524
2015-09-17,-3.1342
2015-09-18,-1.4408
2015-09-21,0.6668
2015-09-22,-2.5478
2015-09-23,-0.2876
2015-09-24,-3.5134
2015-09-25,0.5163
2015-09-28,-8.0833
2015-09-29,-1.3235000000000001
2015-09-30,2.623
2015-10-01,1.8588
2015-10-02,0.6558
2015-10-05,1.6997
2015-10-06,5.5432
2015-10-07,3.8797
2015-10-08,4.0396
2015-10-09,-4.4444
2015-10-12,-2.4534000000000002
2015-10-13,-1.8338999999999999
2015-10-14,-2.0283
2015-10-15,0.1362
2015-10-16,-0.7617
2015-10-19,0.0274
2015-10-20,4.4944
2015-10-21,-3.6454
2015-10-22,-0.6805
2015-10-23,0.9044
2015-10-26,-5.8121
2015-10-27,-0.3172
2015-10-28,3.5000999999999998
2015-10-29,-4.2761
2015-10-30,-1.0219
2015-11-02,6.2242
2015-11-03,-2.5548
2015-11-04,1.1399
2015-11-05,-0.8171
2015-11-06,-6.0511
2015-11-09,-4.173
2015-11-10,-0.2524
2015-11-11,-0.4745
2015-11-12,-4.7044
2015-11-13,0.1001
2015-11-16,4.3319
2015-11-17,2.0441
2015-11-18,4.4757
2015-11-19,-1.2582
2015-11-20,-1.6383
2015-11-23,-1.0179
2015-11-24,3.0539
2015-11-25,2.0562
2015-11-27,-1.3037
2015-11-30,0.8706
2015-12-01,1.0119
2015-12-02,-0.6187
2015-12-03,-0.2075
2015-12-04,-0.6536
2015-12-07,-2.9904
2015-12-08,-4.1615
2015-12-09,-4.8247
2015-12-10,0.7097
2015-12-11,-3.0537
2015-12-14,-6.4036
2015-12-15,-1.2574
2015-12-16,-3.1461
2015-12-17,2.2428
2015-12-18,1.5129000000000001
2015-12-21,2.0119
2015-12-22,2.7757
2015-12-23,2.3810000000000002
2015-12-24,0.8678
2015-12-28,-5.265
2015-12-29,0.9081
2015-12-30,-3.0958
2015-12-31,3.6776
2016-01-04,1.8273000000000001
2016-01-05,-5.102
2016-01-06,-6.2291
2016-01-07,-3.5192
2016-01-08,-3.0328
2016-01-11,-0.4649
2016-01-12,-0.8493
2016-01-13,-0.1713
2016-01-14,-0.5148
2016-01-15,-2.8891999999999998
2016-01-19,-3.8188
2016-01-20,-3.7396000000000003
2016-01-21,3.1175
2016-01-22,2.5116
2016-01-25,-3.6751
2016-01-26,5.6995000000000005
2016-01-27,7.6203
2016-01-28,-6.5839
2016-01-29,5.6738
