ticker,XERS US Equity
2018-11-09,-7.16
2018-11-12,-7.5829
2018-11-13,-4.289
2018-11-14,-0.4384
2018-11-15,0.8317
2018-11-16,2.0378
2018-11-19,-4.8502
2018-11-20,-1.2494
2018-11-21,4.2004
2018-11-23,3.6425
2018-11-26,-0.9841
2018-11-27,-0.9938
2018-11-28,-3.6807
2018-11-29,0.9926
2018-11-30,2.2604
2018-12-03,-1.826
2018-12-04,-2.5453
2018-12-06,3.566
2018-12-07,-0.291
2018-12-10,-1.07
2018-12-11,-0.7375
2018-12-12,0.1486
2018-12-13,-0.1484
2018-12-14,-0.3962
2018-12-17,-0.547
2018-12-18,-1.15
2018-12-19,-9.4588
2018-12-20,-11.9553
2018-12-21,0.0
2018-12-24,-1.5228000000000002
2018-12-26,11.0825
2018-12-27,0.522
2018-12-28,-2.135
2018-12-31,0.2358
2019-01-02,2.9412000000000003
2019-01-03,-3.8286
2019-01-04,3.981
2019-01-07,1.9428999999999998
2019-01-08,5.0448
2019-01-09,-1.2273
2019-01-10,-0.9724
2019-01-11,-2.0731
2019-01-14,-4.6797
2019-01-15,0.2338
2019-01-16,0.1166
2019-01-17,-0.1747
2019-01-18,-0.8168
2019-01-22,-1.7647
2019-01-23,-5.2695
2019-01-24,-5.7522
2019-01-25,0.6036
2019-01-28,-0.8
2019-01-29,0.336
2019-01-30,-0.134
2019-01-31,-6.9081
2019-02-01,-0.2161
2019-02-04,7.6533999999999995
2019-02-05,-0.1341
2019-02-06,-1.4102999999999999
2019-02-07,0.545
2019-02-08,0.9485
2019-02-11,-1.3423
2019-02-12,-21.4966
2019-02-13,-8.6655
2019-02-14,-12.6186
2019-02-15,5.646
2019-02-19,2.5694
2019-02-20,-1.4028
2019-02-21,-2.0325
2019-02-22,2.1784
2019-02-25,2.7411
2019-02-26,-2.5692
2019-02-27,1.4199
2019-02-28,0.1
2019-03-01,1.7982
2019-03-04,3.0422
2019-03-05,-1.5238
2019-03-06,-0.1934
2019-03-07,-5.6202
2019-03-08,-10.2669
2019-03-11,5.9497
2019-03-12,-1.2959
2019-03-13,6.4551
2019-03-14,-1.9527
2019-03-15,1.9916
2019-03-18,6.1665
2019-03-19,1.6457000000000002
2019-03-20,-3.8095
2019-03-21,0.198
2019-03-22,-1.1858
2019-03-25,-0.4
2019-03-26,1.2048
2019-03-27,4.0675
2019-03-28,-4.6711
2019-03-29,0.4
2019-04-01,-3.2869
2019-04-02,1.5448
2019-04-03,-2.9412000000000003
2019-04-04,3.6573
2019-04-05,-2.2177
2019-04-08,6.5979
2019-04-09,-4.2553
2019-04-10,-1.1111
2019-04-11,-3.4729
2019-04-12,3.2804
2019-04-15,-4.2008
2019-04-16,2.3529
2019-04-17,-1.2539
2019-04-18,1.5873
2019-04-22,-2.7083
2019-04-23,2.9979
2019-04-24,-3.8462
2019-04-25,3.027
2019-04-26,4.4071
2019-04-29,7.7387
2019-04-30,-4.8507
2019-05-01,-0.8824
2019-05-02,1.6815
2019-05-03,3.4047
2019-05-06,-2.3518
2019-05-07,1.6378
2019-05-08,4.5498
2019-05-09,5.349
2019-05-10,7.5731
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.16
2019-05-17,-0.9585
2019-05-20,0.0
2019-05-21,0.4032
2019-05-22,0.3213
2019-05-23,-6.1649
2019-05-24,-2.9863
2019-05-28,1.1434
2019-05-29,0.3478
2019-05-30,-0.5199
2019-05-31,-4.4425
2019-06-03,5.1048
2019-06-04,-4.3365
2019-06-05,-13.5993
2019-06-06,-16.0546
2019-06-07,6.375
2019-06-10,-3.4078
2019-06-11,1.5815000000000001
2019-06-12,13.6527
2019-06-13,0.1054
2019-06-14,1.1579
2019-06-17,8.4287
2019-06-18,1.2476
2019-06-19,-1.4218
2019-06-20,2.6923
2019-06-21,4.0262
2019-06-24,-2.6103
2019-06-25,0.0
2019-06-26,-1.8484
2019-06-27,1.2241
2019-06-28,6.4186
2019-07-01,1.3112
2019-07-02,0.6903
2019-07-03,0.5141
2019-07-05,3.6658
2019-07-08,-1.1513
2019-07-09,4.5757
2019-07-10,0.0
2019-07-11,1.1138
2019-07-12,-6.1369
2019-07-15,0.3353
2019-07-16,3.1746
2019-07-17,-3.6437
2019-07-18,0.5042
2019-07-19,2.6756
2019-07-22,4.2345
2019-07-23,-4.8438
2019-07-24,0.6568
2019-07-25,-0.3263
2019-07-26,-1.8822
2019-07-29,-0.5004
2019-07-30,2.1794000000000002
2019-07-31,-4.0197
2019-08-01,-2.0513
2019-08-02,-6.1955
2019-08-05,-5.5814
2019-08-06,-1.8719000000000001
2019-08-07,0.502
2019-08-08,12.8871
2019-08-09,-4.8673
2019-08-12,7.1628
2019-08-13,1.8229
2019-08-14,-4.1773
2019-08-15,-3.8256
2019-08-16,7.2155
2019-08-19,0.8628
2019-08-20,-0.5988
2019-08-21,4.9053
2019-08-22,-6.0705
2019-08-23,-5.5895
2019-08-26,3.6078
2019-08-27,-4.9107
2019-08-28,4.0376
2019-08-29,4.2419
2019-08-30,0.3463
2019-09-03,1.7256
2019-09-04,-5.8524
2019-09-05,-3.1532
2019-09-06,0.5581
2019-09-09,1.2026
2019-09-10,-10.9689
2019-09-11,4.9281
2019-09-12,1.4677
2019-09-13,0.4822
2019-09-16,5.5662
2019-09-17,-2.3636
2019-09-18,-3.7244
2019-09-19,0.0967
2019-09-20,-1.1594
2019-09-23,-2.1505
2019-09-24,-4.995
2019-09-25,3.9958
2019-09-26,-2.1234
2019-09-27,-0.4132
2019-09-30,1.971
2019-10-01,-5.2899
2019-10-02,-6.015
2019-10-03,-0.9143
2019-10-04,0.9227
2019-10-07,-0.9143
2019-10-08,-4.6136
2019-10-09,-7.6179
2019-10-10,1.0471
2019-10-11,1.6839
2019-10-14,-1.9108
2019-10-15,4.4156
2019-10-16,5.5969999999999995
2019-10-17,6.0071
2019-10-18,0.1111
2019-10-21,-4.8835
2019-10-22,-7.5846
2019-10-23,-2.1465
2019-10-24,3.0968
2019-10-25,0.2503
2019-10-28,-3.995
2019-10-29,4.0312
2019-10-30,-0.5
2019-10-31,2.7638
2019-11-01,6.6015
2019-11-04,0.5734
2019-11-05,0.0
2019-11-06,1.7104
2019-11-07,-7.7354
2019-11-08,-2.5516
2019-11-11,5.4863
2019-11-12,-3.1915
2019-11-13,-1.0989
2019-11-14,-1.7284000000000002
2019-11-15,3.392
2019-11-18,-4.6173
2019-11-19,1.9108
2019-11-20,-1.375
2019-11-21,-1.7744
2019-11-22,4.6452
2019-11-25,6.5351
2019-11-26,1.5046
2019-11-27,-2.3945
2019-11-29,4.3224
2019-12-02,-4.8152
2019-12-03,3.5294
2019-12-04,1.5909
2019-12-05,-2.9083
2019-12-06,0.8065
2019-12-09,1.3714
2019-12-10,1.4656
2019-12-11,-1.0
2019-12-12,-1.0101
2019-12-13,-5.8957
2019-12-16,-6.2651
2019-12-17,0.6427
2019-12-18,-1.1494
2019-12-19,-1.8088
2019-12-20,-0.5263
2019-12-23,5.1587
2019-12-24,0.7547
2019-12-26,-2.4969
2019-12-27,-4.6095
2019-12-30,-2.8188
2019-12-31,-2.6243
2020-01-02,-4.9645
2020-01-03,-9.403
2020-01-06,-4.6129
2020-01-07,10.3627
2020-01-08,-2.1909
2020-01-09,-1.52
2020-01-10,-5.6864
2020-01-13,-4.3928
2020-01-14,6.8468
2020-01-15,4.3845
2020-01-16,1.2116
2020-01-17,-1.1971
2020-01-21,-0.8078
2020-01-22,0.1629
2020-01-23,-1.7886
2020-01-24,-4.8013
2020-01-27,4.0
2020-01-28,2.1739
2020-01-29,-1.6367
2020-01-30,-0.9983
2020-01-31,7.0588
2020-02-03,-4.0816
2020-02-04,-2.6187
2020-02-05,2.6891
2020-02-06,0.8183
2020-02-07,-0.974
2020-02-10,0.1639
2020-02-11,-29.1326
2020-02-12,-6.9284
2020-02-13,2.4814
2020-02-14,-3.1477
2020-02-18,8.25
2020-02-19,8.6605
2020-02-20,-1.2752
2020-02-21,-5.8126999999999995
2020-02-24,-6.2857
2020-02-25,-1.2195
2020-02-26,-4.9383
2020-02-27,-6.4935
2020-02-28,-1.1111
2020-03-02,2.2472
2020-03-03,-7.0055
2020-03-04,-0.4431
2020-03-05,-7.4184
2020-03-06,-15.3846
2020-03-09,-26.5152
2020-03-10,3.6082
2020-03-11,10.4478
2020-03-12,-19.3694
2020-03-13,28.4916
2020-03-16,-31.7391
2020-03-17,14.0127
2020-03-18,-16.7598
2020-03-19,13.4228
2020-03-20,-4.7337
2020-03-23,3.7267
2020-03-24,19.7605
2020-03-25,-6.0
2020-03-26,21.2766
2020-03-27,-10.0877
2020-03-30,5.8537
2020-03-31,-10.1382
2020-04-01,-9.7436
2020-04-02,-11.3636
2020-04-03,8.6538
2020-04-06,17.4041
2020-04-07,-14.0704
2020-04-08,8.7719
2020-04-09,5.3763
2020-04-13,-7.1429
2020-04-14,7.1429
2020-04-15,-9.7436
2020-04-16,-4.5455
2020-04-17,-1.1905000000000001
2020-04-20,1.8072
2020-04-21,-2.3669000000000002
2020-04-22,1.2121
2020-04-23,9.5808
2020-04-24,3.2787
2020-04-27,8.9947
2020-04-28,10.1942
2020-04-29,16.740099999999998
2020-04-30,1.8868
2020-05-01,-9.4444
2020-05-04,2.2495
2020-05-05,3.2
2020-05-06,-6.2016
2020-05-07,12.3967
2020-05-08,18.75
2020-05-11,9.5975
2020-05-12,11.2994
2020-05-13,-8.1218
2020-05-14,0.8287
2020-05-15,3.5616
2020-05-18,9.7884
2020-05-19,-0.241
2020-05-20,7.0048
2020-05-21,2.2573
2020-05-22,28.0353
2020-05-26,-7.069
2020-05-27,0.1855
2020-05-28,-0.9259
2020-05-29,-3.9252000000000002
2020-06-01,-0.5837
2020-06-02,-6.6536
2020-06-03,-3.9832
2020-06-04,2.1834
2020-06-05,3.312
2020-06-08,7.3423
2020-06-09,-0.1927
2020-06-10,-2.8958
2020-06-11,-14.7117
2020-06-12,4.662
2020-06-15,0.4454
2020-06-16,17.9601
2020-06-17,-3.0075
2020-06-18,6.3953
2020-06-19,-3.643
2020-06-22,2.0794
2020-06-23,2.5926
2020-06-24,-4.1516
2020-06-25,-48.7759
2020-06-26,-7.7206
2020-06-29,6.7729
2020-06-30,-0.7463
2020-07-01,2.6316
2020-07-02,2.1978
2020-07-06,-1.0753
2020-07-07,-5.4348
2020-07-08,1.1494
2020-07-09,-2.2727
2020-07-10,2.3256
2020-07-13,3.7879
2020-07-14,3.2847
2020-07-15,2.1201
2020-07-16,0.346
2020-07-17,-1.0345
2020-07-20,2.7875
2020-07-21,-0.339
2020-07-22,-1.7006999999999999
2020-07-23,-1.7301
2020-07-24,0.7042
2020-07-27,-1.7483
2020-07-28,-2.4911
2020-07-29,-1.4599
2020-07-30,7.4074
2020-07-31,-1.3793
