ticker,WTXR US Equity
2013-12-31,28.5714
2014-01-09,-1.1111
2014-01-16,-21.3483
2014-01-17,0.0
2014-01-22,0.0
2014-01-27,0.0
2014-01-29,0.0
2014-01-30,-21.4286
2014-02-04,-7.2727
2014-02-06,37.2549
2014-02-07,-27.1429
2014-02-12,47.0588
2014-02-14,0.0
2014-02-18,0.0
2014-02-19,-32.0
2014-02-21,47.0588
2014-02-24,-32.0
2014-02-26,47.0588
2014-02-27,-26.6667
2014-02-28,0.0
2014-03-06,9.0909
2014-03-11,0.0
2014-03-12,8.3333
2014-03-13,0.0
2014-03-14,12.3077
2014-03-19,-4.1096
2014-03-24,2.8571
2014-03-25,-2.7778
2014-03-26,0.0
2014-04-17,-8.5714
2014-04-22,1.5625
2014-04-23,0.0
2014-04-24,15.3846
2014-04-25,20.0
2014-04-28,-11.1111
2014-05-01,6.25
2014-05-05,-5.8824
2014-05-06,0.0
2014-05-07,0.0
2014-05-13,6.25
2014-05-14,0.0
2014-05-20,0.0
2014-05-27,-17.647100000000002
2014-05-30,21.4286
2014-06-04,-11.7647
2014-06-06,13.3333
2014-06-11,-11.7647
2014-06-13,-6.6667
2014-06-17,0.0
2014-06-20,0.0
2014-06-26,21.4286
2014-07-09,-11.7647
2014-07-11,13.3333
2014-07-15,0.0
2014-07-16,17.647100000000002
2014-07-24,0.0
2014-08-01,-15.0
2014-08-06,-2.3529
2014-08-11,0.0
2014-08-13,0.0
2014-08-14,-8.3133
2014-08-19,5.1248
2014-08-25,18.75
2014-09-02,0.0
2014-09-04,0.0
2014-09-08,5.2632
2014-09-09,0.0
2014-09-11,0.0
2014-09-26,-5.0
2014-09-30,-21.0526
2014-10-01,-6.6667
2014-10-08,0.0
2014-10-09,-14.2857
2014-10-15,16.6667
2014-10-16,0.0
2014-10-24,-14.2857
2014-10-30,15.0
2014-10-31,-26.087
2014-11-03,37.2549
2014-11-05,-27.1429
2014-11-06,-1.9607999999999999
2014-11-07,10.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-18,-7.2727
2014-11-25,-11.7647
2014-11-26,11.1111
2014-12-16,20.0
2014-12-18,-31.6667
2014-12-22,-14.6341
2014-12-23,42.8571
2014-12-26,-36.0
2014-12-29,56.25
2015-01-26,-10.0
2015-01-28,11.1111
2015-02-06,0.0
2015-02-09,-40.0
2015-02-10,0.0
2015-02-11,66.6667
2015-02-12,0.0
2015-02-17,-50.0
2015-02-19,0.0
2015-02-23,20.0
2015-02-24,66.6667
2015-03-02,-40.0
2015-03-03,3.3333
2015-03-06,61.2903
2015-03-30,0.0
2015-04-27,-40.0
2015-04-28,0.0
2015-04-29,-6.6667
2015-04-30,11.0714
2015-05-01,28.6174
2015-05-06,-25.0
2015-05-13,66.6667
2015-05-14,0.0
2015-05-28,-50.0
2015-05-29,100.0
2015-06-01,-40.0
2015-06-03,33.3333
2015-06-05,-12.5
2015-06-10,-14.2857
2015-06-11,100.0
2015-06-12,-56.3333
2015-06-17,90.8397
2015-06-19,-50.0
2015-06-24,-11.2
2015-06-25,-4.955
2015-06-26,-5.2133
2015-06-29,0.0
2015-06-30,50.0
2015-07-02,-22.8333
2015-07-08,29.5896
2015-07-13,0.0
2015-07-14,-20.0
2015-07-17,12.5
2015-07-20,0.0
2015-07-21,11.1111
2015-07-22,3.3333
2015-07-23,-3.2258
2015-07-24,33.3333
2015-07-28,-25.0
2015-07-29,-3.3333
2015-07-31,0.0
2015-08-05,6.8966
2015-08-10,9.6774
2015-08-11,17.647100000000002
2015-08-17,50.0
2015-08-19,-46.3333
2015-08-20,24.2236
2015-08-24,12.5
2015-08-25,-17.7778
2015-08-26,-43.2432
2015-08-27,19.0476
2015-08-28,20.0
2015-09-08,33.3333
2015-09-11,-35.0
2015-09-14,53.8462
2015-09-25,-30.0
2015-09-28,-3.5714
2015-09-29,-3.7037
2015-09-30,15.3846
2015-10-01,33.3333
2015-10-06,-30.0
2015-10-07,42.8571
2015-10-13,-25.0
2015-10-16,1.7083
2015-10-19,-1.6796
2015-10-26,0.1667
2015-10-30,-12.812
2015-11-04,-0.7634
2015-11-05,0.0
2015-11-09,34.6154
2015-12-03,-25.7143
2015-12-04,-11.538499999999999
2015-12-07,13.0435
2015-12-08,-18.8462
2015-12-10,3.3175
2015-12-11,-8.2569
2015-12-14,-5.0
2015-12-18,26.3158
2015-12-21,-25.0
2015-12-22,-16.6667
2015-12-23,-20.0
2015-12-24,-16.6667
2015-12-28,10.0
2015-12-29,-8.1818
2015-12-30,17.8218
2015-12-31,-15.9664
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,-20.0
2016-01-13,2.7344
2016-01-15,-14.8289
2016-01-19,14.2857
2016-01-20,-22.5
2016-01-21,61.2903
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,50.0
2016-01-28,-6.6667
2016-01-29,28.5714
2016-02-02,-11.1111
2016-02-03,-3.8672
2016-02-09,17.0256
2016-02-10,0.0
2016-02-11,11.1111
2016-02-12,10.0
2016-02-18,-10.142
2016-02-19,16.3452
2016-02-24,-8.6957
2016-02-25,9.5238
2016-02-26,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,4.3478
2016-03-08,-4.1667
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,-4.3478
2016-03-17,4.5455
2016-03-18,-4.3478
2016-03-21,4.5455
2016-03-22,4.3478
2016-03-23,0.0
2016-03-24,45.8333
2016-03-28,1.1429
2016-03-29,-14.2655
2016-03-30,10.1936
2016-03-31,8.989
2016-04-04,-3.9781
2016-04-05,42.8571
2016-04-08,0.0
2016-04-11,-20.0
2016-04-13,25.0
2016-04-19,-50.0
2016-04-20,12.0
2016-04-21,0.0
2016-04-25,0.0
2016-04-26,-10.7143
2016-04-28,12.0
2016-05-02,-3.5714
2016-05-03,-3.7037
2016-05-05,-3.8462
2016-05-06,0.0
2016-05-10,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,40.0
2016-05-19,-28.5714
2016-05-20,-4.0
2016-05-23,16.6667
2016-05-31,-7.1429
2016-06-03,0.0
2016-06-07,0.0
2016-06-08,34.6154
2016-06-09,17.4286
2016-06-10,31.3869
2016-06-14,-12.3727
2016-06-15,-18.2539
2016-06-16,31.8468
2016-06-20,-1.9607999999999999
2016-06-21,-4.6
2016-06-23,-16.1426
2016-06-24,0.0
2016-06-27,19.25
2016-06-28,2.7254
2016-06-29,0.0
2016-06-30,-10.2041
2016-07-01,-2.2727
2016-07-05,0.0
2016-07-06,-6.9767
2016-07-07,7.5
2016-07-12,0.0
2016-07-15,4.6512
2016-07-18,-11.1111
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,-12.5
2016-07-25,14.2857
2016-07-27,-12.5
2016-07-28,0.0
2016-08-03,-6.9107
2016-08-04,7.4237
2016-08-05,94.2857
2016-08-09,-4.4118
2016-08-10,-15.6923
2016-08-11,-1.4599
2016-08-15,0.0
2016-08-17,-1.8519
2016-08-22,1.8868
2016-08-23,-25.9259
2016-08-24,35.0
2016-08-29,-25.9259
2016-08-30,8.0469
2016-08-31,24.9458
2016-09-02,9.2593
2016-09-07,-30.1695
2016-09-09,21.3592
2016-09-15,-20.0
2016-09-19,-22.5
2016-09-21,45.1613
2016-09-23,11.1111
2016-10-03,-10.0
2016-10-05,11.1111
2016-10-10,-29.8
2016-10-11,42.4501
2016-10-17,0.0
2016-10-20,0.0
2016-10-26,0.0
2016-11-04,0.0
2016-11-10,0.0
2016-11-11,20.0
2016-11-15,-4.1667
2016-11-17,4.3478
2016-11-18,-4.0833
2016-11-21,4.2572
2016-11-22,0.0
2016-11-23,0.0
2016-11-28,-20.5
2016-11-30,4.8218
2016-12-01,0.0
2016-12-05,-20.0
2016-12-07,24.9688
2016-12-08,0.0
2016-12-09,0.0
2016-12-16,0.0
2016-12-20,0.0
2016-12-23,-19.98
2016-12-29,25.0
2017-01-03,0.0
2017-01-05,0.0
2017-01-09,0.0
2017-01-10,-40.0
2017-01-11,16.6667
2017-01-12,42.8571
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,-40.0
2017-01-23,66.6667
2017-01-24,0.0
2017-01-30,0.0
2017-02-07,-20.0
2017-02-08,25.0
2017-02-14,0.0
2017-02-24,-20.0
2017-02-27,25.0
2017-03-06,-7.5
2017-03-13,8.1081
2017-03-20,0.0
2017-03-22,-30.0
2017-03-24,14.2857
2017-03-29,25.0
2017-03-30,-20.0
2017-04-03,14.9687
2017-04-05,-2.5958
2017-04-07,2.665
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,8.7252
2017-04-27,0.0
2017-05-01,-29.6
2017-05-02,35.7955
2017-05-03,2.5105
2017-05-08,0.0
2017-05-10,0.0
2017-05-15,0.0
2017-05-17,0.0
2017-05-18,-28.5714
2017-05-23,28.2857
2017-06-05,-10.9131
2017-06-09,0.0
2017-06-12,0.0
2017-06-22,-22.5
2017-06-26,28.7097
2017-06-27,-24.3108
2017-07-05,2.649
2017-07-07,0.0
2017-07-10,29.0323
2017-07-21,-25.0
2017-07-24,16.6667
2017-08-07,-14.2857
2017-08-08,16.6667
2017-08-09,-14.2857
2017-08-10,14.2167
2017-08-16,2.145
2017-08-18,-8.5714
2017-08-21,9.375
2017-08-30,-0.5714
2017-09-07,0.2874
2017-09-12,0.2865
2017-09-14,-2.8571
2017-09-19,2.9412000000000003
2017-09-20,0.0
2017-09-25,0.0
2017-10-02,-0.2857
2017-10-06,-5.4441
2017-10-09,-4.0215
2017-10-10,4.19
2017-10-17,0.0
2017-10-24,-15.7576
2017-10-26,-2.8777
2017-10-27,11.1111
2017-10-31,-6.6667
2017-11-10,-3.5714
2017-11-13,-7.4074
2017-11-16,8.0
2017-11-17,11.1111
2017-11-30,-10.0
2017-12-01,-7.4074
2017-12-04,0.0
2017-12-06,0.0
2017-12-07,20.0
2017-12-08,0.0
2017-12-14,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,-3.3333
2017-12-28,3.4483
2018-01-12,0.0
2018-01-16,-16.6667
2018-01-17,92.0
2018-01-22,-29.1667
2018-01-23,-26.4706
2018-01-31,20.0
2018-02-07,0.0
2018-02-09,0.0
2018-02-14,0.0
2018-02-20,-43.3333
2018-02-21,70.5882
2018-03-07,0.0
2018-03-12,-20.6897
2018-03-14,26.087
2018-03-15,-3.1034
2018-03-16,-21.7082
2018-03-21,9.0909
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,20.8333
2018-04-03,-6.8966
2018-04-04,-7.4074
2018-04-05,-16.0
2018-04-06,38.0952
2018-04-09,-27.5862
2018-04-10,33.3333
2018-04-17,-28.5714
2018-04-20,40.0
2018-04-23,0.0
2018-04-24,-28.5714
2018-04-25,40.0
2018-05-11,0.0
2018-05-18,-0.0357
2018-05-22,3.6084
2018-05-24,-31.0345
2018-05-25,45.0
2018-06-07,-27.931
2018-06-11,38.756
2018-06-21,0.0
2018-06-25,-20.6897
2018-06-27,-13.0435
2018-06-28,0.0
2018-06-29,44.0
2018-07-06,-2.7778
2018-07-11,-25.0
2018-07-12,32.9524
2018-07-16,0.0
2018-07-25,0.0
2018-07-26,-28.3668
2018-07-27,39.6
2018-08-06,-5.086
2018-08-09,0.0
2018-08-13,-0.0377
2018-08-16,0.0378
2018-08-23,0.0
2018-08-24,-3.2075
2018-09-10,3.3138
2018-09-27,-1.8868
2018-10-08,-13.461500000000001
2018-10-22,2.2222
2018-11-08,8.6957
2018-12-03,-27.6
2018-12-04,38.1215
2018-12-10,-27.6
2018-12-11,38.1215
2018-12-13,-28.0
2018-12-14,38.8889
2019-01-10,-7.5600000000000005
2019-01-22,3.8510999999999997
2019-01-23,0.0
2019-01-24,33.25
2019-01-25,0.0
2019-02-04,0.0
2019-02-06,0.0
2019-02-11,0.0625
2019-02-14,-12.5
2019-02-27,-28.5714
2019-02-28,40.0
2019-03-29,-10.7143
2019-04-01,-20.0
2019-04-12,20.0
2019-04-18,0.0
2019-05-06,0.0
2019-05-21,0.0
2019-05-28,-20.8333
2019-07-01,5.2632
2019-07-02,-5.0
2019-07-08,-20.1579
2019-07-11,0.1978
2019-07-15,31.5789
2019-07-18,20.0
2019-07-19,41.6667
2019-07-23,-0.8824
2019-07-24,-8.0119
2019-07-31,-4.8387
2019-08-12,-48.4746
2019-08-13,64.4737
2019-08-15,-39.2
2019-08-19,0.0
2019-08-20,64.4737
2019-09-04,0.0
2019-09-11,-39.16
2019-09-12,64.3655
2019-09-17,-39.16
2019-09-20,64.3655
2019-10-01,-44.0
2019-10-03,0.0
2019-10-08,-14.2857
2019-10-09,140.0
2019-10-14,-58.316
2019-10-17,33.2778
2019-12-04,0.0
2019-12-27,-31.25
2020-01-06,0.0
2020-01-08,81.8182
2020-01-10,-50.0
2020-01-17,0.0
2020-01-21,98.6
2020-01-23,-24.4713
2020-02-03,-33.3333
2020-03-10,79.9
2020-03-12,-0.5003
2020-03-17,-16.2011
2020-03-27,-0.6
2020-03-30,0.0
2020-03-31,-0.0671
2020-04-03,-0.7383
2020-04-06,-49.2224
2020-04-07,94.008
2020-04-08,0.0
2020-04-09,-3.9121
2020-04-13,4.1429
2020-04-15,-0.0686
2020-04-16,0.0686
2020-04-20,9.7394
2020-04-21,12.5
2020-04-22,-16.6667
2020-04-23,23.3333
2020-04-24,-2.7027
2020-04-27,-16.6667
2020-04-28,33.3333
2020-04-29,-2.5
2020-04-30,-21.7949
2020-05-01,1.6066
2020-05-04,29.0739
2020-05-05,10.0
2020-05-06,0.0
2020-05-07,-9.0909
2020-05-11,-20.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,3.125
2020-05-21,-20.1212
2020-05-22,28.9833
2020-05-26,11.7647
2020-05-27,0.0
2020-05-28,-34.1579
2020-06-01,0.0
2020-06-02,59.8721
2020-06-03,-34.5
2020-06-04,48.0916
2020-06-05,-32.4227
2020-06-08,0.0
2020-06-10,17.4676
2020-06-11,-1.2987
2020-06-12,-11.1184
2020-06-15,0.0
2020-06-16,3.775
2020-06-17,0.0
2020-06-18,0.0713
2020-06-23,0.0
2020-06-24,42.5517
2020-06-25,-1.0
2020-06-26,-9.0909
2020-06-29,11.1111
2020-07-01,-12.75
2020-07-02,-4.8711
2020-07-08,19.2771
2020-07-09,1.0101
2020-07-13,-29.4
2020-07-15,0.0
2020-07-17,-0.1416
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,34.7518
2020-07-28,-25.7895
2020-07-29,0.0
2020-07-30,38.2979
2020-07-31,-27.641
