ticker,AYX US Equity
2017-08-11,6.383
2017-08-14,4.1778
2017-08-15,-5.93
2017-08-16,3.9909
2017-08-17,-3.4889
2017-08-18,2.2594
2017-08-21,-0.4861
2017-08-22,0.3108
2017-08-23,-0.3099
2017-08-24,-0.4885
2017-08-25,1.4726
2017-08-28,-0.8795
2017-08-29,1.4197
2017-08-30,2.4934
2017-08-31,0.6829
2017-09-01,-3.3064999999999998
2017-09-05,-0.0438
2017-09-06,-3.1579
2017-09-07,-2.7174
2017-09-08,-9.0782
2017-09-11,2.0993
2017-09-12,-2.8586
2017-09-13,1.6004
2017-09-14,-3.4045
2017-09-15,-1.1573
2017-09-18,3.885
2017-09-19,0.666
2017-09-20,-1.883
2017-09-21,-1.4003999999999999
2017-09-22,1.1573
2017-09-25,-0.936
2017-09-26,1.2598
2017-09-27,3.2141
2017-09-28,2.6118
2017-09-29,-0.2937
2017-10-02,0.0982
2017-10-03,0.049
2017-10-04,0.7843
2017-10-05,-0.0486
2017-10-06,0.6813
2017-10-09,1.45
2017-10-10,-0.1906
2017-10-11,0.8592
2017-10-12,-1.0412
2017-10-13,0.1435
2017-10-16,1.4804
2017-10-17,-0.5647
2017-10-18,0.9465
2017-10-19,0.2813
2017-10-20,3.0856
2017-10-23,0.0454
2017-10-24,1.0879
2017-10-25,-1.2107999999999999
2017-10-26,-0.227
2017-10-27,1.0919
2017-10-30,-0.6751
2017-10-31,2.3561
2017-11-01,-0.5312
2017-11-02,0.267
2017-11-03,-2.3524
2017-11-06,0.2273
2017-11-07,-2.0408
2017-11-08,0.7407
2017-11-09,0.3676
2017-11-10,15.8425
2017-11-13,-0.1976
2017-11-14,-0.9109
2017-11-15,0.8393
2017-11-16,3.0519
2017-11-17,-1.1923
2017-11-20,6.8509
2017-11-21,-1.2022
2017-11-22,0.1844
2017-11-24,0.184
2017-11-27,0.3674
2017-11-28,-2.4524
2017-11-29,-6.9794
2017-11-30,0.6858
2017-12-01,-0.2804
2017-12-04,-1.2857
2017-12-05,4.3142
2017-12-06,8.6227
2017-12-07,-3.6279
2017-12-08,1.7518
2017-12-11,2.6374
2017-12-12,-1.3562
2017-12-13,3.4732
2017-12-14,-2.6923
2017-12-15,-0.2515
2017-12-18,-1.9092
2017-12-19,-1.9097
2017-12-20,-6.3647
2017-12-21,3.0388
2017-12-22,-0.5821
2017-12-26,2.3029
2017-12-27,-1.0683
2017-12-28,0.0771
2017-12-29,-2.6204
2018-01-02,3.5615
2018-01-03,3.4391
2018-01-04,-1.6254
2018-01-05,1.7274
2018-01-08,-0.443
2018-01-09,-1.4461
2018-01-10,-0.5267
2018-01-11,-1.2859
2018-01-12,3.3333
2018-01-16,-2.6326
2018-01-17,1.7136
2018-01-18,5.1666
2018-01-19,0.6408
2018-01-22,0.1769
2018-01-23,0.8475
2018-01-24,-2.556
2018-01-25,7.7973
2018-01-26,1.6
2018-01-29,-2.8543
2018-01-30,-1.0132
2018-01-31,-6.5165
2018-02-01,2.9927
2018-02-02,-3.6145
2018-02-05,-2.4632
2018-02-06,2.4501
2018-02-07,0.2208
2018-02-08,-3.5609
2018-02-09,-2.7788
2018-02-12,1.8403
2018-02-13,1.5379
2018-02-14,4.6573
2018-02-15,4.8842
2018-02-16,1.4487999999999999
2018-02-20,-0.374
2018-02-21,0.7509
2018-02-22,14.3293
2018-02-23,-1.0963
2018-02-26,0.3595
2018-02-27,-2.2388
2018-02-28,4.3969
2018-03-01,1.7841
2018-03-02,5.2586
2018-03-05,3.3033
2018-03-06,0.5814
2018-03-07,0.289
2018-03-08,-1.2313
2018-03-09,1.9098000000000002
2018-03-12,-0.7548
2018-03-13,-4.983
2018-03-14,1.6009
2018-03-15,-1.5485
2018-03-16,0.3587
2018-03-19,-3.6844
2018-03-20,4.3106
2018-03-21,3.3388
2018-03-22,-3.2044
2018-03-23,-3.3653
2018-03-26,4.8414
2018-03-27,-5.5361
2018-03-28,-4.7742
2018-03-29,2.4917
2018-04-02,-4.4523
2018-04-03,3.4028
2018-04-04,0.0889
2018-04-05,1.5995
2018-04-06,-5.0729
2018-04-09,-1.6585
2018-04-10,3.7164
2018-04-11,1.4755
2018-04-12,2.3739
2018-04-13,0.4928
2018-04-16,0.9518
2018-04-17,6.7143
2018-04-18,2.0348
2018-04-19,-1.5482
2018-04-20,-4.1045
2018-04-23,-1.612
2018-04-24,-4.322
2018-04-25,-4.4877
2018-04-26,-1.1128
2018-04-27,-4.2826
2018-04-30,2.0575
2018-05-01,5.568
2018-05-02,0.0303
2018-05-03,2.3636
2018-05-04,-3.2268
2018-05-07,3.6403
2018-05-08,1.1806
2018-05-09,2.042
2018-05-10,-6.4894
2018-05-11,0.8866
2018-05-14,3.6364
2018-05-15,-9.0351
2018-05-16,2.6358
2018-05-17,1.5346
2018-05-18,-4.8427
2018-05-21,5.8671
2018-05-22,-3.4905
2018-05-23,1.0787
2018-05-24,1.9146
2018-05-25,0.0616
2018-05-29,0.6156
2018-05-30,2.6308
2018-05-31,1.4009
2018-06-01,3.2628
2018-06-04,0.3131
2018-06-05,2.8661
2018-06-06,6.9517
2018-06-07,-4.9523
2018-06-08,1.5197
2018-06-11,5.3996
2018-06-12,0.5326
2018-06-13,-1.5135999999999998
2018-06-14,2.0492
2018-06-15,0.2008
2018-06-18,1.7034
2018-06-19,-2.5862
2018-06-20,0.7332
2018-06-21,-3.012
2018-06-22,-4.3219
2018-06-25,-3.5164
2018-06-26,3.5324
2018-06-27,-5.2261
2018-06-28,6.1143
2018-06-29,2.7464
2018-07-02,3.1447
2018-07-03,-0.1524
2018-07-05,1.3995
2018-07-06,-0.0753
2018-07-09,2.1346
2018-07-10,-2.0654
2018-07-11,-0.0753
2018-07-12,2.8392
2018-07-13,2.883
2018-07-16,0.5224
2018-07-17,0.567
2018-07-18,0.6577
2018-07-19,-2.2637
2018-07-20,3.0325
2018-07-23,1.7845
2018-07-24,-3.1875999999999998
2018-07-25,2.8928000000000003
2018-07-26,0.6171
2018-07-27,-4.7024
2018-07-30,-6.2932
2018-07-31,-0.814
2018-08-01,5.7451
2018-08-02,4.8508
2018-08-03,-0.8328
2018-08-06,4.3154
2018-08-07,2.9741
2018-08-08,3.8002000000000002
2018-08-09,15.7531
2018-08-10,-0.5422
2018-08-13,-0.3089
2018-08-14,0.4192
2018-08-15,-3.4852
2018-08-16,2.3886
2018-08-17,0.3674
2018-08-20,0.3294
2018-08-21,-0.529
2018-08-22,-0.4951
2018-08-23,1.2348
2018-08-24,2.7125
2018-08-27,-0.6912
2018-08-28,0.4105
2018-08-29,0.6754
2018-08-30,0.0177
2018-08-31,2.4713
2018-09-04,2.6184
2018-09-05,-3.3406000000000002
2018-09-06,2.8482
2018-09-07,1.3171
2018-09-10,2.2167
2018-09-11,1.0435
2018-09-12,-0.3711
2018-09-13,-1.7654999999999998
2018-09-14,-0.1649
2018-09-17,-6.1932
2018-09-18,3.4331
2018-09-19,-2.2468
2018-09-20,1.3582
2018-09-21,1.3228
2018-09-24,2.6111
2018-09-25,2.0489
2018-09-26,-1.7973
2018-09-27,-2.2094
2018-09-28,-3.5407
2018-10-01,-0.7691
2018-10-02,-3.2235
2018-10-03,1.2377
2018-10-04,-1.1147
2018-10-05,-2.9091
2018-10-08,-2.4718999999999998
2018-10-09,-0.4224
2018-10-10,-5.4184
2018-10-11,-7.5637
2018-10-12,3.5068
2018-10-15,-0.8097
2018-10-16,7.884
2018-10-17,-0.5775
2018-10-18,-5.1672
2018-10-19,-8.8279
2018-10-22,2.7565
2018-10-23,0.9693
2018-10-24,-4.4206
2018-10-25,8.6428
2018-10-26,-3.5046
2018-10-29,-1.4483
2018-10-30,9.6089
2018-10-31,9.3028
2018-11-01,2.491
2018-11-02,-3.1302
2018-11-05,0.6843
2018-11-06,0.3587
2018-11-07,10.3085
2018-11-08,-0.5969
2018-11-09,-0.7034
2018-11-12,-3.9565
2018-11-13,0.8635
2018-11-14,3.0141
2018-11-15,4.9342
2018-11-16,-0.4455
2018-11-19,-13.109
2018-11-20,-3.3186999999999998
2018-11-21,3.3932
2018-11-23,2.7476000000000003
2018-11-26,4.9211
2018-11-27,-4.0708
2018-11-28,4.5203
2018-11-29,3.0185
2018-11-30,3.1186
2018-12-03,1.3626
2018-12-04,-3.9836
2018-12-06,2.1854
2018-12-07,-0.7686
2018-12-10,3.4181
2018-12-11,0.2768
2018-12-12,1.0554
2018-12-13,0.8033
2018-12-14,2.6776999999999997
2018-12-17,-10.2918
2018-12-18,5.3296
2018-12-19,0.23
2018-12-20,-12.0636
2018-12-21,-7.027
2018-12-24,2.2253
2018-12-26,12.728
2018-12-27,3.6882
2018-12-28,-2.0134
2018-12-31,1.8322
2019-01-02,-1.5974
2019-01-03,-2.0335
2019-01-04,8.8087
2019-01-07,8.4322
2019-01-08,-2.4542
2019-01-09,-0.6366
2019-01-10,4.4692
2019-01-11,0.8614
2019-01-14,-5.9351
2019-01-15,6.2173
2019-01-16,-1.0142
2019-01-17,3.6446
2019-01-18,3.8270999999999997
2019-01-22,-2.0947
2019-01-23,-1.0697
2019-01-24,-1.0111
2019-01-25,-0.837
2019-01-28,0.186
2019-01-29,-2.5275
2019-01-30,3.472
2019-01-31,0.7362
2019-02-01,-0.9417
2019-02-04,-1.3053
2019-02-05,0.7332
2019-02-06,-2.6117
2019-02-07,-0.8206
2019-02-08,3.2654
2019-02-11,-2.275
2019-02-12,3.3089
2019-02-13,-0.496
2019-02-14,1.0682
2019-02-15,1.3388
2019-02-19,-0.7927
2019-02-20,1.9064
2019-02-21,-1.0454
2019-02-22,2.3631
2019-02-25,0.6518
2019-02-26,3.8856
2019-02-27,3.0649
2019-02-28,-3.8432
2019-03-01,-3.0271
2019-03-04,-7.7568
2019-03-05,-1.8166
2019-03-06,0.8654
2019-03-07,6.1982
2019-03-08,0.2925
2019-03-11,4.4028
2019-03-12,1.184
2019-03-13,-0.7363
2019-03-14,-0.1722
2019-03-15,-1.3268
2019-03-18,2.2186
2019-03-19,2.4336
2019-03-20,4.0195
2019-03-21,5.7654
2019-03-22,-4.3189
2019-03-25,1.3664
2019-03-26,-1.9377
2019-03-27,0.7364
2019-03-28,2.1564
2019-03-29,0.0239
2019-04-01,0.6558
2019-04-02,0.4027
2019-04-03,0.3067
2019-04-04,-3.7756
2019-04-05,-0.7456
2019-04-08,0.0123
2019-04-09,-0.6773
2019-04-10,1.091
2019-04-11,0.3066
2019-04-12,1.944
2019-04-15,1.2713
2019-04-16,-1.8593
2019-04-17,-0.7964
2019-04-18,-1.63
2019-04-22,3.4375999999999998
2019-04-23,-0.0956
2019-04-24,3.4223
2019-04-25,-1.0066
2019-04-26,1.4025
2019-04-29,1.7635
2019-04-30,0.3964
2019-05-01,-1.2748
2019-05-02,9.0847
2019-05-03,3.0484
2019-05-06,-6.1096
2019-05-07,-2.5011
2019-05-08,-2.854
2019-05-09,1.5661
2019-05-10,-0.3827
2019-05-13,-5.3101
2019-05-14,4.9636
2019-05-15,0.0796
2019-05-16,2.4534000000000002
2019-05-17,-1.9956
2019-05-20,-0.3281
2019-05-21,1.85
2019-05-22,-0.6017
2019-05-23,-4.6749
2019-05-24,1.4818
2019-05-28,3.4187
2019-05-29,-1.2662
2019-05-30,-0.2043
2019-05-31,-1.2169
2019-06-03,-5.7449
2019-06-04,4.3361
2019-06-05,1.4634
2019-06-06,5.2498
2019-06-07,4.3083
2019-06-10,2.7956
2019-06-11,-2.0755
2019-06-12,9.0624
2019-06-13,-2.2305
2019-06-14,1.9386999999999999
2019-06-17,2.4301
2019-06-18,-0.2626
2019-06-19,2.5291
2019-06-20,0.8528
2019-06-21,-1.7821
2019-06-24,-1.6756
2019-06-25,-1.9678
2019-06-26,1.3446
2019-06-27,1.9049
2019-06-28,1.4787
2019-07-01,-0.6415
2019-07-02,2.7855
2019-07-03,3.4727
2019-07-05,0.581
2019-07-08,0.6725
2019-07-09,0.591
2019-07-10,-0.1107
2019-07-11,-2.3952
2019-07-12,0.4279
2019-07-15,1.5478
2019-07-16,-1.9181
2019-07-17,2.3311
2019-07-18,-1.0323
2019-07-19,1.0776
2019-07-22,0.452
2019-07-23,-1.1717
2019-07-24,3.6168
2019-07-25,0.6301
2019-07-26,0.1236
2019-07-29,-1.2508
2019-07-30,-0.3333
2019-07-31,-1.7224
2019-08-01,11.9364
2019-08-02,-1.0717
2019-08-05,-3.465
2019-08-06,-0.2388
2019-08-07,0.71
2019-08-08,5.244
2019-08-09,-1.3322
2019-08-12,-0.0076
2019-08-13,3.2423
2019-08-14,-2.5124
2019-08-15,-0.5154
2019-08-16,1.92
2019-08-19,-1.1512
2019-08-20,2.6242
2019-08-21,5.1216
2019-08-22,-0.2454
2019-08-23,-2.298
2019-08-26,0.6545
2019-08-27,1.5434999999999999
2019-08-28,-0.1267
2019-08-29,1.4445000000000001
2019-08-30,-1.0558
2019-09-03,0.3089
2019-09-04,1.5606
2019-09-05,1.4264000000000001
2019-09-06,-3.4785
2019-09-09,-15.1967
2019-09-10,-3.76
2019-09-11,-0.9487
2019-09-12,-0.7401
2019-09-13,-1.6053
2019-09-16,1.5333999999999999
2019-09-17,3.0205
2019-09-18,-0.7671
2019-09-19,0.6957
2019-09-20,0.6141
2019-09-23,0.2289
2019-09-24,-4.5504999999999995
2019-09-25,-2.3482
2019-09-26,0.7623
2019-09-27,-4.3768
2019-09-30,1.1772
2019-10-01,-0.4282
2019-10-02,-2.683
2019-10-03,6.5418
2019-10-04,-0.1984
2019-10-07,4.5713
2019-10-08,-6.9546
2019-10-09,1.2256
2019-10-10,0.6971
2019-10-11,1.6214
2019-10-14,2.232
2019-10-15,-1.5958
2019-10-16,-8.0727
2019-10-17,-0.4943
2019-10-18,-7.0719
2019-10-21,-2.652
2019-10-22,-5.8684
2019-10-23,2.1849
2019-10-24,3.6158
2019-10-25,0.7671
2019-10-28,0.7183
2019-10-29,-1.65
2019-10-30,4.9356
2019-10-31,-5.6215
2019-11-01,8.5027
2019-11-04,-3.9988
2019-11-05,-1.9515
2019-11-06,-0.2354
2019-11-07,-1.6840000000000002
2019-11-08,1.4619
2019-11-11,1.129
2019-11-12,0.4785
2019-11-13,-1.1005
2019-11-14,0.8239
2019-11-15,3.3853
2019-11-18,1.0367
2019-11-19,5.8925
2019-11-20,2.1587
2019-11-21,-3.0428
2019-11-22,2.0535
2019-11-25,1.8128
2019-11-26,3.3281
2019-11-27,0.3158
2019-11-29,2.1045
2019-12-02,-5.0207
2019-12-03,0.779
2019-12-04,2.0797
2019-12-05,0.4868
2019-12-06,-3.0232
2019-12-09,-0.0833
2019-12-10,-0.3703
2019-12-11,-8.5494
2019-12-12,-3.8411
2019-12-13,0.9511
2019-12-16,3.7475
2019-12-17,-1.7254
2019-12-18,2.6694
2019-12-19,0.21
2019-12-20,0.5788
2019-12-23,2.0736
2019-12-24,-0.3013
2019-12-26,0.858
2019-12-27,-0.5897
2019-12-30,-3.6075
2019-12-31,0.9482
2020-01-02,4.9266
2020-01-03,1.7429000000000001
2020-01-06,1.7410999999999999
2020-01-07,3.0546
2020-01-08,2.7944
2020-01-09,3.448
2020-01-10,0.6549
2020-01-13,0.8508
2020-01-14,-0.4466
2020-01-15,2.6834
2020-01-16,1.9498
2020-01-17,0.0476
2020-01-21,0.119
2020-01-22,4.3812
2020-01-23,1.0626
2020-01-24,1.1491
2020-01-27,-0.0965
2020-01-28,3.612
2020-01-29,1.4346
2020-01-30,1.5345
2020-01-31,-2.8625
2020-02-03,0.0717
2020-02-04,3.8332
2020-02-05,-6.7002
2020-02-06,0.7618
2020-02-07,1.057
2020-02-10,3.8205
2020-02-11,-0.4268
2020-02-12,2.9439
2020-02-13,-1.5152
2020-02-14,9.4941
2020-02-18,-0.8608
2020-02-19,-2.1578
2020-02-20,-4.0324
2020-02-21,-6.3299
2020-02-24,-2.9977
2020-02-25,-0.7109
2020-02-26,3.0824
2020-02-27,-2.8074
2020-02-28,5.0248
2020-03-02,3.9751
2020-03-03,-2.3627000000000002
2020-03-04,2.1307
2020-03-05,3.3987
2020-03-06,-10.348700000000001
2020-03-09,-17.6466
2020-03-10,7.0944
2020-03-11,-8.289
2020-03-12,-12.1522
2020-03-13,8.2223
2020-03-16,-21.5234
2020-03-17,4.816
2020-03-18,2.0735
2020-03-19,13.3772
2020-03-20,-2.4941
2020-03-23,-3.2053
2020-03-24,11.3688
2020-03-25,-6.8087
2020-03-26,5.0197
2020-03-27,-7.6299
2020-03-30,2.7427
2020-03-31,-0.7612
2020-04-01,-6.9455
2020-04-02,-5.7136
2020-04-03,-2.1078
2020-04-06,9.9829
2020-04-07,-0.7453
2020-04-08,8.6406
2020-04-09,11.3266
2020-04-13,1.2787
2020-04-14,9.387
2020-04-15,-0.8782
2020-04-16,-0.8522
2020-04-17,3.2511
2020-04-20,2.9179
2020-04-21,-10.9162
2020-04-22,4.3334
2020-04-23,-3.5846999999999998
2020-04-24,0.5809
2020-04-27,1.3151
2020-04-28,-4.9904
2020-04-29,4.634
2020-04-30,-0.15
2020-05-01,-6.5648
2020-05-04,4.7376000000000005
2020-05-05,4.7851
2020-05-06,5.5489
2020-05-07,-2.8898
2020-05-08,9.8268
2020-05-11,-1.7222
2020-05-12,-0.8723
2020-05-13,-4.0148
2020-05-14,2.7257
2020-05-15,3.5458
2020-05-18,-0.7618
2020-05-19,6.6455
2020-05-20,2.4286
2020-05-21,1.3133
2020-05-22,4.12
2020-05-26,-3.533
2020-05-27,-5.0994
2020-05-28,2.7859
2020-05-29,2.9393000000000002
2020-06-01,1.4727999999999999
2020-06-02,-1.4172
2020-06-03,-0.9028
2020-06-04,-4.8567
2020-06-05,0.6261
2020-06-08,4.7215
2020-06-09,-2.7541
2020-06-10,5.0173
2020-06-11,-6.0917
2020-06-12,2.8644
2020-06-15,1.2825
2020-06-16,1.9239000000000002
2020-06-17,3.6379
2020-06-18,6.4839
2020-06-19,1.7290999999999999
2020-06-22,1.8831
2020-06-23,-1.8782999999999999
2020-06-24,-3.1925
2020-06-25,3.7652
2020-06-26,-1.1142
2020-06-29,-1.1883
2020-06-30,2.3615
2020-07-01,6.6594
2020-07-02,-0.7419
2020-07-06,-1.2937
2020-07-07,1.1301
2020-07-08,3.5021
2020-07-09,1.2744
2020-07-10,-2.1761
2020-07-13,-9.4259
2020-07-14,2.4188
2020-07-15,-1.6289
2020-07-16,-2.3207
2020-07-17,1.9725000000000001
2020-07-20,6.0441
2020-07-21,-1.795
2020-07-22,-0.2077
2020-07-23,-2.8544
2020-07-24,-0.4652
2020-07-27,2.5277
2020-07-28,-0.9598
2020-07-29,4.3365
2020-07-30,0.7082
2020-07-31,1.1528
