ticker,OMF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-16,13.2941
2013-10-17,3.8422
2013-10-18,1.0
2013-10-21,-1.4851
2013-10-22,0.0
2013-10-23,0.1005
2013-10-24,-0.753
2013-10-25,-1.214
2013-10-28,0.4096
2013-10-29,1.2239
2013-10-30,2.1159
2013-10-31,0.296
2013-11-01,6.2469
2013-11-04,0.1389
2013-11-05,-0.5548
2013-11-06,-0.1395
2013-11-07,-0.7449
2013-11-08,0.1876
2013-11-11,0.1404
2013-11-12,-4.9556000000000004
2013-11-13,-1.6232
2013-11-14,-0.75
2013-11-15,1.0579
2013-11-18,-2.8415
2013-11-19,-0.1539
2013-11-20,1.0277
2013-11-21,2.238
2013-11-22,0.398
2013-11-25,1.4866
2013-11-26,-2.002
2013-11-27,4.0857
2013-11-29,0.9095
2013-12-02,1.2808
2013-12-03,-0.7026
2013-12-04,1.8868
2013-12-05,1.0648
2013-12-06,-0.2749
2013-12-09,-2.7102
2013-12-10,2.9273
2013-12-11,-1.7890000000000001
2013-12-12,1.7749000000000001
2013-12-13,3.2584
2013-12-16,2.0
2013-12-17,0.61
2013-12-18,2.2521
2013-12-19,-0.6353
2013-12-20,0.5115
2013-12-23,3.9016
2013-12-24,0.0
2013-12-26,0.4082
2013-12-27,1.7886
2013-12-30,0.1997
2013-12-31,0.7573
2014-01-02,1.7801
2014-01-03,-2.2542
2014-01-06,1.1928
2014-01-07,6.5619
2014-01-08,0.1844
2014-01-09,-3.2021
2014-01-10,0.2281
2014-01-13,-4.3627
2014-01-14,0.952
2014-01-15,2.9077
2014-01-16,-0.5346
2014-01-17,-1.3052000000000001
2014-01-21,-1.5558
2014-01-22,1.6199
2014-01-23,0.311
2014-01-24,-3.3721
2014-01-27,-0.2407
2014-01-28,-0.9248
2014-01-29,-4.9107
2014-01-30,2.006
2014-01-31,0.251
2014-02-03,-0.5843
2014-02-04,0.042
2014-02-05,-0.042
2014-02-06,0.2519
2014-02-07,1.34
2014-02-10,1.3636
2014-02-11,3.9135999999999997
2014-02-12,1.5692
2014-02-13,-1.1201
2014-02-14,-1.2109
2014-02-18,0.7908
2014-02-19,0.0392
2014-02-20,-3.6471
2014-02-21,6.3899
2014-02-24,8.4927
2014-02-25,0.7052
2014-02-26,-3.7465
2014-02-27,-1.2004
2014-02-28,3.7187
2014-03-03,-0.284
2014-03-04,1.246
2014-03-05,-2.6371
2014-03-06,0.4695
2014-03-07,0.5032
2014-03-10,-0.3577
2014-03-11,-2.0459
