ticker,MAIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-05,0.0
2007-10-08,-1.3333
2007-10-09,0.6757
2007-10-10,-1.6107
2007-10-11,1.6371
2007-10-12,0.0
2007-10-15,0.5369
2007-10-16,0.267
2007-10-17,-0.1997
2007-10-18,0.0
2007-10-19,-0.0667
2007-10-22,-0.1335
2007-10-23,-1.8048
2007-10-24,0.0681
2007-10-25,0.0
2007-10-26,1.2925
2007-10-29,-2.2163
2007-10-30,2.2665
2007-10-31,-2.6192
2007-11-01,0.0
2007-11-02,0.9655
2007-11-05,-0.9563
2007-11-06,2.069
2007-11-07,-0.6757
2007-11-08,0.0
2007-11-09,0.5442
2007-11-12,-1.8944999999999999
2007-11-13,0.0
2007-11-14,1.1034
2007-11-15,3.21
2007-11-16,-1.9607999999999999
2007-11-19,-0.4138
2007-11-20,-0.7202
2007-11-21,-0.2511
2007-11-23,1.3287
2007-11-26,-3.7957
2007-11-27,1.4346999999999999
2007-11-28,0.2732
2007-11-29,0.9266
2007-11-30,-0.8386
2007-12-03,-0.9866
2007-12-04,0.0
2007-12-05,0.1423
2007-12-06,0.5686
2007-12-07,0.8481
2007-12-10,-1.1913
2007-12-11,0.0
2007-12-12,-1.0638
2007-12-13,-0.3584
2007-12-14,2.6619
2007-12-17,-2.5228
2007-12-18,0.5032
2007-12-19,0.5722
2007-12-20,0.2845
2007-12-21,0.0
2007-12-24,-0.0709
2007-12-26,-1.7033
2007-12-27,-1.083
2007-12-28,-0.7299
2007-12-31,3.0147
2008-01-02,0.6424
2008-01-03,-2.1277
2008-01-04,-0.3623
2008-01-07,-0.2909
2008-01-08,0.6565
2008-01-09,-0.7246
2008-01-10,-0.7299
2008-01-11,2.8676
2008-01-14,-2.3588
2008-01-15,0.1464
2008-01-16,0.8772
2008-01-17,-1.5941999999999998
2008-01-18,-0.6627
2008-01-22,-1.0378
2008-01-23,-0.5993
2008-01-24,0.9797
2008-01-25,2.6119
2008-01-28,-2.5455
2008-01-29,-0.2239
2008-01-30,0.2244
2008-02-01,1.8657
2008-02-04,0.0
2008-02-05,-1.0989
2008-02-06,0.0
2008-02-07,1.1111
2008-02-08,-0.2198
2008-02-11,0.0
2008-02-12,-0.8076
2008-02-13,3.4049
2008-02-14,-1.3206
2008-02-15,-0.6691
2008-02-19,-2.3204000000000002
2008-02-20,-2.2222
2008-02-21,-0.0784
2008-02-22,4.3137
2008-02-25,-0.3759
2008-02-26,0.7547
2008-02-27,-1.4981
2008-02-28,0.3802
