ticker,WRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8333
2000-01-04,-1.6806999999999999
2000-01-05,0.4274
2000-01-06,-0.4255
2000-01-07,3.4188
2000-01-10,1.6529
2000-01-11,1.626
2000-01-12,0.4
2000-01-13,1.1952
2000-01-14,0.7874
2000-01-18,5.4688
2000-01-19,-4.0741
2000-01-20,0.3861
2000-01-21,1.9231
2000-01-24,-3.0189
2000-01-25,0.7782
2000-01-26,-1.1583
2000-01-27,-1.9531
2000-01-28,0.0
2000-01-31,-1.1952
2000-02-01,0.4032
2000-02-02,-1.2048
2000-02-03,1.2195
2000-02-04,-0.8032
2000-02-07,-1.2146
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,-0.4098
2000-02-11,-0.4115
2000-02-14,-0.4132
2000-02-15,3.3195
2000-02-16,-2.008
2000-02-17,0.8197
2000-02-18,-1.2195
2000-02-22,0.4115
2000-02-23,0.0
2000-02-24,-0.4098
2000-02-25,0.0
2000-02-28,-0.4115
2000-02-29,1.6529
2000-03-01,1.2195
2000-03-02,0.0
2000-03-03,0.8032
2000-03-06,-0.7968
2000-03-07,-4.8193
2000-03-08,3.7975
2000-03-09,0.4065
2000-03-10,-2.0243
2000-03-13,-0.4132
2000-03-14,0.2822
2000-03-15,-1.6878
2000-03-16,3.0043
2000-03-17,0.0
2000-03-20,-2.0833
2000-03-21,0.4255
2000-03-22,1.2711999999999999
2000-03-23,-1.2551999999999999
2000-03-24,-1.2711999999999999
2000-03-27,0.4292
2000-03-28,-2.1368
2000-03-29,2.6201
2000-03-30,2.5532
2000-03-31,-0.4149
2000-04-03,-0.8333
2000-04-04,-0.8403
2000-04-05,0.8475
2000-04-06,1.6806999999999999
2000-04-07,1.6529
2000-04-10,0.4065
2000-04-11,0.8097
2000-04-12,4.0161
2000-04-13,-0.3861
2000-04-14,-1.1628
2000-04-17,-0.3922
2000-04-18,0.3937
2000-04-19,-0.3922
2000-04-20,0.3937
2000-04-24,-0.7843
2000-04-25,0.7905
2000-04-26,-0.7843
2000-04-27,1.1858
2000-04-28,0.3906
2000-05-01,1.9455
2000-05-02,3.8167999999999997
2000-05-03,-1.4706000000000001
2000-05-04,-0.7463
2000-05-05,-0.3759
2000-05-08,-0.7547
2000-05-09,-1.9011
2000-05-10,1.5504
2000-05-11,1.5267
2000-05-12,1.8797000000000001
2000-05-15,0.369
2000-05-16,-0.3676
2000-05-17,0.0
2000-05-18,-0.369
2000-05-19,-1.4815
2000-05-22,1.1278
