ticker,SENR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-02,0.0
2004-12-20,266.6667
2004-12-21,9.0909
2004-12-22,-8.3333
2005-01-19,-63.6364
2005-01-31,0.0
2005-02-01,0.0
2005-02-04,0.0
2005-02-10,175.0
2005-03-01,27.2727
2005-03-02,42.8571
2005-04-01,-55.0
2005-04-25,-11.1111
2005-08-24,-37.5
2005-09-16,0.0
2005-12-12,0.0
2005-12-28,-16.0
2006-01-23,-4.7619
2006-01-26,25.0
2006-02-08,-40.0
2006-02-09,-33.3333
2006-04-10,50.0
2006-04-11,0.0
2006-04-25,0.0
2006-06-22,-33.3333
2006-07-20,0.0
2006-09-11,0.0
2006-11-16,100.0
2006-11-28,-25.0
2006-12-01,0.0
2006-12-15,0.0
2007-01-10,-33.3333
2007-01-30,0.0
2007-02-13,-20.0
2007-02-14,0.0
2007-02-15,25.0
2007-02-16,-10.0
2007-02-26,-11.1111
2007-06-11,-12.5
2007-07-27,28.5714
2007-08-01,100.0
2007-08-09,-33.3333
2007-08-13,0.0
2007-11-26,-16.6667
2007-12-24,20.0
2007-12-26,58.3333
2007-12-28,0.0
2008-01-03,-47.3684
2008-01-14,-10.0
2008-01-22,41.6667
2008-01-23,27.451
2008-01-24,46.1538
2008-01-25,5.2632
2008-01-28,-5.0
2008-01-29,0.0
2008-01-31,-10.526299999999999
2008-02-01,11.7647
2008-02-04,0.0
2008-02-05,26.3158
2008-02-06,-8.3333
2008-02-07,9.0909
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,-4.1667
2008-02-13,-2.6087
2008-02-14,11.607099999999999
2008-02-15,12.0
2008-02-20,0.0
2008-02-25,21.4286
2008-02-26,-1.1764999999999999
2008-02-28,1.1905000000000001
2008-02-29,0.0
2008-03-03,0.0
2008-03-06,8.8235
2008-03-07,5.4054
2008-03-10,0.0
2008-03-11,15.3846
2008-03-12,4.0
2008-03-13,-3.8462
2008-03-14,0.0
2008-03-17,-0.4444
2008-03-18,4.9107
2008-03-19,5.5319
2008-03-20,-24.1935
2008-03-26,56.9149
2008-03-27,-15.2542
2008-03-28,-4.0
2008-03-31,4.1667
2008-04-01,8.0
2008-04-02,-3.7037
2008-04-03,9.6154
2008-04-08,0.7018
2008-04-11,-12.892
2008-04-14,10.4
2008-04-15,7.6087
2008-04-16,2.6936
2008-04-17,-9.8361
2008-04-18,-9.0909
2008-04-23,-20.0
2008-04-25,2.5
2008-04-30,21.9512
2008-05-01,4.0
2008-05-02,15.3846
