ticker,IRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-13,-0.5882
2013-08-14,-1.1834
2013-08-15,-1.7964
2013-08-16,1.2195
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.1792
2013-08-23,0.5427
2013-08-26,-0.4306
2013-08-27,-0.2883
2013-08-28,0.6024
2013-08-29,-1.2859
2013-08-30,1.3431
2013-09-03,-0.4819
2013-09-04,0.6053
2013-09-05,0.4813
2013-09-06,-2.0359
2013-09-09,3.3007
2013-09-10,-0.2367
2013-09-11,0.2372
2013-09-12,-0.1183
2013-09-13,-0.4739
2013-09-16,-0.5952
2013-09-17,-1.6766
2013-09-18,0.5481
2013-09-19,0.424
2013-09-20,-1.8094000000000001
2013-09-23,1.4742
2013-09-24,0.8475
2013-09-25,-0.12
2013-09-26,0.1602
2013-09-27,-0.2415
2013-09-30,-0.1211
2013-10-01,0.1212
2013-10-02,0.0
2013-10-03,0.4843
2013-10-04,0.3614
2013-10-07,-0.4802
2013-10-08,-0.3521
2013-10-09,0.432
2013-10-10,0.0422
2013-10-11,0.241
2013-10-14,-0.1202
2013-10-15,0.0
2013-10-16,2.0457
2013-10-17,0.2358
2013-10-18,-0.4706
2013-10-21,0.1182
2013-10-22,0.3542
2013-10-23,0.0
2013-10-24,1.1764999999999999
2013-10-25,1.1628
2013-10-28,-0.9195
2013-10-29,0.2706
2013-10-30,0.6985
2013-10-31,-0.6936
2013-11-01,0.2328
2013-11-04,0.813
2013-11-05,-0.576
2013-11-06,1.2732
2013-11-07,0.8024
2013-11-08,-0.681
2013-11-11,-0.2286
2013-11-12,0.0
2013-11-13,-0.6873
2013-11-14,0.4614
2013-11-15,-0.3444
2013-11-18,0.2304
2013-11-19,-0.4598
2013-11-20,-0.1155
2013-11-21,0.578
2013-11-22,-1.3793
2013-11-25,-0.9324
2013-11-26,0.1568
2013-11-27,-0.7092
2013-11-29,-0.3571
2013-12-02,-0.4779
2013-12-03,0.0
2013-12-04,-0.12
2013-12-05,0.1202
2013-12-06,0.8403
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,2.0238
2013-12-13,0.5834
2013-12-16,-1.9722
2013-12-17,-0.7101
2013-12-18,-0.4768
2013-12-19,-0.3593
2013-12-20,-4.4471
2013-12-23,4.6541
2013-12-24,2.6442
2013-12-26,-2.2248
2013-12-27,1.2375
2013-12-30,0.0
2013-12-31,-0.7143
2014-01-02,2.8777
2014-01-03,-0.9324
