ticker,MORN US Equity
2005-09-20,1.6216
2005-09-21,-0.4322
2005-09-22,2.6711
2005-09-23,-0.1301
2005-09-26,3.6795999999999998
2005-09-27,-1.2248999999999999
2005-09-28,-1.558
2005-09-29,2.0349
2005-09-30,1.2979
2005-10-03,-0.3125
2005-10-04,-0.2508
2005-10-05,-5.4997
2005-10-06,-1.8622999999999998
2005-10-07,1.2877
2005-10-10,0.4015
2005-10-11,-3.6988
2005-10-12,-6.6436
2005-10-13,0.2965
2005-10-14,-0.4804
2005-10-17,0.4827
2005-10-18,-6.7997
2005-10-19,0.119
2005-10-20,0.5545
2005-10-21,0.1969
2005-10-24,5.2673
2005-10-25,4.1075
2005-10-26,2.8336
2005-10-27,0.4534
2005-10-28,2.0486
2005-10-31,0.034
2005-11-01,7.9932
2005-11-02,0.1575
2005-11-03,4.9056999999999995
2005-11-04,-0.7794
2005-11-07,1.5408
2005-11-08,4.2547
2005-11-09,-2.8539
2005-11-10,2.7321
2005-11-11,5.376
2005-11-14,-0.787
2005-11-15,-12.0897
2005-11-16,-5.6937999999999995
2005-11-17,0.7258
2005-11-18,-4.5529
2005-11-21,2.3336
2005-11-22,9.8592
2005-11-23,-1.0989
2005-11-25,0.3704
2005-11-28,-2.3678
2005-11-29,-0.7244
2005-11-30,1.6815
2005-12-01,1.248
2005-12-02,7.8582
2005-12-05,3.6571
2005-12-06,-1.3782
2005-12-07,-1.7608000000000001
2005-12-08,-5.4054
2005-12-09,4.782
2005-12-12,-1.4351
2005-12-13,1.689
2005-12-14,1.3746
2005-12-15,-0.6497
2005-12-16,0.1706
2005-12-19,0.2838
2005-12-20,-2.2927
2005-12-21,1.9988000000000001
2005-12-22,0.6816
2005-12-23,-2.1157
2005-12-27,-1.0086
2005-12-28,1.4556
2005-12-29,-0.4304
2005-12-30,-0.1729
2006-01-03,-0.6928
2006-01-04,5.0581
2006-01-05,-0.1107
2006-01-06,-0.1662
2006-01-09,0.4162
2006-01-10,3.8961
2006-01-11,8.6436
2006-01-12,-1.2485
2006-01-13,-2.0823
2006-01-17,-6.0506
2006-01-18,1.1318
2006-01-19,4.5564
2006-01-20,-1.7584
2006-01-23,-1.2451
2006-01-24,3.336
2006-01-25,0.2288
2006-01-26,1.4202
2006-01-27,-0.8502
2006-01-30,-2.4968
2006-01-31,-0.3363
2006-02-01,-1.4015
2006-02-02,-0.6317
2006-02-03,1.7483
2006-02-06,1.6662
2006-02-07,-2.2535
2006-02-08,1.8862999999999999
2006-02-09,0.2828
2006-02-10,0.1282
2006-02-13,0.3073
2006-02-14,2.4764
2006-02-15,6.1784
2006-02-16,0.2816
2006-02-17,0.7721
2006-02-21,-0.7894
2006-02-22,0.6085
2006-02-23,-0.6978
2006-02-24,-6.0436
2006-02-27,1.4261
2006-02-28,4.7884
2006-03-01,-4.2693
2006-03-02,1.5927
2006-03-03,-0.5789
2006-03-06,0.9947
2006-03-07,-2.258
2006-03-08,-0.5898
2006-03-09,-0.1236
2006-03-10,1.2129
2006-03-13,1.4918
2006-03-14,-2.0723
2006-03-15,1.6732
2006-03-16,0.7986
2006-03-17,-1.7287
2006-03-20,-0.6597
2006-03-21,0.787
2006-03-22,1.0249
2006-03-23,3.9130000000000003
2006-03-24,-1.3947
2006-03-27,-0.3065
2006-03-28,5.2258
2006-03-29,2.5169
2006-03-30,-1.2713999999999999
2006-03-31,-0.5995
2006-04-03,-0.268
2006-04-04,-0.2016
2006-04-05,-0.6508
2006-04-06,-0.2259
2006-04-07,-2.5808999999999997
2006-04-10,1.3711
2006-04-11,-0.1605
2006-04-12,0.0
2006-04-13,-0.1148
2006-04-17,-0.2069
2006-04-18,1.4052
2006-04-19,3.8392
2006-04-20,0.9188
2006-04-21,-4.1622
2006-04-24,0.5881
2006-04-25,-2.2487
2006-04-26,-0.9892
2006-04-27,0.1859
2006-04-28,-1.3451
2006-05-01,-3.2675
2006-05-02,1.9927000000000001
2006-05-03,1.8585
2006-05-04,5.9181
2006-05-05,1.8551
2006-05-08,1.5178
2006-05-09,-4.9551
2006-05-10,1.1685
2006-05-11,-0.7552
2006-05-12,-0.47
2006-05-15,1.6416
2006-05-16,0.5752
2006-05-17,1.6718
2006-05-18,-1.2332
2006-05-19,2.7382
2006-05-22,-5.1812
2006-05-23,-2.541
2006-05-24,-1.3844
2006-05-25,0.6083
2006-05-26,-1.6977
2006-05-30,-1.3721
2006-05-31,1.1993
2006-06-01,1.3273
2006-06-02,2.5263
2006-06-05,-4.6543
2006-06-06,1.7229
2006-06-07,-1.6702
2006-06-08,3.5885
2006-06-09,-1.8014000000000001
2006-06-12,-3.6689
2006-06-13,-3.8086
2006-06-14,-1.599
2006-06-15,0.3869
2006-06-16,-2.4923
2006-06-19,-1.1067
2006-06-20,-1.9451
2006-06-21,-2.5272
2006-06-22,0.4461
2006-06-23,3.5248
2006-06-26,2.681
2006-06-27,-0.1305
2006-06-28,0.4967
2006-06-29,6.4256
2006-06-30,1.3933
2006-07-03,3.0858
2006-07-05,-3.7652
2006-07-06,3.0134
2006-07-07,-1.7692999999999999
2006-07-10,-1.513
2006-07-11,-0.0244
2006-07-12,-3.5122
2006-07-13,-2.0475
2006-07-14,-1.2387
2006-07-17,-0.7316
2006-07-18,-4.08
2006-07-19,9.7146
2006-07-20,-4.2521
2006-07-21,-4.232
2006-07-24,3.5734
2006-07-25,1.3695
2006-07-26,-2.8319
2006-07-27,-1.4171
2006-07-28,3.1462
2006-07-31,-0.4207
2006-08-01,-0.2112
2006-08-02,-0.7939
2006-08-03,3.3342
2006-08-04,-6.7372
2006-08-07,-3.7919
2006-08-08,-3.3084
2006-08-09,0.2033
2006-08-10,0.4207
2006-08-11,2.1585
2006-08-14,-0.9841
2006-08-15,0.9939
2006-08-16,0.1737
2006-08-17,1.907
2006-08-18,-0.482
2006-08-21,0.9402
2006-08-22,5.6449
2006-08-23,-1.6831
2006-08-24,-0.8152
2006-08-25,0.6301
2006-08-28,0.7623
2006-08-29,2.783
2006-08-30,-0.0789
2006-08-31,0.6577
2006-09-01,0.575
2006-09-05,-0.2859
2006-09-06,-2.3716
2006-09-07,-2.189
2006-09-08,0.1365
2006-09-11,-0.5451
2006-09-12,1.3154
2006-09-13,0.9738
2006-09-14,-0.1607
2006-09-15,2.066
2006-09-18,-2.5237
2006-09-19,-0.3776
2006-09-20,1.5430000000000001
2006-09-21,-1.5196
2006-09-22,-0.8933
2006-09-25,1.0653
2006-09-26,0.7568
2006-09-27,-0.2414
2006-09-28,-0.2689
2006-09-29,-0.5123
2006-10-02,-1.2466
2006-10-03,2.0856
2006-10-04,1.8548
2006-10-05,4.17
2006-10-06,1.2161
2006-10-09,1.7522
2006-10-10,-0.123
2006-10-11,0.5911
2006-10-12,0.8325
2006-10-13,-0.2186
2006-10-16,1.4115
2006-10-17,-1.7279
2006-10-18,2.0757
2006-10-19,1.3397000000000001
2006-10-20,-1.5109
2006-10-23,1.7258
2006-10-24,-0.1414
2006-10-25,-0.0708
2006-10-26,1.9835
2006-10-27,-1.6207
2006-10-30,-1.3886
2006-10-31,-2.3388999999999998
2006-11-01,-2.566
2006-11-02,7.1232
2006-11-03,5.1042
2006-11-06,1.9826000000000001
2006-11-07,-1.5727
2006-11-08,0.8433
2006-11-09,-0.9683
2006-11-10,0.0889
2006-11-13,1.643
2006-11-14,-1.1577
2006-11-15,1.2376
2006-11-16,-0.4366
2006-11-17,0.6797
2006-11-20,2.2866
2006-11-21,0.511
2006-11-22,-0.7414
2006-11-24,-0.3414
2006-11-27,-4.6253
2006-11-28,-1.6165
2006-11-29,0.3651
2006-11-30,1.8645
2006-12-01,0.4464
2006-12-04,0.3556
2006-12-05,1.2843
2006-12-06,0.7871
2006-12-07,-1.5401
2006-12-08,0.2864
2006-12-11,-1.1863
2006-12-12,0.4669
2006-12-13,0.3762
2006-12-14,0.2646
2006-12-15,0.2858
2006-12-18,-0.6358
2006-12-19,-0.1545
2006-12-20,0.0663
2006-12-21,-0.4417
2006-12-22,-0.3327
2006-12-26,0.6232
2006-12-27,0.4866
2006-12-28,-0.4843
2006-12-29,-0.3539
2007-01-03,-0.222
2007-01-04,0.8231
2007-01-05,-1.0591
2007-01-08,0.0892
2007-01-09,0.7576
2007-01-10,0.6634
2007-01-11,3.449
2007-01-12,-0.5734
2007-01-16,-1.666
2007-01-17,-0.9557
2007-01-18,-1.3377
2007-01-19,0.2667
2007-01-22,0.0
2007-01-23,0.3104
2007-01-24,1.1271
2007-01-25,-0.9397
2007-01-26,1.5222
2007-01-29,-0.6519
2007-01-30,1.3342
2007-01-31,-1.144
2007-02-01,0.786
2007-02-02,0.26
2007-02-05,-0.605
2007-02-06,0.4348
2007-02-07,0.1948
2007-02-08,0.9505
2007-02-09,-2.3111
2007-02-12,-0.8762
2007-02-13,0.0221
2007-02-14,0.7954
2007-02-15,-0.8768
2007-02-16,4.2238
2007-02-20,5.2833
2007-02-21,0.6247
2007-02-22,3.7252
2007-02-23,3.8231
2007-02-26,-0.8555
2007-02-27,-3.9205
2007-02-28,0.0195
2007-03-01,-2.1862
2007-03-02,-2.1353
2007-03-05,-1.4682
2007-03-06,3.4147
2007-03-07,-2.2614
2007-03-08,1.3309
2007-03-09,1.96
2007-03-12,1.1296
2007-03-13,-3.8801
2007-03-14,1.0805
2007-03-15,2.5212
2007-03-16,0.5705
2007-03-19,1.252
2007-03-20,1.2944
2007-03-21,1.4496
2007-03-22,-0.7332
2007-03-23,-0.2273
2007-03-26,-1.6894
2007-03-27,-0.3089
2007-03-28,1.5301
2007-03-29,-0.6105
2007-03-30,-0.8829
2007-04-02,-0.0968
2007-04-03,1.6088
2007-04-04,-0.5914
2007-04-05,0.0
2007-04-09,-0.5949
2007-04-10,-0.0579
2007-04-11,-0.0966
2007-04-12,1.4114
2007-04-13,0.1335
2007-04-16,1.7708
2007-04-17,-0.3181
2007-04-18,-0.9197
2007-04-19,-0.9471
2007-04-20,2.467
2007-04-23,0.8212
2007-04-24,-1.4254
2007-04-25,0.0188
2007-04-26,0.6196
2007-04-27,-0.7464
2007-04-30,-2.1057
2007-05-01,-0.2689
2007-05-02,1.0784
2007-05-03,-2.61
2007-05-04,0.8216
2007-05-07,-0.7955
2007-05-08,-1.6623999999999999
2007-05-09,-0.5768
2007-05-10,-3.8407999999999998
2007-05-11,2.1219
2007-05-14,0.6315
2007-05-15,-1.6194
2007-05-16,-0.5144
2007-05-17,-0.4964
2007-05-18,-0.2494
2007-05-21,1.0627
2007-05-22,-0.5155
2007-05-23,-1.4093
2007-05-24,-1.955
2007-05-25,0.7719
2007-05-29,0.1277
2007-05-30,0.3825
2007-05-31,1.2066
2007-06-01,0.502
2007-06-04,-0.5827
2007-06-05,-0.8164
2007-06-06,-0.9076
2007-06-07,0.1065
2007-06-08,0.8511
2007-06-11,0.2321
2007-06-12,-1.0735
2007-06-13,1.1277
2007-06-14,-0.1052
2007-06-15,3.0329
2007-06-18,-0.8585
2007-06-19,0.0412
2007-06-20,-1.958
2007-06-21,-0.6937
2007-06-22,-0.4657
2007-06-25,-0.6168
2007-06-26,0.107
2007-06-27,0.2993
2007-06-28,2.2592
2007-06-29,-1.9904
2007-07-02,-0.1382
2007-07-03,0.0
2007-07-05,-0.3407
2007-07-06,1.7308
2007-07-09,-1.1972
2007-07-10,-0.6803
2007-07-11,0.5137
2007-07-12,2.0869
2007-07-13,0.8135
2007-07-16,-0.5173
2007-07-17,1.9550999999999998
2007-07-18,-0.8568
2007-07-19,1.5638
2007-07-20,0.9724
2007-07-23,-0.0602
2007-07-24,-1.4455
2007-07-25,-0.4278
2007-07-26,1.1047
2007-07-27,-0.3642
2007-07-30,-0.0609
2007-07-31,-0.4674
2007-08-01,-0.1429
2007-08-02,19.9755
2007-08-03,0.1534
2007-08-06,6.1256
2007-08-07,2.3247999999999998
2007-08-08,1.3319
2007-08-09,-0.3247
2007-08-10,-6.9656
2007-08-13,-0.3835
2007-08-14,-2.8959
2007-08-15,-1.2929
2007-08-16,3.3182
2007-08-17,5.1724
2007-08-20,2.0733
2007-08-21,-0.6298
2007-08-22,-0.8715
2007-08-23,0.8472
2007-08-24,1.1729
2007-08-27,-1.3942999999999999
2007-08-28,-1.6841
2007-08-29,1.0019
2007-08-30,2.08
2007-08-31,1.1285
2007-09-04,-2.1544
2007-09-05,-0.4594
2007-09-06,-0.3978
2007-09-07,-2.6362
2007-09-10,-0.6564
2007-09-11,0.7598
2007-09-12,1.8361
2007-09-13,1.0142
2007-09-14,-0.0956
2007-09-17,-2.9191000000000003
2007-09-18,3.3848
2007-09-19,1.0331
2007-09-20,-2.5484
2007-09-21,-2.0178
2007-09-24,-1.0708
2007-09-25,2.5978
2007-09-26,3.6033
2007-09-27,-2.303
2007-09-28,-1.5394
2007-10-01,4.3972
2007-10-02,1.4043
2007-10-03,-0.5077
2007-10-04,7.747
2007-10-05,-1.0347
2007-10-08,3.4818
2007-10-09,-0.2242
2007-10-10,2.6124
2007-10-11,-0.7254
2007-10-12,1.5993
2007-10-15,-0.7192
2007-10-16,-2.6244
2007-10-17,1.0668
2007-10-18,0.4583
2007-10-19,-5.5993
2007-10-22,3.5589
2007-10-23,2.1072
2007-10-24,-2.4931
2007-10-25,1.8892
2007-10-26,3.5689
2007-10-29,-0.3365
2007-10-30,-1.3371
2007-10-31,1.8754
2007-11-01,-4.4612
2007-11-02,3.9241
2007-11-05,-0.5413
2007-11-06,2.1636
2007-11-07,-2.4907
2007-11-08,0.4781
2007-11-09,-5.2474
2007-11-12,-1.6356000000000002
2007-11-13,3.1651
2007-11-14,0.0848
2007-11-15,-1.0877
2007-11-16,2.842
2007-11-19,0.3333
2007-11-20,2.782
2007-11-21,-3.5551
2007-11-23,-0.391
2007-11-26,1.4718
2007-11-27,1.7957999999999998
2007-11-28,3.2569
2007-11-29,1.3142
2007-11-30,5.526
2007-12-03,-2.1389
2007-12-04,0.7537
2007-12-05,-1.8700999999999999
2007-12-06,2.7824
2007-12-07,0.0742
2007-12-10,0.1729
2007-12-11,0.3576
2007-12-12,-1.0444
2007-12-13,-2.4708
2007-12-14,-1.8841999999999999
2007-12-17,-2.8286
2007-12-18,0.6009
2007-12-19,-0.6504
2007-12-20,1.2425
2007-12-21,3.906
2007-12-24,2.6416
2007-12-26,0.0371
2007-12-27,-4.799
2007-12-28,0.8185
2007-12-31,0.1933
2008-01-02,-2.4566
2008-01-03,0.0791
2008-01-04,-0.8959
2008-01-07,-3.4299
2008-01-08,-3.5655
2008-01-09,-1.9557
2008-01-10,0.1019
2008-01-11,-1.0473
2008-01-14,0.1029
2008-01-15,-2.2907
2008-01-16,-1.563
2008-01-17,-5.1908
2008-01-18,0.161
2008-01-22,-3.0225
2008-01-23,3.0338
2008-01-24,1.8182
2008-01-25,-1.7383
2008-01-28,1.1901
2008-01-29,-1.6052
2008-01-30,2.9721
2008-01-31,3.6078
2008-02-01,-0.4996
2008-02-04,1.476
2008-02-05,-4.6634
2008-02-06,-1.1167
2008-02-07,2.0837
2008-02-08,0.1402
2008-02-11,-0.9024
2008-02-12,0.1413
2008-02-13,6.1148
2008-02-14,-2.7335000000000003
2008-02-15,0.9874
2008-02-19,0.9025
2008-02-20,0.9243
2008-02-21,-2.3338
2008-02-22,-3.8717
2008-02-25,0.7709
2008-02-26,4.2935
2008-02-27,-1.6018
2008-02-28,0.426
2008-02-29,-1.2422
2008-03-03,-1.8561
2008-03-04,-0.4533
2008-03-05,0.7222
2008-03-06,-1.5121
2008-03-07,-3.5296
2008-03-10,-2.7728
2008-03-11,4.2356
2008-03-12,-3.3188
2008-03-13,5.1574
2008-03-14,-4.2197
2008-03-17,-2.4273
2008-03-18,5.6228
2008-03-19,-1.3873
2008-03-20,2.1266
2008-03-24,5.7184
2008-03-25,-1.2121
2008-03-26,-1.8252000000000002
2008-03-27,-3.9680999999999997
2008-03-28,-0.1139
2008-03-31,-0.0814
2008-04-01,7.2535
2008-04-02,1.5805
2008-04-03,-0.6882
2008-04-04,-1.8831
2008-04-07,-1.1823
2008-04-08,0.7303
2008-04-09,-2.468
2008-04-10,-0.5377
2008-04-11,-2.6872
2008-04-14,-3.0556
2008-04-15,-3.9272
2008-04-16,0.614
2008-04-17,-2.8073
2008-04-18,1.812
2008-04-21,-1.5683
2008-04-22,-2.2556
2008-04-23,3.2051
2008-04-24,2.449
2008-04-25,0.2945
2008-04-28,0.0518
2008-04-29,0.9839
2008-04-30,-0.8889
2008-05-01,3.4322
2008-05-02,19.7932
2008-05-05,4.691
2008-05-06,-0.3191
2008-05-07,0.9737
2008-05-08,-2.4173999999999998
2008-05-09,0.0406
2008-05-12,-0.2165
2008-05-13,0.434
2008-05-14,-1.0532
2008-05-15,-0.7642
2008-05-16,1.1139000000000001
2008-05-19,-0.9792
2008-05-20,-0.7691
2008-05-21,-2.0623
2008-05-22,-1.1588
2008-05-23,-1.4584
2008-05-27,1.8427
2008-05-28,-0.4702
2008-05-29,2.8486000000000002
2008-05-30,-1.2526
2008-06-02,-1.0289
2008-06-03,-0.3845
2008-06-04,-0.9578
2008-06-05,3.2044
2008-06-06,-2.3077
2008-06-09,-0.1575
2008-06-10,0.3298
2008-06-11,-1.8721999999999999
2008-06-12,0.6991
2008-06-13,7.8247
2008-06-16,-0.7512
2008-06-17,-0.3379
2008-06-18,-0.5831
2008-06-19,-0.15
2008-06-20,-0.0273
2008-06-23,-0.7106
2008-06-24,-1.046
2008-06-25,1.9471
2008-06-26,-1.3643
2008-06-27,1.7842
2008-06-30,-2.1199
2008-07-01,-2.8322000000000003
2008-07-02,-2.3003
2008-07-03,-1.4478
2008-07-07,-1.0239
2008-07-08,0.1199
2008-07-09,-2.4708
2008-07-10,-1.8578000000000001
2008-07-11,-0.2034
2008-07-14,-2.3358
2008-07-15,-1.4928
2008-07-16,1.8739
2008-07-17,2.4632
2008-07-18,-0.359
2008-07-21,0.2507
2008-07-22,0.8595
2008-07-23,2.2932
2008-07-24,-3.817
2008-07-25,-0.0157
2008-07-28,-1.6381000000000001
2008-07-29,2.8183
2008-07-30,-0.9344
2008-07-31,-1.0219
2008-08-01,2.6525
2008-08-04,-1.0521
2008-08-05,3.1744
2008-08-06,-0.773
2008-08-07,-3.2229
2008-08-08,3.4091
2008-08-11,3.0983
2008-08-12,-3.3013
2008-08-13,-0.3215
2008-08-14,-0.4454
2008-08-15,2.0827
2008-08-18,-2.282
2008-08-19,-2.7683
2008-08-20,1.3202
2008-08-21,-1.3187
2008-08-22,2.609
2008-08-25,-1.7364000000000002
2008-08-26,-0.6469
2008-08-27,1.8420999999999998
2008-08-28,1.3878
2008-08-29,0.446
2008-09-02,2.0211
2008-09-03,1.1406
2008-09-04,-1.4839
2008-09-05,-0.482
2008-09-08,0.7265
2008-09-09,-4.2975
2008-09-10,-2.261
2008-09-11,-0.4016
2008-09-12,-0.9516
2008-09-15,-2.1983
2008-09-16,-1.2987
2008-09-17,-5.3812
2008-09-18,3.013
2008-09-19,6.8363
2008-09-22,-2.8025
2008-09-23,-0.4167
2008-09-24,-4.0335
2008-09-25,4.0286
2008-09-26,-4.4426
2008-09-29,-5.1228
2008-09-30,2.5703
2008-10-01,8.1666
2008-10-02,-4.5333
2008-10-03,3.8932
2008-10-06,-10.5528
2008-10-07,-0.2442
2008-10-08,3.5782
2008-10-09,-10.818200000000001
2008-10-10,-5.8512
2008-10-13,7.3625
2008-10-14,-0.5244
2008-10-15,-4.0754
2008-10-16,1.4373
2008-10-17,7.3974
2008-10-20,6.5968
2008-10-21,-3.5311
2008-10-22,-4.6604
2008-10-23,-6.1152
2008-10-24,-9.5489
2008-10-27,-4.5443999999999996
2008-10-28,-2.1484
2008-10-29,-2.5948
2008-10-30,1.9466999999999999
2008-10-31,-5.9296
2008-11-03,-6.4103
2008-11-04,2.1975
2008-11-05,-0.8098
2008-11-06,-5.2646
2008-11-07,0.1486
2008-11-10,-5.6677
2008-11-11,0.4718
2008-11-12,-0.1252
2008-11-13,1.9748999999999999
2008-11-14,-7.0704
2008-11-17,-1.9517
2008-11-18,0.3711
2008-11-19,-6.4874
2008-11-20,-6.1467
2008-11-21,7.5067
2008-11-24,7.0538
2008-11-25,0.4992
2008-11-26,5.5298
2008-11-28,1.0355
2008-12-01,-6.5839
2008-12-02,0.2327
2008-12-03,6.3018
2008-12-04,-3.3385
2008-12-05,3.2923999999999998
2008-12-08,4.8125
2008-12-09,2.266
2008-12-10,-2.6239
2008-12-11,-7.0958
2008-12-12,-0.8379
2008-12-15,-0.91
2008-12-16,2.8862
2008-12-17,5.3554
2008-12-18,-1.8154
2008-12-19,4.7766
2008-12-22,-1.7941
2008-12-23,-2.0066
2008-12-24,1.2225
2008-12-26,1.0568
2008-12-29,0.1195
2008-12-30,3.7302
2008-12-31,2.1289
2009-01-02,4.1127
2009-01-05,0.7305
2009-01-06,2.1488
2009-01-07,0.5785
2009-01-08,-0.6275
2009-01-09,-3.2359999999999998
2009-01-12,-3.1267
2009-01-13,0.6455
2009-01-14,-3.6252
2009-01-15,-0.8681
2009-01-16,-0.2335
2009-01-20,-3.4231
2009-01-21,5.8164
2009-01-22,-1.4887000000000001
2009-01-23,1.0171
2009-01-26,0.4028
2009-01-27,1.2034
2009-01-28,1.2174
2009-01-29,-2.7972
2009-01-30,-0.2302
2009-02-02,0.2307
2009-02-03,0.0576
2009-02-04,-0.2013
2009-02-05,-1.7579
2009-02-06,2.5227
2009-02-09,-0.6009
2009-02-10,-3.4254
2009-02-11,3.7258
2009-02-12,-0.7184
2009-02-13,-0.7236
2009-02-17,-2.449
2009-02-18,-2.2415
2009-02-19,-0.5503
2009-02-20,-13.9256
2009-02-23,-0.8929
2009-02-24,1.4414
2009-02-25,-1.5631
2009-02-26,-1.3353
2009-02-27,2.0483
2009-03-02,-2.043
2009-03-03,3.6224
2009-03-04,-0.2825
2009-03-05,-0.5666
2009-03-06,2.5285
2009-03-09,-2.9177
2009-03-10,7.1556
2009-03-11,1.3022
2009-03-12,8.207
2009-03-13,-2.7109
2009-03-16,0.8453
2009-03-17,-1.9559
2009-03-18,0.2217
2009-03-19,-1.3902
2009-03-20,4.5819
2009-03-23,6.8321
2009-03-24,-0.5736
2009-03-25,-0.0288
2009-03-26,3.4622
2009-03-27,-4.0156
2009-03-30,-0.4939
2009-03-31,-0.292
2009-04-01,-0.9078
2009-04-02,0.3842
2009-04-03,-5.2988
2009-04-06,-1.2123
2009-04-07,-1.6048
2009-04-08,1.631
2009-04-09,0.7552
2009-04-13,0.8745
2009-04-14,-0.5882
2009-04-15,1.744
2009-04-16,2.5099
2009-04-17,2.0603
2009-04-20,-3.306
2009-04-21,4.6899
2009-04-22,1.3873
2009-04-23,-0.0285
2009-04-24,0.8554
2009-04-27,1.866
2009-04-28,0.5273
2009-04-29,8.3379
2009-04-30,1.0958
2009-05-01,10.562100000000001
2009-05-04,-0.4788
2009-05-05,-0.8477
2009-05-06,-0.6701
2009-05-07,-2.7216
2009-05-08,1.1717
2009-05-11,1.3472
2009-05-12,-2.2388
2009-05-13,-7.2042
2009-05-14,-0.9769
2009-05-15,0.0
2009-05-18,4.1537
2009-05-19,-1.9192
2009-05-20,1.7281
2009-05-21,0.7245
2009-05-22,0.0744
2009-05-26,2.404
2009-05-27,-0.847
2009-05-28,-0.0244
2009-05-29,0.7568
2009-06-01,1.9627
2009-06-02,2.0675
2009-06-03,-3.2363
2009-06-04,1.9489999999999998
2009-06-05,0.6608
2009-06-08,0.5393
2009-06-09,1.166
2009-06-10,-1.2679
2009-06-11,-0.4436
2009-06-12,1.0788
2009-06-15,-2.065
2009-06-16,-2.8192
2009-06-17,-3.4617
2009-06-18,-1.4141
2009-06-19,1.46
2009-06-22,-2.7013
2009-06-23,1.2713999999999999
2009-06-24,1.6141
2009-06-25,2.7736
2009-06-26,0.3435
2009-06-29,-0.8313
2009-06-30,1.6519
2009-07-01,1.2854999999999999
2009-07-02,-3.5201000000000002
2009-07-06,-0.3227
2009-07-07,-1.3197
2009-07-08,-0.2019
2009-07-09,0.9102
2009-07-10,-1.0524
2009-07-13,0.9623
2009-07-14,0.4264
2009-07-15,6.7433
2009-07-16,0.7253
2009-07-17,-1.0453
2009-07-20,3.1455
2009-07-21,-0.9331
2009-07-22,3.4229
2009-07-23,1.6881
2009-07-24,2.1407
2009-07-27,0.4491
2009-07-28,-0.3619
2009-07-29,-1.2821
2009-07-30,-0.6494
2009-07-31,-3.5076
2009-08-03,4.9221
2009-08-04,1.4418
2009-08-05,-0.9546
2009-08-06,1.0066
2009-08-07,1.6964000000000001
2009-08-10,-0.6464
2009-08-11,-2.8541
2009-08-12,-1.1882
2009-08-13,-1.8801999999999999
2009-08-14,-1.0472
2009-08-17,-2.0941
2009-08-18,1.173
2009-08-19,-0.8866
2009-08-20,0.3899
2009-08-21,1.8734
2009-08-24,-0.8971
2009-08-25,0.4073
2009-08-26,0.0902
2009-08-27,-1.0358
2009-08-28,1.6381999999999999
2009-08-31,-0.8283
2009-09-01,-1.8058999999999998
2009-09-02,-1.1494
2009-09-03,-0.3256
2009-09-04,0.5833
2009-09-08,-0.0232
2009-09-09,0.7193
2009-09-10,-0.3455
2009-09-11,0.8784
2009-09-14,0.8478
2009-09-15,-0.818
2009-09-16,4.4444
