ticker,OAKV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-24,3.75
2012-08-27,0.0
2012-09-14,-3.6145
2013-02-11,0.0
2013-02-26,0.0
2013-02-28,25.0
2013-05-21,6.0
2013-05-28,3.7736
2013-06-03,0.0
2013-06-07,-9.0909
2013-07-02,-2.4
2013-07-25,-9.8361
2013-08-05,-3.4091
2013-08-09,0.0
2013-09-05,4.7059
2013-09-06,6.7416
2013-09-20,1.0526
2013-09-30,-3.125
2013-11-11,-1.0753
2013-11-21,8.6957
2013-11-22,-4.0
2013-12-30,1.0417
2014-01-07,-9.2784
2014-01-17,2.2727
2014-01-21,-0.6667
2014-01-27,23.0425
2014-02-04,0.0
2014-02-10,0.0
2014-02-11,4.5455
2014-04-23,-1.7391
2014-05-21,0.177
2014-07-21,-2.4735
2014-07-28,1.4493
2014-07-30,1.7856999999999998
2014-08-01,-1.7544
2014-08-04,5.3571
2014-08-05,-6.7797
2014-08-13,3.6364
2014-08-14,-3.5088
2014-08-29,3.6364
2014-09-05,0.0
2014-09-09,0.7018
2014-09-24,-5.0523
2014-10-06,-0.9174
2014-10-10,-4.6296
2014-10-17,-0.9709
2014-10-24,-1.7647
2014-11-04,1.7964
2014-11-12,1.9607999999999999
2014-11-13,0.9615
2014-11-14,0.0
2014-11-17,1.9048
2014-11-26,1.8692
2014-12-16,-8.2569
2014-12-24,3.0
2015-01-07,-0.9709
2015-01-12,1.7647
2015-01-13,0.0
2015-01-22,0.1927
2015-01-23,1.9231
2015-01-26,0.0
2015-02-09,0.9434
2015-02-23,-1.8692
2015-02-24,0.0
2015-03-09,2.8571
2015-03-10,-4.6296
2015-03-16,2.9126
2015-03-19,0.0
2015-03-20,0.9434
2015-04-06,-1.8692
2015-04-07,-4.7619
2015-04-14,0.0
2015-04-15,0.0
2015-04-27,0.0
2015-05-08,0.6
2015-05-13,0.0
2015-05-15,0.3976
2015-05-21,0.9901
2015-05-22,-0.7843
2015-05-27,-0.1976
2015-05-28,-0.7921
2015-06-09,1.7964
2015-06-11,0.0
2015-06-19,-1.9607999999999999
2015-07-10,4.8
2015-07-13,-5.3435
2015-07-14,-0.2016
2015-07-15,1.0101
2015-07-16,-1.0
2015-07-17,0.0
2015-07-23,-2.0202
2015-07-24,-0.6186
2015-08-05,-0.2075
2015-08-10,8.1081
2015-08-13,0.7692
2015-08-14,2.0992
2015-08-18,-1.8692
2015-08-24,0.0
2015-08-28,-13.3333
2015-09-03,3.2967
2015-09-04,0.0
