ticker,LNKG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-03-28,2400.0
2002-04-02,52.0
2002-04-10,39.4737
2002-04-11,0.0
2002-04-12,0.0
2002-05-01,-43.3962
2002-05-29,70.0
2002-05-31,-11.7647
2002-06-04,13.3333
2002-07-25,0.0
2002-08-29,0.0
2002-09-24,-5.8824
2002-10-04,6.25
2002-10-17,-19.6078
2002-11-20,0.0
2002-12-03,0.0
2003-01-22,-26.8293
2003-02-19,-76.6667
2003-04-07,0.0
2004-01-13,257.1429
2004-04-07,-60.0
2004-05-20,-50.0
2004-05-21,100.0
2004-07-19,-60.0
2004-09-09,100.0
2005-01-06,0.0
2005-01-07,-12.5
2005-01-10,-28.5714
2005-02-10,-40.0
2005-02-11,0.0
2005-02-17,-50.0
2005-03-21,0.0
2005-04-13,0.0
2006-01-18,-33.3333
2006-04-03,200.0
2006-04-10,100.0
2006-04-17,0.0
2006-05-02,-16.6667
2006-05-05,0.0
2006-05-11,20.0
2006-05-18,0.0
2006-05-19,0.0
2006-05-26,0.0
2006-06-27,33.3333
2006-07-10,0.0
2006-07-14,-12.5
2006-07-17,14.2857
2006-08-30,0.0
2006-09-12,0.0
2006-09-15,0.0
2006-10-24,-62.5
2006-10-25,-33.3333
2006-11-06,-50.0
2006-11-07,0.0
2006-11-08,-40.0
2006-11-28,-16.6667
2006-11-29,0.0
2006-11-30,-20.0
2007-07-16,-25.0
2007-11-19,0.0
2007-12-20,-33.3333
2008-01-15,25.0
2008-02-21,0.0
2008-04-01,-20.0
2008-04-22,0.0
2008-05-29,-50.0
2008-06-02,-50.0
2008-06-24,0.0
2008-07-22,0.0
2008-10-01,0.0
2009-03-09,-25.0
2009-04-15,300.0
2009-11-19,-58.3333
2009-11-24,0.0
2010-05-04,-50.0
2010-07-09,15900.0
2011-03-07,0.0
2012-10-19,-99.25
2014-10-21,-66.6667
2015-03-09,0.0
2018-03-15,20940.0
2018-03-21,0.0
2018-03-23,-0.1407
2018-12-12,-99.2385
2019-08-15,50.0
2019-12-26,-33.3333
2020-01-30,2400.0
2020-01-31,-40.0
2020-03-11,-66.6667
2020-04-28,10.0
2020-05-04,0.0
2020-05-18,-9.0909
