ticker,INFG US Equity
2000-10-17,9.0909
2000-10-18,-8.3333
2000-10-30,0.0
2000-10-31,0.0
2000-11-07,0.0
2000-11-15,-4.5455
2000-11-17,0.0
2000-11-21,9.5238
2000-11-22,4.3478
2000-11-24,0.0
2000-11-27,2.0833
2000-11-28,-3.0612
2000-11-30,1.0526
2000-12-08,0.0
2000-12-11,0.0
2000-12-12,-1.0417
2000-12-13,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,-7.3684
2000-12-20,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-29,0.0
2001-01-03,0.0
2001-01-16,-2.2727
2001-01-17,1.1628
2001-01-19,-1.1494
2001-01-23,0.0
2001-02-06,0.0
2001-02-08,0.0
2001-02-15,-6.9767
2001-02-22,5.0
2001-02-23,-4.7619
2001-03-02,2.5
2001-03-05,-7.3171
2001-03-13,-5.2632
2001-03-14,-2.7778
2001-03-26,-2.8571
2001-03-27,-2.9412000000000003
2001-04-03,-3.0303
2001-04-09,-15.625
2001-04-11,0.7407
2001-04-18,0.0
2001-04-20,2.9412000000000003
2001-04-26,2.8571
2001-05-02,0.0
2001-05-03,0.0
2001-05-10,9.4444
2001-05-11,-1.0152
2001-05-16,-7.6923
2001-05-21,0.0
2001-05-23,-5.5556
2001-05-31,-5.8824
2001-06-05,-5.0
2001-06-06,-1.3158
2001-06-08,-16.6667
2001-06-11,-8.0
2001-06-13,13.0435
2001-06-14,0.0
2001-06-18,-3.8462
2001-06-20,-5.6
2001-06-21,5.9322
2001-06-22,0.0
2001-06-26,0.8
2001-07-02,-0.7937
2001-07-06,0.0
2001-07-17,-4.0
2001-07-31,4.1667
2001-08-02,0.0
2001-08-21,0.0
2001-08-23,0.0
2001-08-27,0.0
2001-08-28,0.0
2001-09-17,0.0
2001-09-18,0.0
2001-09-21,0.0
2001-10-08,-15.2
2001-10-15,0.0
2001-10-24,3.7736
2001-10-25,-7.2727
2001-10-26,0.0
2001-10-29,7.8431
2001-11-06,0.0
2001-11-09,0.0
2001-11-13,0.0
2001-11-28,-8.1818
2001-12-05,0.0
2001-12-06,-16.8317
2001-12-07,-9.5238
2001-12-10,18.4211
2001-12-17,-5.5556
2001-12-18,-8.2353
2001-12-19,33.3333
2002-01-03,-13.461500000000001
2002-01-28,38.8889
2002-02-08,-8.0
2002-02-21,-11.3043
2002-02-22,-6.8627
2002-02-26,11.5789
2002-02-27,0.0
2002-02-28,-10.3774
2002-03-01,-13.6842
2002-03-07,-8.5366
2002-03-14,34.6667
2002-03-26,23.7624
2002-04-15,-16.0
2002-05-10,9.5238
2002-05-14,-8.6957
2002-05-20,28.5714
2002-05-30,-11.1111
2002-06-13,-10.0
2002-07-01,-5.5556
2002-07-11,0.0
2002-07-16,2.9412000000000003
2002-07-25,-1.9048
2002-07-30,9.7087
2002-08-13,-2.6549
2002-08-14,-4.5455
2002-08-27,14.2857
2002-09-06,4.1667
2002-09-16,-12.0
2002-09-17,13.6364
2002-09-19,-8.0
2002-09-30,-8.6957
2002-10-01,-21.9048
2002-10-08,-18.2927
2002-10-10,-23.8806
2002-10-11,27.451
2002-10-18,15.3846
2002-10-21,0.0
2002-10-22,-6.6667
2002-10-24,0.0
2002-11-20,80.0
2002-12-10,-36.5079
2002-12-17,25.0
2002-12-24,0.0
2002-12-30,-20.0
2002-12-31,37.5
2003-01-06,-9.0909
2003-01-07,-30.0
2003-01-28,27.1429
2003-01-31,11.236
2003-03-06,-29.2929
2003-04-29,0.0
2003-05-01,-21.4286
2003-06-02,0.0
2003-06-17,18.1818
2003-06-18,-18.4615
2003-06-23,5.6604
2003-06-24,-37.5
2003-07-02,-14.2857
2003-07-03,-33.3333
2003-07-08,45.0
2003-07-09,3.4483
2003-07-10,23.3333
2003-07-11,2.7027
2003-07-14,5.2632
2003-07-15,27.5
2003-09-05,-90.1961
2003-09-08,900.0
2003-09-15,0.0
2003-09-17,0.0
2003-10-16,-18.0
2003-10-17,-12.1951
2003-10-21,-33.3333
2003-11-06,0.0
2003-11-10,50.0
2003-11-13,180.5556
2003-11-20,-49.505
2003-11-21,0.0
2003-12-08,37.2549
2003-12-31,-28.5714
2004-01-07,-30.0
2004-01-08,100.0
2004-01-14,7.1429
2004-02-18,0.0
2004-03-01,0.0
2004-03-05,6.6667
2004-06-17,-56.25
2004-06-21,14.2857
2004-06-22,0.0
2004-07-06,5.0
2004-07-07,19.0476
2004-07-19,-30.0
2004-07-21,0.0
2004-08-16,-42.8571
2004-09-03,0.0
2004-10-12,0.0
2004-10-21,0.0
2004-10-28,0.0
2004-11-09,-40.0
2004-11-11,275.0
2004-11-17,-73.3333
2004-11-18,275.0
2004-11-23,-44.4444
2004-11-29,-20.0
2004-11-30,275.0
2004-12-07,-84.0
2004-12-10,66.6667
2004-12-14,25.0
2004-12-27,-52.0
2004-12-29,8.3333
2004-12-31,476.9231
2005-01-25,-84.0
2005-02-03,0.0
2005-02-25,0.0
2005-03-16,0.0
2005-03-28,25.0
2005-05-03,-33.3333
2005-05-06,-50.0
2005-05-25,0.0
2005-05-26,100.0
2005-06-08,-50.0
2005-06-10,0.0
2005-06-21,-16.0
2005-07-12,0.0
2005-07-15,0.0
2005-08-04,0.0
2005-08-08,173.8095
2005-08-15,-4.3478
2005-08-23,27.2727
2005-09-02,-21.4286
2005-09-14,0.0
2005-09-15,0.0
2005-09-20,0.0
2005-09-23,-72.7273
2005-10-05,0.0
2005-11-08,0.0
2005-11-09,0.0
2005-11-21,66.6667
2005-12-06,120.0
2005-12-19,9.0909
2005-12-20,0.0
2005-12-22,8.3333
2005-12-27,-23.0769
2005-12-30,50.0
2006-01-17,-33.3333
2006-01-25,0.0
2006-01-30,0.0
2006-02-14,0.0
2006-02-27,0.0
2006-03-23,0.0
2006-03-28,0.0
2006-04-11,0.0
2006-04-17,20.0
2006-04-20,-8.3333
2006-05-05,13.6364
2006-05-24,-4.0
2006-05-26,-25.0
2006-06-01,11.1111
2006-06-02,0.0
2006-06-22,100.0
2006-06-23,0.0
2006-06-29,0.0
2006-07-14,0.0
2006-07-19,0.0
2006-07-21,0.0
2006-07-24,-50.0
2006-07-28,100.0
2006-08-01,0.0
2006-08-31,0.0
2006-09-11,0.0
2006-09-25,0.0
2006-10-02,50.0
2006-10-03,33.3333
2006-10-09,-50.0
2006-10-11,25.0
2006-10-13,0.0
2006-10-27,0.0
2006-11-08,0.0
2006-11-21,60.0
2006-11-28,-37.5
2006-11-30,60.0
2006-12-08,-37.5
2006-12-11,0.0
2006-12-13,0.0
2007-01-08,0.0
2007-01-18,20.0
2007-01-24,-33.3333
2007-02-22,0.0
2007-03-05,50.0
2007-03-08,-33.3333
2007-03-09,50.0
2007-05-07,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-24,0.0
2007-05-31,0.0
2007-06-05,0.0
2007-06-13,0.0
2007-06-25,0.0
2007-06-29,0.0
2007-08-09,0.0
2007-10-15,0.0
2007-10-16,0.0
2007-11-05,0.0
2007-11-21,0.0
2007-11-26,0.0
2007-11-28,0.0
2007-12-03,0.0
2007-12-10,0.0
2007-12-26,0.0
2007-12-31,-16.6667
2008-03-11,20.0
2008-05-07,0.0
2008-08-04,6.6667
2008-10-01,-37.5
2008-12-31,-20.0
2009-02-27,-99.6875
2009-03-03,7900.0
2009-06-08,-99.6875
2009-10-08,79900.0
2009-10-12,250.0
2009-11-18,-17.1429
2009-11-25,0.0
2009-12-07,-65.5172
2009-12-28,-50.0
2009-12-29,0.0
2010-03-02,0.0
2010-09-30,0.0
2010-11-24,0.0
2010-12-06,-80.0
2010-12-13,0.0
2010-12-20,-85.0
2010-12-28,5233.3333
2010-12-29,0.0
2011-01-14,525.0
2011-02-09,-99.3
2011-03-29,3.5714
2011-06-06,0.0
2011-08-16,0.0
2011-09-12,0.0
2011-10-05,1.7241
2011-10-17,0.0
2011-10-28,0.0
2011-11-21,3.3898
2011-11-28,0.0
2011-11-30,0.0
2011-12-16,555.7377
2011-12-20,0.0
2011-12-23,0.0
2011-12-30,20.0
2012-02-13,33.3333
2012-03-16,50.0
2012-04-12,-33.3333
2012-04-17,0.0
2012-04-23,-50.0
2012-04-25,0.0
2012-05-04,0.0
2012-06-01,25.0
2012-06-26,0.0
2012-07-05,-36.0
2012-07-24,6.25
2012-10-03,5.8824
2012-10-18,2566.6667
2012-10-25,-95.625
2012-11-08,138.0952
2012-11-09,0.0
2012-11-16,20.0
2012-11-28,0.0
2012-12-06,-16.6667
2012-12-13,0.0
2012-12-19,0.0
2012-12-31,0.0
2013-03-12,100.0
2013-03-13,-20.0
2013-03-14,0.0
2013-03-18,0.0
2013-03-28,1.25
2013-04-01,4.9383
2013-04-24,-41.1765
2013-04-26,0.0
2013-05-20,-30.0
2013-05-29,-28.5714
2013-06-07,0.0
2013-06-12,120.0
2013-06-24,-36.3636
2013-07-02,0.0
2013-07-18,42.8571
2013-07-23,20.0
2013-07-25,0.0
2013-07-29,0.0
2013-08-07,8.3333
2013-08-08,15.3846
2013-08-13,0.0
2013-09-19,-6.6667
2013-09-25,0.0
2013-11-08,0.0
2013-12-11,0.0
2013-12-19,28.5714
2013-12-20,11.1111
2013-12-26,30.0
2013-12-27,84.6154
2014-01-23,-37.5
2014-02-07,0.0
2014-02-19,0.0
2014-02-26,-20.0
2014-05-16,33.3333
2014-06-24,18.75
2014-07-21,-2.6316
2014-08-06,-13.5135
2014-10-22,-18.125
2014-11-04,14.5038
2014-12-02,0.0
2014-12-08,0.0
2014-12-24,0.0
2014-12-30,6.6667
2015-01-13,-6.25
2015-02-06,0.0
2015-02-27,0.0
2015-04-10,0.0
2015-04-15,-13.3333
2015-06-08,0.0
2015-07-17,-7.6923
2015-08-07,66.6667
2015-08-10,37.5
2015-08-11,27.2727
2015-08-12,-11.4286
2015-08-13,12.9032
2015-08-14,14.2857
2015-08-17,-7.5
2015-08-25,0.0
2015-09-01,-18.9189
2015-09-08,16.6667
2015-09-11,2.8571
2015-10-19,-2.7778
2015-10-21,-28.5714
2015-12-08,4.0
2015-12-29,96.1538
2016-01-06,-41.1765
2016-01-22,0.0
2016-02-01,86.6667
2016-02-05,-46.4286
2016-02-08,0.0
2016-02-09,33.3333
2016-02-12,0.0
2016-02-16,-12.5
2016-02-25,14.2857
2016-03-14,-25.0
2016-05-02,-33.3333
2016-05-17,25.0
2016-07-06,20.0
2016-08-30,0.0
2016-08-31,13.3333
2016-10-27,32.3529
2016-11-01,-33.3333
2016-11-02,0.0
2016-11-10,0.0
2016-12-19,6.6667
2017-01-04,25.0
2017-01-06,0.0
2017-01-24,-20.0
2017-01-30,0.0
2017-03-30,0.0
2017-04-06,12.5
2017-05-24,0.0
2017-06-14,0.2778
2017-07-26,0.0
2017-08-25,0.0
2017-09-18,0.0
2017-10-12,-11.3573
2017-11-07,17.8125
2017-11-09,6.1008
2017-11-13,0.0
2017-11-28,-25.0
2017-12-26,0.0
2018-01-24,0.0
2018-01-30,25.6667
2018-02-02,6.1008
2018-02-06,-25.0
2018-12-14,69.8302
2018-12-18,15.6863
2019-01-09,0.0
2019-02-26,-14.4068
2019-04-15,20.7921
2019-07-16,0.0
2019-11-06,-1.6393
2019-12-13,0.1667
2019-12-16,-0.1664
2019-12-26,-3.3333
2020-02-14,-9.4828
