ticker,PCRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-03,0.2857
2011-02-04,0.1425
2011-02-07,0.1422
2011-02-08,-4.5455
2011-02-09,-7.2842
2011-02-10,6.733
2011-02-11,4.0602
2011-02-14,1.1561
2011-02-15,-1.2857
2011-02-16,-4.7757
2011-02-17,5.4711
2011-02-18,-7.0605
2011-02-22,7.4419
2011-02-23,-0.2886
2011-02-24,-0.2894
2011-02-25,3.0479
2011-02-28,-2.8169
2011-03-01,0.4348
2011-03-02,0.1605
2011-03-03,1.5685
2011-03-04,-1.7021
2011-03-07,-0.303
2011-03-08,-0.1303
2011-03-09,-1.3043
2011-03-10,-0.1468
2011-03-11,1.1764999999999999
2011-03-14,-0.1453
2011-03-15,-0.4367
2011-03-16,0.1462
2011-03-17,2.9196999999999997
2011-03-18,-0.7092
2011-03-21,0.0
2011-03-22,0.1429
2011-03-23,0.5688
2011-03-24,0.2855
2011-03-25,-0.2829
2011-03-28,-0.1418
2011-03-29,-0.2841
2011-03-30,2.4217
2011-03-31,-1.2517
2011-04-01,-0.9859
2011-04-04,1.2802
2011-04-05,-1.1236
2011-04-06,1.7045
2011-04-07,-1.2570000000000001
2011-04-08,-0.2829
2011-04-11,0.1418
2011-04-12,0.1133
2011-04-13,-0.6791
2011-04-14,-0.9972
2011-04-15,2.8777
2011-04-18,0.1399
2011-04-19,0.419
2011-04-20,8.484
2011-04-21,0.8974
2011-04-25,9.7713
2011-04-26,4.1787
2011-04-27,14.6667
2011-04-28,1.8411
2011-04-29,0.2854
2011-05-02,-5.0285
2011-05-03,9.8901
2011-05-04,-3.7273
2011-05-05,-1.5109
2011-05-06,4.1227
2011-05-09,-0.5525
2011-05-10,-1.2963
2011-05-11,-3.0019
2011-05-12,2.9981
2011-05-13,-3.662
2011-05-16,1.3645
2011-05-17,0.8654
2011-05-18,0.9533
2011-05-19,1.5109
2011-05-20,2.0465
2011-05-23,8.4777
2011-05-24,16.2185
2011-05-25,9.8337
2011-05-26,-3.555
2011-05-27,-0.4096
2011-05-31,-1.9877
2011-06-01,-3.5664
2011-06-02,1.3778000000000001
2011-06-03,-1.0014
2011-06-06,-6.6474
2011-06-07,2.0898
2011-06-08,-1.4405000000000001
2011-06-09,-3.1538
2011-06-10,0.8737
2011-06-13,4.0945
2011-06-14,-12.2542
2011-06-15,-0.431
2011-06-16,-4.329
2011-06-17,-4.5249
2011-06-20,5.9716000000000005
2011-06-21,3.8462
2011-06-22,7.2351
2011-06-23,0.0
