ticker,HADV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-31,0.0
2012-12-13,100.0
2013-07-19,566.6667
2013-07-22,0.0
2013-08-22,-75.0
2013-08-23,40.0
2013-09-13,42.8571
2013-10-28,150.0
2013-10-29,0.0
2013-10-30,0.0
2013-11-06,0.0
2013-11-19,-40.0
2013-11-27,0.0
2013-11-29,-33.3333
2013-12-03,0.0
2013-12-04,0.0
2013-12-06,0.0
2013-12-13,0.0
2013-12-18,50.0
2013-12-23,-33.3333
2013-12-30,150.0
2013-12-31,0.0
2014-01-02,-40.0
2014-01-06,-33.3333
2014-01-16,0.0
2014-01-29,150.0
2014-02-06,-76.0
2014-02-07,0.0
2014-02-21,66.6667
2014-03-21,0.0
2014-05-16,-40.0
2014-05-22,0.0
2014-05-28,0.0
2014-06-02,0.0
2014-06-19,275.2083
2014-08-18,-68.9062
2014-08-21,-14.2857
2014-08-26,16.6667
2014-09-29,1.4285999999999999
2014-10-01,1026.7606
2014-10-02,-90.125
2014-11-03,-2.5316
2015-06-03,42.8571
2015-08-03,-90.0
2015-08-05,718.1818
2015-09-14,11.1111
2015-09-30,-40.0
2015-10-02,0.0
2015-10-20,0.0
2016-03-17,-16.6667
2016-08-11,231.0
2016-09-20,-69.7885
2016-09-22,-16.0
2016-09-26,66.6667
2016-09-28,104.2857
2016-09-29,36.014
2016-09-30,18.7661
2016-10-03,22.0779
2016-10-04,24.4681
2016-10-05,26.7272
2016-10-06,-37.2769
2016-10-07,23.6559
2016-10-10,14.4928
2016-10-11,8.8608
2016-10-12,25.5814
2016-10-13,19.814799999999998
2016-10-14,12.0556
2016-10-17,-7.5862
2016-10-18,8.9739
2016-10-19,5.4614
2016-10-20,0.0
2016-10-21,16.8831
2016-10-24,28.8889
2016-10-25,17.2414
2016-10-26,13.0653
2016-10-27,3.402
2016-10-28,-4.4025
2016-10-31,19.0789
2016-11-01,10.4972
2016-11-02,17.0
2016-11-03,4.7009
2016-11-04,8.5714
2016-11-07,-2.2556
2016-11-08,-5.7692
2016-11-09,13.8776
2016-11-10,12.5448
2016-11-11,7.9618
2016-11-14,13.0476
2016-11-15,9.5944
2016-11-16,-1.6667
2016-11-17,-5.0847
2016-11-18,-78.5714
2016-11-21,-78.5714
2016-11-22,100.0
2016-11-23,122.2222
2016-11-25,62.5
2016-11-28,-49.5913
2016-11-29,-11.4926
2016-11-30,-18.9655
2016-12-01,-17.0213
2016-12-02,15.3846
2016-12-05,-14.4444
2016-12-06,-9.0909
