ticker,RRRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-11-06,1180.0
2012-12-03,56.25
2013-02-27,153.0
2013-03-01,-27.2727
2013-03-19,0.0
2013-03-21,75.0
2013-04-15,-14.2857
2013-04-26,8.3333
2013-05-01,0.0
2013-05-08,23.0769
2013-05-09,0.0
2013-05-21,12.5
2013-05-28,11.1111
2013-06-17,-40.0
2013-06-18,0.0
2013-06-19,66.6667
2013-10-01,-70.0
2013-11-08,0.0
2013-12-17,0.0
2014-01-21,66.6667
2014-04-29,-40.0
2014-05-20,0.0
2014-06-24,0.0
2014-08-13,483.3333
2014-11-24,0.0
2014-12-19,45.7143
2014-12-29,0.0
2015-01-29,-70.5882
2015-02-03,0.0
2015-03-11,-73.3333
2015-03-16,-25.0
2015-03-17,-16.6667
2015-03-18,-20.0
2015-03-23,-25.0
2015-03-31,-33.3333
2015-05-01,50.0
2015-05-15,34.1667
2015-06-01,49.0683
2015-06-02,-13.3333
2015-06-03,-21.1538
2015-06-04,-24.3902
2015-06-05,0.8065
2015-06-09,-16.8
2015-08-11,15.3846
2015-08-12,0.0
2015-08-31,66.6667
2015-09-01,-40.0
2015-10-05,-33.3333
2016-03-24,-80.0
2016-05-09,0.0
2016-05-17,0.0
2016-08-08,10.0
2016-08-09,18.1818
2016-08-10,2.3077
2016-08-12,0.0
2016-08-16,1.5038
2016-08-19,-10.3704
2016-08-25,23.9669
2016-09-01,-33.3333
2016-09-02,5.0
2016-09-09,0.9524
2016-10-21,-33.9623
2016-11-07,-14.2857
2017-01-25,46.6667
2017-01-30,0.0
2017-01-31,1.1364
2017-02-01,1.1236
2017-02-02,1.1111
2017-02-03,1.0989
2017-02-06,2.1739
2017-02-07,1.0638
2017-02-08,2.1053
2017-02-09,1.0309
2017-02-10,3.0612
2017-02-13,2.9703
2017-02-14,0.9615
2017-02-15,1.9048
2017-02-16,2.8037
2017-02-17,0.9091
2017-02-21,0.9009
2017-02-22,0.8929
2017-02-23,1.7699
2017-02-24,1.7391
2017-02-27,2.5641
2017-02-28,0.8333
2017-03-01,0.8264
2017-03-02,0.0
2017-03-03,2.459
2017-03-06,0.8
2017-03-07,1.5873
2017-03-08,2.3438
2017-03-09,2.1374
2017-03-10,0.1495
2017-03-13,1.4925
2017-03-14,0.7353
2017-03-15,-1.4599
2017-03-16,7.0648
2017-03-17,0.32
2017-03-20,1.3793
2017-03-21,2.0408
