ticker,RRRT US Equity
2017-03-22,0.6667
2017-03-23,3.3113
2017-03-24,-96.7308
2017-03-27,-16.6667
2017-03-28,-5.8824
2017-03-29,-10.0
2017-03-30,-16.6667
2017-03-31,-5.0
2017-04-03,-17.5439
2017-04-04,15.1596
2017-04-05,69.9769
2017-04-06,48.913
2017-04-07,-6.5693
2017-04-10,-14.0625
2017-04-11,31.8182
2017-04-12,-17.2414
2017-04-13,-13.3333
2017-04-17,15.3846
2017-04-18,-15.8333
2017-04-19,0.0
2017-04-20,16.9554
2017-04-21,-0.3175
2017-04-24,-14.2251
2017-04-25,13.2426
2017-04-26,-26.5574
2017-04-27,9.2262
2017-04-28,-5.1771
2017-05-01,-19.5402
2017-05-02,0.0
2017-05-03,-8.5714
2017-05-04,9.375
2017-05-05,-27.1429
2017-05-08,0.0
2017-05-09,5.8824
2017-05-10,-5.0926
2017-05-11,-1.2195
2017-05-12,18.0247
2017-05-15,-0.6276
2017-05-17,-15.7895
2017-05-18,0.0
2017-05-19,-8.0
2017-05-22,-13.0435
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,19.375
2017-05-26,-18.3246
2017-05-31,-12.8205
2017-06-01,-11.0294
2017-06-02,-6.1983
2017-06-06,0.0881
2017-06-07,0.0
2017-06-08,0.7042
2017-06-09,2.0979
2017-06-12,0.0
2017-06-13,-1.3699
2017-06-15,-20.1389
2017-06-19,21.7391
2017-06-20,-21.4286
2017-06-23,27.2727
2017-06-27,21.4286
2017-06-28,47.0588
2017-06-29,-20.0
2017-06-30,-12.5
2017-07-06,-0.5714
2017-07-07,-13.7931
2017-07-10,3.3333
2017-07-17,-3.871
2017-07-20,-19.4631
2017-07-25,4.1667
2017-07-27,0.0
2017-08-01,-34.4
2017-08-02,1.2195
2017-08-07,19.2771
2017-08-09,-8.0808
2017-08-17,-10.989
2017-08-21,54.321
2017-08-22,-35.2
2017-09-06,0.0
2017-09-11,4.8148
2017-09-20,0.1178
2017-09-22,-2.3529
2017-09-25,109.6386
2017-09-26,-22.4138
2017-09-28,16.2963
2017-10-05,-28.6624
2017-10-11,-1.7856999999999998
2017-10-12,31.8182
2017-10-13,-5.5172
2017-10-18,-23.3577
2017-10-24,-2.8571
2017-10-26,54.902
2017-11-02,-35.443
2017-11-03,-1.9607999999999999
2017-11-06,-19.0
2017-11-07,23.4568
2017-11-08,0.0
2017-11-09,0.0
2017-11-13,-19.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,2.4691
2017-11-21,0.0
2017-11-22,14.9639
2017-11-28,-16.1601
2017-11-29,-32.5
2017-11-30,1.8519
2017-12-05,18.1818
2017-12-08,-20.0
2017-12-11,-1.9231
2017-12-12,1.9607999999999999
2017-12-13,1.9231
2017-12-19,0.0
2017-12-20,-5.6604
2017-12-22,-10.0
2017-12-26,-11.1111
2017-12-27,37.5
2017-12-28,-18.1818
2017-12-29,-8.8889
2018-01-02,26.8293
2018-01-16,15.3846
2018-02-06,-12.8833
2018-02-20,-21.5611
2018-03-06,26.8293
2018-03-13,-21.1538
2018-03-16,119.5122
2018-03-19,0.0
2018-03-22,-54.4444
2018-03-27,119.5122
2018-04-17,-54.4444
2018-04-18,0.0
2018-04-20,117.0732
2018-04-23,-52.809
2018-05-09,0.0
2018-05-21,19.0476
2018-05-25,200.0
2018-05-29,13.3333
2018-05-30,-18.8235
2018-06-05,-27.5362
2018-06-08,0.0
2018-06-11,-15.0
2018-06-13,75.2941
2018-06-20,-19.4631
2018-06-21,-16.6667
2018-06-25,0.0
2018-06-28,-10.0
2018-06-29,0.0
2018-07-02,-11.1111
2018-07-05,-12.5
2018-07-30,-7.1429
2018-08-03,0.0
2018-08-27,23.0769
2018-08-29,0.0
2018-08-31,-17.875
2018-09-13,113.0898
2018-09-17,-53.5714
2018-09-25,0.0
2018-09-28,0.0
2018-10-02,0.0
2018-10-09,-0.3077
2018-10-15,-7.4074
2018-10-30,-4.6667
2018-11-05,0.0
2018-11-13,-10.8392
2018-11-27,2.7451
2018-11-28,-2.6718
2018-12-10,0.0
2018-12-11,-1.9607999999999999
2018-12-19,-18.0
2018-12-20,0.0
2018-12-27,0.0
2018-12-31,0.0
2019-01-10,0.0
2019-01-14,0.0
2019-03-01,46.3415
2019-03-12,0.0
2019-03-14,0.0
2019-03-22,0.0
2019-05-03,0.0
2019-05-10,11.6667
2019-05-14,-10.4478
2019-05-28,-28.3333
2019-07-01,16.2791
2019-07-29,2.0
2019-08-29,-1.9607999999999999
2019-09-11,3.2
2019-10-01,-22.4806
2019-10-04,0.0
2019-10-07,-25.0
2019-10-09,0.0
2019-10-11,3.3333
2019-10-22,-35.4839
2019-10-23,0.0
2019-11-04,50.0
2019-11-14,293.3333
2019-11-15,-32.2034
2019-11-18,-11.25
2019-11-22,5.6338
2019-11-26,0.0
2019-11-27,13.0
2019-12-02,94.6903
2019-12-05,-45.4545
2019-12-06,-31.1111
2019-12-09,141.7742
2019-12-11,-33.2889
2019-12-12,-20.0
2019-12-13,-12.5
2019-12-16,-12.857099999999999
2019-12-26,31.1475
2019-12-27,-37.5
2020-01-07,-20.0
2020-01-08,22.5
2020-01-14,53.0612
2020-01-15,-53.3333
2020-01-23,14.2857
2020-02-03,-12.5
2020-02-10,60.0
2020-02-11,18.5714
2020-02-14,-8.1325
2020-02-18,0.0
2020-02-26,0.0
2020-02-27,-4.918
2020-03-02,-1.7241
2020-03-05,0.0
2020-03-10,-28.0702
2020-03-16,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-27,204.878
2020-03-30,-4.0
2020-03-31,0.0
2020-04-01,-4.1667
2020-04-03,10.0
2020-04-07,18.5771
2020-04-08,-13.3333
2020-04-09,61.5385
2020-04-13,0.0
2020-04-14,-4.7619
2020-04-15,-5.0
2020-04-20,0.0
2020-04-21,-4.2105
2020-04-23,0.0
2020-04-24,-1.0989
2020-04-27,0.0
2020-04-28,0.0
2020-04-30,0.0
2020-05-01,44.4444
2020-05-04,17.1154
2020-05-05,-17.8982
2020-05-06,-20.0
2020-05-07,-2.5
2020-05-08,-48.2051
2020-05-11,33.6634
2020-05-13,85.1852
2020-05-15,-4.0
2020-05-18,4.1667
2020-05-19,-24.52
2020-05-20,-1.9607999999999999
2020-05-22,2.1622
2020-05-26,29.6296
2020-05-27,-22.0408
2020-05-29,-3.9267
2020-06-02,8.9918
2020-06-04,0.0
2020-06-08,-10.75
2020-06-11,66.3866
2020-06-12,-19.8316
2020-06-16,-47.501
2020-06-17,119.6
2020-06-19,-0.1821
2020-06-22,24.0876
2020-06-23,2.9412000000000003
2020-06-24,-18.0
2020-06-29,-13.2404
2020-06-30,-0.4016
2020-07-02,-0.8065
2020-07-07,1.2195
2020-07-08,0.0
2020-07-10,-0.4016
2020-07-13,-49.1935
2020-07-14,11.1111
2020-07-15,71.4286
2020-07-16,-16.875
2020-07-17,-16.0401
2020-07-24,-10.4478
2020-07-28,40.0
2020-07-29,19.0476
2020-07-30,48.0
2020-07-31,-45.9459
