ticker,MITI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-12-01,-15.3846
2012-01-12,-54.5455
2012-02-06,0.0
2012-02-17,25.0
2012-04-12,-40.0
2012-10-31,-66.8333
2012-11-01,-59.799
2012-11-06,-6.25
2012-11-07,33.3333
2012-11-08,-25.0
2012-11-09,33.3333
2012-11-12,0.0
2012-11-16,0.0
2012-11-27,-2.0
2012-12-03,-40.8163
2012-12-04,3.4483
2012-12-14,63.3333
2012-12-19,-38.7755
2012-12-24,33.3333
2013-01-03,0.0
2013-01-04,0.0
2013-01-07,50.0
2013-01-08,25.0
2013-01-11,0.0
2013-01-23,5.3333
2013-01-24,0.0
2013-02-26,-5.0633
2013-03-26,0.0
2013-03-27,6.6667
2013-03-28,0.0
2013-04-04,12.5
2013-04-18,-10.0
2013-04-24,8.642
2013-04-30,-3.4091
2013-05-14,-17.647100000000002
2013-05-16,0.0
2013-05-21,0.0
2013-05-23,-1.4285999999999999
2013-05-30,-5.7971
2013-05-31,7.6923
2013-06-06,0.0
2013-06-07,0.0
2013-06-13,-10.7143
2013-06-14,-4.77
2013-06-17,-15.6568
2013-06-18,-10.3586
2013-06-19,44.4444
2013-06-20,0.0
2013-06-21,-7.6923
2013-06-24,-26.6667
2013-06-25,9.0909
2013-06-26,25.0
2013-06-27,-21.6667
2013-06-28,25.5319
2013-07-01,-6.7797
2013-07-02,1.8182
2013-07-03,-1.7856999999999998
2013-07-05,0.0
2013-07-08,-5.4545
2013-07-09,-3.8462
2013-07-10,-10.0
2013-07-11,11.1111
2013-07-12,0.0
2013-07-15,-6.0
2013-07-17,6.383
2013-07-19,0.0
2013-07-22,-17.0
2013-07-23,-15.6627
2013-07-26,28.5714
2013-07-29,-11.1111
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,32.5
2013-08-02,-5.6604
2013-08-05,5.975
2013-08-09,-22.6233
2013-08-14,2.439
2013-08-15,-9.5238
2013-08-16,6.8421
2013-08-19,8.3744
2013-08-20,-2.2727
2013-08-21,-6.9767
2013-08-22,2.5
2013-08-27,-26.8293
2013-08-28,0.0
2013-08-29,-1.6667
2013-09-03,-6.7797
2013-09-04,1.8182
2013-09-05,0.0
2013-09-06,25.0
2013-09-09,-13.7143
2013-09-11,15.894
2013-09-12,7.1429
2013-09-16,-14.6667
2013-09-17,-6.25
2013-09-18,0.0
2013-09-20,23.0
2013-09-25,-26.5583
2013-09-26,10.7011
2013-09-27,33.3333
2013-09-30,-7.5
2013-10-02,-10.777
