ticker,CCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-18,-7.6087
2014-06-19,-0.2353
2014-06-20,-0.9434
2014-06-23,-1.2381
2014-06-24,3.6644
2014-06-25,1.4884
2014-06-26,0.55
2014-06-27,0.2735
2014-06-30,0.6818
2014-07-01,1.5800999999999998
2014-07-02,0.6667
2014-07-03,1.5011
2014-07-07,-2.2619
2014-07-08,-1.8247
2014-07-09,-0.4533
2014-07-10,-1.8215
2014-07-11,1.3451
2014-07-14,0.4577
2014-07-15,-0.3645
2014-07-16,-1.2346
2014-07-17,-4.7684999999999995
2014-07-18,2.5766
2014-07-21,-0.9479
2014-07-22,1.1005
2014-07-23,0.7099
2014-07-24,0.8459
2014-07-25,-1.0252
2014-07-28,-4.2844
2014-07-29,-2.3609999999999998
2014-07-30,-1.8136
2014-07-31,-2.155
2014-08-01,1.4683
2014-08-04,-0.5168
2014-08-05,-0.2078
2014-08-06,0.7288
2014-08-07,-1.7570999999999999
2014-08-08,3.9979
2014-08-11,0.0506
2014-08-12,-0.91
2014-08-13,1.0714
2014-08-14,-0.0505
2014-08-15,-1.0606
2014-08-18,7.3507
2014-08-19,2.0922
2014-08-20,-0.7452
2014-08-21,-1.0793
2014-08-22,-2.7989
2014-08-25,0.6345
2014-08-26,-2.8613
2014-08-27,-0.8487
2014-08-28,0.7049
2014-08-29,0.95
2014-09-02,-1.6840000000000002
2014-09-03,-0.6549
2014-09-04,-0.5578
2014-09-05,0.0
2014-09-08,0.357
2014-09-09,-0.3049
2014-09-10,-0.1529
2014-09-11,-0.9699
2014-09-12,-1.134
2014-09-15,-1.4077
2014-09-16,0.4759
2014-09-17,0.0
2014-09-18,1.0526
2014-09-19,-2.5
2014-09-22,-2.3504
2014-09-23,-1.8599999999999999
2014-09-24,-0.8919
2014-09-25,-1.8559999999999999
2014-09-26,4.3553
2014-09-29,-2.4712
2014-09-30,-2.3086
2014-10-01,-2.4207
2014-10-02,2.2445
2014-10-03,-1.0976
2014-10-06,-2.5117000000000003
2014-10-07,-2.7561
2014-10-08,2.2181
2014-10-09,-0.1808
2014-10-10,-1.5699999999999998
2014-10-13,-3.4356
2014-10-14,2.0966
2014-10-15,-0.6845
2014-10-16,-1.9424000000000001
2014-10-17,4.8562
2014-10-20,3.5954
2014-10-21,3.8824
2014-10-22,-0.453
2014-10-23,2.7304
2014-10-24,0.8859
2014-10-27,0.0
2014-10-28,-0.933
2014-10-29,-0.1662
2014-10-30,0.444
2014-10-31,2.0994
