ticker,ATEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-21,8.0667
2014-03-24,-5.9223
2014-03-25,-0.3279
2014-03-26,-7.8289
2014-03-27,1.7130999999999998
2014-03-28,2.8772
2014-03-31,2.5921
2014-04-01,1.1968
2014-04-02,-3.4166
2014-04-03,0.0
2014-04-04,-3.6734999999999998
2014-04-07,-2.4011
2014-04-08,-0.4342
2014-04-09,0.7994
2014-04-10,-3.8933
2014-04-11,1.7254
2014-04-14,4.1298
2014-04-15,2.4788
2014-04-16,3.801
2014-04-17,-1.8641999999999999
2014-04-21,-3.1886
2014-04-22,-0.1402
2014-04-23,-4.9825
2014-04-24,-5.1699
2014-04-25,-0.7009
2014-04-28,0.9412
2014-04-29,1.6317
2014-04-30,0.0765
2014-05-01,-0.382
2014-05-02,-4.908
2014-05-05,-1.0484
2014-05-06,-4.9715
2014-05-07,-1.2006999999999999
2014-05-08,0.3472
2014-05-09,4.8443000000000005
2014-05-12,0.6601
2014-05-13,-2.8689
2014-05-14,1.5190000000000001
2014-05-15,1.7456
2014-05-16,-3.3497
2014-05-19,-4.9028
2014-05-20,-4.0
2014-05-21,-1.3889
2014-05-22,-0.1878
2014-05-23,0.0941
2014-05-27,3.4774
2014-05-28,-0.1817
2014-05-29,4.0036
2014-05-30,0.0875
2014-06-02,-2.6224
2014-06-03,-1.2567
2014-06-04,-0.3636
2014-06-05,0.365
2014-06-06,1.9091
2014-06-09,5.9768
2014-06-10,1.6835
2014-06-11,-1.5728
2014-06-12,1.3457
2014-06-13,2.9876
2014-06-16,2.8203
2014-06-17,3.0564
2014-06-18,-2.8137
2014-06-19,-0.7825
2014-06-20,0.0789
2014-06-23,1.2608
2014-06-24,-0.856
2014-06-25,0.0
2014-06-26,-1.0989
2014-06-27,-1.3492
2014-06-30,6.9992
2014-07-01,3.0075
2014-07-02,-2.1168
2014-07-03,1.4169
2014-07-07,-1.8382
2014-07-08,-3.221
2014-07-09,-2.322
2014-07-10,-3.0111
2014-07-11,-0.3268
2014-07-14,3.0328
2014-07-15,0.6364
2014-07-16,-0.1581
2014-07-17,-3.0087
2014-07-18,1.0612
2014-07-21,-0.8885
2014-07-22,5.379
2014-07-23,0.3867
2014-07-24,0.0
2014-07-25,0.7704
2014-07-28,-3.1346
2014-07-29,-1.7364000000000002
2014-07-30,3.8554
2014-07-31,-16.4733
2014-08-01,6.1111
2014-08-04,-2.2688
2014-08-05,-3.6607
2014-08-06,3.1511
2014-08-07,-3.6837
