ticker,HXOH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-25,-0.6623
2019-07-26,0.0
2019-07-29,-9.3333
2019-07-30,-0.7353
2019-07-31,-16.6667
2019-08-01,24.6222
2019-08-02,-7.2753
2019-08-05,1.9231
2019-08-07,-1.8868
2019-08-08,-1.9231
2019-08-13,-9.8039
2019-08-15,4.3478
2019-08-16,-14.5
2019-08-19,9.6491
2019-08-21,6.6667
2019-08-22,2.0833
2019-08-26,-2.0408
2019-08-27,-8.3333
2019-08-28,4.5455
2019-08-29,0.0
2019-08-30,4.3478
2019-09-04,-4.1667
2019-09-09,4.3478
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.1667
2019-09-13,-0.1664
2019-09-17,0.0
2019-09-18,-2.0833
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,-11.9149
2019-09-26,8.6957
2019-09-27,4.4444
2019-09-30,-4.2553
2019-10-02,-6.6667
2019-10-07,2.3810000000000002
2019-10-08,2.3256
2019-10-09,0.0
2019-10-10,2.2727
2019-10-11,-1.1556
2019-10-15,-3.2374
2019-10-16,0.0
2019-10-18,0.0929
2019-10-21,-1.1142
2019-10-22,0.0
2019-10-24,-1.4085
2019-10-25,0.0
2019-10-28,2.3810000000000002
2019-10-29,2.3256
2019-10-30,-4.5455
2019-10-31,-3.8095
2019-11-01,-0.9901
2019-11-04,4.001
2019-11-05,-0.9625
2019-11-07,6.7961
2019-11-08,4.5455
2019-11-11,0.0
2019-11-12,4.3478
2019-11-13,-4.1667
2019-11-14,-3.4783
2019-11-15,8.1081
2019-11-18,-4.1667
2019-11-19,-4.3478
2019-11-20,4.5455
2019-11-21,-4.3478
2019-11-22,0.0
2019-11-25,-4.5455
2019-11-27,0.4762
2019-11-29,0.0
2019-12-03,0.4739
2019-12-04,-0.9434
2019-12-05,12.381
2019-12-06,1.6949
2019-12-09,-0.4167
2019-12-10,-3.7657
2019-12-11,4.3478
2019-12-12,4.1667
2019-12-13,-4.0
2019-12-16,4.1667
2019-12-17,2.4
2019-12-18,0.3906
2019-12-19,8.9494
2019-12-20,-9.5714
2019-12-23,0.0
2019-12-24,4.6603
2019-12-26,-4.4528
2019-12-27,-4.8183
2019-12-30,7.8838
2019-12-31,-7.3077
2020-01-02,3.7344
2020-01-03,2.08
2020-01-06,1.8809
2020-01-07,1.9231
2020-01-09,1.8868
2020-01-10,-3.7037
2020-01-14,1.9231
2020-01-15,0.0
2020-01-16,4.5283
2020-01-22,2.8881
2020-01-24,-5.2632
2020-01-28,-9.2593
2020-01-30,6.1224
2020-01-31,0.0
2020-02-04,0.0
2020-02-06,-1.9231
2020-02-07,-3.9215999999999998
2020-02-10,6.1224
2020-02-11,0.0
2020-02-12,1.5385
2020-02-18,-5.303
2020-02-20,4.0
2020-02-21,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,-3.8462
2020-02-28,-11.6
2020-03-02,0.0
2020-03-03,0.4525
2020-03-04,8.1081
2020-03-06,-11.6667
2020-03-10,-0.4717
2020-03-16,-9.9526
2020-03-23,-73.6842
2020-03-24,240.0
2020-03-25,17.647100000000002
2020-03-30,-12.5
2020-03-31,8.5714
2020-04-09,-22.1053
2020-04-13,-52.7027
2020-04-15,45.7143
2020-04-16,-26.2745
2020-04-17,60.9043
2020-04-22,-38.0165
2020-04-27,30.6933
2020-04-29,22.628
2020-04-30,40.599
2020-05-01,-28.9941
2020-05-04,-8.3333
2020-05-05,-8.9091
2020-05-07,0.7984
2020-05-08,1.1881
2020-05-13,7.6321
2020-05-19,27.2727
2020-05-26,0.8571
2020-05-27,-4.3909
2020-05-28,3.7037
2020-06-02,0.0
2020-06-03,3.5714
2020-06-04,10.3448
2020-06-05,-3.125
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,3.2258
2020-06-11,-1.625
2020-06-12,-13.9771
2020-06-17,3.3973
2020-06-22,0.0
2020-06-24,3.5714
2020-06-25,-20.4138
2020-06-26,21.3172
2020-06-30,-3.5714
2020-07-01,20.7407
2020-07-06,0.0
2020-07-07,-14.1104
2020-07-09,0.0
2020-07-10,-7.1429
2020-07-20,1.5385
2020-07-22,2.2727
2020-07-24,6.6667
2020-07-28,-8.3333
2020-07-29,2.2727
2020-07-30,-1.4815
2020-07-31,0.0
