ticker,SNRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-17.2414
2000-01-04,0.0
2000-01-06,20.8333
2000-01-07,-17.2414
2000-01-10,20.8333
2000-01-12,-24.1379
2000-01-13,26.5455
2000-01-18,4.1667
2000-01-19,0.0
2000-01-24,-24.1379
2000-01-25,-9.0909
2000-01-26,10.4
2000-01-27,31.3406
2000-02-01,-31.0345
2000-02-02,10.4
2000-02-03,-18.4783
2000-02-04,0.0
2000-02-07,44.9222
2000-02-08,7.3373
2000-02-09,28.5714
2000-02-10,22.2222
2000-02-11,9.0909
2000-02-14,37.5
2000-02-15,-9.0909
2000-02-16,-33.3333
2000-02-17,-25.0
2000-02-18,13.3333
2000-02-22,41.1765
2000-02-23,-12.5
2000-02-24,-14.2857
2000-02-25,11.1111
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,-5.04
2000-03-06,-5.2233
2000-03-07,0.0
2000-03-08,-5.5556
2000-03-09,0.0
2000-03-10,17.647100000000002
2000-03-13,-5.0
2000-03-14,5.2632
2000-03-15,-5.0
2000-03-16,10.526299999999999
2000-03-17,-4.7619
2000-03-20,25.0
2000-03-21,0.0
2000-03-22,-20.0
2000-03-23,-10.0
2000-03-24,11.1111
2000-03-29,-15.0
2000-03-30,-2.9412000000000003
2000-04-03,0.0
2000-04-04,0.0
2000-04-07,-2.0606
2000-04-10,-7.1782
2000-04-11,-20.0
2000-04-12,-32.0
2000-04-13,-1.9607999999999999
2000-04-20,-90.0
2000-04-25,1400.0
2000-05-01,-26.6667
2000-05-19,36.3636
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-30,-66.6667
2000-05-31,50.0
2000-06-05,6.6667
2000-06-06,0.0
2000-06-15,-50.0
2000-06-21,0.0
2000-07-07,0.0
2000-07-11,150.0
2000-07-12,0.0
2000-07-13,0.0
2000-08-09,-2.0
2000-08-15,0.4464
2000-08-30,-69.5238
2000-09-05,0.0
2000-09-11,133.3333
2000-09-12,-71.4286
2000-09-28,200.0
2000-10-10,-66.6667
2000-10-23,0.0
2000-11-01,-40.0
2000-11-20,16.6667
2000-11-28,-28.5714
2000-11-29,20.0
2000-11-30,-66.6667
2000-12-04,200.0
2000-12-05,0.0
2000-12-06,83.3333
2000-12-07,-45.4545
2000-12-08,0.0
2000-12-11,-33.3333
2000-12-13,-50.0
2000-12-26,0.0
2000-12-27,-60.0
2000-12-28,0.0
2001-01-05,275.0
