ticker,GLBB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-07,1118.75
2017-04-10,2.5641
2017-04-11,0.0
2017-04-12,-6.0
2017-04-13,-5.9043
2017-04-17,18.7111
2017-04-18,0.9524
2017-04-19,8.4906
2017-04-20,8.6957
2017-04-21,9.6
2017-04-24,62.7737
2017-04-25,135.426
2017-04-26,-18.0952
2017-04-27,23.2558
2017-04-28,-14.1509
2017-05-01,16.4835
2017-05-02,9.8113
2017-05-03,1.3746
2017-05-04,-18.6441
2017-05-05,9.375
2017-05-08,3.4286
2017-05-09,15.8379
2017-05-10,-18.124
2017-05-11,9.7087
2017-05-26,-64.6018
2017-05-30,-65.0
2017-05-31,-7.1429
2017-06-01,7.6923
2017-06-02,-28.5714
2017-06-05,-10.0
2017-06-06,-44.4444
2017-06-07,4.0
2017-06-08,15.3846
2017-06-09,-16.6667
2017-06-12,0.0
2017-06-13,-60.0
2017-06-14,50.0
2017-06-15,-33.3333
2017-06-16,0.0
2017-06-19,0.0
2017-06-20,20.0
2017-06-21,0.0
2017-06-22,25.0
2017-06-26,6.6667
2017-06-27,6.25
2017-06-28,0.0
2017-06-29,-5.8824
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,-34.375
2017-07-10,-4.7619
2017-07-11,-50.0
2017-07-12,200.0
2017-07-14,-33.3333
2017-07-18,0.0
2017-07-21,-50.0
2017-07-26,240.0
2017-07-27,-41.1765
2017-07-31,50.0
2017-08-01,66.6667
2017-08-02,0.0
2017-08-03,-20.0
2017-08-04,-20.0
2017-08-07,-6.25
2017-08-08,0.0
2017-08-15,0.0
2017-08-16,-33.3333
2017-08-17,50.0
2017-08-21,-33.3333
2017-08-22,10.0
2017-08-23,-9.0909
2017-08-24,20.0
2017-08-25,25.0
2017-08-28,-66.6667
2017-08-29,200.0
2017-08-30,-60.0
2017-09-06,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-21,0.0
2017-09-22,-8.3333
2017-09-26,27.2727
2017-10-02,-14.2857
2017-10-03,0.0
2017-10-05,-13.3333
2017-10-06,-3.8462
2017-10-13,0.0
2017-10-26,-40.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,-33.3333
2017-11-06,0.0
2017-11-16,-97.5
2017-11-20,0.0
2017-11-22,100.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-30,10.0
2017-12-13,-90.9091
2017-12-14,100.0
2017-12-26,0.0
2017-12-28,150.0
2017-12-29,5900.0
2018-01-02,0.0
2018-01-03,16.6667
2018-01-04,-97.1429
2018-01-08,0.0
2018-01-11,900.0
2018-01-17,15.0
2018-01-19,-13.0435
2018-01-24,-94.0
2018-01-25,66.6667
2018-01-26,0.0
2018-01-29,0.0
2018-01-31,100.0
2018-02-01,0.0
2018-02-05,150.0
2018-02-06,-80.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,-90.0
2018-02-16,900.0
2018-02-26,0.0
2018-02-27,-90.0
2018-02-28,0.0
2018-03-02,19900.0
2018-03-05,100.0
2018-03-07,0.0
2018-03-12,-50.0
2018-03-21,0.0
2018-03-23,-99.5
2018-04-03,900.0
2018-04-23,0.0
2018-05-24,-90.0
2018-06-20,900.0
2018-06-22,100.0
2018-07-10,-50.0
2018-08-23,0.0
2018-09-07,-99.0
2018-09-11,0.0
2018-10-10,-90.0
2018-11-19,49900.0001
2018-11-21,0.0
2018-11-28,100.0
2018-12-14,-99.0
2019-01-04,0.0
2019-01-15,0.0
2019-02-21,900.0
2019-02-27,0.0
2019-03-01,0.0
2019-04-04,9900.0
2019-04-08,-99.0
2019-04-15,0.0
2019-04-22,-90.0
2019-04-29,1900.0001
2019-05-14,-99.5
2019-05-16,0.0
2019-07-19,9900.0
2019-08-19,-99.0
2019-08-27,49900.0001
2019-09-17,-99.8
2019-10-11,99900.0003
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-29,100.0
2019-11-15,400.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-21,0.0
2019-11-26,-99.99
2019-12-03,599900.0015
2019-12-06,0.0
2019-12-09,-16.6667
2019-12-11,0.0
2019-12-12,0.0
2019-12-16,0.0
2019-12-20,0.0
2019-12-23,0.0
2020-01-07,-20.0
2020-01-15,150.0
2020-01-23,-60.0
2020-01-30,0.0
2020-02-03,0.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-11,0.0
2020-02-21,0.0
2020-02-28,-25.0
2020-03-02,0.0
2020-03-24,-66.6667
2020-03-26,0.0
2020-04-15,0.0
2020-04-17,0.0
2020-04-30,0.0
2020-05-05,0.0
2020-05-13,0.0
2020-06-04,50.0
2020-06-24,-20.0
2020-06-25,0.0
2020-06-26,-16.6667
2020-06-29,0.0
2020-06-30,200.0
2020-07-02,0.0
2020-07-16,0.0
2020-07-20,0.0
2020-07-30,0.0
