ticker,NWPP US Equity
2016-05-12,0.0
2016-06-06,4.8951
2016-06-27,0.0
2016-07-07,-2.6667
2016-07-13,2.7397
2016-07-14,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-25,-3.3333
2016-07-26,3.4483
2016-07-28,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-15,0.0
2016-08-17,0.0
2016-08-24,0.0
2016-08-29,3.3333
2016-08-30,-3.2258
2016-09-07,0.0
2016-09-22,3.3333
2016-10-12,9.6774
2016-10-14,0.0
2016-10-25,-7.6471
2016-10-28,1.2739
2016-11-14,5.0314
2016-11-15,1.7964
2016-11-18,-2.9412000000000003
2016-11-23,-4.2424
2016-12-01,1.2658
2016-12-15,6.25
2016-12-21,0.0
2016-12-22,2.9412000000000003
2017-01-12,-6.2857
2017-02-01,1.8293
2017-02-02,1.7964
2017-03-02,2.9412000000000003
2017-03-07,-0.5714
2017-03-09,0.5747
2017-03-13,-2.8571
2017-03-14,2.9412000000000003
2017-03-31,-1.1429
2017-04-03,-0.578
2017-04-04,-1.1628
2017-04-05,-0.2941
2017-04-06,-2.6549
2017-04-07,5.4545
2017-04-10,-2.2989
2017-04-12,0.0
2017-04-17,0.0
2017-04-20,-2.9412000000000003
2017-04-21,3.0303
2017-04-24,-2.9412000000000003
2017-05-01,3.0303
2017-05-04,0.0
2017-05-05,-1.1764999999999999
2017-05-11,-1.7856999999999998
2017-05-17,0.0
2017-05-18,0.0
2017-06-02,3.0303
2017-06-08,-1.7647
2017-06-09,0.5988
2017-06-12,-0.5952
2017-06-16,0.0
2017-06-20,0.0
2017-06-22,0.0
2017-06-26,2.3952
2017-07-10,2.3392
2017-07-13,-2.8571
2017-07-14,0.0
2017-07-20,0.0
2017-07-26,5.8824
2017-08-08,-5.0
2017-08-09,0.0
2017-08-17,2.3392
2017-08-21,0.0
2017-09-06,0.0
2017-09-12,0.0
2017-09-13,0.5714
2017-09-26,0.5682
2017-10-05,2.8249
2017-10-13,0.0
2017-11-01,15.3846
2017-11-02,-4.7619
2017-11-06,0.0
2017-11-07,-2.5
2017-11-09,-2.5641
2017-11-14,5.2632
2017-12-06,5.0
2017-12-07,-4.7619
2017-12-08,-5.0
2017-12-13,4.7368
2017-12-19,3.0151
2017-12-26,16.9756
2018-01-03,-0.3336
2018-01-09,-12.5523
2018-01-10,0.4785
2018-02-22,-0.4762
2018-02-28,-4.3062000000000005
2018-03-06,0.0
2018-03-07,-2.5
2018-03-12,0.0
2018-03-14,0.0
2018-03-20,2.5641
2018-03-22,0.0
2018-03-23,-4.0
2018-04-02,14.5833
2018-04-11,-9.0909
2018-04-20,0.0
2018-04-24,-2.5
2018-05-04,2.0513
2018-05-07,-1.5074999999999998
2018-05-08,6.1224
2018-05-09,-5.7692
2018-05-14,2.0408
2018-05-16,-1.5
2018-05-17,0.5076
2018-05-21,-1.0101
2018-05-22,2.0408
2018-05-23,0.0
2018-05-24,-2.0
2018-05-29,4.5918
2018-06-04,-4.1951
2018-06-05,0.8147
2018-06-13,-1.0101
2018-06-27,1.0204
2018-06-28,-0.5051
2018-07-02,4.5685
2018-07-03,-2.9126
2018-07-05,-0.1
2018-07-06,2.5025
2018-07-16,-3.3203
2018-07-18,0.0
2018-07-24,0.0
2018-07-27,-1.0101
2018-07-30,0.102
2018-08-06,0.4077
2018-08-07,0.0
2018-08-13,0.5076
2018-08-14,-0.5051
2018-08-15,-1.0152
2018-08-16,0.0
2018-08-20,-1.0256
2018-08-21,-1.0363
2018-08-24,0.0
2018-08-27,2.0942
2018-08-28,-1.5385
2018-08-31,0.0
2018-09-04,3.6458
2018-09-13,-3.0151
2018-09-19,3.6269
2018-09-20,-7.0
2018-09-21,3.2258
2018-09-25,-0.5208
2018-09-27,0.7853
2018-09-28,0.7792
2018-10-01,1.0309
2018-10-02,0.5102
2018-10-03,1.5228000000000002
2018-10-04,1.0
2018-10-08,-3.4653
2018-10-09,-1.0256
2018-10-11,-1.5544
2018-10-12,2.6316
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,-4.6154
2018-10-19,4.8387
2018-10-22,-4.6154
2018-10-24,-5.914
2018-10-26,-8.5714
2018-10-29,-10.0
2018-10-30,0.0
2018-10-31,30.5556
2018-11-02,-17.0213
2018-11-06,12.1795
2018-11-07,0.5714
2018-11-08,4.5455
2018-11-12,3.2609
2018-11-14,-2.6316
2018-11-15,-16.2162
2018-11-26,10.3226
2018-11-27,-3.5088
2018-11-28,-3.0303
2018-12-03,12.5
2018-12-04,-3.8889
2018-12-07,1.1561
2018-12-10,0.0
2018-12-11,-10.857099999999999
2018-12-12,0.0
2018-12-13,-0.641
2018-12-14,-0.6452
2018-12-17,3.2468
2018-12-18,-6.9182
2018-12-19,1.3514
2018-12-20,-1.3333
2018-12-24,-0.6757
2018-12-26,-11.5646
2018-12-27,-3.8462
2018-12-28,12.0
2018-12-31,2.8571
2019-01-02,5.5556
2019-01-03,5.2632
2019-01-17,-0.625
2019-01-22,-4.4025
2019-01-23,-1.3158
2019-02-04,6.6667
2019-02-06,0.0
2019-02-11,3.125
2019-02-19,1.2121
2019-02-20,-0.5988
2019-02-21,0.9036
2019-02-25,-2.3881
2019-03-13,-5.1988
2019-03-14,-1.2903
2019-03-15,0.0
2019-03-21,3.268
2019-03-25,-1.8987
2019-03-27,-1.2903
2019-03-28,17.647100000000002
2019-03-29,-11.1111
2019-04-02,-2.1875
2019-04-04,-2.2364
2019-04-08,3.9215999999999998
2019-04-16,0.6289
2019-04-17,0.0
2019-04-18,12.5
2019-04-22,-0.0611
2019-04-24,-9.945
2019-05-02,0.0
2019-05-03,0.0
2019-05-08,4.6296
2019-05-13,-9.1445
2019-05-14,22.7273
2019-05-16,-17.9894
2019-05-21,0.0
2019-05-23,3.2258
2019-05-24,6.25
2019-05-29,2.9412000000000003
2019-06-05,5.7143
2019-06-06,0.0
2019-06-12,0.0
2019-06-13,5.4054
2019-06-14,2.5641
2019-06-20,-2.5
2019-06-21,0.0
2019-06-28,0.0
2019-07-08,12.8205
2019-07-12,0.0
2019-07-16,-13.1818
2019-07-29,2.0942
2019-08-08,-2.0513
2019-08-09,0.5236
2019-08-12,-0.5208
2019-08-15,-3.1414
2019-08-21,-0.5405
2019-08-26,-2.1739
2019-08-28,0.0
2019-08-30,-11.1111
2019-09-03,12.5
2019-09-04,5.0
2019-09-11,-2.1164
2019-09-12,2.7027
2019-09-13,2.6316
2019-09-18,-0.5128
2019-09-19,-3.0928
2019-09-20,0.0
2019-10-03,-1.0638
2019-10-04,0.0
2019-10-08,0.0
2019-10-11,-1.0753
2019-10-16,2.7174
2019-10-18,2.6455
2019-10-23,-3.3505
2019-10-28,4.0
2019-10-29,-7.6923
2019-11-07,0.0
2019-11-14,8.3333
2019-11-15,-3.5897
2019-11-20,1.0638
2019-11-21,5.2632
2019-11-22,0.0
2019-11-26,0.0
2019-12-02,0.0
2019-12-04,0.0
2019-12-09,0.0
2019-12-10,20.0
2019-12-13,0.0
2019-12-16,-16.25
2019-12-20,9.4527
2019-12-27,-2.2727
2019-12-30,-6.5116
2019-12-31,0.4975
2020-01-02,0.0
2020-01-06,-0.9901
2020-01-07,2.5
2020-01-08,2.439
2020-01-16,-4.7619
2020-01-21,5.0
2020-01-22,0.0
2020-01-24,0.0
2020-01-27,-6.1905
2020-01-29,1.5228000000000002
2020-01-30,0.5
2020-02-04,1.99
2020-02-05,-1.9512
2020-02-12,4.9751
2020-02-18,1.4218
2020-02-19,2.8037
2020-02-20,-4.5455
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,-4.2857
2020-02-28,0.0
2020-03-02,-0.4975
2020-03-04,0.0
2020-03-05,-2.2
2020-03-11,-10.5317
2020-03-12,10.2857
2020-03-16,-9.3264
2020-03-17,-2.8571
2020-03-19,2.9412000000000003
2020-03-20,2.8571
2020-03-23,-5.5556
2020-03-27,2.9412000000000003
2020-03-31,-1.1429
2020-04-01,-10.4046
2020-04-02,11.2903
2020-04-03,-10.1449
2020-04-06,12.9032
2020-04-07,-4.2857
2020-04-08,0.0
2020-04-09,-8.6567
2020-04-13,3.268
2020-04-14,0.0
2020-04-16,0.6329
2020-04-17,-1.8868
2020-04-20,-0.3205
2020-04-21,8.0386
2020-04-22,-19.0476
2020-04-23,11.7647
2020-04-24,0.9868
2020-04-27,0.0
2020-04-28,0.0
2020-04-30,3.2573
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,5.3628
2020-05-07,-5.0898
2020-05-12,-2.2082
2020-05-13,-1.6129
2020-05-14,-1.6393
2020-05-18,6.6667
2020-05-20,0.0
2020-05-21,0.0
2020-05-27,0.0
2020-06-01,-3.125
2020-06-04,6.4516
2020-06-09,1.2121
2020-06-10,4.7904
2020-06-11,-1.4285999999999999
2020-06-12,1.4493
2020-06-15,14.2857
2020-06-16,0.0
2020-06-18,0.0
2020-06-22,47.5
2020-06-23,-32.2034
2020-06-24,-7.5
2020-06-29,-10.8108
2020-06-30,-15.1515
2020-07-01,0.0
2020-07-07,0.0
2020-07-15,7.1429
2020-07-17,30.0
